68	68	Mdc
18.06.2015	18.06.2015	Agpmsny
Pravilnik	pravilnik	Ncmsn
o	o	Sl
pravilima	pravilo	Ncnpl
uspostave	uspostava	Ncfsg
sustava	sustav	Ncmsg
i	i	Cc
postupaka	postupak	Ncmpg
temeljenih	temeljiti	Appmpgy
na	na	Sl
načelima	načelo	Ncnpl
HACCP	hacc	Ncmsl
sustava	sustav	Ncmsg

MINISTARSTVO	ministarstvo	Ncnsn
POLJOPRIVREDE	poljoprivreda	Ncfsg

1307	1307	Mdc

Na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
higijeni	higijena	Ncfsl
hrane	hrana	Ncfsg
i	i	Cc
mikrobiološkim	mikrobiološki	Agpmpiy
kriterijima	kriterij	Ncmpi
za	za	Sa
hranu	hrana	Ncfsa
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
81/2013	81/2013	Mds
)	)	Z
ministar	ministar	Ncmsn
poljoprivrede	poljoprivreda	Ncfsg
,	,	Z
uz	uz	Sa
suglasnost	suglasnost	Ncfsa
ministra	ministar	Ncmsg
zdravlja	zdravlje	Ncnsg
,	,	Z
donosi	donositi	Vmr3s

PRAVILNIK	pravilnik	Ncmsn

O	o	Sl
PRAVILIMA	pravilo	Ncnpl
USPOSTAVE	uspostava	Ncfsg
SUSTAVA	sustav	Ncmsg
I	i	Cc
POSTUPAKA	postupak	Ncmpg
TEMELJENIH	temeljiti	Appmpgy
NA	na	Sl
NAČELIMA	načelo	Ncnpl
HACCP	hacc	Ncmsl
SUSTAVA	sustav	Ncmsg

I.	I.	Y
OPĆE	opći	Agpfsgy
ODREDBE	odredba	Ncfsg

Predmet	predmet	Ncmsn
Pravilnika	pravilnik	Ncmsg

Članak	članak	Ncmsn
1.	1.	Mdo

Ovim	ovaj	Pd-msi
se	sebe	Px--sa
Pravilnikom	pravilnik	Ncmsi
propisuju	propisivati	Vmr3p
detaljna	detaljan	Agpnpay
pravila	pravilo	Ncnpa
za	za	Sa
uspostavu	uspostava	Ncfsa
,	,	Z
provedbu	provedba	Ncfsa
i	i	Cc
održavanje	održavanje	Ncnsa
sustava	sustav	Ncmsg
i	i	Cc
postupaka	postupak	Ncmpg
temeljenih	temeljiti	Appmpgy
na	na	Sl
načelima	načelo	Ncnpl
HACCP	hacc	Ncmsl
sustava	sustav	Ncmsg
.	.	Z

Primjena	primjena	Ncfsn
Pravilnika	pravilnik	Ncmsg

Članak	članak	Ncmsn
2.	2.	Mdo

Odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
subjekte	subjekt	Ncmpa
u	u	Sl
poslovanju	poslovanje	Ncnsl
s	sa	Si
hranom	hrana	Ncfsi
koji	koji	Pi-mpn
obavljaju	obavljati	Vmr3p
bilo	bilo	Qo
koju	koji	Pi-fsa
fazu	faza	Ncfsa
pripreme	priprema	Ncfsg
,	,	Z
proizvodnje	proizvodnja	Ncfsg
,	,	Z
prerade	prerada	Ncfsg
,	,	Z
pakiranja	pakiranje	Ncnsg
,	,	Z
skladištenja	skladištenje	Ncnsg
,	,	Z
prijevoza	prijevoz	Ncmsg
i	i	Cc
distribucije	distribucija	Ncfsg
hrane	hrana	Ncfsg
poslije	poslije	Sg
primarne	primaran	Agpfsgy
proizvodnje	proizvodnja	Ncfsg
i	i	Cc
s	sa	Si
njom	on	Pp3fsi
povezanih	povezan	Agpfpgy
djelatnosti	djelatnost	Ncfpg
iz	iz	Sg
Priloga	prilog	Ncmsg
I.	ii	Agpfsgy
Uredbe	uredba	Ncfsg
