sigurnosnih	sigurnosni	Agpfpgy
provjera	provjera	Ncfpg
,	,	Z
sigurnosti	sigurnost	Ncfsg
podataka	podatak	Ncmpg
i	i	Cc
poslovne	poslovan	Agpfsgy
suradnje	suradnja	Ncfsg
.	.	Z

Obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
vezane	vezan	Agpmpay
za	za	Sa
izradu	izrada	Ncfsa
Plana	plan	Ncmsg
obrane	obrana	Ncfsg
Ministarstva	ministarstvo	Ncnsg
,	,	Z
te	te	Cc
prati	pratiti	Vmr3s
stanje	stanje	Ncnsa
provođenja	provođenje	Ncnsg
i	i	Cc
izrade	izrada	Ncfsg
planova	plan	Ncmpg
i	i	Cc
prosudbi	prosudba	Ncfpg
obrambenih	obramben	Agpfpgy
priprema	priprema	Ncfpg
u	u	Sl
pravnim	pravni	Agpfply
osobama	osoba	Ncfpl
u	u	Sl
nadležnosti	nadležnost	Ncfsl
Ministarstva	ministarstvo	Ncnsg
.	.	Z

Obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
zaštitu	zaštita	Ncfsa
imovine	imovina	Ncfsg
i	i	Cc
osoba	osoba	Ncfsn
u	u	Sl
poslovnom	poslovan	Agpmsly
objektu	objekt	Ncmsl
Ministarstva	ministarstvo	Ncnsg
,	,	Z
poslove	posao	Ncmpa
protupožarne	protupožarni	Agpfsgy
zaštite	zaštita	Ncfsg
,	,	Z
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
,	,	Z
koordinira	koordinirati	Vmr3s
poslove	posao	Ncmpa
zaštite	zaštita	Ncfsg
i	i	Cc
spašavanja	spašavanje	Ncnsg
na	na	Sa
zahtjev	zahtjev	Ncmsan
Državne	državni	Agpfsgy
uprave	uprava	Ncfsg
za	za	Sa
zaštitu	zaštita	Ncfsa
i	i	Cc
spašavanje	spašavanje	Ncnsa
,	,	Z
te	te	Cc
obavlja	obavljati	Vmr3s
i	i	Cc
druge	drugi	Mlompa
poslove	posao	Ncmpa
iz	iz	Sg
djelokruga	djelokrug	Ncmsg
rada	rad	Ncmsg
Odjela	Odjel	Npmsg
.	.	Z

Za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
vezanih	vezan	Agpmpgy
za	za	Sa
zaštitu	zaštita	Ncfsa
na	na	Sl
radu	rad	Ncmsl
ustrojava	ustrojavati	Vmr3s
se	sebe	Px--sa
posebna	poseban	Agpfsny
jedinica	jedinica	Ncfsn
:	:	Z

2.2.2.3.1.	2.2.2.3.1.	Mdo

Pododsjek	pododsjek	Ncmsn
za	za	Sa
zaštitu	zaštita	Ncfsa
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštitu	zaštita	Ncfsa
od	od	Sg
požara	požar	Ncmsg
.	.	Z

2.2.2.3.1.	2.2.2.3.1.	Mdo

Pododsjek	pododsjek	Ncmsn
za	za	Sa
zaštitu	zaštita	Ncfsa
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštitu	zaštita	Ncfsa
od	od	Sg
požara	požar	Ncmsg

Članak	članak	Ncmsn
22.	22.	Mdo

Pododsjek	pododsjek	Ncmsn
za	za	Sa
zaštitu	zaštita	Ncfsa
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštitu	zaštita	Ncfsa
od	od	Sg
požara	požar	Ncmsg
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
u	u	Sl
vezi	veza	Ncfsl
provedbe	provedba	Ncfsg
zakona	zakon	Ncmsg
i	i	Cc
podzakonskih	podzakonski	Agpmpgy
propisa	propis	Ncmpg
iz	iz	Sg
područja	područje	Ncnsg
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštite	zaštita	Ncfsg
od	od	Sg
požara	požar	Ncmsg
,	,	Z
surađuje	surađivati	Vmr3s
s	sa	Si
tijelima	tijelo	Ncmpi
inspekcije	inspekcija	Ncfsg
rada	rad	Ncmsg
,	,	Z
specijalistima	specijalist	Ncmpi
medicine	medicina	Ncfsg
rada	rad	Ncmsg
,	,	Z
zavodom	zavod	Ncmsi
nadležnim	nadležan	Agpmsiy
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnosti	sigurnost	Ncfsg
na	na	Sl
radu	rad	Ncmsl
te	te	Cc
drugim	drugi	Agpmsiy
ovlaštenim	ovlašten	Agpfply
pravnim	pravni	Agpfply
osobama	osoba	Ncfpl
koje	koji	Pi-fpn
se	sebe	Px--sa
bave	baviti	Vmr3p
poslovima	posao	Ncmpi
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
,	,	Z
sukladno	sukladno	Rgp
propisanim	propisati	Appmpdy
obrascima	obrazac	Ncmpd
prijavljuje	prijavljivati	Vmr3s
ozljede	ozljeda	Ncfpa
na	na	Sl
radu	rad	Ncmsl
te	te	Cc
vodi	voditi	Vmr3s
evidenciju	evidencija	Ncfsa
o	o	Sl
istima	isti	Agpmply
.	.	Z

Pododsjek	pododsjek	Ncmsn
koordinira	koordinirati	Vmr3s
provođenje	provođenje	Ncnsa
i	i	Cc
praćenje	praćenje	Ncnsa
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
u	u	Sl
područnim	područni	Agpfply
jedinicama	jedinica	Ncfpl
Ministarstva	ministarstvo	Ncnsg
,	,	Z
daje	davati	Vmr3s
prijedloge	prijedlog	Ncmpa
za	za	Sa
unaprjeđenje	unaprjeđenje	Ncnsa
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
odboru	odbor	Ncmsl
za	za	Sa
zaštitu	zaštita	Ncfsa
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
postupa	postupati	Vmr3s
po	po	Sl
zaključcima	zaključak	Ncmpl
odbora	odbor	Ncmpg
te	te	Cc
obavlja	obavljati	Vmr3s
stručne	stručan	Agpfpay
,	,	Z
administrativne	administrativan	Agpfpay
i	i	Cc
tehničke	tehnički	Agpmpay
poslove	posao	Ncmpa
za	za	Sa
odbor	odbor	Ncmsan
za	za	Sa
zaštitu	zaštita	Ncfsa
na	na	Sl
radu	rad	Ncmsl
.	.	Z

Pododsjek	pododsjek	Ncmsn
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
procjene	procjena	Ncfsg
rizika	rizik	Ncmsg
na	na	Sl
radu	rad	Ncmsl
te	te	Cc
izrađuje	izrađivati	Vmr3s
i	i	Cc
predlaže	predlagati	Vmr3s
donošenje	donošenje	Ncnsa
internih	interni	Agpmpgy
akata	akt	Ncmpg
iz	iz	Sg
područja	područje	Ncnsg
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštite	zaštita	Ncfsg
od	od	Sg
požara	požar	Ncmsg
,	,	Z
organizira	organizirati	Vmr3s
provedbu	provedba	Ncfsa
osposobljavanja	osposobljavanje	Ncnsg
iz	iz	Sg
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštite	zaštita	Ncfsg
od	od	Sg
požara	požar	Ncmsg
te	te	Cc
vodi	voditi	Vmr3s
propisane	propisati	Agpfpay
evidencije	evidencija	Ncfpa
iz	iz	Sg
područja	područje	Ncnsg
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
i	i	Cc
zaštite	zaštita	Ncfsg
od	od	Sg
požara	požar	Ncmsg
.	.	Z

3.	3.	Mdo
UPRAVA	uprava	Ncfsn
POMORSKE	pomorski	Agpfsgy
I	i	Cc
UNUTARNJE	unutarnji	Agpfsgy
PLOVIDBE	plovidba	Ncfsg
,	,	Z
BRODARSTVA	brodarstvo	Ncnsg
,	,	Z
LUKA	Luka	Npmsn
I	i	Cc
POMORSKOG	pomorski	Agpnsgy
DOBRA	dobro	Ncnsg

Članak	članak	Ncmsn
23.	23.	Mdo

Uprava	uprava	Ncfsn
pomorske	pomorski	Agpfsgy
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
brodarstva	brodarstvo	Ncnsg
,	,	Z
luka	luk	Ncmsg
i	i	Cc
pomorskog	pomorski	Agpnsgy
dobra	dobro	Ncnsg
priprema	priprema	Ncfpg
nacrte	nacrt	Ncmpa
prijedloga	prijedlog	Ncmsg
zakonskih	zakonski	Agpmpgy
i	i	Cc
podzakonskih	podzakonski	Agpmpgy
akata	akt	Ncmpg
iz	iz	Sg
područja	područje	Ncnsg
pomorskog	pomorski	Agpnsgy
brodarstva	brodarstvo	Ncnsg
i	i	Cc
prometa	promet	Ncmsg
,	,	Z
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
pomorskog	pomorski	Agpnsgy
dobra	dobro	Ncnsg
,	,	Z
morskih	morski	Agpfpgy
i	i	Cc
riječnih	riječni	Agpfpgy
luka	luka	Ncfpg
,	,	Z
agencija	agencija	Ncfsn
pomorske	pomorski	Agpfsgy
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
priprema	pripremati	Vmr3s
i	i	Cc
izrađuje	izrađivati	Vmr3s
nacrte	nacrt	Ncmpa
međunarodnih	međunarodni	Agpmpgy
ugovora	ugovor	Ncmpg
i	i	Cc
drugih	drugi	Mlompg
akata	akt	Ncmpg
iz	iz	Sg
područja	područje	Ncnsg
pomorstva	pomorstvo	Ncnsg
i	i	Cc
