polikliničko-bolničkih	polikliničko-bolnički	Agpmpgy
nalaza	nalaz	Ncmpg
i	i	Cc
ispitivanja	ispitivanje	Ncnsg
.	.	Z

Zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
s	sa	Si
utvrđenim	utvrditi	Agpmpiy
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenog	zahvatiti	Agpmsgy
organa	organ	Ncmsg
/	/	Z
organskog	organski	Agpmsgy
sustava	sustav	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
ocijeniti	ocijeniti	Vmn
i	i	Cc
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
točkama	točka	Ncfpl
popisa	popis	Ncmsg
bolesti	bolest	Ncfsg
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
za	za	Sa
zahvaćeni	zahvatiti	Agpmsayn
organ	organ	Ncmsan
/	/	Z
organski	organski	Agpmsny
sustav	sustav	Ncmsn
.	.	Z

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
kada	kada	Cs
je	biti	Var3s
bolest	bolest	Ncfsn
potvrđena	potvrditi	Appfsny
i	i	Cc
ne	ne	Qz
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
funkcionalnih	funkcionalan	Agpnpgy
oštećenja	oštećenje	Ncnpg
,	,	Z
a	a	Cc
u	u	Sa
svrhu	svrha	Ncfsa
prevencije	prevencija	Ncfsg
progresije	progresija	Ncfsg
bolesti	bolest	Ncfsg
.	.	Z

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
i	i	Cc
u	u	Sl
slučajevima	slučaj	Ncmpl
lakšeg	lak	Agpnsgy
funkcionalnog	funkcionalan	Agpnsgy
oštećenja	oštećenje	Ncnsg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučajevima	slučaj	Ncmpl
srednje	srednji	Agpfsgy
teškog	težak	Agpnsgy
funkcionalnog	funkcionalan	Agpnsgy
oštećenja	oštećenje	Ncnsg
.	.	Z

Ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučajevima	slučaj	Ncmpl
teškog	težak	Agpnsgy
funkcionalnog	funkcionalan	Agpnsgy
oštećenja	oštećenje	Ncnsg
i	i	Cc
trajnog	trajan	Agpnsgy
kliconoštva	kliconoštvo	Ncnsg
.	.	Z

Ad	ai	Agpfsny
Skupina	skupina	Ncfsn
II	ii	Mrc
.	.	Z

Ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
nalaza	nalaz	Ncmsg
nadležnog	nadležan	Agpmsgy
specijalista	specijalist	Ncmsg
i	i	Cc
polikliničko-bolničko-kliničkih	polikliničko-bolničko-klinički	Agpnpgy
ispitivanja	ispitivanje	Ncnsg
i	i	Cc
liječenja	liječenje	Ncnsg
.	.	Z

Ad	ad	Ncmsn
6.	6.	Mdo
Ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
zbog	zbog	Sg
utvrđenih	utvrditi	Appfpgy
zloćudnih	zloćudan	Agpfpgy
novotvorina	novotvorina	Ncfpg
ovisi	ovisiti	Vmr3s
o	o	Sl
veličini	veličina	Ncfsl
,	,	Z
lokalizaciji	lokalizacija	Ncfsl
i	i	Cc
o	o	Sl
histološkom	histološki	Agpmsly
nalazu	nalaz	Ncmsl
dobivenom	dobiven	Agpmsly
na	na	Sl
temelju	temelj	Ncmsl
bolničko-kliničkog	bolničko-klinički	Agpnsgy
ispitivanja	ispitivanje	Ncnsg
.	.	Z

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
koji	koji	Pi-mpn
su	biti	Var3p
na	na	Sa
dan	dan	Ncmsan
zdravstvenog	zdravstven	Agpmsgy
pregleda	pregled	Ncmsg
u	u	Sl
remisiji	remisija	Ncfsl
,	,	Z
bez	bez	Sg
funkcionalnih	funkcionalan	Agpnpgy
oštećenja	oštećenje	Ncnpg
organa	organ	Ncmpg
/	/	Z
organskih	organski	Agpmpgy
sustava	sustav	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
koji	koji	Pi-mpn
su	biti	Var3p
na	na	Sa
dan	dan	Ncmsan
zdravstvenog	zdravstven	Agpmsgy
pregleda	pregled	Ncmsg
u	u	Sl
remisiji	remisija	Ncfsl
,	,	Z
uz	uz	Sa
postojanje	postojanje	Ncnsa
lakših	lak	Agpnpgy
funkcionalnih	funkcionalan	Agpnpgy
oštećenja	oštećenje	Ncnpg
organa	organ	Ncmpg
/	/	Z
organskih	organski	Agpmpgy
sustava	sustav	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
