vođenju	vođenje	Ncnsl
evidencije	evidencija	Ncfsg
i	i	Cc
izradi	izrada	Ncfsl
izvješća	izvješće	Ncnsg
o	o	Sl
korisnicima	korisnik	Ncmpl
.	.	Z

2.13.3.	2.13.3.	Mdo

Rad	rad	Ncmsn
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
(	(	Z
5	5	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
socijalni	socijalan	Agpmsayn
rad	rad	Ncmsan
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
sudjelovanjem	sudjelovanje	Ncnsi
u	u	Sl
prikupljanju	prikupljanje	Ncnsl
potrebnih	potreban	Agpmpgy
podataka	podatak	Ncmpg
o	o	Sl
pacijentu	pacijent	Ncmsl
,	,	Z
u	u	Sl
timskoj	timski	Agpfsly
procjeni	procjena	Ncfsl
,	,	Z
individualnom	individualan	Agpmsly
i	i	Cc
grupnom	grupni	Agpmsly
radu	rad	Ncmsl
s	sa	Si
pacijentom	pacijent	Ncmsi
i	i	Cc
članovima	član	Ncmpi
obitelji	obitelj	Ncfsg
,	,	Z
pomoći	pomoć	Ncfsl
u	u	Sl
ostvarivanju	ostvarivanje	Ncnsl
odgovarajućih	odgovarajući	Agpnpgy
prava	pravo	Ncnpg
i	i	Cc
usluga	usluga	Ncfpg
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
drugim	drugi	Mlofpi
ustanovama	ustanova	Ncfpi
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
drugim	drugi	Mlonpl
stručnim	stručan	Agpmpiy
poslovima	posao	Ncmpi
socijalnog	socijalan	Agpmsgy
rada	rad	Ncmsg
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
.	.	Z

2.13.4.	2.13.4.	Mdo

Rad	rad	Ncmsn
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
(	(	Z
5	5	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
rad	rad	Ncmsan
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
procjeni	procjena	Ncfsl
razvojnih	razvojan	Agpmpgy
rizika	rizik	Ncmpg
i	i	Cc
potreba	potreba	Ncfpg
pojedinih	pojedini	Agpmpgy
učenika	učenik	Ncmpg
,	,	Z
problema	problem	Ncmpg
u	u	Sl
ponašanju	ponašanje	Ncnsl
učenika	učenik	Ncmpg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
učenicima	učenik	Ncmpi
i	i	Cc
roditeljima	roditelj	Ncmpi
,	,	Z
u	u	Sl
rješavanju	rješavanje	Ncnsl
kriznih	krizan	Agpfpgy
situacija	situacija	Ncfpg
,	,	Z
praćenju	praćenje	Ncnsl
integracije	integracija	Ncfsg
učenika	učenik	Ncmpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
,	,	Z
upoznaje	upoznavati	Vmr3s
suradnju	suradnja	Ncfsa
s	sa	Si
drugim	drugi	Mlofpi
ustanovama	ustanova	Ncfpi
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
se	sebe	Px--sa
upoznaje	upoznavati	Vmr3s
s	sa	Si
drugim	drugi	Mlompi
poslovima	posao	Ncmpi
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
.	.	Z

PRILOG	prilog	Ncmsn
2.	2.	Mdo

ISPITNI	ispitan	Agpmpny
PREDMETI	predmet	Ncmpn
POSEBNOG	poseban	Agpmsgy
DIJELA	dio	Ncmsg
STRUČNOG	stručan	Agpmsgy
ISPITA	ispit	Ncmsg
PO	po	Sl
POJEDINIM	pojedini	Agpmply
STRUČNIM	stručan	Agpmply
RADNICIMA	radnik	Ncmpl

1.	1.	Mdo
SOCIJALNI	socijalan	Agpmsny
RADNIK	radnik	Ncmsn

a	a	Cc
)	)	Z
Predmet	predmet	Ncmsn
Upravni	upravan	Agpmsny
postupak	postupak	Ncmsn
,	,	Z
upravni	upravan	Agpmsayn
spor	spor	Ncmsan
i	i	Cc
uredsko	uredski	Agpnsay
poslovanje	poslovanje	Ncnsa
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
Predmet	predmet	Ncmsan
Socijalna	socijalan	Agpfsny
skrb	skrb	Ncfsn
i	i	Cc
sustav	sustav	Ncmsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
u	u	Sl
cijelosti	cijelost	Ncfsl
,	,	Z

c	C	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Obiteljsko-pravna	obiteljsko-pravan	Agpfsny
