vezane	vezan	Agpfpay
uz	uz	Sa
dostavljenu	dostaviti	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
dopunu	dopuna	Ncfsa
)	)	Z
.	.	Z

Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
traženu	tražen	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
osobno	osobno	Rgp
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
deset	deset	Mlc
dana	dan	Ncmpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Vremenom	vrijeme	Ncnsi
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
dopunu	dopuna	Ncfsa
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
kada	kada	Cs
korisnik	korisnik	Ncmsn
zaprimi	zaprimiti	Vmr3s
preporučenu	preporučiti	Agpfsay
pošiljku	pošiljka	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Datumom	datum	Ncmsi
podnošenja	podnošenje	Ncnsg
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
dostave	dostava	Ncfsg
tražene	tražen	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
i	i	Cc
/	/	Z
ili	ili	Cc
tražene	tražen	Agpfsgy
dopune	dopuna	Ncfsg
/	/	Z
obrazloženja	obrazloženje	Ncnsg
/	/	Z
ispravka	ispravka	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Za	za	Sa
nepravovremeno	nepravovremeno	Rgp
podnesene	podnesen	Agpfpay
i	i	Cc
nepotpuno	nepotpuno	Rgp
dopunjene	dopuniti	Appmpay
Zahtjeve	zahtjev	Ncmpa
za	za	Sa
potporu	potpora	Ncfsa
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
.	.	Z

Izdavanje	izdavanje	Ncnsn
Odluka	odluka	Ncfsn

Članak	članak	Ncmsn
13.	13.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nakon	nakon	Sg
završetka	završetak	Ncmsg
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
ili	ili	Cc

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
u	u	Sl
slučaju	slučaj	Ncmsl
:	:	Z

–	–	Sg
neispunjavanja	neispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
,	,	Z

–	–	Z
nepravovremeno	nepravovremeno	Rgp
podnesenih	podnesen	Agpmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Z
nepotpunih	nepotpun	Agpmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Z
nepravovremeno	nepravovremeno	Rgp
dostavljenih	dostaviti	Appmpgy
i	i	Cc
/	/	Z
ili	ili	Cc
nepotpunih	nepotpun	Agpmpgy
odgovora	odgovor	Ncmpg
na	na	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
,	,	Z

–	–	Z
da	da	Cs
su	biti	Var3p
aktivnosti	aktivnost	Ncfpn
započele	započeti	Vmp-pf
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Ncfsn
utvrđene	utvrditi	Agpfsgy
nepravilnosti	nepravilnost	Ncfsg
koja	koji	Pi-fsn
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z

–	–	Sg
sprječavanja	sprječavanje	Ncnsg
posjeta	posjet	Ncmsg
ulaganju	ulaganje	Ncnsd
predstavnicima	predstavnik	Ncmpi
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
od	od	Sg
strane	strana	Ncfsg
korisnika	korisnik	Ncmpg
,	,	Z

–		Agcfsgy
nedostatnosti	nedostatnost	Ncfsg
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nakon	nakon	Sg
završetka	završetak	Ncmsg
postupka	postupak	Ncmsg
rješavanja	rješavanje	Ncnsg
po	po	Sl
prigovorima	prigovor	Ncmpl
iz	iz	Sg
članka	članak	Ncmsg
21.	21.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
ponovne	ponovan	Agpfsgy
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
donijeti	donijeti	Vmn
izmjenu	izmjena	Ncfsa
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ili	ili	Cc
nove	nov	Agpfsgy
Odluke	odluka	Ncfsg
navedene	naveden	Agpfsgy
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
utvrdi	utvrditi	Vmr3s
nepravilnost	nepravilnost	Ncfsa
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
odbiti	odbiti	Vmn
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
od	od	Sg
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
i	i	Cc
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
za	za	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
potpora	potpora	Ncfsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
.	.	Z

VI	VI	Mrc
.	.	Z

UGOVOR	ugovor	Ncmsn

Članak	članak	Ncmsn
14.	14.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
i	i	Cc
korisnik	korisnik	Ncmsn
kojem	koji	Pi-msd
je	biti	Var3s
izdana	izdati	Appfsny
Odluka	odluka	Ncfsn
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
sklapaju	sklapati	Vmr3p
Ugovor	ugovor	Ncmsan
,	,	Z
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
međusobna	međusoban	Agpnpay
prava	pravo	Ncnpa
i	i	Cc
obveze	obveza	Ncfpa
koji	koji	Pi-mpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	natječaj	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
Ugovor	ugovor	Ncmsn
ovjeriti	ovjeriti	Vmn
i	i	Cc
dostaviti	dostaviti	Vmn
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
pet	pet	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
,	,	Z
u	u	Sl
protivnome	protivan	Agpmsly
će	htjeti	Var3s
se	sebe	Px--sa
smatrati	smatrati	Vmn
da	da	Cs
je	biti	Var3s
odustao	odustati	Vmp-sm
od	od	Sg
sklapanja	sklapanje	Ncnsg
Ugovora	ugovor	Ncmsg
.	.	Z

VII	vii	Mrc
.	.	Z

PROMJENE	promjena	Ncfpn
ZAHTJEVA	zahtjev	Ncmpg
ZA	za	Sa
POTPORU	potpora	Ncfsa
I	i	Cc
UGOVORA	ugovor	Ncmsg

Članak	članak	Ncmsn
15.	15.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
podrazumijevaju	podrazumijevati	Vmr3p
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
a	a	Cc
uključuju	uključivati	Vmr3p
:	:	Z

a	a	Cc
)	)	Z
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl
(	(	Z
npr.	npr.	Y
promjene	promjena	Ncfpa
njegova	njegov	Ps3msg
naziva	naziv	Ncmsg
,	,	Z
osobe	osoba	Ncfpn
ovlaštene	ovlastiti	Appfpny
za	za	Sa
zastupanje	zastupanje	Ncnsa
,	,	Z
adrese	adresa	Ncfpa
sjedišta	sjedište	Ncnsg
,	,	Z
imena	ime	Ncnsg
banke	banka	Ncfsg
i	i	Cc
/	/	Z
ili	ili	Cc
broja	broj	Ncmsg
žiro-računa	žiro-račun	Ncmsg
banke	banka	Ncfsg
/	/	Z
IBAN	IBAN	Npmsn
,	,	Z
model	model	Ncmsn
i	i	Cc
/	/	Z
ili	ili	Cc
poziv	poziv	Ncmsan
na	na	Sa
