poštom	pošta	Ncfsi
,	,	Z
na	na	Sa
adresu	adresa	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
nakon	nakon	Sg
završenog	završen	Agpmsgy
projekta	projekt	Ncmsg
dužan	dužan	Agpmsnn
popuniti	popuniti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
koji	koji	Pi-msn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

Način	način	Ncmsn
popunjavanja	popunjavanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
opisan	opisati	Appmsnn
je	biti	Var3s
u	u	Sl
vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Prilikom	prilikom	Sg
popunjavanja	popunjavanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
korisnici	korisnik	Ncmpn
su	biti	Var3p
obvezni	obvezan	Agpmpny
učitati	učitati	Vmn
u	u	Sa
AGRONET	AGRONET	Npmsan
svu	sav	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
natječajem	natječaj	Ncmsi
.	.	Z

Natječajem	natječaj	Ncmsi
se	sebe	Px--sa
propisuje	propisivati	Vmr3s
dokumentacija	dokumentacija	Ncfsn
koju	koji	Pi-fsa
je	biti	Var3s
potrebno	potreban	Agpnsny
dostaviti	dostaviti	Vmn
i	i	Qo
u	u	Sl
originalu	original	Ncmsl
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Nakon	nakon	Sg
podnošenja	podnošenje	Ncnsg
elektroničkog	elektronički	Agpmsgy
zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
propisanom	propisati	Agpmsly
ovim	ovaj	Pd-msi
pravilnikom	pravilnik	Ncmsi
neposredno	neposredno	Rgp
u	u	Sa
Centralni	centralan	Agpmsayn
ured	ured	Ncmsan
Agencije	agencija	Ncfsg
ili	ili	Cc
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
dostaviti	dostaviti	Vmn
potpisom	potpis	Ncmsi
i	i	Cc
/	/	Z
ili	ili	Cc
pečatom	pečat	Ncmsi
ovjerenu	ovjeriti	Agpfsay
potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
propisanom	propisati	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
u	u	Sl
originalu	original	Ncmsl
na	na	Sa
adresu	adresa	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
korisnik	korisnik	Ncmsn
osim	osim	Sg
dokumentacije	dokumentacija	Ncfsg
navedene	navesti	Appfpny
u	u	Sl
stavku	stavak	Ncmsl
11.	11.	Mdo
ovog-a	ovog-	Ncmsg
članka	članak	Ncmsg
obvezan	obvezan	Agpmsnn
je	biti	Var3s
dostaviti	dostaviti	Vmn
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sl
prijenosnom	prijenosni	Agpmsly
mediju	medij	Ncmsl
(	(	Z
CD-u	CD	Npmsl
/	/	Z
DVD-u	DVD	Npmsl
)	)	Z
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
natječajem	natječaj	Ncmsi
a	a	Cc
vezano	vezan	Agpnsny
za	za	Sa
provedbu	provedba	Ncfsa
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
podrazumijeva	podrazumijevati	Vmr3s
potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
te	te	Cc
svu	sav	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
natječajem	natječaj	Ncmsi
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
vrijeme	vrijeme	Ncnsn
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
smatra	smatrati	Vmr3s
vrijeme	vrijeme	Ncnsa
slanja	slanje	Ncnsg
dokumentacije	dokumentacija	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
slanja	slanje	Ncnsg
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
odnosno	odnosni	Agpnsay
vrijeme	vrijeme	Ncnsa
zaprimanja	zaprimanje	Ncnsg
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
ako	ako	Cs
se	sebe	Px--sa
dostavlja	dostavljati	Vmr3s
neposredno	neposredno	Rgp
.	.	Z

(	(	Z
15	15	Mdc
)	)	Z
Konačni	konačan	Agpmsny
zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
36	36	Mdc
mjeseci	mjesec	Ncmpg
od	od	Sg
dana	dan	Ncmpg
izdavanja	izdavanje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

Postupak	postupak	Ncmsn
obrade	obrada	Ncfsg

Članak	članak	Ncmsn
38.	38.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
treba	trebati	Vmr3s
sadržavati	sadržavati	Vmn
sve	sav	Agpmpay
plaćene	platiti	Agpmpay
račune	račun	Ncmpa
sukladno	sukladno	Rgp
listi	lista	Ncfsl
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
a	a	Cc
svi	sav	Agpmpny
priloženi	priložen	Agpmpny
računi	račun	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
plaćeni	platiti	Appmpny
u	u	Sl
cijelosti	cijelost	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisniku	korisnik	Ncmsd
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
isplatiti	isplatiti	Vmn
potpora	potpora	Ncfsn
u	u	Sl
iznosu	iznos	Ncmsl
višem	visok	Agcmsly
od	od	Sg
iznosa	iznos	Ncmsg
navedenoga	naveden	Agpmsgy
u	u	Sl
odluci	odluka	Ncfsl
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

U	u	Sl
slučaju	slučaj	Ncmsl
isplate	isplata	Ncfsg
u	u	Sl
ratama	rata	Ncfpl
zbroj	zbroj	Ncmsan
zatražene	zatražiti	Agpfsgy
potpore	potpora	Ncfsg
iz	iz	Sg
svih	sav	Agpfpgy
rata	rata	Ncfpg
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
viši	visok	Agcmsayn
od	od	Sg
iznosa	iznos	Ncmsg
navedenoga	naveden	Agpmsgy
u	u	Sl
odluci	odluka	Ncfsl
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
korisnik	korisnik	Ncmsn
u	u	Sl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
navede	navesti	Vmr3s
iznos	iznos	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
viši	visok	Agcmsny
od	od	Sg
prihvatljivog	prihvatljiv	Agpmsgy
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
može	moći	Vmr3s
umanjiti	umanjiti	Vmn
iznos	iznos	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
sukladno	sukladno	Rgp
članku	članak	Ncmsd
63.	63.	Mdo

Provedbene	provedbeni	Agpfpny
Uredbe	uredba	Ncfpn
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
br.	br.	Y
809/2014	809/2014	Mdc
)	)	Z
оd	оd	Sg
17.	17.	Mdo
srpnja	srpanj	Ncmsg
2014.	2014.	Mdo
o	o	Sl
utvrđivanju	utvrđivanje	Ncnsl
pravila	pravilo	Ncnsg
za	za	Sa
primjenu	primjena	Ncfsa
Uredbe	uredba	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
