0,67	0,67	Mdc
12.562,50	12.562,50	Mdc
D05Z	d05z	Agpmpny
Postupci	postupak	Ncmpn
na	na	Sl
parotidnoj	parotidni	Agpfsly
žlijezdi	žlijezda	Ncfsl
0,95	0,95	Mdc
17.812,50	17.812,50	Mdc
D06Z	d06z	Agpmpny
Postupci	postupak	Ncmpn
na	na	Sl
paranazalnim	paranazalni	Agpmply
sinusima	sinus	Ncmpl
i	i	Cc
mastoidnom	mastoidni	Agpmsly
nastavku	nastavak	Ncmsl
,	,	Z
te	te	Cc
složeni	složiti	Appmpny
postupci	postupak	Ncmpn
na	na	Sl
srednjem	srednji	Agpnsly
uhu	uho	Ncnsl
0,77	0,77	Mdc
14.437,50	14.437,50	Mdc
D09Z	D09Z	Pd-mpn
Razni	razni	Agpmpny
postupci	postupak	Ncmpn
na	na	Sl
uhu	uho	Ncnsl
,	,	Z
nosu	nos	Ncmsl
,	,	Z
usnoj	usni	Agpfsly
šupljini	šupljina	Ncfsl
i	i	Cc
grlu	grlo	Ncnsl
0,49	0,49	Mdc
9.187,50	9.187,50	Mdc
D10Z	d10z	Agpmpny
Postupci	postupak	Ncmpn
na	na	Sl
nosu	nos	Ncmsl
0,49	0,49	Mdc
9.187,50	9.187,50	Mdc
D11Z	D11Z	Pi-fsn
Tonzilektomija	tonzilektomija	Ncfsn
i	i	Cc
/	/	Z
ili	ili	Cc
adenoidektomija	adenoidektomija	Ncfsn
0,32	0,32	Mdc
6.000,00	6.000,00	Mdc
D12Z	D12Z	Pd-mpn
Ostali	ostali	Agpmpny
postupci	postupak	Ncmpn
na	na	Sl
uhu	uho	Ncnsl
,	,	Z
nosu	nos	Ncmsl
,	,	Z
usnoj	usni	Agpfsly
šupljini	šupljina	Ncfsl
i	i	Cc
grlu	grlo	Ncnsl
0,53	0,53	Mdc
9.937,50	9.937,50	Mdc
D13Z	D13Z	Sg
Miringotomija	Miringotomi	Npmsg
s	sa	Si
umetanjem	umetanje	Ncnsi
cjevčice	cjevčica	Ncfsg
0,27	0,27	Mdc
5.062,50	5.062,50	Mdc
D14Z	d14z	Agpmpny
Postupci	postupak	Ncmpn
na	na	Sl
usnoj	usni	Agpfsly
šupljini	šupljina	Ncfsl
i	i	Cc
žlijezdama	žlijezda	Ncfpl
slinovnicama	slinovnica	Ncfpl
0,76	0,76	Mdc
14.250,00	14.250,00	Mdc
D40Z	d40i	Agpnsny
Vađenje	vađenje	Ncnsn
i	i	Cc
izrada	izrada	Ncfsn
ispuna	ispun	Ncmsg
ili	ili	Cc
nadomjestka	nadomjestak	Ncmsg
zuba	zub	Ncmpg
u	u	Sl
općoj	opći	Agpfsly
anesteziji	anestezija	Ncfsl
0,3	0,3	Mdc
5.625,00	5.625,00	Mdc
D60A	D60A	Sa
Maligna	maligan	Agpfsny
bolest	bolest	Ncfsn
uha	uho	Ncnsg
,	,	Z
nosa	nos	Ncmsg
,	,	Z
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
i	i	Cc
grla	grlo	Ncnsg
s	sa	Si
vrlo	vrlo	Rgp
teškim	težak	Agpfpiy
ili	ili	Cc
teškim	težak	Agpmpiy
KK	KK	Npmsan
1,9	1,9	Mdc
35.625,00	35.625,00	Mdc
D60B	D60B	Cc
Maligna	maligan	Agpfsny
bolest	bolest	Ncfsn
uha	uho	Ncnsg
,	,	Z
nosa	nos	Ncmsg
,	,	Z
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
i	i	Cc
grla	grlo	Ncnsg
bez	bez	Sg
vrlo	vrlo	Rgp
teških	težak	Agpfpgy
ili	ili	Cc
teških	težak	Agpmpgy
KK	k	Ncmpg
0,65	0,65	Mdc
12.187,50	12.187,50	Mdc
D61Z	D61Z	Sa
Gubitak	gubitak	Ncmsan
ravnoteže	ravnoteža	Ncfsg
0,34	0,34	Mdc
6.375,00	6.375,00	Mdc
D62Z	d62i	Agpnsny
Krvarenje	krvarenje	Ncnsn
iz	iz	Sg
nosa	nos	Ncmsg
0,23	0,23	Mdc
4.312,50	4.312,50	Mdc
D63A	D63	Npmsg
Upala	Upal	Npmsg
srednjeg	srednji	Agpnsgy
uha	uho	Ncnsg
i	i	Cc
infekcije	infekcija	Ncfsg
gornjih	gornji	Agpmpgy
dišnih	dišni	Agpmpgy
putova	put	Ncmpg
s	sa	Si
KK		Npmsi
0,34	0,34	Mdc
6.375,00	6.375,00	Mdc
D63B	d63b	Ncfpg
Upala	Upal	Npmsg
srednjeg	srednji	Agpnsgy
uha	uho	Ncnsg
i	i	Cc
infekcije	infekcija	Ncfsg
gornjih	gornji	Agpmpgy
dišnih	dišni	Agpmpgy
putova	put	Ncmpg
bez	bez	Sg
KK	K	Npmsg
0,3	0,3	Mdc
5.625,00	5.625,00	Mdc
D64Z	D64Z	Npmsn
Laringotraheitis	Laringotraheitis	Npmsn
i	i	Cc
epiglotitis	epiglotitis	Rgp
0,27	0,27	Mdc
5.062,50	5.062,50	Mdc
D65Z	D65Z	Pi-fsn
Trauma	trauma	Ncfsn
i	i	Cc
deformacija	deformacija	Ncfsn
nosa	nos	Ncmsg
0,3	0,3	Mdc
5.625,00	5.625,00	Mdc
D66A	d66	Ncmpg
Ostale	ostali	Agpfsgy
dijagnoze	dijagnoza	Ncfsg
kod	kod	Sg
uha	uho	Ncnsg
,	,	Z
nosa	nos	Ncmsg
,	,	Z
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
i	i	Cc
grla	grlo	Ncnsg
s	sa	Si
KK	kk	Rgp
0,7	0,7	Mdc
13.125,00	13.125,00	Mdc
D66B	d66i	Agpfsgy
Ostale	ostali	Agpfsgy
dijagnoze	dijagnoza	Ncfsg
kod	kod	Sg
uha	uho	Ncnsg
,	,	Z
nosa	nos	Ncmsg
,	,	Z
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
i	i	Cc
grla	grlo	Ncnsg
bez	bez	Sg
KK	k	Ncmsg
0,34	0,34	Mdc
6.375,00	6.375,00	Mdc
D67A	d67a	Agpmpny
Poremećaji	poremećaj	Ncmpn
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
i	i	Cc
zubiju	zub	Ncmpg
,	,	Z
osim	osim	Sg
vađenja	vađenje	Ncnsg
i	i	Cc
izrade	izrada	Ncfsg
ispuna	ispun	Ncmsg
ili	ili	Cc
nadomjestka	nadomjestak	Ncmsg
zuba	zub	Ncmpg
u	u	Sl
općoj	opći	Agpfsly
anesteziji	anestezija	Ncfsl
0,42	0,42	Mdc
7.875,00	7.875,00	Mdc
D67B	d67b	Agpmpny
Poremećaji	poremećaj	Ncmpn
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
i	i	Cc
zubiju	zub	Ncmpg
,	,	Z
osim	osim	Sg
vađenja	vađenje	Ncnsg
i	i	Cc
izrade	izrada	Ncfsg
ispuna	ispun	Ncmsg
ili	ili	Cc
nadomjestka	nadomjestak	Ncmsg
zuba	zub	Ncmpg
u	u	Sl
općoj	opći	Agpfsly
anesteziji	anestezija	Ncfsl
,	,	Z
isti	isti	Agpmsayn
dan	dan	Ncmsan
0,08	0,08	Mdc
1.500,00	1.500,00	Mdc
E01A	E01A	Pd-mpn
Veliki	velik	Agpmpny
postupci	postupak	Ncmpn
na	na	Sl
prsnome	prsni	Agpmsly
košu	koš	Ncmsl
s	sa	Si
vrlo	vrlo	Rgp
teškim	težak	Agpmsiy
KK		Ncmsi
3,66	3,66	Mdc
68.625,00	68.625,00	Mdc
E01B	E01B	Pd-mpn
Veliki	velik	Agpmpny
postupci	postupak	Ncmpn
na	na	Sl
prsnome	prsni	Agpmsly
košu	koš	Ncmsl
bez	bez	Sg
vrlo	vrlo	Rgp
teških	težak	Agpmpgy
KK	k	Ncmpg
2,04	2,04	Mdc
38.250,00	38.250,00	Mdc
E02A	E02	Npmsg
