program	program	Ncmsn
za	za	Sa
stjecanje	stjecanje	Ncnsa
pojedinog	pojedini	Agpnsgy
zvanja	zvanje	Ncnsg
utvrđen	utvrditi	Appmsnn
je	biti	Var3s
Prilogom	prilog	Ncmsi
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Članak	članak	Ncmsn
41.	41.	Mdo

Ocjena	ocjena	Ncfsn
uspjeha	uspjeh	Ncmsg
pristupnika	pristupnik	Ncmpg
iz	iz	Sg
svakog	svaki	Pi-msg
predmeta	predmet	Ncmsg
na	na	Sl
ispitu	ispit	Ncmsl
je	biti	Var3s
»	»	Z
zadovoljio	zadovoljiti	Vmp-sm
«	«	Z
ili	ili	Cc
»	»	Z
nije	biti	Var3s
zadovoljio	zadovoljiti	Vmp-sm
«	«	Z
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
sveukupnog	sveukupan	Agpmsgy
ispita	ispit	Ncmsg
je	biti	Var3s
»	»	Z
položio	položiti	Vmp-sm
«	«	Z
ili	ili	Cc
»	»	Z
nije	biti	Var3s
položio	položiti	Vmp-sm
«	«	Z
.	.	Z

Članak	članak	Ncmsn
42.	42.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Za	za	Sa
pristupnika	pristupnik	Ncmsay
koji	koji	Pi-msn
odustane	odustati	Vmr3s
od	od	Sg
započetog	započeti	Agpnsgy
polaganja	polaganje	Ncnsg
ispita	ispit	Ncmsg
ili	ili	Cc
popravnog	popravni	Agpmsgy
dijela	dio	Ncmsg
ispita	ispit	Ncmpg
,	,	Z
smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
ispit	ispit	Ncmsn
nije	biti	Var3s
položio	položiti	Vmp-sm
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pristupnik	pristupnik	Ncmsn
koji	koji	Pi-msn
ne	ne	Qz
pokaže	pokazati	Vmr3s
dostatan	dostatan	Agpmsann
uspjeh	uspjeh	Ncmsan
iz	iz	Sg
pisanog	pisan	Agpmsgy
dijela	dio	Ncmsg
ispita	ispit	Ncmsg
ne	ne	Qz
može	moći	Vmr3s
pristupiti	pristupiti	Vmn
polaganju	polaganje	Ncnsd
usmenog	usmen	Agpmsgy
dijela	dio	Ncmsg
ispita	ispit	Ncmsg
iz	iz	Sg
toga	toga	Ncfpg
predmeta	predmet	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Pristupnik	pristupnik	Ncmsn
može	moći	Vmr3s
polagati	polagati	Vmn
popravni	popravni	Agpmsayn
ispit	ispit	Ncmsan
iz	iz	Sg
jednog	jedan	Mlcmsg
predmeta	predmet	Ncmsg
za	za	Sa
ispite	ispit	Ncmpa
koji	koji	Pi-mpn
imaju	imati	Vmr3p
četiri	četiri	Mlc
predmeta	predmet	Ncmsg
ili	ili	Cc
manje	malo	Rgc
,	,	Z
za	za	Sa
ispite	ispit	Ncmpa
koji	koji	Pi-mpn
imaju	imati	Vmr3p
više	mnogo	Rgc
od	od	Sg
četiri	četiri	Mlc
predmeta	predmet	Ncmsg
dozvoljava	dozvoljavati	Vmr3s
se	sebe	Px--sa
polaganje	polaganje	Ncnsn
popravnog	popravni	Agpmsgy
ispita	ispit	Ncmsg
iz	iz	Sg
dva	dva	Mlc
predmeta	predmet	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Osoba	osoba	Ncfsn
koja	koji	Pi-fsn
ne	ne	Qz
pristupi	pristupiti	Vmr3s
polaganju	polaganje	Ncnsd
ispita	ispit	Ncmsg
,	,	Z
a	a	Cc
svoj	svoj	Px-msan
izostanak	izostanak	Ncmsan
ne	ne	Qz
opravda	opravdati	Vmr3s
valjanim	valjan	Agpmsiy
razlogom	razlog	Ncmsi
,	,	Z
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
najkasnije	kasno	Rgs
do	do	Sg
početka	početak	Ncmsg
ispita	ispit	Ncmpg
,	,	Z
smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
ispit	ispit	Ncmsn
nije	biti	Var3s
položila	položiti	Vmp-sf
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Osobi	osoba	Ncfsd
koja	koji	Pi-fsn
je	biti	Var3s
izostanak	izostanak	Ncmsan
opravdala	opravdati	Vmp-sf
valjanim	valjan	Agpmsiy
razlogom	razlog	Ncmsi
,	,	Z
lučka	lučki	Agpfsny
kapetanija	kapetanija	Ncfsn
će	htjeti	Var3s
odrediti	odrediti	Vmn
novi	nov	Agpmsayn
rok	rok	Ncmsan
za	za	Sa
polaganje	polaganje	Ncnsa
ispita	ispit	Ncmpg
.	.	Z

Članak	članak	Ncmsn
43.	43.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
O	o	Sl
tijeku	tijek	Ncmsl
polaganja	polaganje	Ncnsg
ispita	ispit	Ncmpg
vodi	voditi	Vmr3s
se	sebe	Px--sa
zapisnik	zapisnik	Ncmsn
u	u	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
unose	unositi	Vmr3p
svi	sav	Agpmpny
podaci	podatak	Ncmpn
od	od	Sg
važnosti	važnost	Ncfsg
za	za	Sa
postupak	postupak	Ncmsan
i	i	Cc
ishod	ishod	Ncmsan
na	na	Sl
ispitu	ispit	Ncmsl
,	,	Z
te	te	Cc
imena	ime	Ncnsg
članova	član	Ncmpg
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
,	,	Z
nazivi	naziv	Ncmpn
predmeta	predmet	Ncmsg
,	,	Z
uspjeh	uspjeh	Ncmsn
iz	iz	Sg
svakog	svaki	Pi-msg
predmeta	predmet	Ncmsg
,	,	Z
te	te	Cc
konačna	konačan	Agpfsny
ocjena	ocjena	Ncfsn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zapisnik	zapisnik	Ncmsn
vodi	voditi	Vmr3s
tajnik	tajnik	Ncmsn
,	,	Z
a	a	Cc
potpisuju	potpisivati	Vmr3p
ga	on	Pp3msa
predsjednik	predsjednik	Ncmsn
i	i	Cc
tajnik	tajnik	Ncmsn
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
.	.	Z

Članak	članak	Ncmsn
44.	44.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Po	po	Sl
okončanju	okončanje	Ncnsl
ispita	ispit	Ncmpg
,	,	Z
ispitno	ispitan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
utvrđuje	utvrđivati	Vmr3s
ocjenu	ocjena	Ncfsa
iz	iz	Sg
svakog	svaki	Pi-msg
predmeta	predmet	Ncmsg
,	,	Z
konačnu	konačan	Agpfsay
ocjenu	ocjena	Ncfsa
i	i	Cc
izdaje	izdavati	Vmr3s
Uvjerenje	uvjerenje	Ncnsa
o	o	Sl
položenom	položiti	Agpmsly
ispitu	ispit	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Uvjerenje	uvjerenje	Ncnsn
o	o	Sl
položenom	položiti	Agpmsly
ispitu	ispit	Ncmsl
potpisuje	potpisivati	Vmr3s
predsjednik	predsjednik	Ncmsn
i	i	Cc
tajnik	tajnik	Ncmsn
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Evidenciju	evidencija	Ncfsa
o	o	Sl
izdanim	izdan	Agpnply
Uvjerenjima	uvjerenje	Ncnpl
o	o	Sl
položenom	položiti	Agpmsly
stručnom	stručan	Agpmsly
ispitu	ispit	Ncmsl
vodi	voditi	Vmr3s
lučka	lučki	Agpfsny
kapetanija	kapetanija	Ncfsn
pri	pri	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
ispit	ispit	Ncmsn
održan	održati	Appmsnn
.	.	Z

Članak	članak	Ncmsn
45.	45.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Neposredno	neposredan	Agpnsny
po	po	Sl
priopćenju	priopćenje	Ncnsl
ishoda	ishod	Ncmpg
ispita	ispitati	Vmr3s
,	,	Z
a	a	Cc
najkasnije	kasno	Rgs
tijekom	tijekom	Sg
narednog	naredan	Agpmsgy
radnog	radni	Agpmsgy
dana	dan	Ncmsg
po	po	Sl
održanom	održan	Agpmsly
ispitu	ispit	Ncmsl
,	,	Z
pristupnik	pristupnik	Ncmsn
ima	imati	Vmr3s
pravo	pravo	Ncnsa
uložiti	uložiti	Vmn
pisani	pisati	Appmpny
i	i	Cc
obrazloženi	obrazložiti	Appmpny
prigovor	prigovor	Ncmsan
na	na	Sa
odluku	odluka	Ncfsa
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
O	o	Sl
prigovoru	prigovor	Ncmsl
pristupnika	pristupnik	Ncmpg
predsjednik	predsjednik	Ncmsn
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
odmah	odmah	Rgp
izvješćuje	izvješćivati	Vmr3s
Ministarstvo	ministarstvo	Ncnsn
,	,	Z
koje	koji	Pi-nsn
može	moći	Vmr3s
potvrditi	potvrditi	Vmn
odluku	odluka	Ncfsa
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
ili	ili	Cc
odrediti	odrediti	Vmn
da	da	Cs
se	sebe	Px--sa
dio	dio	Ncmsn
ispita	ispitati	Vmr3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
tri	tri	Mlc
dana	dan	Ncmsg
ponovi	ponoviti	Vmr3s
.	.	Z

Članak	članak	Ncmsn
46.	46.	Mdo

Popravni	popravni	Agpmsny
ispit	ispit	Ncmsn
za	za	Sa
sva	sav	Agpnpay
stručna	stručan	Agpnpay
zvanja	zvanje	Ncnpa
može	moći	Vmr3s
se	sebe	Px--sa
polagati	polagati	Vmn
najranije	rano	Rgs
30	30	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
polaganja	polaganje	Ncnsg
ispita	ispit	Ncmpg
,	,	Z
a	a	Cc
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
.	.	Z

Članak	članak	Ncmsn
47.	47.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Poslove	posao	Ncmpa
organizacije	organizacija	Ncfsg
ispita	ispit	Ncmpg
obavlja	obavljati	Vmr3s
lučka	lučki	Agpfsny
kapetanija	kapetanija	Ncfsn
pri	pri	Sl
kojoj	koji	Pi-fsl
