dužno	dužan	Agpnsny
je	biti	Var3s
najkasnije	kasno	Rgs
60	60	Mdc
dana	dan	Ncmpg
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
preuzimanje	preuzimanje	Ncnsa
portfelja	portfelj	Ncmpg
pisano	pisano	Rgp
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
o	o	Sl
namjeravanom	namjeravati	Agpnsly
preuzimanju	preuzimanje	Ncnsl
portfelja	portfelj	Ncmsg
,	,	Z
a	a	Cc
Agencija	agencija	Ncfsn
će	htjeti	Var3s
zatražiti	zatražiti	Vmn
savjet	savjet	Ncmsan
nadležnog	nadležan	Agpnsgy
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
države	država	Ncfsg
članice	članica	Ncfsg
u	u	Sl
kojoj	koji	Pi-fsl
su	biti	Var3p
ugovori	ugovor	Ncmpn
sklopljeni	sklopiti	Appmpny
na	na	Sl
temelju	temelj	Ncmsl
prava	pravo	Ncnsg
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
ili	ili	Cc
na	na	Sl
temelju	temelj	Ncmsl
slobode	sloboda	Ncfsg
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
za	za	Sa
davanje	davanje	Ncnsa
mišljenja	mišljenje	Ncnsg
ili	ili	Cc
suglasnosti	suglasnost	Ncfsg
o	o	Sl
tom	taj	Pd-msl
prijenosu	prijenos	Ncmsl
portfelja	portfelj	Ncmpg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ako	ako	Cs
nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Agenciji	agencija	Ncfsd
svoje	svoj	Px-nsa
mišljenje	mišljenje	Ncnsa
ili	ili	Cc
suglasnost	suglasnost	Ncfsn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
zahtjeva	zahtjev	Ncmsg
Agencije	agencija	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
dalo	dati	Vmp-sn
svoju	svoj	Px-fsa
prešutnu	prešutan	Agpfsay
suglasnost	suglasnost	Ncfsa
za	za	Sa
prijenos	prijenos	Ncmsan
portfelja	portfelj	Ncmsg
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Prijenos	prijenos	Ncmsn
portfelja	portfelj	Ncmsg
osiguranja	osiguranje	Ncnsg
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
preuzimatelj	preuzimatelj	Ncmsn
objavit	objaviti	Vmn
će	htjeti	Var3s
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
a	a	Cc
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
rizik	rizik	Ncmsn
,	,	Z
odnosno	odnosno	Rgp
državi	država	Ncfsl
članici	članica	Ncfsd
obveze	obveza	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
njezinim	njezin	Agpmpiy
propisima	propis	Ncmpi
o	o	Sl
objavi	objava	Ncfsl
prijenosa	prijenos	Ncmsg
portfelja	portfelj	Ncmsg
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
prijenos	prijenos	Ncmsan
portfelja	portfelj	Ncmsg
osiguranja	osiguranje	Ncnsg
uredan	uredan	Agpmsnn
tek	tek	Qo
po	po	Sl
zaprimanju	zaprimanje	Ncnsl
mišljenja	mišljenje	Ncnsg
ili	ili	Cc
suglasnosti	suglasnost	Ncfsg
nadležnog	nadležan	Agpnsgy
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
istekom	istek	Ncmsi
roka	rok	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
te	te	Cc
ako	ako	Cs
je	biti	Var3s
dostavljen	dostaviti	Appmsnn
uredan	uredan	Agpmsnn
zahtjev	zahtjev	Ncmsn
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
11.	11.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Prijenos	prijenos	Ncmsn
portfelja	portfelj	Ncmsg
nije	biti	Var3s
dopušten	dopustiti	Appmsnn
ako	ako	Cs
se	sebe	Px--sa
nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
usprotivi	usprotiviti	Vmr3s
tom	taj	Pd-msl
prijenosu	prijenos	Ncmsl
portfelja	portfelj	Ncmpg
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Odredbe	odredba	Ncfpn
stavaka	stavak	Ncmpg
4.	4.	Mdo
,	,	Z
6.	6.	Mdo
i	i	Cc
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
društvo	društvo	Ncnsa
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
portfelj	portfelj	Ncmsn
reosiguranja	reosiguranje	Ncnsg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
pravilnikom	pravilnik	Ncmsi
propisati	propisati	Vmn
sadržaj	sadržaj	Ncmsan
zahtjeva	zahtjev	Ncmpg
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
preuzimanje	preuzimanje	Ncnsa
portfelja	portfelj	Ncmpg
osiguranja	osiguranje	Ncnsg
i	i	Cc
dokumentaciju	dokumentacija	Ncfsa
koja	koji	Pi-fsn
se	sebe	Px--sa
dostavlja	dostavljati	Vmr3s
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
preuzimanje	preuzimanje	Ncnsa
portfelja	portfelj	Ncmsg
iz	iz	Sg
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
i	i	Cc
članaka	članak	Ncmpg
87.	87.	Mdo
,	,	Z
88.	88.	Mdo
i	i	Cc
89.	89.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Ako	ako	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ne	ne	Qz
dostavi	dostaviti	Vmr3s
obavijest	obavijest	Ncfsn
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
zahtjev	zahtjev	Ncmsan
će	htjeti	Var3s
se	sebe	Px--sa
odbiti	odbiti	Vmn
kao	kao	Cs
preuranjen	preuranjen	Agpmsnn
.	.	Z

Agencija	agencija	Ncfsn
će	htjeti	Var3s
o	o	Sl
zahtjevu	zahtjev	Ncmsl
iz	iz	Sg
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odlučiti	odlučiti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
60	60	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
urednosti	urednost	Ncfsg
zahtjeva	zahtjev	Ncmpg
.	.	Z

Prijenos	prijenos	Ncmsn
portfelja	portfelj	Ncmsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
na	na	Sa
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg

Članak	članak	Ncmsn
87.	87.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
mora	morati	Vmr3s
imati	imati	Vmn
odobrenje	odobrenje	Ncnsa
Agencije	agencija	Ncfsg
da	da	Cs
svoj	svoj	Px-msan
ukupni	ukupan	Agpmsayn
portfelj	portfelj	Ncmsan
ili	ili	Cc
dio	dio	Ncmsan
svog	svoj	Px-msg
portfelja	portfelj	Ncmsg
prenese	prenijeti	Vmr3s
na	na	Sa
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
preuzimatelja	preuzimatelj	Ncmpg
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
.	.	Z

Za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
da	da	Cs
svoj	svoj	Px-msan
ukupni	ukupan	Agpmsayn
portfelj	portfelj	Ncmsan
ili	ili	Cc
dio	dio	Ncmsan
svog	svoj	Px-msg
portfelja	portfelj	Ncmsg
prenese	prenijeti	Vmr3s
na	na	Sa
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
preuzimatelja	preuzimatelj	Ncmpg
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
potrebno	potreban	Agpnsny
je	biti	Var3s
da	da	Cs
nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
preuzimatelja	preuzimatelj	Ncmpg
iz	iz	Sg
te	taj	Pd-fsg
