pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
kao	kao	Cs
početak	početak	Ncmsn
valjanosti	valjanost	Ncfsg
potvrde	potvrda	Ncfsg
uzima	uzimati	Vmr3s
dan	dan	Ncmsan
uspješnog	uspješan	Agpnsgy
polaganja	polaganje	Ncnsg
ispita	ispit	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Polaznik	polaznik	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
ishodio	ishoditi	Vmp-sm
potvrdu	potvrda	Ncfsa
,	,	Z
istu	isti	Agpfsay
može	moći	Vmr3s
obnoviti	obnoviti	Vmn
nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
valjanosti	valjanost	Ncfsg
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
,	,	Z
sukladno	sukladan	Agpnsny
stavku	stavak	Ncmsl
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
ukoliko	ukoliko	Cs
dokaže	dokazati	Vmr3s
da	da	Cs
je	biti	Var3s
u	u	Sa
vrijeme	vrijeme	Ncnsa
važenja	važenje	Ncnsg
potvrde	potvrda	Ncfsg
pohađao	pohađati	Vmp-sm
program	program	Ncmsan
usavršavanja	usavršavanje	Ncnsg
i	i	Cc
položio	položiti	Vmp-sm
ispit	ispit	Ncmsan
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Potvrda	potvrda	Ncfsn
za	za	Sa
odgovornu	odgovoran	Agpfsay
osobu	osoba	Ncfsa
smatra	smatrati	Vmr3s
se	sebe	Px--sa
i	i	Cc
potvrdom	potvrda	Ncfsi
za	za	Sa
povjerenika	povjerenik	Ncmsay
.	.	Z

Članak	članak	Ncmsn
6.	6.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Potvrdu	potvrda	Ncfsa
izdaje	izdaja	Ncfsg
Ministarstvo	ministarstvo	Ncnsn
temeljem	temelj	Ncmsi
izvješća	izvješće	Ncnsg
ovlaštenika	ovlaštenik	Ncmsg
izobrazbe	izobrazba	Ncfsg
o	o	Sl
polaznicima	polaznik	Ncmpl
izobrazbe	izobrazba	Ncfsg
i	i	Cc
položenim	položiti	Agpmpiy
ispitima	ispit	Ncmpi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Potvrda	potvrda	Ncfsn
se	sebe	Px--sa
izdaje	izdavati	Vmr3s
polazniku	polaznik	Ncmsd
izobrazbe	izobrazba	Ncfsg
nakon	nakon	Cs
što	što	Cs
je	biti	Var3s
uspješno	uspješno	Rgp
položio	položiti	Vmp-sm
ispit	ispit	Ncmsan
.	.	Z

Članak	članak	Ncmsn
7.	7.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Potvrda	potvrda	Ncfsn
se	sebe	Px--sa
izdaje	izdavati	Vmr3s
prema	prema	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
Priloga	prilog	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
Programa	program	Ncmsg
izobrazbe	izobrazba	Ncfsg
i	i	Cc
sadrži	sadržati	Vmr3s
:	:	Z

1.	1.	Mdo
naziv	naziv	Ncmsn
potvrde	potvrda	Ncfsg
(	(	Z
za	za	Sa
povjerenika	povjerenik	Ncmsay
ili	ili	Cc
odgovornu	odgovoran	Agpfsay
osobu	osoba	Ncfsa
)	)	Z
,	,	Z

2.	2.	Mdo
naziv	naziv	Ncmsn
tijela	tijelo	Ncnsg
koje	koji	Pi-nsn
izdaje	izdavati	Vmr3s
potvrdu	potvrda	Ncfsa
,	,	Z

3.	3.	Mdo
klasifikacijsku	klasifikacijski	Agpfsay
oznaku	oznaka	Ncfsa
i	i	Cc
