odobrava	odobravati	Vmr3s
građenje	građenje	Ncnsa
građevina	građevina	Ncfpg
iz	iz	Sg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
promjenu	promjena	Ncfsa
ponuditelja	ponuditelj	Ncmpg
i	i	Cc
ostalih	ostali	Agpmpgy
općih	opći	Agpmpgy
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
sadržani	sadržati	Appmpny
u	u	Sl
odluci	odluka	Ncfsl
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
izuzev	izuzev	Rgp
podataka	podatak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
32.	32.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
popunjava	popunjavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
a	a	Cc
nakon	nakon	Sg
popunjavanja	popunjavanje	Ncnsg
potrebno	potreban	Agpnsny
je	biti	Var3s
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostaviti	dostaviti	Vmn
ovjerenu	ovjeriti	Agpfsay
potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
ili	ili	Cc
neposredno	neposredno	Rgp
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Promjene	promjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
prijaviti	prijaviti	Vmn
dva	dva	Mlc
put	put	Rgp
podnošenjem	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
u	u	Sl
vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
koji	koji	Pi-msn
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
preuzeti	preuzeti	Vmn
sa	sa	Sg
službene	služben	Agpfsgy
mrežne	mrežni	Agpfsgy
stranice	stranica	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Predmet	predmet	Ncmsn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
izmjena	izmjena	Ncfsn
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Promjene	promjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
prijaviti	prijaviti	Vmn
najmanje	malo	Rgs
45	45	Mdc
dana	dan	Ncmpg
prije	prije	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
za	za	Sa
podnošenje	podnošenje	Ncnsa
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
u	u	Sl
protivnom	protivan	Agpmsly
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
izdaje	izdavati	Vmr3s
pismo	pismo	Ncnsa
odbijanja	odbijanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Aktivnosti	aktivnost	Ncfpn
vezane	vezan	Agpfsgy
uz	uz	Sa
promjenu	promjena	Ncfsa
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
ne	ne	Qz
smiju	smjeti	Vmr3p
započeti	započeti	Vmn
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
,	,	Z
osim	osim	Sg
pripremnih	pripreman	Agpfpgy
aktivnosti	aktivnost	Ncfpg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
tražio	tražiti	Vmp-sm
promjene	promjena	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
moći	moći	Vmn
će	htjeti	Var3s
podnijeti	podnijeti	Vmn
nakon	nakon	Sg
zaprimanja	zaprimanje	Ncnsg
odgovora	odgovor	Ncmsg
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
obrada	obrada	Ncfsn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
tijeku	tijek	Ncmsl
,	,	Z
korisnik	korisnik	Ncmsn
neće	htjeti	Var3s
biti	biti	Van
u	u	Sl
mogućnosti	mogućnost	Ncfsl
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
zahtjev	zahtjev	Ncmsn
za	za	Sa
promjenu	promjena	Ncfsa
nepotpun	nepotpun	Agpmsnn
ili	ili	Cc
ako	ako	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny
tražiti	tražiti	Vmn
dodatna	dodatan	Agpnpay
obrazloženja	obrazloženje	Ncnpa
/	/	Z
ispravke	ispravka	Ncfsg
vezane	vezan	Agpfsgy
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
putem	put	Sg
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
od	od	Sg
korisnika	korisnik	Ncmpg
tražiti	tražiti	Vmn
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
pet	pet	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
slanja	slanje	Ncnsg
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostaviti	dostaviti	Vmn
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Ako	ako	Cs
korisnik	korisnik	Ncmsn
traženu	tražen	Agpfsay
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
ne	ne	Qz
dostavi	dostaviti	Vmr3s
sukladno	sukladan	Agpnsay
stavku	stavak	Ncmsl
10.	10.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
izdaje	izdavati	Vmr3s
pismo	pismo	Ncnsa
odbijanja	odbijanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3p
za	za	Sa
zaprimljene	zaprimiti	Agpmpay
