infrastrukture	infrastruktura	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
izraditi	izraditi	Vmn
i	i	Cc
posebne	poseban	Agpfpay
tablice	tablica	Ncfpa
za	za	Sa
vlakove	vlak	Ncmpa
kočene	kočiti	Appmpay
zračnim	zračan	Agpmsiy
i	i	Cc
dopunskim	dopunski	Agpfply
kočnicama	kočnica	Ncfpl
(	(	Z
R	R	X
/	/	Z
P	P	X
)	)	Z
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
dopunske	dopunski	Agpfpny
kočnice	kočnica	Ncfpn
uračunavaju	uračunavati	Vmr3p
u	u	Sa
kočnu	kočni	Agpfsay
masu	masa	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
PKM	PKM	Npmsn
se	sebe	Px--sa
izračunava	izračunavati	Vmr3s
po	po	Sl
sljedećoj	sljedeći	Agpfsly
formuli	formula	Ncfsl
:	:	Z

Značenje	značenje	Ncnsn
simbola	simbol	Ncmsg
je	biti	Var3s
sljedeće	sljedeći	Agpnsny
:	:	Z

PKM	pkm	Mrc
–	–	Z
potrebna	potreban	Agpfsny
kočna	kočni	Agpfsny
masa	masa	Ncfsn
–	–	Z
kočna	kočni	Agpfsny
masa	masa	Ncfsn
koja	koji	Pi-fsn
se	sebe	Px--sa
mora	morati	Vmr3s
osigurati	osigurati	Vmn
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
:	:	Z
zaustavni	zaustavni	Agpmsayn
put	put	Ncmsan
,	,	Z
brzinu	brzina	Ncfsa
,	,	Z
mjerodavni	mjerodavan	Agpmsny
nagib	nagib	Ncmsn
i	i	Cc
vrstu	vrsta	Ncfsa
kočnice	kočnica	Ncfsg
,	,	Z

(	(	Z
Q	Q	X
+	+	Z
L	l	Y
)	)	Z
–	–	Z
ukupna	ukupan	Agpfsny
masa	masa	Ncfsn
vlaka	vlak	Ncmsg
(	(	Z
zbroj	zbroj	Ncmsn
mase	masa	Ncfsg
svih	sav	Agpnpgy
vučenih	vući	Agpnpgy
vozila	vozilo	Ncnpg
u	u	Sl
vlaku	vlak	Ncmsl
–	–	Z
Q	Q	X
i	i	Cc
mase	masa	Ncfsg
radnih	radni	Agpfpgy
lokomotiva	lokomotiva	Ncfpg
–	–	Z
L	l	Y
)	)	Z
,	,	Z

p	p	Npmsn
–	–	Z
potrebni	potreban	Agpmsny
postotak	postotak	Ncmsn
kočenja	kočenje	Ncnsg
vlaka	vlak	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Izračunat	izračunati	Vmn
PKM	pkm	Ncmsan
vlaka	vlak	Ncmsg
u	u	Sl
decimalnim	decimalan	Agpmply
brojevima	broj	Ncmpl
zaokružuje	zaokruživati	Vmr3s
se	sebe	Px--sa
na	na	Sa
prvi	prvi	Mlomsan
veći	velik	Agcmsayn
cijeli	cijel	Agpmsayn
broj	broj	Ncmsan
.	.	Z

Članak	članak	Ncmsn
63.	63.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kod	kod	Sg
teretnog	teretan	Agpmsgy
vlaka	vlak	Ncmsg
kočenog	kočiti	Appmsgy
kočnicama	kočnica	Ncfpi
P		Agpfpiy
,	,	Z
SKM	skti	Vmr1s
vlaka	vlak	Ncmsg
kao	kao	Cs
zbroj	zbroj	Ncmsn
kočnih	kočni	Agpfpgy
masa	masa	Ncfpg
svih	sav	Agpfpgy
vučnih	vučni	Ncfpg
i	i	Cc
vučenih	vući	Appnpgy
vozila	vozilo	Ncnpg
u	u	Sl
vlaku	vlak	Ncmsl
s	sa	Si
ispravnim	ispravan	Agpmpiy
i	i	Cc
uključenim	uključen	Agpfply
kočnicama	kočnica	Ncfpl
te	te	Cc
ispravno	ispravno	Rgp
postavljenim	postavljen	Agpmpiy
mjenjačima	mjenjač	Ncmpi
za	za	Sa
vrstu	vrsta	Ncfsa
kočnice	kočnica	Ncfsg
i	i	Cc
kočnu	kočni	Agpfsay
silu	sila	Ncfsa
,	,	Z
vrijedi	vrijediti	Vmr3s
za	za	Sa
vlak	vlak	Ncmsan
dugačak	dugačak	Agpmsann
do	do	Sg
500	500	Mdc
metara	metar	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kod	kod	Sg
teretnog	teretan	Agpmsgy
vlaka	vlak	Ncmsg
čija	čiji	Pi-fsn
je	biti	Var3s
duljina	duljina	Ncfsn
veća	velik	Agcfsny
od	od	Sg
500	500	Mdc
metara	metar	Ncmpg
mjerodavan	mjerodavan	Agpmsnn
je	biti	Var3s
SKM	SKM	Npmsn
koji	koji	Pi-msn
se	sebe	Px--sa
dobije	dobiti	Vmr3s
množenjem	množenje	Ncnsi
kočne	kočni	Agpfsgy
mase	masa	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
određenim	određen	Agpmsiy
korekcijskim	korekcijski	Agpmsiy
faktorom	faktor	Ncmsi
,	,	Z
i	i	Cc
to	to	Qo
:	:	Z

a	a	Cc
)	)	Z
za	za	Sa
vlak	vlak	Ncmsan
dugačak	dugačak	Agpmsann
od	od	Sg
501	501	Mdc
do	do	Sg
600	600	Mdc
metara	metar	Ncmpg
korekcijskim	korekcijski	Agpmsiy
faktorom	faktor	Ncmsi
0,95	0,95	Mdc
ili	ili	Cc

b	b	Y
)	)	Z
za	za	Sa
vlak	vlak	Ncmsan
dugačak	dugačak	Agpmsann
od	od	Sg
601	601	Mdc
do	do	Sg
700	700	Mdc
metara	metar	Ncmpg
korekcijskim	korekcijski	Agpmsiy
faktorom	faktor	Ncmsi
0,9.	0,9.	Mdo

(	(	Z
3	3	Mdc
)	)	Z
Kod	kod	Sg
vlakova	vlak	Ncmpg
za	za	Sa
prijevoz	prijevoz	Ncmsan
putnika	putnik	Ncmpg
SKM	SKM	Npmsn
utvrđen	utvrditi	Appmsnn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
vrijedi	vrijediti	Vmr3s
za	za	Sa
vlakove	vlak	Ncmpa
dugačke	dugačak	Agpfsgy
do	do	Sg
400	400	Mdc
metara	metar	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
