63.	63.	Mdo
,	,	Z
64.	64.	Mdo
i	i	Cc
65.	65.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

b	b	Npmsn
)	)	Z
na	na	Sa
doktore	doktor	Ncmpa
medicine	medicina	Ncfsg
sa	sa	Si
završenim	završen	Agpmsiy
medicinskim	medicinski	Agpmsiy
fakultetom	fakultet	Ncmsi
,	,	Z
doktore	doktor	Ncmpa
medicine	medicina	Ncfsg
specijaliste	specijalist	Ncmpa
,	,	Z
medicinske	medicinski	Agpfpny
sestre	sestra	Ncfpn
odgovorne	odgovoran	Agpfsgy
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
,	,	Z
doktore	doktor	Ncmpa
dentalne	dentalan	Agpfsgy
medicine	medicina	Ncfsg
,	,	Z
doktore	doktor	Ncmsv
dentalne	dentalan	Agpfsgy
medicine	medicina	Ncfsg
specijaliste	specijalist	Ncmpa
,	,	Z
doktore	doktor	Ncmsv
veterinarske	veterinarski	Agpfsgy
medicine	medicina	Ncfsg
,	,	Z
primalje	primalja	Ncfpa
,	,	Z
magistre	magistra	Ncfpa
farmacije	farmacija	Ncfsg
i	i	Cc
arhitekte	arhitekt	Ncmpa
,	,	Z
kad	kad	Cs
kandidat	kandidat	Ncmsn
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
stvarnog	stvaran	Agpnsgy
i	i	Cc
zakonitog	zakonit	Agpnsgy
stručnog	stručan	Agpnsgy
iskustva	iskustvo	Ncnsg
navedene	naveden	Agpfsgy
u	u	Sl
člancima	članak	Ncmpl
46.	46.	Mdo
,	,	Z
49.	49.	Mdo
,	,	Z
50.	50.	Mdo
,	,	Z
52.	52.	Mdo
,	,	Z
53.	53.	Mdo
,	,	Z
54.	54.	Mdo
,	,	Z
55.	55.	Mdo
,	,	Z
56.	56.	Mdo
,	,	Z
57.	57.	Mdo
,	,	Z
58.	58.	Mdo
i	i	Cc
59.	59.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

c	C	Npmsn
)	)	Z
na	na	Sa
arhitekte	arhitekt	Ncmpa
kad	kad	Cs
kandidat	kandidat	Ncmsn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
koji	koji	Pi-msn
nije	biti	Var3s
naveden	navesti	Appmsnn
u	u	Sl
Prilogu	Prilog	Npmsl
V.	i	Agpfsly
točki	točka	Ncfsl
5.7.	5.7.	Mds

Direktive	direktiva	Ncfpn

d	d	Npmsn
)	)	Z
isključivo	isključivo	Rgp
u	u	Sa
svrhu	svrha	Ncfsa
priznavanja	priznavanje	Ncnsg
odgovarajuće	odgovarajući	Agpfsgy
specijalizacije	specijalizacija	Ncfsg
,	,	Z
na	na	Sa
doktore	doktor	Ncmpa
medicine	medicina	Ncfsg
,	,	Z
medicinske	medicinski	Agpfpny
sestre	sestra	Ncfpn
odgovorne	odgovoran	Agpfsgy
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
,	,	Z
doktore	doktor	Ncmpa
dentalne	dentalan	Agpfsgy
medicine	medicina	Ncfsg
,	,	Z
doktore	doktor	Ncmpa
veterinarske	veterinarski	Agpfsgy
medicine	medicina	Ncfsg
,	,	Z
primalje	primalja	Ncfpa
,	,	Z
magistre	magistra	Ncfpa
farmacije	farmacija	Ncfsg
i	i	Cc
arhitekte	arhitekt	Ncmpa
koji	koji	Pi-mpn
imaju	imati	Vmr3p
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
specijalista	specijalist	Ncmpg
i	i	Cc
obavili	obaviti	Vmp-pm
su	biti	Var3p
usavršavanje	usavršavanje	Ncnsa
kojim	koji	Pi-nsi
se	sebe	Px--sa
stječe	stjecati	Vmr3s
naziv	naziv	Ncmsn
naveden	navesti	Appmsnn
u	u	Sl
Prilogu	Prilog	Npmsl
V.		Agpfply
točkama	točka	Ncfpl
5.1.1.	5.1.1.	Mds
,	,	Z
5.2.2.	5.2.2.	Mds
,	,	Z
5.3.2.	5.3.2.	Mds
,	,	Z
5.4.2	5.4.2	Mdc
,	,	Z
5.5.2.	5.5.2.	Mdo
,	,	Z
5.6.2.	5.6.2.	Mdo
i	i	Cc
5.7.1.	5.7.1.	Mdo

Direktive	direktiva	Ncfpn
,	,	Z
a	a	Cc
koji	koji	Pi-mpn
ne	ne	Qz
utječu	utjecati	Vmr3p
na	na	Sa
ispunjavanje	ispunjavanje	Ncnsa
uvjeta	uvjet	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
22.	22.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
članaka	članak	Ncmpg
46.	46.	Mdo
,	,	Z
49.	49.	Mdo
i	i	Cc
50.	50.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

e	e	I
)	)	Z
na	na	Sa
medicinske	medicinski	Agpfpay
sestre	sestra	Ncfpa
odgovorne	odgovoran	Agpfsgy
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
i	i	Cc
medicinske	medicinski	Agpfsgy
sestre	sestra	Agpmpay
specijaliste	specijalist	Ncmpa
koje	koji	Pi-fpn
imaju	imati	Vmr3p
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
specijalista	specijalist	Ncmpg
određene	određen	Agpfsgy
grane	grana	Ncfsg
koje	koji	Pi-fpn
su	biti	Var3p
obavile	obaviti	Vmp-pf
osposobljavanje	osposobljavanje	Ncnsa
i	i	Cc
stekle	steći	Vmp-pf
naziv	naziv	Ncmsan
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	v	Agpfpgy
točki	točka	Ncfpg
5.2.2.	5.2.2.	Mds

Direktive	direktiva	Ncfpn
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
kandidati	kandidat	Ncmpn
traže	tražiti	Vmr3p
priznavanje	priznavanje	Ncnsa
specijalizacije	specijalizacija	Ncfsg
u	u	Sl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
a	a	Cc
nemaju	nemati	Vmr3p
stručno	stručan	Agpnsay
iskustvo	iskustvo	Ncnsa
medicinske	medicinski	Agpfsgy
sestre	sestra	Ncfsg
odgovorne	odgovoran	Agpfsgy
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg

f	f	Npmsn
)	)	Z
na	na	Sa
medicinske	medicinski	Agpfpay
sestre	sestra	Ncfpa
specijaliste	specijalist	Ncmpa
bez	bez	Sg
osposobljenosti	osposobljenost	Ncfsg
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
kad	kad	Cs
kandidat	kandidat	Ncmsn
traži	tražiti	Vmr3s
priznavanje	priznavanje	Ncnsa
u	u	Sl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
odgovarajuće	odgovarajući	Agpfsgy
profesionalne	profesionalan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
obavljaju	obavljati	Vmr3p
medicinske	medicinski	Agpfpny
sestre	sestra	Ncfpn
odgovorne	odgovoran	Agpfpny
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
,	,	Z
medicinske	medicinski	Agpfpny
sestre	sestra	Ncfpn
specijalisti	specijalist	Ncmpn
bez	bez	Sg
osposobljenosti	osposobljenost	Ncfsg
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
ili	ili	Cc
medicinske	medicinski	Agpfpny
sestre	sestra	Ncfpn
specijalisti	specijalist	Ncmpn
koje	koji	Pi-fpn
posjeduju	posjedovati	Vmr3p
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
specijalista	specijalist	Ncmpg
koje	koji	Pi-mpa
moraju	morati	Vmr3p
proći	proći	Vmn
osposobljavanje	osposobljavanje	Ncnsa
za	za	Sa
dodjelu	dodjela	Ncfsa
naziva	naziv	Ncmsg
navedenog	navesti	Appmsgy
u	u	Sl
Prilogu	prilog	Ncmsl
V.	V.	Mro
,	,	Z
točki	točka	Ncfsl
5.2.2.	5.2.2.	Mds

Direktive	direktiva	Ncfpn

g	g	Npmsn
)	)	Z
na	na	Sa
kandidate	kandidat	Ncmpa
koji	koji	Pi-mpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
navedene	navesti	Appmpay
u	u	Sl
članku	članak	Ncmsl
85.	85.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Postupak	postupak	Ncmsn
priznavanja	priznavanje	Ncnsg
inozemnih	inozeman	Agpfpgy
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
sukladno	sukladno	Rgp
ovom	ovaj	Pd-msl
Zakonu	zakon	Ncmsl
provode	provod	Ncmpa
tijela	tijelo	Ncnsg
nadležna	nadležan	Agpfsny
na	na	Sl
temelju	temelj	Ncmsl
posebnih	poseban	Agpmpgy
propisa	propis	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
