treba	trebati	Vmr3s
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
objave	objava	Ncfsg
popisa	popis	Ncmsg
tražbina	tražbina	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
274.	274.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
podnijeti	podnijeti	Vmn
dokaz	dokaz	Ncmsan
stečajnom	stečajni	Agpmsly
upravitelju	upravitelj	Ncmsl
da	da	Cs
se	sebe	Px--sa
i	i	Cc
u	u	Sl
kojem	koji	Pi-msl
iznosu	iznos	Ncmsl
odrekao	odreći	Vmp-sm
odvojenoga	odvojiti	Appnsgy
namirenja	namirenje	Ncnsg
ili	ili	Cc
da	da	Cs
nije	biti	Var3s
odvojeno	odvojiti	Appnsny
namiren	namiriti	Appmsnn
.	.	Z

Ako	ako	Cs
dokaz	dokaz	Ncmsn
ne	ne	Qz
podnese	podnijeti	Vmr3s
pravodobno	pravodobno	Rgp
,	,	Z
njegova	njegov	Ps3fsn
se	sebe	Px--sa
tražbina	tražbina	Ncfsn
neće	htjeti	Var3s
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
pri	pri	Sl
djelomičnoj	djelomičan	Agpfsly
diobi	dioba	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Da	da	Cs
bi	biti	Vaa3s
tražbina	tražbina	Ncfsn
razlučnoga	razlučan	Agpmsgy
vjerovnika	vjerovnik	Ncmsg
bila	biti	Vap-sf
uzeta	uzeti	Appfsny
u	u	Sa
obzir	obzir	Ncmsan
pri	pri	Sl
djelomičnoj	djelomičan	Agpfsly
diobi	dioba	Ncfsl
,	,	Z
dovoljno	dovoljno	Rgp
je	biti	Var3s
da	da	Cs
vjerovnik	vjerovnik	Ncmsn
unutar	unutar	Sg
roka	rok	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
stečajnom	stečajni	Agpmsly
upravitelju	upravitelj	Ncmsl
dokaže	dokazati	Vmr3s
da	da	Cs
će	htjeti	Var3s
se	sebe	Px--sa
unovčiti	unovčiti	Vmn
predmet	predmet	Ncmsn
na	na	Sl
kojem	koji	Pi-msl
postoji	postojati	Vmr3s
razlučno	razlučan	Agpnsny
pravo	pravo	Ncnsn
te	te	Cc
da	da	Cs
učini	učiniti	Vmr3s
vjerojatnim	vjerojatan	Agpmsiy
iznos	iznos	Ncmsan
u	u	Sl
kojem	koji	Pi-msl
neće	htjeti	Var3s
biti	biti	Van
odvojeno	odvojiti	Appnsny
namiren	namiriti	Appmsnn
.	.	Z

U	u	Sl
tom	taj	Pd-msl
će	htjeti	Var3s
se	sebe	Px--sa
slučaju	slučaj	Ncmsd
pri	pri	Sl
diobi	dioba	Ncfsl
odvojiti	odvojiti	Vmn
iznos	iznos	Ncmsan
koji	koji	Pi-msn
odgovara	odgovarati	Vmr3s
dijelu	dio	Ncmsd
u	u	Sl
kojem	koji	Pi-msl
tražbina	tražbina	Ncfpg
neće	htjeti	Var3s
biti	biti	Van
odvojeno	odvojiti	Appnsny
namirena	namiriti	Appfsny
.	.	Z

Ako	ako	Cs
pretpostavke	pretpostavka	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
budu	biti	Var3p
ispunjene	ispuniti	Appfpny
do	do	Sg
završne	završan	Agpfsgy
diobe	dioba	Ncfsg
,	,	Z
iznosi	iznositi	Vmr3s
odvojeni	odvojiti	Appmpny
radi	radi	Sg
namirenja	namirenje	Ncnsg
razlučnoga	razlučan	Agpmsgy
vjerovnika	vjerovnik	Ncmsg
raspodijelit	raspodijeliti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
stečajnim	stečajni	Agpmpiy
vjerovnicima	vjerovnik	Ncmpi
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
samo	samo	Rgp
stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
ima	imati	Vmr3s
pravo	pravo	Ncnsa
unovčiti	unovčiti	Vmn
predmet	predmet	Ncmsan
na	na	Sl
kojem	koji	Pi-msl
postoji	postojati	Vmr3s
razlučno	razlučan	Agpnsny
pravo	pravo	Ncnsn
,	,	Z
odredbe	odredba	Ncfpn
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
neće	htjeti	Var3s
se	sebe	Px--sa
primjenjivati	primjenjivati	Vmn
.	.	Z

Kod	kod	Sg
djelomične	djelomičan	Agpfsgy
diobe	dioba	Ncfsg
stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
će	htjeti	Var3s
,	,	Z
ako	ako	Cs
predmet	predmet	Ncmsn
još	još	Rgp
nije	biti	Var3s
unovčio	unovčiti	Vmp-sm
,	,	Z
procijeniti	procijeniti	Vmn
u	u	Sl
kojem	koji	Pi-msl
iznosu	iznos	Ncmsl
tražbina	tražbina	Ncfsn
razlučnoga	razlučan	Agpmsgy
vjerovnika	vjerovnik	Ncmsg
neće	htjeti	Var3s
biti	biti	Van
odvojeno	odvojiti	Appnsny
namirena	namiriti	Appfsny
i	i	Cc
pri	pri	Sl
djelomičnoj	djelomičan	Agpfsly
diobi	dioba	Ncfsl
odvojiti	odvojiti	Vmn
iznos	iznos	Ncmsan
koji	koji	Pi-msn
odgovara	odgovarati	Vmr3s
dijelu	dio	Ncmsd
u	u	Sl
kojemu	koji	Ncmsl
tražbina	tražbina	Ncfpg
neće	htjeti	Var3s
biti	biti	Van
namirena	namiriti	Appfsny
.	.	Z

Tražbina	tražbina	Ncfsn
vezana	vezati	Appfsny
uz	uz	Sa
odgodni	odgodan	Agpmsayn
uvjet	uvjet	Ncmsan

Članak	članak	Ncmsn
277.	277.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Tražbina	tražbina	Ncfsn
vezana	vezati	Appfsny
uz	uz	Sa
odgodni	odgodan	Agpmsayn
uvjet	uvjet	Ncmsan
pri	pri	Sl
djelomičnoj	djelomičan	Agpfsly
se	sebe	Px--sa
diobi	dioba	Ncfsl
uzima	uzimati	Vmr3s
u	u	Sa
obzir	obzir	Ncmsan
u	u	Sl
njezinu	njezin	Ncfsl
punom	pun	Agpmsly
iznosu	iznos	Ncmsl
.	.	Z

Udio	udjel	Ncmsn
koji	koji	Pi-msn
otpada	otpadati	Vmr3s
na	na	Sa
tu	taj	Pd-fsa
tražbinu	tražbina	Ncfsa
odvojit	odvojiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
pri	pri	Sl
diobi	dioba	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pri	pri	Sl
završnoj	završan	Agpfsly
diobi	dioba	Ncfsl
tražbina	tražbina	Ncfsn
vezana	vezati	Appfsny
uz	uz	Sa
odgodni	odgodan	Agpmsayn
uvjet	uvjet	Ncmsan
neće	htjeti	Var3s
se	sebe	Px--sa
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
,	,	Z
ako	ako	Cs
je	biti	Var3s
mogućnost	mogućnost	Ncfsn
nastupanja	nastupanje	Ncnsg
uvjeta	uvjet	Ncmpg
toliko	toliko	Rgp
daleka	dalek	Agpfsny
da	da	Cs
ona	on	Pp3fsn
u	u	Sa
vrijeme	vrijeme	Ncnsa
diobe	dioba	Ncfsg
nema	nemati	Vmr3s
imovinske	imovinski	Agpfsgy
vrijednosti	vrijednost	Ncfsg
.	.	Z

U	u	Sl
tom	taj	Pd-msl
će	htjeti	Var3s
se	sebe	Px--sa
slučaju	slučaj	Ncmsl
iznosi	iznositi	Vmr3s
odvojeni	odvojiti	Appmpny
tijekom	tijekom	Sg
prethodnih	prethodan	Agpfpgy
dioba	dioba	Ncfpg
za	za	Sa
namirenje	namirenje	Ncnsa
te	taj	Pd-fsg
tražbine	tražbina	Ncfsg
uključiti	uključiti	Vmn
u	u	Sa
masu	masa	Ncfsa
iz	iz	Sg
koje	koji	Pi-fsg
će	htjeti	Var3p
se	sebe	Px--sa
obaviti	obaviti	Vmn
završna	završan	Agpfsny
dioba	dioba	Ncfsn
.	.	Z

Naknadno	naknadan	Agpnsny
uzimanje	uzimanje	Ncnsn
u	u	Sa
obzir	obzir	Ncmsan

Članak	članak	Ncmsn
278.	278.	Mdo

Vjerovnicima	vjerovnik	Ncmpd
koji	koji	Pi-mpn
nisu	biti	Var3p
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
pri	pri	Sl
djelomičnoj	djelomičan	Agpfsly
diobi	dioba	Ncfsl
,	,	Z
a	a	Cc
za	za	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
naknadno	naknadno	Rgp
ispune	ispuniti	Vmr3p
pretpostavke	pretpostavka	Ncfpn
iz	iz	Sg
članaka	članak	Ncmpg
275.	275.	Mdo
i	i	Cc
276.	276.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
isplatit	isplatiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sl
narednoj	naredan	Agpfsly
diobi	dioba	Ncfsl
iz	iz	Sg
preostale	preostao	Agpfsgy
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
iznos	iznos	Ncmsan
koji	koji	Pi-msn
ih	oni	Pp3-pa
izjednačava	izjednačavati	Vmr3s
s	sa	Si
ostalim	ostali	Agpmpiy
vjerovnicima	vjerovnik	Ncmpi
.	.	Z

Tek	tek	Rgp
nakon	nakon	Sg
toga	taj	Pd-nsg
moći	moći	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
pristupiti	pristupiti	Vmn
namirenju	namirenje	Ncnsd
drugih	drugi	Mlompg
vjerovnika	vjerovnik	Ncmpg
.	.	Z

Izmjene	izmjena	Ncfpn
diobnoga	diobni	Agpmsgy
popisa	popis	Ncmsg

Članak	članak	Ncmsn
279.	279.	Mdo

Stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
će	htjeti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
tri	tri	Mlc
dana	dan	Ncmsg
od	od	Sg
isteka	istek	Ncmsg
rokova	rok	Ncmpg
iz	iz	Sg
članaka	članak	Ncmpg
275.	275.	Mdo
i	i	Cc
276.	276.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
izmijeniti	izmijeniti	Vmn
diobni	diobni	Agpmsayn
popis	popis	Ncmsan
ako	ako	Cs
to	taj	Pd-nsa
postane	postati	Vmr3s
prijeko	prijeko	Rgp
potrebno	potreban	Agpnsny
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
odredbe	odredba	Ncfpa
članaka	članak	Ncmpg
275.	275.	Mdo
−	−	Z
278.	278.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Prigovori	prigovoriti	Vmr3s
na	na	Sa
diobni	diobni	Agpmsayn
popis	popis	Ncmsan

Članak	članak	Ncmsn
280.	280.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kod	kod	Sg
djelomične	djelomičan	Agpfsgy
diobe	dioba	Ncfsg
vjerovnici	vjerovnik	Ncmpn
mogu	moći	Vmr3p
sudu	sud	Ncmsl
podnijeti	podnijeti	Vmn
prigovor	prigovor	Ncmsan
na	na	Sa
diobni	diobni	Agpmsayn
popis	popis	Ncmsan
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
275.	275.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
suda	sud	Ncmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
prigovor	prigovor	Ncmsn
odbija	odbijati	Vmr3s
dostavlja	dostavljati	Vmr3s
se	sebe	Px--sa
vjerovniku	vjerovnik	Ncmsd
i	i	Cc
stečajnom	stečajni	Agpmsly
upravitelju	upravitelj	Ncmsl
.	.	Z

Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
o	o	Sl
prigovoru	prigovor	Ncmsl
vjerovnik	vjerovnik	Ncmsn
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
žalbu	žalba	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
kojim	koji	Pi-nsi
se	sebe	Px--sa
određuje	određivati	Vmr3s
ispravak	ispravak	Ncmsn
diobnoga	diobni	Agpmsgy
popisa	popis	Ncmsg
objavit	objaviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
na	na	Sl
mrežnoj	mrežni	Agpfsly
stranici	stranica	Ncfsl
e-Oglasna	e-oglasan	Agpfsny
ploča	ploča	Ncfsn
sudova	sud	Ncmpg
.	.	Z

Stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
i	i	Cc
stečajni	stečajni	Agpmpny
vjerovnici	vjerovnik	Ncmpn
protiv	protiv	Sg
ovoga	ovaj	Pd-nsg
rješenja	rješenje	Ncnsg
imaju	imati	Vmr3p
pravo	pravo	Ncnsa
na	na	Sa
žalbu	žalba	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Djelomičnoj	djelomičan	Agpfsly
diobi	dioba	Ncfsl
može	moći	Vmr3s
se	sebe	Px--sa
pristupiti	pristupiti	Vmn
tek	tek	Rgp
nakon	nakon	Sg
pravomoćnosti	pravomoćnost	Ncfsg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Određivanje	određivanje	Ncnsn
dijela	dio	Ncmsg
iznosa	iznos	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
isplaćuje	isplaćivati	Vmr3s

Članak	članak	Ncmsn
281.	281.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Odbor	odbor	Ncmsn
vjerovnika	vjerovnik	Ncmpg
određuje	određivati	Vmr3s
postotak	postotak	Ncmsan
namirenja	namirenje	Ncnsg
tražbina	tražbina	Ncfpg
djelomičnom	djelomičan	Agpfsiy
diobom	dioba	Ncfsi
na	na	Sa
prijedlog	prijedlog	Ncmsan
