105.	105.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Pododjeljak	Pododjeljak	Npmsn
3.	3.	Mdo
Primjena	primjena	Ncfsn
metoda	metoda	Ncfsn
izračuna	izračun	Ncmsg

Povezana	povezan	Agpnpny
društva	društvo	Ncnpn
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa

Članak	članak	Ncmsn
310.	310.	Mdo

Kada	kada	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ima	imati	Vmr3s
više	mnogo	Rgc
od	od	Sg
jednog	jedan	Agpnsgy
povezanog	povezan	Agpnsgy
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
u	u	Sa
izračun	izračun	Ncmsan
solventnosti	solventnost	Ncfsg
grupe	grupa	Ncfsg
uključuje	uključivati	Vmr3s
se	sebe	Px--sa
svako	svaki	Pi-nsa
od	od	Sg
tih	tih	Ncfpg
povezanih	povezan	Agpnpgy
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
.	.	Z

Kada	kada	Rgp
povezano	povezan	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ima	imati	Vmr3s
sjedište	sjedište	Ncnsa
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
nije	biti	Var3s
država	država	Ncfsn
članica	članica	Ncfpg
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
za	za	Sa
koje	koji	Pi-nsa
se	sebe	Px--sa
izračunava	izračunavati	Vmr3s
solventnost	solventnost	Ncfsn
grupe	grupa	Ncfsg
,	,	Z
u	u	Sl
izračunu	izračun	Ncmsl
se	sebe	Px--sa
u	u	Sa
obzir	obzir	Ncmsan
uzima	uzimati	Vmr3s
,	,	Z
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
povezano	povezan	Agpnsay
društvo	društvo	Ncnsa
,	,	Z
potrebni	potreban	Agpmsny
solventni	solventan	Agpmsny
kapital	kapital	Ncmsn
i	i	Cc
vlastita	vlastit	Agpnpay
sredstva	sredstvo	Ncnpa
prihvatljiva	prihvatljiv	Agpfsny
za	za	Sa
pokriće	pokriće	Ncnsa
potrebnog	potreban	Agpmsgy
solventnog	solventan	Agpmsgy
kapitala	kapital	Ncmsg
kako	kako	Cs
je	biti	Var3s
propisano	propisati	Appnsny
u	u	Sl
toj	taj	Pd-fsl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
.	.	Z

Posrednički	posrednički	Rgp
osigurateljni	osigurateljni	Agpmpny
holdinzi	holding	Ncmpn

Članak	članak	Ncmsn
311.	311.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Prilikom	prilikom	Sg
izračunavanja	izračunavanje	Ncnsg
solventnosti	solventnost	Ncfsg
grupe	grupa	Ncfsg
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsa
preko	preko	Sg
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
ili	ili	Cc
mješovitog	mješovit	Agpmsgy
financijskog	financijski	Agpmsgy
holdinga	holding	Ncmsg
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
povezanom	povezan	Agpnsly
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
društvu	društvo	Ncnsl
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
,	,	Z
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
ili	ili	Cc
društvu	društvo	Ncnsl
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
uzima	uzimati	Vmr3s
se	sebe	Px--sa
u	u	Sa
obzir	obzir	Ncmsan
položaj	položaj	Ncmsan
tog	taj	Pd-msg
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
ili	ili	Cc
mješovitog	mješovit	Agpmsgy
financijskog	financijski	Agpmsgy
holdinga	holding	Ncmsg
.	.	Z

Samo	samo	Rgp
za	za	Sa
potrebe	potreba	Ncfpa
tog	taj	Pd-msg
izračuna	izračun	Ncmsg
,	,	Z
s	sa	Si
posredničkim	posrednički	Agpmsiy
osigurateljnim	osigurateljni	Agpmsiy
holdingom	holding	Ncmsi
ili	ili	Cc
posredničkim	posrednički	Agpmsiy
mješovitim	mješovit	Agpmsiy
financijskim	financijski	Agpmsiy
holdingom	holding	Ncmsi
postupa	postupati	Vmr3s
se	sebe	Px--sa
kao	kao	Cs
da	da	Cs
je	biti	Var3s
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsn
podliježe	podlijegati	Vmr3s
pravilima	pravilo	Ncnpl
iz	iz	Sg
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
potrebnim	potreban	Agpmsiy
solventnim	solventan	Agpmsiy
kapitalom	kapital	Ncmsi
i	i	Cc
kao	kao	Cs
da	da	Cs
podliježe	podlijegati	Vmr3s
istim	isti	Agpmpdy
uvjetima	uvjet	Ncmpd
koji	koji	Pi-mpn
su	biti	Var3p
propisani	propisati	Appmpny
ovim	ovaj	Pd-msi
Zakonom	zakon	Ncmsi
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
vlastitim	vlastit	Agpnpiy
sredstvima	sredstvo	Ncnpi
koja	koji	Pi-npn
su	biti	Var3p
prihvatljiva	prihvatljiv	Agpfpny
za	za	Sa
pokriće	pokriće	Ncnsa
potrebnog	potreban	Agpmsgy
solventnog	solventan	Agpmsgy
kapitala	kapital	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kad	kad	Cs
posrednički	posrednički	Agpmsny
osigurateljni	osigurateljni	Agpmsny
holding	holding	Ncmsn
ili	ili	Cc
posrednički	posrednički	Agpmsny
mješoviti	mješovit	Agpmsny
financijski	financijski	Agpmsny
holding	holding	Ncmsn
ima	imati	Vmr3s
podređeni	podrediti	Agpmsayn
dug	dug	Ncmsan
ili	ili	Cc
druga	drugi	Mlonpn
prihvatljiva	prihvatljiv	Agpnpny
vlastita	vlastit	Agpnpny
sredstva	sredstvo	Ncnpn
koja	koji	Pi-npn
podliježu	podlijegati	Vmr3p
ograničenju	ograničenje	Ncnsd
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člancima	članak	Ncmpi
128.	128.	Mdo
i	i	Cc
129.	129.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
ona	on	Pp3fsn
se	sebe	Px--sa
priznaju	priznati	Vmr3p
kao	kao	Cs
prihvatljiva	prihvatljiv	Agpnpny
vlastita	vlastit	Agpnpay
sredstva	sredstvo	Ncnpa
do	do	Sg
iznosa	iznos	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
izračunat	izračunati	Appmsnn
primjenom	primjena	Ncfsi
ograničenja	ograničenje	Ncnsg
navedenih	naveden	Agpmpgy
u	u	Sl
člancima	članak	Ncmpl
128.	128.	Mdo
i	i	Cc
129.	129.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
na	na	Sa
višak	višak	Ncmsan
ukupnih	ukupan	Agpnpgy
prihvatljivih	prihvatljiv	Agpnpgy
vlastitih	vlastit	Agpnpgy
sredstava	sredstvo	Ncnpg
na	na	Sl
razini	razina	Ncfsl
grupe	grupa	Ncfsg
u	u	Sl
usporedbi	usporedba	Ncfsl
s	sa	Si
potrebnim	potreban	Agpmsiy
solventnim	solventan	Agpmsiy
kapitalom	kapital	Ncmsi
na	na	Sl
razini	razina	Ncfsl
grupe	grupa	Ncfsg
.	.	Z

Sva	sav	Agpnpay
prihvatljiva	prihvatljiv	Agpnpay
vlastita	vlastit	Agpnpay
sredstva	sredstvo	Ncnpa
posredničkog	posrednički	Agpmsgy
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
ili	ili	Cc
posredničkog	posrednički	Agpmsgy
mješovitog	mješovit	Agpmsgy
financijskog	financijski	Agpmsgy
holdinga	holding	Ncmsg
za	za	Sa
koje	koji	Pi-mpa
bi	biti	Vaa3s
se	sebe	Px--sa
,	,	Z
da	da	Cs
ih	oni	Pp3-pa
drže	držati	Vmr3p
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
zahtijevalo	zahtijevati	Vmp-sn
prethodno	prethodan	Agpnsay
odobrenje	odobrenje	Ncnsa
Agencije	agencija	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
124.	124.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
mogu	moći	Vmr3p
se	sebe	Px--sa
uključiti	uključiti	Vmn
u	u	Sa
izračun	izračun	Ncmsan
solventnosti	solventnost	Ncfsg
grupe	grupa	Ncfsg
samo	samo	Rgp
ako	ako	Cs
ih	oni	Pp3-pg
je	biti	Var3s
prethodno	prethodno	Rgp
odobrila	odobriti	Vmp-sf
Agencija	agencija	Ncfsn
kao	kao	Cs
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
grupe	grupa	Ncfsg
.	.	Z

Istovjetnost	istovjetnost	Ncfsn
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
povezanim	povezan	Agpnpiy
društvima	društvo	Ncnpi
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
društvima	društvo	Ncnpi
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
trećih	treći	Mlofpg
država	država	Ncfpg

Članak	članak	Ncmsn
312.	312.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Prilikom	prilikom	Sg
izračunavanja	izračunavanje	Ncnsg
solventnosti	solventnost	Ncfsg
grupe	grupa	Ncfsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsn
je	biti	Var3s
sudjelujuće	sudjelujući	Agpnsny
društvo	društvo	Ncnsn
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
društvu	društvo	Ncnsd
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
318.	318.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
predmetno	predmetni	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
odnosno	odnosni	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
isključivo	isključivo	Rgp
u	u	Sa
svrhu	svrha	Ncfsa
