terenu	teren	Ncmsl
prije	prija	Ncfsg
,	,	Z
tijekom	tijekom	Sg
ili	ili	Cc
nakon	nakon	Sg
provođenja	provođenje	Ncnsg
pojedinih	pojedini	Agpfpgy
aktivnosti	aktivnost	Ncfpg
(	(	Z
rokovi	rok	Ncmpn
za	za	Sa
krčenje	krčenje	Ncnsa
starog	star	Agpmsgy
vinograda	vinograd	Ncmsg
i	i	Cc
sl.	sl.	Y
)	)	Z
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Rok	rok	Ncmsn
završetka	završetak	Ncmsg
projekta	projekt	Ncmsg
u	u	Sl
pravilu	pravilo	Ncnsl
je	biti	Var3s
godinu	godina	Ncfsa
dana	dan	Ncmpg
,	,	Z
a	a	Cc
iz	iz	Sg
opravdanih	opravdati	Agpmpgy
se	sebe	Px--sa
razloga	razlog	Ncmpg
može	moći	Vmr3s
odobriti	odobriti	Vmn
produljenje	produljenje	Ncnsa
roka	rok	Ncmsg
po	po	Sa
jednu	jedan	Mlcfsa
godinu	godina	Ncfsa
,	,	Z
no	no	Cc
krajnji	krajnji	Agpmsny
rok	rok	Ncmsn
završetka	završetak	Ncmsg
projekta	projekt	Ncmsg
ne	ne	Qz
može	moći	Vmr3s
sveukupno	sveukupno	Rgp
biti	biti	Van
odobravan	odobravati	Appmsnn
u	u	Sl
vremenskom	vremenski	Agpnsly
trajanju	trajanje	Ncnsl
dužem	dug	Agcmsly
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
Odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
Korisnik	korisnik	Ncmsn
ne	ne	Qz
poštuje	poštovati	Vmr3s
obveze	obveza	Ncfpa
propisane	propisati	Appfsgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
,	,	Z
Natječajem	natječaj	Ncmsi
ili	ili	Cc
Odlukom	odluka	Ncfsi
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpi
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
poništiti	poništiti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

Odluke	odluka	Ncfpn
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
i	i	Cc
članka	članak	Ncmsg
20.	20.	Mdo
