dostavljeni	dostaviti	Appmpny
unaprijed	unaprijed	Rgp
najviše	mnogo	Rgs
pet	pet	Sg
radnih	radni	Agpmpgy
dana	dan	Ncmpg
prije	prije	Sg
određenog	određen	Agpmsgy
datuma	datum	Ncmsg
namire	namiriti	Vmr3p
(	(	Z
uskladišteni	uskladištiti	Appmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
)	)	Z
.	.	Z

2.	2.	Mdo
Uskladišteni	uskladištiti	Appmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
primaju	primati	Vmr3p
se	sebe	Px--sa
i	i	Cc
unose	unositi	Vmr3p
u	u	Sa
ulaznu	ulazan	Agpfsay
dispoziciju	dispozicija	Ncfsa
na	na	Sa
datum	datum	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
odredio	odrediti	Vmp-sm
sudionik	sudionik	Ncmsn
nalogodavac	nalogodavac	Ncmsn
na	na	Sl
početku	početak	Ncmsl
dnevne	dnevni	Agpfsgy
obrade	obrada	Ncfsg
,	,	Z
kako	kako	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
Dodatku	dodatak	Ncmsl
V.	vi	Agpmsly
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

Stavljaju	stavljati	Vmr3p
se	sebe	Px--sa
prije	prije	Sg
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
istog	isti	Agpmsgy
prioriteta	prioritet	Ncmsg
.	.	Z

3.	3.	Mdo
Članak	članak	Ncmsn
16.	16.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
,	,	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
i	i	Cc
članak	članak	Ncmsn
29.	29.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
točka	točka	Ncfsn
(	(	Z
a	a	Cc
)	)	Z
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
na	na	Sa
uskladištene	uskladištiti	Agpmpay
naloge	nalog	Ncmpa
za	za	Sa
plaćanje	plaćanje	Ncnsa
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

Namira	Namir	Npmsg
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
u	u	Sl
ulaznoj	ulazan	Agpfsly
dispoziciji	dispozicija	Ncfsl

1.	1.	Mdo
Osim	osim	Cs
ako	ako	Cs
je	biti	Var3s
sudionik	sudionik	Ncmsn
nalogodavac	nalogodavac	Ncmsn
naznačio	naznačiti	Vmp-sm
vrijeme	vrijeme	Ncnsa
namire	namiriti	Vmr3p
kako	kako	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
članku	članak	Ncmsl
20.	20.	Mdo
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
,	,	Z
primljeni	primiti	Appmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
namiruju	namirivati	Vmr3p
se	sebe	Px--sa
odmah	odmah	Rgp
ili	ili	Cc
najkasnije	kasno	Rgs
do	do	Sg
kraja	kraj	Ncmsg
radnog	radni	Agpmsgy
dana	dan	Ncmsg
na	na	Sa
koji	koji	Pi-msan
su	biti	Var3p
primljeni	primiti	Appmpny
,	,	Z
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
su	biti	Var3p
dostupna	dostupan	Appnpny
dostatna	dostatan	Agpnpny
sredstva	sredstvo	Ncnpn
na	na	Sl
platiteljevu	platiteljev	Ncmsl
PM	pi	Agpmsly
računu	račun	Ncmsl
i	i	Cc
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
sva	sav	Agpnpay
ograničenja	ograničenje	Ncnpa
i	i	Cc
rezervacije	rezervacija	Ncfsg
likvidnosti	likvidnost	Ncfsg
kako	kako	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
člancima	članak	Ncmpl
17.	17.	Mdo
,	,	Z
18.	18.	Mdo
i	i	Cc
19.	19.	Mdo
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

2.	2.	Mdo
Sredstva	sredstvo	Ncnsg
se	sebe	Px--sa
mogu	moći	Vmr3p
osigurati	osigurati	Vmn
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
dostupnom	dostupan	Agpfsiy
likvidnošću	likvidnost	Ncfsi
na	na	Sl
PM	P	Npmsl
računu	račun	Ncmsl
ili	ili	Cc

(	(	Z
b	b	X
)	)	Z
plaćanjima	plaćanje	Ncnpl
primljenima	primljen	Agpmpdy
od	od	Sg
drugih	drugi	Mlompg
sudionika	sudionik	Ncmpg
sustava	sustav	Ncmsg
TARGET2	TARGET2	Npmsn
,	,	Z
pridržavajući	pridržavati	Rr
se	sebe	Px--sa
važećih	važeći	Agpmpgy
optimizacijskih	optimizacijski	Agpmpgy
postupaka	postupak	Ncmpg
.	.	Z

3.	3.	Mdo
Za	za	Sa
vrlo	vrlo	Rgp
hitne	hitnuti	Vmr3s
naloge	nalog	Ncmpa
za	za	Sa
plaćanje	plaćanje	Ncnsa
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
načelo	načeti	Vmp-sn
»	»	Z
prvi	prvi	Mlomsan
unutra	unutra	Rgp
,	,	Z
prvi	prvi	Mlomsn
van	van	Rgp
«	«	Z
(	(	Z
FIFO	FIFO	Npmsn
)	)	Z
.	.	Z

To	taj	Pd-nsn
znači	značiti	Vmr3s
da	da	Cs
se	sebe	Px--sa
vrlo	vrlo	Rgp
hitni	hitan	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
namiruju	namirivati	Vmr3p
kronološkim	kronološki	Agpmsiy
redom	red	Ncmsi
.	.	Z

Hitni	hitan	Agpmpny
i	i	Cc
redovni	redovan	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
ne	ne	Qz
namiruju	namirivati	Vmr3p
se	sebe	Px--sa
sve	sve	Qo
dok	dok	Cs
u	u	Sl
redu	red	Ncmsl
čekaju	čekati	Vmr3p
vrlo	vrlo	Rgp
hitni	hitan	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
.	.	Z

4.	4.	Mdo
Za	za	Sa
hitne	hitan	Agpmpay
naloge	nalog	Ncmpa
za	za	Sa
plaćanje	plaćanje	Ncnsa
također	također	Rgp
važi	važiti	Vmr3s
načelo	načelo	Ncnsa
FIFO	fifi	Agpnsny
.	.	Z

Redovni	redovan	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
ne	ne	Qz
namiruju	namirivati	Vmr3p
se	sebe	Px--sa
ako	ako	Cs
hitni	hitan	Agpmpny
i	i	Cc
vrlo	vrlo	Rgp
hitni	hitan	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
čekaju	čekati	Vmr3p
u	u	Sl
redu	red	Ncmsl
.	.	Z

5.	5.	Mdo
Iznimno	iznimno	Rgp
od	od	Sg
stavaka	stavak	Ncmpg
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
