dokumentacija	dokumentacija	Ncfsn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Prilogom	prilog	Ncmsi
IV	IV	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
isporuku	isporuka	Ncfsa
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
pokrit	pokriti	Vmn
će	htjeti	Var3p
obračunsko	obračunski	Agpnsay
razdoblje	razdoblje	Ncnsa
od	od	Sg
kalendarskih	kalendarski	Agpmpgy
mjesec	mjesec	Ncmsan
dana	dan	Ncmpg
,	,	Z
a	a	Cc
može	moći	Vmr3s
se	sebe	Px--sa
podnijeti	podnijeti	Vmn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnsg
prvog	prvi	Mlomsg
dana	dan	Ncmsg
nakon	nakon	Sg
isteka	istek	Ncmsg
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
za	za	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
monitoring	monitoring	Ncmsan
i	i	Cc
evaluaciju	evaluacija	Ncfsa
ili	ili	Cc
komunikaciju	komunikacija	Ncfsa
mora	morati	Vmr3s
biti	biti	Van
ispravno	ispravno	Rgp
popunjen	popuniti	Appmsnn
i	i	Cc
potpun	potpun	Agpmsnn
,	,	Z
a	a	Cc
može	moći	Vmr3s
se	sebe	Px--sa
podnijeti	podnijeti	Vmn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
tijekom	tijekom	Sg
njihove	njihov	Ps3fsg
provedbe	provedba	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Neispravno	neispravno	Rgp
popunjen	popuniti	Appmsnn
i	i	Cc
nepotpun	nepotpun	Agpmsann
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
neće	htjeti	Var3s
se	sebe	Px--sa
obrađivati	obrađivati	Vmn
niti	niti	Qo
se	sebe	Px--sa
temeljem	temelj	Ncmsi
njega	njega	Ncfpg
može	moći	Vmr3s
isplatiti	isplatiti	Vmn
potpora	potpora	Ncfsn
.	.	Z

Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
obavijestit	obavijestiti	Vmn
će	htjeti	Var3s
podnositelja	podnositelj	Ncmsay
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
o	o	Sl
potrebi	potreba	Ncfsl
njegove	njegov	Ps3fsg
izmjene	izmjena	Ncfsg
ili	ili	Cc
dopune	dopuna	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Obrasci	obrazac	Ncmpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
nalaze	nalaziti	Vmr3p
se	sebe	Px--sa
u	u	Sl
Prilogu	Prilog	Npmsl
IV	IV	Mrc
i	i	Cc
V	V	Mrc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Isplata	isplata	Ncfsn
potpore	potpora	Ncfsg

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Potpora	potpora	Ncfsn
Shemi	Shemi	Npmsn
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
isplatit	isplatiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
člankom	članak	Ncmsi
11.	11.	Mdo

Uredbe	uredba	Ncfpn
Komisije	komisija	Ncfsg
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
288/2009	288/2009	Mdc
,	,	Z
a	a	Cc
na	na	Sl
temelju	temelj	Ncmsl
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
isporuku	isporuka	Ncfsa
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
uz	uz	Sa
koji	koji	Pi-msan
su	biti	Var3p
priloženi	priložiti	Appmpny
dokazi	dokaz	Ncmpn
o	o	Sl
plaćanju	plaćanje	Ncnsl
(	(	Z
izvornik	izvornik	Ncmsn
ili	ili	Cc
preslika	preslika	Ncfsn
računa	račun	Ncmsg
i	i	Cc
otpremnice	otpremnica	Ncfsg
ili	ili	Cc
račun	račun	Ncmsan
–	–	Z
otpremnice	otpremnica	Ncfpn
potpisane	potpisati	Appfpny
i	i	Cc
ovjerene	ovjeriti	Appfpny
od	od	Sg
škole	škola	Ncfsg
i	i	Cc
dobavljača	dobavljač	Ncmpg
za	za	Sa
isporučene	isporučiti	Agpfpay
količine	količina	Ncfpa
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
)	)	Z
.	.	Z

Na	na	Sl
računu	račun	Ncmsl
je	biti	Var3s
potrebno	potreban	Agpnsny
naznačiti	naznačiti	Vmn
:	:	Z
Napomena	napomena	Ncfsn
:	:	Z
»	»	Z
Troškove	trošak	Ncmpa
za	za	Sa
voće	voće	Ncnsa
i	i	Cc
povrće	povrće	Ncnsa
franco	Franca	Sg
škola	škola	Ncfpg
po	po	Sl
ovom	ovaj	Pd-msl
računu	račun	Ncmsl
u	u	Sa
ime	ime	Ncnsa
škole	škola	Ncfsg
podmirit	podmiriti	Vmn
će	htjeti	Var3s
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
u	u	Sl
poljoprivredi	poljoprivreda	Ncfsl
,	,	Z
ribarstvu	ribarstvo	Ncnsl
i	i	Cc
ruralnom	ruralan	Agpmsly
razvoju	razvoj	Ncmsl
.	.	Z
«	«	Z

(	(	Z
b	b	Npmsn
)	)	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
monitoring	monitoring	Ncmsan
uz	uz	Sa
koji	koji	Pi-msan
su	biti	Var3p
priloženi	priložiti	Appmpny
dokazi	dokaz	Ncmpn
o	o	Sl
plaćanju	plaćanje	Ncnsl
(	(	Z
računi	račun	Ncmpn
tijekom	tijekom	Sg
provedbe	provedba	Ncfsg
monitoringa	monitoring	Ncmsg
)	)	Z
i	i	Cc
izvješće	izvješće	Ncnsn
o	o	Sl
monitoringu	monitoring	Ncmsl
po	po	Sl
završetku	završetak	Ncmsl
provedbe	provedba	Ncfsg
.	.	Z

(	(	Z
c	C	Npmsn
)	)	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
evaluacijsko	evaluacijski	Agpnsay
izvješće	izvješće	Ncnsa
uz	uz	Sa
koji	koji	Pi-msan
su	biti	Var3p
priloženi	priložiti	Appmpny
dokazi	dokaz	Ncmpn
o	o	Sl
plaćanju	plaćanje	Ncnsl
(	(	Z
računi	račun	Ncmpn
tijekom	tijekom	Sg
provedbe	provedba	Ncfsg
evaluacije	evaluacija	Ncfsg
)	)	Z
i	i	Cc
evaluacijsko	evaluacijski	Agpnsny
izvješće	izvješće	Ncnsn
po	po	Sl
završetku	završetak	Ncmsl
provedbe	provedba	Ncfsg
.	.	Z

(	(	Z
d	a	Ncfpn
)	)	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
komunikaciju	komunikacija	Ncfsa
uz	uz	Sa
koji	koji	Pi-msan
su	biti	Var3p
priloženi	priložiti	Appmpny
dokazi	dokaz	Ncmpn
o	o	Sl
plaćanju	plaćanje	Ncnsl
(	(	Z
računi	račun	Ncmpn
za	za	Sa
robe	roba	Ncfpa
i	i	Cc
usluge	usluga	Ncfpa
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Potpora	potpora	Ncfsn
Shemi	Shemi	Npmsn
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
isplatit	isplatiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
pravilno	pravilno	Rgp
ispunjenog	ispunjen	Agpnsgy
i	i	Cc
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
.	.	Z

Inspekcijski	inspekcijski	Agpmsny
nadzor	nadzor	Ncmsn

Članak	članak	Ncmsn
19.	19.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
poljoprivredu	poljoprivreda	Ncfsa
poduzet	poduzeti	Vmn
će	htjeti	Var3s
sve	sav	Agpfpay
potrebne	potreban	Agpfpay
mjere	mjera	Ncfpa
kako	kako	Cs
bi	biti	Vaa3s
se	sebe	Px--sa
osiguralo	osigurati	Vmp-sn
poštivanje	poštivanje	Ncnsa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Mjere	mjera	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odnose	odnositi	Vmr3p
se	sebe	Px--sa
na	na	Sa
inspekcijski	inspekcijski	Agpmsayn
nadzor	nadzor	Ncmsan
nad	nad	Si
provedbom	provedba	Ncfsi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Povrat	povrat	Ncmsn
potpore	potpora	Ncfsg

Članak	članak	Ncmsn
20.	20.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
nepropisno	nepropisno	Rgp
isplaćene	isplatiti	Agpfsgy
potpore	potpora	Ncfsg
,	,	Z
korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
vratiti	vratiti	Vmn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
taj	taj	Pd-msan
iznos	iznos	Ncmsan
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
povratu	povrat	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
povrat	povrat	Ncmsn
sredstava	sredstvo	Ncnpg
nije	biti	Var3s
izvršen	izvršiti	Appmsnn
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
na	na	Sa
iznos	iznos	Ncmsan
glavnice	glavnica	Ncfsg
zaračunat	zaračunati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
zakonska	zakonski	Agpfsny
zatezna	zatezni	Agpfsny
kamata	kamata	Ncfsn
od	od	Sg
prvog	prvi	Mlomsg
dana	dan	Ncmsg
kašnjenja	kašnjenje	Ncnsg
do	do	Sg
uplate	uplata	Ncfsg
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Kamatna	kamatan	Agpfsny
stopa	stopa	Ncfsn
obračunava	obračunavati	Vmr3s
se	sebe	Px--sa
i	i	Cc
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
niža	nizak	Agcfsny
od	od	Sg
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
zakonodavstvom	zakonodavstvo	Ncnsi
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
kamatne	kamatan	Agpfpny
stope	stopa	Ncfpn
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Povrat	povrat	Ncmsn
isplaćenog	isplatiti	Agpmsgy
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
uvećanog	uvećati	Appmsgy
za	za	Sa
kamate	kamata	Ncfpa
ne	ne	Qz
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
ako	ako	Cs
je	biti	Var3s
potpora	potpora	Ncfsn
isplaćena	isplatiti	Appfsny
greškom	greška	Ncfsi
Agencije	agencija	Ncfsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
i	i	Cc
ako	ako	Cs
podnositelj	podnositelj	Ncmsn
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
nije	biti	Var3s
otkrio	otkriti	Vmp-sm
grešku	greška	Ncfsa
u	u	Sl
isplaćenoj	isplatiti	Agpfsly
potpori	potpora	Ncfsl
.	.	Z

U	u	Sl
tom	taj	Pd-msl
slučaju	slučaj	Ncmsl
podnositelj	podnositelj	Ncmsn
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
mora	morati	Vmr3s
vratiti	vratiti	Vmn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
samo	samo	Rgp
isplaćeni	isplatiti	Appmpny
iznos	iznos	Ncmsan
potpore	potpora	Ncfsg
.	.	Z

Obavijesti	obavijest	Ncfpn

Članak	članak	Ncmsn
21.	21.	Mdo

Obavijesti	obavijest	Ncfpn
iz	iz	Sg
članka	članak	Ncmsg
15.	15.	Mdo

Uredbe	uredba	Ncfpn
Komisije	komisija	Ncfsg
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
288/2009	288/2009	Mdm
izradit	izraditi	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
Komisije	komisija	Ncfsg
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
792/2009	792/2009	Mdc
od	od	Sg
31.	31.	Mdo
kolovoza	kolovoz	Ncmsg
2009.	2009.	Mdo
kojom	koji	Pi-fsi
se	sebe	Px--sa
utvrđuju	utvrđivati	Vmr3p
detaljna	detaljan	Agpnpny
pravila	pravilo	Ncnpn
o	o	Sl
slanju	slanje	Ncnsl
države	država	Ncfsg
članice	članica	Ncfsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
Europskoj	europski	Agpfsdy
komisiji	komisija	Ncfsd
informacija	informacija	Ncfpg
i	i	Cc
dokumenata	dokument	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
koriste	koristiti	Vmr3p
u	u	Sl
provedbi	provedba	Ncfsl
zajedničke	zajednički	Agpfsgy
organizacije	organizacija	Ncfsg
tržišta	tržište	Ncnsg
,	,	Z
režima	režim	Ncmsg
izravnih	izravan	Agpnpgy
plaćanja	plaćanje	Ncnpg
,	,	Z
promocije	promocija	Ncfsg
poljoprivrednih	poljoprivredni	Agpmpgy
proizvoda	proizvod	Ncmpg
i	i	Cc
režima	režim	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
primjenjuje	primjenjivati	Vmr3s
na	na	Sa
najudaljenije	udaljen	Agpfpay
regije	regija	Ncfpa
i	i	Cc
na	na	Sa
manje	mali	Agpmpay
Egejske	egejski	Agpmpay
otoke	otok	Ncmpa
.	.	Z

PRIJELAZNE	prijelazan	Agpfpny
I	i	Cc
ZAVRŠNE	završan	Agpfpay
ODREDBE	odredba	Ncfpa

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Stupanjem	stupanje	Ncnsi
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
Pravilnik	pravilnik	Ncmsan
o	o	Sl
provedbi	provedba	Ncfsl
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
51/14	51/14	Mds
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Postupci	postupak	Ncmpn
u	u	Sl
provedbi	provedba	Ncfsl
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
za	za	Sa
kalendarsku	kalendarski	Agpfsay
godinu	godina	Ncfsa
2014.	2014.	Mdo
/	/	Z
2015.	2015.	Mdo
dovršit	dovršiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
prema	prema	Sl
odredbama	odredba	Ncfpl
Pravilnika	pravilnik	Ncmsg
o	o	Sl
provedbi	provedba	Ncfsl
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
51/14	51/14	Mds
)	)	Z
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

Ovaj	ovaj	Pd-msn
Pravilnik	pravilnik	Ncmsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
prvi	prvi	Mlomsan
dan	dan	Ncmsan
