pravilnikom	pravilnik	Ncmsi
ministar	ministar	Ncmsn
nadležan	nadležan	Agpmsann
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
dužni	dužan	Agpmpny
su	biti	Var3p
osigurati	osigurati	Vmn
da	da	Cs
evidencije	evidencija	Ncfpn
iz	iz	Sg
stavaka	stavak	Ncmpg
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
budu	biti	Var3p
dostupne	dostupan	Agpfpny
javnosti	javnost	Ncfpn
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
ministarstva	ministarstvo	Ncnsg
nadležnog	nadležan	Agpnsgy
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
nadležnog	nadležan	Agpmsgy
ureda	ured	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
podatke	podatak	Ncmpa
iz	iz	Sg
evidencije	evidencija	Ncfsg
iz	iz	Sg
stavaka	stavak	Ncmpg
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
redovito	redovito	Rgp
ažurirati	ažurirati	Vmn
te	te	Cc
ažuriranu	ažurirati	Appfsay
evidenciju	evidencija	Ncfsa
dostavljati	dostavljati	Vmn
ministarstvu	ministarstvo	Ncnsd
nadležnom	nadležan	Agpfsiy
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
do	do	Sg
kraja	kraj	Ncmsg
mjeseca	mjesec	Ncmsg
za	za	Sa
prethodni	prethodan	Agpmsayn
mjesec	mjesec	Ncmsan
.	.	Z

Članak	članak	Ncmsn
50.	50.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
će	htjeti	Var3s
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
ili	ili	Cc
na	na	Sa
prijedlog	prijedlog	Ncmsan
drugog	drugi	Mlomsg
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
ukinuti	ukinuti	Vmn
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
se	sebe	Px--sa
odobrava	odobravati	Vmr3s
stalno	stalan	Agpnsny
prikupljanje	prikupljanje	Ncnsn
i	i	Cc
pružanje	pružanje	Ncnsa
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
i	i	Cc
izvršiti	izvršiti	Vmn
brisanje	brisanje	Ncnsa
organizatora	organizator	Ncmpg
stalnog	stalan	Agpnsgy
prikupljanja	prikupljanje	Ncnsg
i	i	Cc
pružanja	pružanje	Ncnsg
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
iz	iz	Sg
evidencije	evidencija	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
49.	49.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
sljedećim	sljedeći	Agpmply
slučajevima	slučaj	Ncmpl
:	:	Z

–	–	Pq3n-n
ako	ako	Cs
neprofitna	neprofitan	Agpfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
više	mnogo	Rgc
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
podstavaka	podstavak	Ncmpg
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
,	,	Z
5.	5.	Mdo
,	,	Z
6.	6.	Mdo
i	i	Cc
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

–	–	Pp3nsn
ako	ako	Cs
drugo	drugi	Mlonsn
nadležno	nadležan	Agpnsay
tijelo	tijelo	Ncnsa
svojim	svoj	Px-msi
aktom	akt	Ncmsi
utvrdi	utvrditi	Vmr3s
nenamjensko	nenamjenski	Agpnsny
korištenje	korištenje	Ncnsn
prikupljene	prikupiti	Appfsgy
i	i	Cc
pružene	pružiti	Appfsgy
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg

–		Agsnsny
ako	ako	Cs
raspolaže	raspolagati	Vmr3s
sredstvima	sredstvo	Ncnpi
preostalim	preostao	Agpmsiy
nakon	nakon	Sg
završetka	završetak	Ncmsg
humanitarne	humanitaran	Agpfsgy
akcije	akcija	Ncfsg
protivno	protivan	Agpnsny
odredbama	odredba	Ncfpi
