gubitke	gubitak	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
139.	139.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Upotreba	upotreba	Ncfsn
djelomičnog	djelomičan	Agpmsgy
modela	model	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
primijeniti	primijeniti	Vmn
na	na	Sa
cjelokupno	cjelokupan	Agpnsay
poslovanje	poslovanje	Ncnsa
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
ili	ili	Cc
samo	samo	Rgp
na	na	Sa
jednu	jedan	Mlcfsa
veću	velik	Agcfsay
poslovnu	poslovan	Agpfsay
jedinicu	jedinica	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
na	na	Sa
nekoliko	nekoliko	Rgp
njih	oni	Pp3-pg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
svakom	svaki	Pi-msl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
uporabu	uporaba	Ncfsa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
dostaviti	dostaviti	Vmn
barem	barem	Rgp
dokumentirane	dokumentiran	Agpmpay
dokaze	dokaz	Ncmpa
da	da	Cs
unutarnji	unutarnji	Agpmsny
model	model	Ncmsn
ispunjava	ispunjavati	Vmr3s
zahtjeve	zahtjev	Ncmpa
iz	iz	Sg
članaka	članak	Ncmpg
150.	150.	Mdo
–	–	Z
155.	155.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/35.	2015/35.	Mds

Kad	kad	Cs
se	sebe	Px--sa
zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
odnosi	odnositi	Vmr3s
na	na	Sa
djelomični	djelomičan	Agpmsayn
unutarnji	unutarnji	Agpmsayn
model	model	Ncmsan
,	,	Z
zahtjevi	zahtjev	Ncmpn
iz	iz	Sg
članaka	članak	Ncmpg
150.	150.	Mdo
–	–	Z
155.	155.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
prilagođavaju	prilagođavati	Vmr3p
se	sebe	Px--sa
kako	kako	Cs
bi	biti	Vaa3s
se	sebe	Px--sa
u	u	Sa
obzir	obzir	Ncmsan
uzeo	uzeti	Vmp-sm
ograničeni	ograničiti	Agpmsayn
opseg	opseg	Ncmsan
primjene	primjena	Ncfsg
modela	model	Ncmpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/35.	2015/35.	Mds

(	(	Z
4	4	Mdc
)	)	Z
Agencija	agencija	Ncfsn
odlučuje	odlučivati	Vmr3s
o	o	Sl
zahtjevu	zahtjev	Ncmsl
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
urednog	uredan	Agpmsgy
zahtjeva	zahtjev	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Agencija	agencija	Ncfsn
izdaje	izdavati	Vmr3s
odobrenje	odobrenje	Ncnsa
na	na	Sa
zahtjev	zahtjev	Ncmsan
samo	samo	Rgp
ako	ako	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dokaže	dokazati	Vmr3s
da	da	Cs
su	biti	Var3p
sustavi	sustav	Ncmpn
predmetnog	predmetni	Agpnsgy
društva	društvo	Ncnsg
za	za	Sa
utvrđivanje	utvrđivanje	Ncnsa
,	,	Z
mjerenje	mjerenje	Ncnsa
i	i	Cc
praćenje	praćenje	Ncnsa
rizika	rizik	Ncmsg
,	,	Z
upravljanje	upravljanje	Ncnsa
rizicima	rizik	Ncmpi
i	i	Cc
izvještavanje	izvještavanje	Ncnsa
o	o	Sl
rizicima	rizik	Ncmpl
primjereni	primjeriti	Appmpny
,	,	Z
i	i	Cc
osobito	osobito	Rgp
da	da	Cs
unutarnji	unutarnji	Agpmsny
model	model	Ncmsn
ispunjava	ispunjavati	Vmr3s
zahtjeve	zahtjev	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
U	u	Sl
rješenju	rješenje	Ncnsl
Agencije	agencija	Ncfsg
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
uporabu	uporaba	Ncfsa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
Agencija	agencija	Ncfsn
će	htjeti	Var3s
navesti	navesti	Vmn
razloge	razlog	Ncmpa
na	na	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa
odbijanje	odbijanje	Ncnsn
temelji	temeljiti	Vmr3s
.	.	Z

(	(	Z
