kalibriraju	kalibrirati	Vmr3p
uporabom	uporaba	Ncfsi
standardiziranih	standardiziran	Agpfpgy
metoda	metoda	Ncfpg
na	na	Sl
temelju	temelj	Ncmsl
unutarnjih	unutarnji	Agpmpgy
podataka	podatak	Ncmpg
predmetnog	predmetni	Agpnsgy
društva	društvo	Ncnsg
ili	ili	Cc
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
izravno	izravno	Rgp
relevantni	relevantan	Agpmpny
za	za	Sa
poslovanje	poslovanje	Ncnsa
tog	taj	Pd-nsg
društva	društvo	Ncnsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Pri	pri	Sl
izdavanju	izdavanje	Ncnsl
odobrenja	odobrenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Agencija	agencija	Ncfsn
provjerava	provjeravati	Vmr3s
potpunost	potpunost	Ncfsa
,	,	Z
točnost	točnost	Ncfsa
i	i	Cc
primjerenost	primjerenost	Ncfsa
upotrijebljenih	upotrijebiti	Appmpgy
podataka	podatak	Ncmpg
.	.	Z

Izračun	izračun	Ncmsn
osnovnog	osnovan	Agpmsgy
potrebnog	potreban	Agpmsgy
solventnog	solventan	Agpmsgy
kapitala	kapital	Ncmsg

Članak	članak	Ncmsn
136.	136.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Modul	modul	Ncmsn
preuzetog	preuzet	Agpmsgy
rizika	rizik	Ncmsg
neživotnog	neživotan	Agpnsgy
osiguranja	osiguranje	Ncnsg
mora	morati	Vmr3s
odražavati	odražavati	Vmn
rizik	rizik	Ncmsan
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
s	sa	Si
obilježjima	obilježje	Ncnpi
neživotnih	neživotan	Agpnpgy
osiguranja	osiguranje	Ncnpg
koji	koji	Pi-msn
je	biti	Var3s
povezan	povezati	Appmsnn
s	sa	Si
pokrivenim	pokriti	Agpfpiy
opasnostima	opasnost	Ncfpi
i	i	Cc
procesima	proces	Ncmpl
koji	koji	Pi-mpn
se	sebe	Px--sa
upotrebljavaju	upotrebljavati	Vmr3p
u	u	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
.	.	Z

Modul	modul	Ncmsn
preuzetog	preuzet	Agpmsgy
rizika	rizik	Ncmsg
neživotnog	neživotan	Agpnsgy
osiguranja	osiguranje	Ncnsg
mora	morati	Vmr3s
uzimati	uzimati	Vmn
u	u	Sa
obzir	obzir	Ncmsan
neizvjesnost	neizvjesnost	Ncfsa
rezultata	rezultat	Ncmpg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
koja	koji	Pi-fsn
