Službenu	služben	Agpfsay
kontrolu	kontrola	Ncfsa
pravilne	pravilan	Agpfsgy
primjene	primjena	Ncfsg
sredstava	sredstvo	Ncnpg
za	za	Sa
zaštitu	zaštita	Ncfsa
bilja	bilje	Ncnsg
u	u	Sl
svim	sav	Agpfply
fazama	faza	Ncfpl
proizvodnje	proizvodnja	Ncfsg
,	,	Z
prerade	prerada	Ncfsg
i	i	Cc
prijevoza	prijevoz	Ncmsg
hrane	hrana	Ncfsg
biljnog	biljan	Agpnsgy
podrijetla	podrijetlo	Ncnsg
i	i	Cc
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
biljnog	biljan	Agpnsgy
podrijetla	podrijetlo	Ncnsg
provodi	provoditi	Vmr3s
poljoprivredna	poljoprivredni	Agpfsny
inspekcija	inspekcija	Ncfsn
,	,	Z
osim	osim	Sg
njihovih	njihov	Ps3mpg
rezidua	rezidu	Ncmpg
u	u	Sl
hrani	hrana	Ncfsl
u	u	Sl
kojem	koji	Pi-msl
slučaju	slučaj	Ncmsl
je	biti	Var3s
nadležna	nadležan	Agpfsny
sanitarna	sanitaran	Agpfsny
inspekcija	inspekcija	Ncfsn
.	.	Z
«	«	Z
.	.	Z

Iza	iza	Sg
dosadašnjeg	dosadašnji	Agpmsgy
stavka	stavak	Ncmsg
10.	10.	Mdo
,	,	Z
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
12.	12.	Mdo
,	,	Z
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
stavak	stavak	Ncmsn
13.	13.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
13	13	Mdc
)	)	Z
Uvjete	uvjet	Ncmpa
i	i	Cc
način	način	Ncmsan
provedbe	provedba	Ncfsg
službenih	služben	Agpfpgy
kontrola	kontrola	Ncfpg
pri	pri	Sl
uvozu	uvoz	Ncmsl
pošiljaka	pošiljka	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
10.	10.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
pravilnikom	pravilnik	Ncmsi
propisuje	propisivati	Vmr3s
ministar	ministar	Ncmsn
nadležan	nadležan	Agpmsann
za	za	Sa
poljoprivredu	poljoprivreda	Ncfsa
uz	uz	Sa
suglasnost	suglasnost	Ncfsa
ministra	ministar	Ncmsg
nadležnog	nadležan	Agpmsgy
za	za	Sa
financije	financije	Ncfpa
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
6.	6.	Mdo

U	u	Sl
članku	članak	Ncmsl
8.	8.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
točka	točka	Ncfsn
d	i	Agpnsgy
)	)	Z
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
d	d	X
)	)	Z
pri	pri	Sl
uvozu	uvoz	Ncmsl
:	:	Z

–	–	Z
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
životinjskog	životinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
,	,	Z
GMO	gmi	Agpfsgy
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
životinjskog	životinjski	Agpnsgy
i	i	Cc
neživotinjskog	neživotinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
,	,	Z
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
neživotinjskog	neživotinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
koja	koji	Pi-fsn
je	biti	Var3s
navedena	navesti	Appfsny
na	na	Sl
popisu	popis	Ncmsl
pošiljaka	pošiljka	Ncfpg
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
neživotinjskog	neživotinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
koja	koji	Pi-fsn
podliježe	podlijegati	Vmr3s
veterinarskom	veterinarski	Agpmsly
pregledu	pregled	Ncmsl
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
Zakonom	zakon	Ncmsi
o	o	Sl
uvozu	uvoz	Ncmsl
hrane	hrana	Ncfsg
i	i	Cc
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
iz	iz	Sg
trećih	treći	Mlofpg
zemalja	zemlja	Ncfpg
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
39/13.	39/13.	Mds
)	)	Z
,	,	Z
granična	graničan	Agpfsny
veterinarska	veterinarski	Agpfsny
inspekcija	inspekcija	Ncfsn
na	na	Sl
graničnim	graničan	Agpfply
inspekcijskim	inspekcijski	Agpfply
postajama	postaja	Ncfpl
,	,	Z

–	–	Z
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
neživotinjskog	neživotinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
koja	koji	Pi-fsn
nije	biti	Var3s
navedena	navesti	Appfsny
na	na	Sl
popisu	popis	Ncmsl
pošiljaka	pošiljka	Ncfpg
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
neživotinjskog	neživotinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
koja	koji	Pi-fsn
podliježe	podlijegati	Vmr3s
veterinarskom	veterinarski	Agpmsly
pregledu	pregled	Ncmsl
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
Zakonom	zakon	Ncmsi
o	o	Sl
uvozu	uvoz	Ncmsl
hrane	hrana	Ncfsg
i	i	Cc
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
iz	iz	Sg
trećih	treći	Mlofpg
zemalja	zemlja	Ncfpg
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
39/13.	39/13.	Mds
)	)	Z
,	,	Z
granična	graničan	Agpfsny
veterinarska	veterinarski	Agpfsny
inspekcija	inspekcija	Ncfsn
na	na	Sl
graničnim	graničan	Agpfply
inspekcijskim	inspekcijski	Agpfply
postajama	postaja	Ncfpl
ili	ili	Cc
službenici	službenik	Ncmpn
Carinske	carinski	Agpfsgy
uprave	uprava	Ncfsg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
kojima	koji	Pi-mpi
su	biti	Var3p
uređeni	urediti	Appmpny
djelokrug	djelokrug	Ncmsan
i	i	Cc
ovlasti	ovlast	Ncfsl
carinskih	carinski	Agpmpgy
službenika	službenik	Ncmpg
,	,	Z
na	na	Sl
graničnim	graničan	Agpmply
prijelazima	prijelaz	Ncmpl
na	na	Sl
kojima	koji	Pi-mpl
se	sebe	Px--sa
ne	ne	Qz
nalaze	nalaziti	Vmr3p
granične	graničan	Agpfpny
inspekcijske	inspekcijski	Agpfpny
postaje	postaja	Ncfpn
te	te	Cc
veterinarski	veterinarski	Agpmpny
inspektori	inspektor	Ncmpn
ili	ili	Cc
ovlašteni	ovlašten	Agpmpny
veterinari	veterinar	Ncmpn
na	na	Sl
mjestu	mjesto	Ncnsl
uvoza	uvoz	Ncmsg
na	na	Sl
kojem	koji	Pi-msl
se	sebe	Px--sa
obavlja	obavljati	Vmr3s
fizički	fizički	Agpmsny
pregled	pregled	Ncmsn
pošiljke	pošiljka	Ncfsg
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
neživotinjskog	neživotinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
.	.	Z
«	«	Z
.	.	Z

Stavci	stavak	Ncmpn
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
mijenjaju	mijenjati	Vmr3p
se	sebe	Px--sa
i	i	Cc
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
(	(	Z
2	2	Mdc
)	)	Z
Službene	služben	Agpfpny
kontrole	kontrola	Ncfpn
standarda	standard	Ncmsg
kvalitete	kvaliteta	Ncfsg
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
provodi	provoditi	Vmr3s
na	na	Sl
razini	razina	Ncfsl
primarne	primaran	Agpfsgy
proizvodnje	proizvodnja	Ncfsg
i	i	Cc
pripadajućih	pripadajući	Agpfpgy
djelatnosti	djelatnost	Ncfpg
,	,	Z
maloprodaje	maloprodaja	Ncfsg
bez	bez	Sg
obzira	obzir	Ncmsg
na	na	Sa
podrijetlo	podrijetlo	Ncnsa
te	te	Cc
pri	pri	Sl
uvozu	uvoz	Ncmsl
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
bez	bez	Sg
obzira	obzir	Ncmsg
na	na	Sa
podrijetlo	podrijetlo	Ncnsa
u	u	Sl
carinskim	carinski	Agpnply
skladištima	skladište	Ncnpl
ili	ili	Cc
na	na	Sl
mjestu	mjesto	Ncnsl
odredišta	odredište	Ncnsg
poljoprivredna	poljoprivredni	Agpfsny
inspekcija	inspekcija	Ncfsn
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Službene	služben	Agpfpny
kontrole	kontrola	Ncfpn
prisutnosti	prisutnost	Ncfsg
GMO-a	GMO	Npmsg
u	u	Sl
hrani	hrana	Ncfsl
za	za	Sa
životinje	životinja	Ncfpa
bez	bez	Sg
obzira	obzir	Ncmsg
na	na	Sa
podrijetlo	podrijetlo	Ncnsa
,	,	Z
uključujući	uključivati	Rr
i	i	Cc
GM	gti	Vmr1s
hranu	hrana	Ncfsa
za	za	Sa
životinje	životinja	Ncfpa
(	(	Z
uključujući	uključivati	Rr
i	i	Qo
hranu	hrana	Ncfsa
za	za	Sa
životinje	životinja	Ncfpa
koja	koji	Pi-fsn
sadrži	sadržati	Vmr3s
i	i	Qo
/	/	Z
ili	ili	Cc
se	sebe	Px--sa
sastoji	sastojati	Vmr3s
ili	ili	Cc
potječe	potjecati	Vmr3s
od	od	Sg
GMO	gmi	Agpfsgy
hrane	hrana	Ncfsg
za	za	Sa
životinje	životinja	Ncfpa
)	)	Z
na	na	Sl
razini	razina	Ncfsl
proizvodnje	proizvodnja	Ncfsg
i	i	Cc
prerade	prerada	Ncfsg
provodi	provoditi	Vmr3s
veterinarska	veterinarski	Agpfsny
inspekcija	inspekcija	Ncfsn
,	,	Z
a	a	Cc
na	na	Sl
razini	razina	Ncfsl
primarne	primaran	Agpfsgy
biljne	biljan	Agpfsgy
proizvodnje	proizvodnja	Ncfsg
i	i	Cc
pripadajućih	pripadajući	Agpfpgy
djelatnosti	djelatnost	Ncfpg
poljoprivredna	poljoprivredni	Agpfsny
inspekcija	inspekcija	Ncfsn
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
7.	7.	Mdo

U	u	Sl
članku	članak	Ncmsl
9.	9.	Mdo
