Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

PRILOG	prilog	Ncmsn
2.	2.	Mdo

OBRAZAC	obrazac	Ncmsn
ZA	za	Sa
PRIJAVU	prijava	Ncfsa
ORGANIZACIJE	organizacija	Ncfsg
EDUKACIJE	edukacija	Ncfsg

Naziv	naziv	Ncmsn
Ustanove	ustanova	Ncfsg
/	/	Z
organizatora	organizator	Ncmsg
:	:	Z
Naziv	naziv	Ncmsn
edukacijskog	edukacijski	Agpmsgy
programa	program	Ncmsg
:	:	Z
Mjesto	mjesto	Ncnsn
i	i	Cc
adresa	adresa	Ncfsn
održavanja	održavanje	Ncnsg
edukacije	edukacija	Ncfsg
:	:	Z
Datum	datum	Ncmsn
početka	početak	Ncmsg
edukacije	edukacija	Ncfsg
:	:	Z
INSTRUKTORI	instruktor	Ncmpn
Broj	broj	Ncmsn
nacionalnih	nacionalan	Agpmpgy
instruktora	instruktor	Ncmpg
:	:	Z
Ime	ime	Ncnsn
i	i	Cc
prezime	prezime	Ncnsa
nacionalnog	nacionalan	Agpmsgy
instruktora	instruktor	Ncmsg
–	–	Z
voditelja	voditelj	Ncmpg
edukacije	edukacija	Ncfsg
:	:	Z
Kontakt	kontakt	Ncmsn
voditelja	voditelj	Ncmsg
:	:	Z
e-mail	e-mail	Ncmsn
:	:	Z
Tel.	Tel.	Y
/	/	Z
mob	mob	Ncmsn
.	.	Z
:	:	Z

Ime	ime	Ncnsn
i	i	Cc
prezime	prezime	Ncnsa
nacionalnog	nacionalan	Agpmsgy
instruktora	instruktor	Ncmsg
na	na	Sl
edukaciji	edukacija	Ncfsl
:	:	Z
1.	1.	Mdo
6.	6.	Mdo
2.	2.	Mdo
7.	7.	Mdo
3.	3.	Mdo
8.	8.	Mdo
4.	4.	Mdo
9.	9.	Mdo
5.	5.	Mdo
10.	10.	Mdo

POLAZNICI	polaznik	Ncmpn
Broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
na	na	Sl
edukaciji	edukacija	Ncfsl
:	:	Z

Označiti	označiti	Vmn
:	:	Z

☐	☐	Npfsn
osigurana	osigurati	Appfsny
sva	sav	Agpfsny
potrebna	potreban	Agpfsny
oprema	oprema	Ncfsn
za	za	Sa
provođenje	provođenje	Ncnsa
edukacijskih	edukacijski	Agpfpgy
vježbi	vježba	Ncfpg

Potpis	potpis	Ncmsn
ovlaštene	ovlašten	Agpfsgy
osobe	osoba	Ncfsg
:	:	Z

__________________	__________________	Ncfsn

PRILOG	prilog	Ncmsn
3.	3.	Mdo

PLAN	plan	Ncmsn
I	i	Cc
PROGRAM	program	Ncmsn
EDUKACIJSKIH	edukacijski	Agpfpgy
VJEŽBI	vježba	Ncfpg
TRIJAŽE	trijaža	Ncfsg
ZA	za	Sa
MEDICINSKE	medicinski	Agpfpay
SESTRE	sestra	Ncfpa
–	–	Z
MEDICINSKE	medicinski	Agpmpay
TEHNIČARE	tehničar	Ncmpa
U	u	Sl
OBJEDINJENOM	objediniti	Agpmsly
HITNOM	hitan	Agpmsly
BOLNIČKOM	bolnički	Agpmsly
PRIJAMU	prijam	Ncmsl

Redni	redni	Agpmsny
broj	broj	Ncmsn
Naziv	naziv	Ncmsn
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
Vrijeme	vrijeme	Ncnsn
1.	1.	Mdo
Trijaža	Trijaž	Npmsg
u	u	Sl
odjelu	odjel	Ncmsl
hitne	hitan	Agpfsgy
medicine	medicina	Ncfsg
25	25	Mdc
min	min	Y
.	.	Z
2.	2.	Mdo
ATS	ATS	Npfsn
trijažna	trijažan	Agpfsny
ljestvica	ljestvica	Ncfsn
25	25	Mdc
min	min	Y
.	.	Z
3.	3.	Mdo
Trijažna	trijažan	Agpfsny
sestra	sestra	Ncfsn
–	–	Z
komunikacijske	komunikacijski	Agpfpay
vještine	vještina	Ncfpa
40	40	Mdc
min	min	Y
.	.	Z
4.	4.	Mdo
Proces	proces	Ncmsan
trijaže	trijaža	Ncfsg
odrasli	odrastao	Agpmpny
40	40	Mdc
min	min	Y
.	.	Z
5.	5.	Mdo
Proces	proces	Ncmsn
trijaže	trijaža	Ncfsg
psihičkog	psihički	Agpnsgy
zdravlja	zdravlje	Ncnsg
40	40	Mdc
min	min	Y
.	.	Z
6.	6.	Mdo
Medicinsko-pravne	medicinsko-pravan	Agpfpay
obveze	obveza	Ncfpa
,	,	Z
medicinska	medicinski	Agpfsny
dokumentacija	dokumentacija	Ncfsn
15	15	Mdc
min	min	Y
.	.	Z
7.	7.	Mdo
Trijažni	trijažan	Agpmsny
proces	proces	Ncmsn
–	–	Z
pedijatrija	pedijatrija	Ncfsn
25	25	Mdc
min	min	Y
.	.	Z
8.	8.	Mdo
Fiziološke	fiziološki	Agpfpay
razlike	razlika	Ncfpa
pedijatrijske	pedijatrijski	Agpfsgy
trijaže	trijaža	Ncfsg
25	25	Mdc
min	min	Y
.	.	Z
9.	9.	Mdo
Trijažni	trijažan	Agpmsny
proces	proces	Ncmsn
–	–	Z
trudnica	trudnica	Ncfsn
15	15	Mdc
min	min	Y
.	.	Z
10.	10.	Mdo

Procjena	procjena	Ncfsn
boli	bol	Ncfsg
u	u	Sl
trijažnom	trijažan	Agpmsly
procesu	proces	Ncmsl
30	30	Mdc
min	min	Y
.	.	Z
11.	11.	Mdo

Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
glavna	glavni	Agpfsny
tegoba	tegoba	Ncfsn
15	15	Mdc
min	min	Y
.	.	Z
12.	12.	Mdo

Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
mentorske	mentorski	Agpfsgy
grupe	grupa	Ncfsg
150	150	Mdc
min	min	Y
.	.	Z
13.	13.	Mdo

Scenariji	scenarij	Ncmpn
–	–	Z
praktična	praktičan	Agpfsny
