Pravilniku	pravilnik	Ncmsd
i	i	Cc
na	na	Sl
propisanim	propisati	Agpmply
obrascima	obrazac	Ncmpl
izrađivati	izrađivati	Vmn
izvješća	izvješće	Ncnpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sa
ovlaštenu	ovlašten	Agpfsay
pravnu	pravni	Agpfsay
osobu	osoba	Ncfsa
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
posebnog	poseban	Agpmsgy
propisa	propis	Ncmsg
i	i	Cc
Zakona	zakon	Ncmpg
koje	koji	Pi-mpa
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
ovlaštene	ovlašten	Agpfpay
osobe	osoba	Ncfpa
koje	koji	Pi-fpn
provode	provoditi	Vmr3p
energetske	energetski	Agpmpay
preglede	pregled	Ncmpa
i	i	Cc
energetsko	energetski	Agpnsay
certificiranje	certificiranje	Ncnsa
zgrada	zgrada	Ncfpg
.	.	Z

IV	IV	Mrc
.	.	Z

REGISTAR	registar	Ncmsn
OVLAŠTENIH	ovlašten	Agpfpgy
PRAVNIH	pravni	Agpfpgy
OSOBA	osoba	Ncfpg
ZA	za	Sa
KONTROLU	kontrola	Ncfsa
ENERGETSKOG	energetski	Agpmsgy
CERTIFIKATA	certifikat	Ncmsg
I	i	Cc
/	/	Z
ILI	ili	Cc
IZVJEŠĆA	izvješće	Ncnsg
O	o	Sl
REDOVITOM	redovit	Agpmsly
PREGLEDU	pregled	Ncmsl
SUSTAVA	sustav	Ncmsg
GRIJANJA	grijanje	Ncnsg
I	i	Cc
SUSTAVA	sustav	Ncmsg
HLAĐENJA	hlađenje	Ncnsg
ILI	ili	Cc
KLIMATIZACIJE	klimatizacija	Ncfsg
U	u	Sl
ZGRADI	zgrada	Ncfsl

Članak	članak	Ncmsn
15.	15.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Registar	registar	Ncmsn
ovlaštenih	ovlašten	Agpfpgy
pravnih	pravni	Agpfpgy
osoba	osoba	Ncfpg
ustrojava	ustrojavati	Vmr3s
i	i	Qo
vodi	voditi	Vmr3s
Ministarstvo	ministarstvo	Ncnsa
u	u	Sl
elektroničkom	elektronički	Agpmsly
i	i	Cc
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Registar	registar	Ncmsn
se	sebe	Px--sa
vodi	voditi	Vmr3s
prema	prema	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
Priloga	prilog	Ncmsg
6	6	Mdc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Registar	registar	Ncmsn
sadrži	sadržati	Vmr3s
:	:	Z
klasifikacijski	klasifikacijski	Agpmsny
broj	broj	Ncmsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
davanja	davanje	Ncnsg
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z
naziv	naziv	Ncmsn
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
,	,	Z
adresu	adresa	Ncfsa
sjedišta	sjedište	Ncnsg
,	,	Z
broj	broj	Ncmsn
telefona	telefon	Ncmsg
,	,	Z
vrstu	vrsta	Ncfsa
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
odgovorne	odgovoran	Agpfsgy
osobe	osoba	Ncfsg
u	u	Sl
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
i	i	Cc
njezin	njezin	Ps3msn
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
,	,	Z
imena	ime	Ncnsg
i	i	Cc
prezimena	prezime	Ncnsg
,	,	Z
stručni	stručan	Agpmsny
naziv	naziv	Ncmsn
i	i	Cc
akademski	akademski	Agpmsny
stupanj	stupanj	Ncmsn
odnosno	odnosno	Rgp
akademski	akademski	Agpmsny
ili	ili	Cc
stručni	stručan	Agpmsny
naziv	naziv	Ncmsn
ili	ili	Cc
akademski	akademski	Agpmsny
stupanj	stupanj	Ncmsn
i	i	Cc
osobne	osoban	Agpmpay
identifikacijske	identifikacijski	Agpmpay
brojeve	broj	Ncmpa
fizičkih	fizički	Agpfpgy
osoba	osoba	Ncfpg
zaposlenih	zaposlen	Agpfpgy
u	u	Sl
ovlaštenoj	ovlašten	Agpfsly
osobi	osoba	Ncfsl
koje	koji	Pi-fpn
provode	provoditi	Vmr3p
kontrolu	kontrola	Ncfsa
energetskog	energetski	Agpmsgy
certifikata	certifikat	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
kontrolu	kontrola	Ncfsa
izvješća	izvješće	Ncnsg
o	o	Sl
redovitim	redovit	Agpmply
pregledima	pregled	Ncmpl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
s	sa	Si
podacima	podatak	Ncmpi
o	o	Sl
njihovom	njihov	Agpnsly
osposobljavanju	osposobljavanje	Ncnsl
i	i	Cc
usavršavanju	usavršavanje	Ncnsl
,	,	Z
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
,	,	Z
stručni	stručan	Agpmsny
naziv	naziv	Ncmsn
i	i	Cc
akademski	akademski	Agpmsny
stupanj	stupanj	Ncmsn
odnosno	odnosno	Rgp
akademski	akademski	Agpmsny
ili	ili	Cc
stručni	stručan	Agpmsny
naziv	naziv	Ncmsn
ili	ili	Cc
akademski	akademski	Agpmsny
stupanj	stupanj	Ncmsn
i	i	Cc
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
imenovane	imenovati	Agpfsgy
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
potpisuje	potpisivati	Vmr3s
izvješća	izvješće	Ncnpa
o	o	Sl
provedenim	provesti	Agpfply
kontrolama	kontrola	Ncfpl
energetskog	energetski	Agpmsgy
certifikata	certifikat	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
izvješća	izvješće	Ncnsg
o	o	Sl
redovitim	redovit	Agpmply
pregledima	pregled	Ncmpl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
,	,	Z
te	te	Cc
odjeljak	odjeljak	Ncmsan
za	za	Sa
napomene	napomena	Ncfpa
i	i	Cc
upis	upis	Ncmsan
promjena	promjena	Ncfpg
bitnih	bitan	Agpfpgy
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
ovlaštena	ovlastiti	Appfsny
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Izvadak	izvadak	Ncmsn
iz	iz	Sg
Registra	registar	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
objaviti	objaviti	Vmn
na	na	Sl
službenim	služben	Agpfply
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Ministarstva	ministarstvo	Ncnsg
.	.	Z

V.	vi	Agpnsny
PROVOĐENJE	provođenje	Ncnsn
KONTROLE	kontrola	Ncfsg

Sustav	sustav	Ncmsn
kontrole	kontrola	Ncfsg

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
provodi	provoditi	Vmr3s
kontrolu	kontrola	Ncfsa
energetskih	energetski	Agpmpgy
certifikata	certifikat	Ncmpg
i	i	Cc
/	/	Z
ili	ili	Cc
izvješća	izvješće	Ncnsg
o	o	Sl
redovitom	redovit	Agpmsly
pregledu	pregled	Ncmsl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradama	zgrada	Ncfpl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
će	htjeti	Var3s
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
fizičku	fizički	Agpfsay
odnosno	odnosno	Rgp
pravnu	pravni	Agpfsay
osobu	osoba	Ncfsa
ovlaštenu	ovlastiti	Appfsay
za	za	Sa
energetsko	energetski	Agpnsay
certificiranje	certificiranje	Ncnsa
i	i	Cc
energetski	energetski	Agpmsayn
pregled	pregled	Ncmsan
zgrade	zgrada	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
redoviti	redovit	Agpmsayn
pregled	pregled	Ncmsan
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
,	,	Z
koja	koji	Pi-fsn
je	biti	Var3s
izradila	izraditi	Vmp-sf
energetski	energetski	Agpmsayn
certifikat	certifikat	Ncmsan
zgrade	zgrada	Ncfsg
,	,	Z
odnosno	odnosni	Agpnsay
izvješće	izvješće	Ncnsa
o	o	Sl
redovitom	redovit	Agpmsly
pregledu	pregled	Ncmsl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
koji	koji	Pi-msn
je	biti	Var3s
predmet	predmet	Ncmsn
kontrole	kontrola	Ncfsg
,	,	Z
o	o	Sl
pokretanju	pokretanje	Ncnsl
postupka	postupak	Ncmsg
kontrole	kontrola	Ncfsg
te	te	Cc
pozvati	pozvati	Vmn
da	da	Cs
Ministarstvu	ministarstvo	Ncnsd
dostavi	dostaviti	Vmr3s
dokumentaciju	dokumentacija	Ncfsa
potrebnu	potreban	Agpfsay
za	za	Sa
provedbu	provedba	Ncfsa
kontrole	kontrola	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Energetski	energetski	Agpmpny
certifikati	certifikat	Ncmpn
i	i	Cc
izvješća	izvješće	Ncnsg
o	o	Sl
redovitom	redovit	Agpmsly
pregledu	pregled	Ncmsl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradama	zgrada	Ncfpl
za	za	Sa
kontrolu	kontrola	Ncfsa
odabiru	odabirati	Vmr3p
se	sebe	Px--sa
na	na	Sa
jedan	jedan	Mlcmsan
od	od	Sg
sljedećih	sljedeći	Agpmpgy
načina	način	Ncmpg
:	:	Z

–		Agpmsiy
slučajnim	slučajan	Agpmsiy
odabirom	odabir	Ncmsi
od	od	Sg
ukupnog	ukupan	Agpmsgy
broja	broj	Ncmsg
izdanih	izdan	Agpmpgy
energetskih	energetski	Agpmpgy
certifikata	certifikat	Ncmpg
,	,	Z
certifikata	certifikat	Ncmsg
određenog	određen	Agpmsgy
energetskog	energetski	Agpmsgy
razreda	razred	Ncmsg
te	te	Cc
certifikata	certifikat	Ncmpg
određene	određen	Agpfsgy
vrste	vrsta	Ncfsg
i	i	Cc
namjene	namjena	Ncfsg
zgrade	zgrada	Ncfsg
,	,	Z

–		Agpmsiy
slučajnim	slučajan	Agpmsiy
odabirom	odabir	Ncmsi
od	od	Sg
ukupnog	ukupan	Agpmsgy
broja	broj	Ncmsg
