istekom	istek	Sg
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
stavljanja	stavljanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
na	na	Sa
oglasnu	oglasni	Agpfsay
ploču	ploča	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Za	za	Sa
plaćanja	plaćanje	Ncnpa
izvršena	izvršen	Agpnpay
u	u	Sl
stranoj	stran	Agpfsly
valuti	valuta	Ncfsl
u	u	Sa
svrhu	svrha	Ncfsa
odobrenja	odobrenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
obračunat	obračunati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
:	:	Z

–	–	Sa
protuvrijednost	protuvrijednost	Ncfsa
u	u	Sl
kunama	kuna	Ncfpl
po	po	Sl
tečaju	tečaj	Ncmsl
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
iskazanom	iskazati	Ncfsi
na	na	Sa
šest	šest	Mlc
decimala	decimala	Ncfpg
(	(	Z
navedeni	naveden	Agpmsny
tečaj	tečaj	Ncmsn
objavljen	objaviti	Appmsnn
je	biti	Var3s
na	na	Sl
mrežnoj	mrežni	Agpfsly
stranici	stranica	Ncfsl
http://ec.europa.eu/budget/inforeuro/	http://ec.europa.eu/budget/inforeuroa	Ncfsg
)	)	Z
,	,	Z

–	–	Pq3m-n
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
kupio	kupiti	Vmp-sm
strana	stran	Agpnpay
sredstva	sredstvo	Ncnpa
plaćanja	plaćanje	Ncnsg
po	po	Sl
nižem	nizati	Vmr1s
tečaju	tečaj	Ncmsl
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iskazanom	iskazati	Ncfsi
na	na	Sa
šest	šest	Mlc
decimala	decimala	Ncfpg
,	,	Z
obračun	obračun	Ncmsn
potpore	potpora	Ncfsg
temeljit	temeljiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
na	na	Sl
ostvarenom	ostvariti	Agpmsly
tečaju	tečaj	Ncmsl
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ako	ako	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
konačni	konačan	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
izdat	izdati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
Izjava	izjava	Ncfsn
o	o	Sl
poništenju	poništenje	Ncnsl
obveze	obveza	Ncfsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ako	ako	Cs
korisnik	korisnik	Ncmsn
dostavi	dostaviti	Vmr3s
konačni	konačan	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
nakon	nakon	Sg
propisanog	propisati	Agpmsgy
roka	rok	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
utvrdi	utvrditi	Vmr3s
ukupna	ukupan	Agpfsny
nepravilnost	nepravilnost	Ncfsn
,	,	Z
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
i	i	Cc
nepravilnosti	nepravilnost	Ncfsl
utvrđene	utvrditi	Appfpny
u	u	Sl
prethodnim	prethodan	Agpmply
zahtjevima	zahtjev	Ncmpl
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
slučaju	slučaj	Ncmsl
isplata	isplata	Ncfsn
u	u	Sl
ratama	rata	Ncfpl
koja	koji	Pi-fsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
%	%	Z
ukupne	ukupan	Agpfsgy
vrijednosti	vrijednost	Ncfsg
odobrenih	odobren	Agpnpgy
sredstava	sredstvo	Ncnpg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
odbiti	odbiti	Vmn
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
izdatka	izdatak	Ncmsg
od	od	Sg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
izdatka	izdatak	Ncmsg
utvrđen	utvrditi	Appmsnn
u	u	Sl
tom	taj	Pd-msl
Zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Dio	dio	Ncmsn
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
može	moći	Vmr3s
biti	biti	Van
i	i	Qo
posjeta	posjet	Ncmsg
ulaganju	ulaganje	Ncnsd
prije	prije	Sg
isplate	isplata	Ncfsg
koju	koji	Pi-fsa
će	htjeti	Var3p
provoditi	provoditi	Vmn
djelatnici	djelatnik	Ncmpn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

Donošenje	donošenje	Ncnsn
odluka	odluka	Ncfpg

Članak	članak	Ncmsn
26.	26.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nakon	nakon	Sg
provjere	provjera	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
s	sa	Si
pripadajućom	pripadajući	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
predujma	predujam	Ncmsg

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
isplate	isplata	Ncfsg
predujma	predujam	Ncmsg

c	C	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
ili	ili	Cc

d	d	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa

(	(	Z
2	2	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
zbog	zbog	Sg
nedostavljanja	nedostavljanje	Ncnsg
valjane	valjan	Agpfsgy
bankarske	bankarski	Agpfsgy
garancije	garancija	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
zbog	zbog	Sg
:	:	Z

a	a	Cc
)	)	Z
neispunjavanja	neispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
propisanih	propisati	Appmpgy
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
javnim	javan	Agpmsiy
natječajem	natječaj	Ncmsi

b	b	I
)	)	Z
neprihvatljivosti	neprihvatljivost	Ncfsg
ulaganja	ulaganje	Ncnsg
i	i	Cc
/	/	Z
ili	ili	Cc
svih	sav	Agpmpgy
troškova	trošak	Ncmpg
utvrđenih	utvrditi	Appfpgy
u	u	Sl
Listi	lista	Ncfsl
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg

c	C	Npmsn
)	)	Z
ne	ne	Qz
dostavljanja	dostavljanje	Ncnsg
konačnog	konačan	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
nakon	nakon	Sg
propisanog	propisati	Agpmsgy
roka	rok	Ncmsg

d		Ncmsv
)	)	Z
ako	ako	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
utvrdi	utvrditi	Vmr3s
ukupna	ukupan	Agpfsny
nepravilnost	nepravilnost	Ncfsn
,	,	Z
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
i	i	Cc
nepravilnosti	nepravilnost	Ncfsl
utvrđene	utvrditi	Appfpny
u	u	Sl
prethodnim	prethodan	Agpmply
zahtjevima	zahtjev	Ncmpl
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
slučaju	slučaj	Ncmsl
isplate	isplata	Ncfsg
u	u	Sl
ratama	rata	Ncfpl
,	,	Z
koja	koji	Pi-fsn
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
%	%	Z
ukupne	ukupan	Agpfsgy
vrijednosti	vrijednost	Ncfsg
odobrenih	odobren	Agpnpgy
sredstava	sredstvo	Ncnpg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg

e	e	I
)	)	Z
onemogućavanja	onemogućavanje	Ncnsg
obavljanja	obavljanje	Ncnsg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl

f		Agpnpgy
)	)	Z
korištenja	korištenje	Ncnsg
građevine	građevina	Ncfsg
i	i	Cc
/	/	Z
ili	ili	Cc
opreme	oprema	Ncfpa
na	na	Sa
način	način	Ncmsan
koji	koji	Pi-msn
nije	biti	Var3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
njegovom	njegov	Ps3fsi
namjenom	namjena	Ncfsi

g	g	Npmsn
)	)	Z
ne	ne	Qz
stavljanja	stavljanje	Ncnsg
ulaganja	ulaganje	Ncnsg
u	u	Sa
upotrebu	upotreba	Ncfsa
ili	ili	Cc
spremnost	spremnost	Ncfsa
za	za	Sa
upotrebu	upotreba	Ncfsa
kod	kod	Sg
ulaganja	ulaganje	Ncnsg
čija	čiji	Pi-fsn
je	biti	Var3s
proizvodnja	proizvodnja	Ncfsn
sezonskog	sezonski	Agpmsgy
karaktera	karakter	Ncmsg

h	h	Npmsn
)	)	Z
utvrđenih	utvrditi	Agpfpgy
razlika	razlika	Ncfpg
između	između	Sg
dokumenata	dokument	Ncmpg
priloženih	priložiti	Appmpgy
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
dokumenata	dokument	Ncmpg
zatečenih	zateći	Appmpgy
u	u	Sl
kontroli	kontrola	Ncfsl
na	na	Sl
terenu	teren	Ncmsl

i	i	Cc
)	)	Z
nedostavljanja	nedostavljanje	Ncnsg
dokumentacije	dokumentacija	Ncfsg
navedene	navesti	Appfpny
u	u	Sl
članku	članak	Ncmsl
25.	25.	Mdo
stavku	stavak	Ncmsl
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
u	u	Sl
roku	rok	Ncmsl
propisanom	propisati	Agpmsly
Pravilnikom	Pravilniki	Npmsl
ako	ako	Cs
se	sebe	Px--sa
dopuna	dopuna	Ncfsn
/	/	Z
obrazloženje	obrazloženje	Ncnsn
/	/	Z
ispravak	ispravak	Ncmsn
odnosi	odnositi	Vmr3s
na	na	Sa
cjelokupno	cjelokupan	Agpnsay
ulaganje	ulaganje	Ncnsa

j	j	Npmsn
)	)	Z
utvrđene	utvrditi	Agpfpay
nepravilnosti	nepravilnost	Ncfpa
kod	kod	Sg
koje	koji	Pi-fsg
je	biti	Var3s
utvrđena	utvrditi	Appfsny
i	i	Cc
sumnja	sumnja	Ncfsn
na	na	Sa
prijevaru	prijevara	Ncfsa
,	,	Z
a	a	Cc
sredstva	sredstvo	Ncnpn
potpore	potpora	Ncfsg
nisu	biti	Var3p
isplaćena	isplatiti	Appfsny
korisniku	korisnik	Ncmsd
a	a	Cc
provedbeno	provedbeni	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zbog	zbog	Sg
