200	200	Mdc
km	km	Y
/	/	Z
h	h	Y
......	......	Z
208	208	Mdc
%	%	Z
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Kod	kod	Sg
kočnica	kočnica	Ncfpg
kod	kod	Sg
kojih	koji	Pi-fpg
se	sebe	Px--sa
sila	sila	Ncfsn
kočenja	kočenje	Ncnsg
ostvaruje	ostvarivati	Vmr3s
djelovanjem	djelovanje	Ncnsi
na	na	Sa
površinu	površina	Ncfsa
kotrljanja	kotrljanje	Ncnsg
kotača	kotač	Ncmsg
najmanja	mali	Ncnsg
dopuštena	dopustiti	Appfsny
debljina	debljina	Ncfsn
kočnih	kočni	Agpmpgy
umetaka	umetak	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
10	10	Mdc
mm	mm	Y
,	,	Z
a	a	Cc
kod	kod	Sg
zračnih	zračan	Agpfpgy
kočnica	kočnica	Ncfpg
s	sa	Si
diskom	disk	Ncmsi
najmanja	mali	Ncnsg
dopuštena	dopustiti	Appfsny
debljina	debljina	Ncfsn
kočnih	kočni	Agpmpgy
uložaka	uložak	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
5	5	Mdc
mm	mm	Y
,	,	Z
mjereno	mjeriti	Appnsny
na	na	Sl
najtanjem	tanak	Ncnsl
mjestu	mjesto	Ncnsl
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Čelne	čelni	Agpfpny
slavine	slavina	Ncfpn
i	i	Cc
spojne	spojni	Agpfsgy
glave	glava	Ncfsg
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
obojene	obojiti	Appfpny
crvenom	crven	Agpfsiy
bojom	boja	Ncfsi
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Čelne	čelni	Agpfpny
slavine	slavina	Ncfpn
i	i	Cc
spojne	spojni	Agpfsgy
glave	glava	Ncfsg
napojnog	napojan	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
obojene	obojiti	Appfpny
bijelom	bijel	Agpmsdy
ili	ili	Cc
žutom	žut	Agpfsiy
bojom	boja	Ncfsi
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Produžno	produžan	Agpnsny
djelovanje	djelovanje	Ncnsn
kočnica	kočnica	Ncfpg
teretnih	teretan	Agpmpgy
vagona	vagon	Ncmpg
u	u	Sl
vlaku	vlak	Ncmsl
ostvaruje	ostvarivati	Vmr3s
se	sebe	Px--sa
pomoću	pomoć	Sg
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
kočnice	kočnica	Ncfsg
unutarnjeg	unutarnji	Agpmsgy
promjera	promjer	Ncmsg
32	32	Mdc
mm	mm	Y
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Teretni	teretan	Agpmsny
vagon	vagon	Ncmsn
mora	morati	Vmr3s
na	na	Sl
krajevima	kraj	Ncmpl
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
imati	imati	Vmn
ugrađene	ugraditi	Appfpay
čelne	čelni	Agpfpay
slavine	slavina	Ncfpa
s	sa	Si
kočničkim	kočnički	Agpfpiy
spojnicama	spojnica	Ncfpi
i	i	Cc
odgovarajućim	odgovarajući	Agpfply
spojnim	spojni	Agpfply
glavama	glava	Ncfpl
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Čelne	čelni	Agpfpay
slavine	slavina	Ncfpa
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
teretnih	teretan	Agpmpgy
vagona	vagon	Ncmpg
moraju	morati	Vmr3p
biti	biti	Van
izvedene	izvesti	Appfpny
sukladno	sukladno	Rgp
normi	norma	Ncfpg
HRN	HRN	Npmsn
EN	EN	Npmsn
14601.	14601.	Mdo

(	(	Z
12	12	Mdc
)	)	Z
Spojne	spojni	Agpfpny
glave	glava	Ncfpn
napojnog	napojan	Agpnsgy
i	i	Cc
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
teretnih	teretan	Agpmpgy
vagona	vagon	Ncmpg
moraju	morati	Vmr3p
biti	biti	Van
sukladne	sukladan	Agpfpny
normi	norma	Ncfpg
HRN	HRN	Npmsn
EN	EN	Npmsn
15807.	15807.	Mdo

Slavine	slavina	Ncfpn
napojnog	napojnog	Sg
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
na	na	Sl
vozilima	vozilo	Ncnpl
ugrađuju	ugrađivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
većoj	velik	Agcfsly
udaljenosti	udaljenost	Ncfsl
od	od	Sg
uzdužne	uzdužan	Agpfsgy
osi	os	Ncfsg
vozila	vozilo	Ncnsg
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
slavine	slavina	Ncfpa
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Teretni	teretan	Agpmsny
vagon	vagon	Ncmsn
za	za	Sa
posebne	poseban	Agpfpay
namjene	namjena	Ncfpa
koji	koji	Pi-msn
nema	nemati	Vmr3s
automatsku	automatski	Agpfsay
indirektnu	indirektan	Agpfsay
zračnu	zračan	Agpfsay
kočnicu	kočnica	Ncfsa
mora	morati	Vmr3s
biti	biti	Van
opremljen	opremiti	Appmsnn
glavnim	glavni	Agpmsiy
zračnim	zračan	Agpmsiy
vodom	vod	Ncmsi
te	te	Cc
imati	imati	Vmn
oznake	oznaka	Ncfpa
sukladno	sukladno	Rgp
objavi	objaviti	Vmr3s
UIC	UIC	Npmsan
545.	545.	Mdo

(	(	Z
14	14	Mdc
)	)	Z
Teretni	teretan	Agpmsny
vagon	vagon	Ncmsn
s	sa	Si
automatskom	automatski	Agpfsiy
zračnom	zračan	Agpfsiy
kočnicom	kočnica	Ncfsi
mora	morati	Vmr3s
imati	imati	Vmn
uključno	uključan	Agpnsay
–	–	Z
isključnu	isključan	Agpfsay
