137	137	Mdc
23.12.2015	23.12.2015	Agpmsny
Pravilnik	pravilnik	Ncmsn
o	o	Sl
izmjenama	izmjena	Ncfpl
i	i	Cc
dopunama	dopuna	Ncfpl
Pravilnika	pravilnik	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan

MINISTARSTVO	ministarstvo	Ncnsn
FINANCIJA	financije	Ncfpg

2570	2570	Mdc

Na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
64.	64.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
177/04	177/04	Mdc
,	,	Z
73/08	73/08	Mdc
,	,	Z
80/10	80/10	Mdc
,	,	Z
114/11	114/11	Mdc
,	,	Z
22/12	22/12	Mdc
,	,	Z
144/12	144/12	Mdc
,	,	Z
120/13	120/13	Mdc
,	,	Z
125/13	125/13	Mdc
,	,	Z
148/13	148/13	Mdc
,	,	Z
83/14	83/14	Mdc
i	i	Cc
143/14	143/14	Mdc
)	)	Z
i	i	Cc
članka	članak	Ncmsg
187.	187.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
doprinosima	doprinos	Ncmpl
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
84/08	84/08	Mdc
,	,	Z
152/08	152/08	Mdc
,	,	Z
94/09	94/09	Mdc
,	,	Z
18/11	18/11	Mdc
,	,	Z
22/12	22/12	Mdc
,	,	Z
144/12	144/12	Mdc
,	,	Z
148/13	148/13	Mdc
,	,	Z
41/14	41/14	Mdc
i	i	Cc
143/14	143/14	Mdc
)	)	Z
donosim	donositi	Vmr1s

PRAVILNIK	pravilnik	Ncmsn

O	o	Sl
IZMJENAMA	izmjena	Ncfpl
I	i	Cc
DOPUNAMA	dopuna	Ncfpl
PRAVILNIKA	pravilnik	Ncmpg
O	o	Sl
POREZU	porez	Ncmsl
NA	na	Sa
DOHODAK	dohodak	Ncmsan

Članak	članak	Ncmsn
1.	1.	Mdo

U	u	Sl
Pravilniku	pravilnik	Ncmsl
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
95/05	95/05	Mds
,	,	Z
96/06	96/06	Mdc
,	,	Z
68/07	68/07	Mdc
,	,	Z
146/08	146/08	Mdc
,	,	Z
2/09	2/09	Mdc
,	,	Z
9/09	9/09	Mdc
–	–	Z
ispravak	ispravak	Ncmsan
,	,	Z
146/09	146/09	Mds
,	,	Z
123/10	123/10	Mdc
,	,	Z
137/11	137/11	Mdc
,	,	Z
61/12	61/12	Mdc
,	,	Z
79/13	79/13	Mdc
,	,	Z
160/13	160/13	Mdc
i	i	Cc
157/14	157/14	Mdc
)	)	Z
,	,	Z
članku	članak	Ncmsl
7.	7.	Mdo
stavku	stavak	Ncmsl
5.	5.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
neprofitnim	neprofitan	Agpfpiy
organizacijama	organizacija	Ncfpi
«	«	Z
stavlja	stavljati	Vmr3s
se	sebe	Px--sa
zarez	zarez	Ncmsn
i	i	Cc
dodaju	dodati	Vmr3p
riječi	riječ	Ncfpa
:	:	Z
»	»	Z
do	do	Sg
trenutka	trenutak	Ncmsg
isplate	isplata	Ncfsg
navedenih	naveden	Agpmpgy
primitaka	primitak	Ncmpg
u	u	Sl
istom	isti	Agpnsly
poreznom	porezni	Agpnsly
razdoblju	razdoblje	Ncnsl
,	,	Z
nisu	biti	Var3p
ostvarile	ostvariti	Vmp-pf
«	«	Z
,	,	Z
a	a	Cc
riječi	riječ	Ncfpa
:	:	Z
»	»	Z
ne	ne	Qz
ostvaruju	ostvarivati	Vmr3p
«	«	Z
brišu	brisati	Vmr3p
se	sebe	Px--sa
.	.	Z

U	u	Sl
stavku	stavak	Ncmsl
10.	10.	Mdo
iza	iza	Sg
riječi	riječ	Ncfpg
:	:	Z
»	»	Z
za	za	Sa
socijalne	socijalan	Agpfpay
namjene	namjena	Ncfpa
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
koje	koji	Pi-fpn
sindikati	sindikat	Ncmpn
daju	dati	Vmr3p
ili	ili	Cc
omogućuju	omogućivati	Vmr3p
svojim	svoj	Px-mpi
članovima	član	Ncmpi
,	,	Z
u	u	Sl
okviru	okvir	Ncmsl
djelatnosti	djelatnost	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
su	biti	Var3p
osnovani	osnovati	Appmpny
te	te	Cc
u	u	Sl
okviru	okvir	Ncmsl
postojećih	postojeći	Agpmpgy
akata	akt	Ncmpg
sindikata	sindikat	Ncmpg
,	,	Z
a	a	Cc
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
su	biti	Var3p
te	taj	Pd-fpn
pomoći	pomoć	Ncfpn
dostupne	dostupan	Agpfpny
svim	sav	Agpmply
članovima	član	Ncmpl
pod	pod	Si
istim	isti	Agpmpiy
uvjetima	uvjet	Ncmpi
«	«	Z
.	.	Z

Članak	članak	Ncmsn
2.	2.	Mdo

U	u	Sl
članku	članak	Ncmsl
13.	13.	Mdo
stavku	stavak	Ncmsl
3.	3.	Mdo
iza	iza	Sg
zadnje	zadnji	Agpfsgy
rečenice	rečenica	Ncfsg
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
tekst	tekst	Ncmsn
:	:	Z
»	»	Z
Službenim	služben	Agpnsiy
putovanjem	putovanje	Ncnsi
u	u	Sl
smislu	smisao	Ncmsl
Zakona	zakon	Ncmsg
i	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
putovanje	putovanje	Ncnsn
do	do	Sg
30	30	Mdc
dana	dan	Ncmpg
neprekidno	neprekidan	Agpnsny
.	.	Z

Ako	ako	Cs
je	biti	Var3s
na	na	Sl
službenom	služben	Agpnsly
putovanju	putovanje	Ncnsl
osiguran	osigurati	Appmsnn
jedan	jedan	Mlcmsn
obrok	obrok	Ncmsn
(	(	Z
ručak	ručak	Ncmsn
ili	ili	Cc
večera	večera	Ncfsn
)	)	Z
neoporezivi	neoporeziv	Agpmsny
iznos	iznos	Ncmsn
dnevnice	dnevnica	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
13.	13.	Mdo
ovoga	ovaj	Ncmsg
članka	članak	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
isplaćuje	isplaćivati	Vmr3s
u	u	Sl
novcu	novac	Ncmsl
umanjuje	umanjivati	Vmr3s
se	sebe	Px--sa
za	za	Sa
30	30	Mdc
%	%	Z
odnosno	odnosno	Rgp
za	za	Sa
60	60	Mdc
%	%	Z
ako	ako	Cs
su	biti	Var3p
osigurana	osigurati	Appnpny
dva	dva	Mlc
obroka	obrok	Ncmsg
(	(	Z
ručak	ručak	Ncmsn
i	i	Cc
večera	večera	Ncfsn
)	)	Z
.	.	Z
«	«	Z
.	.	Z

U	u	Sl
stavku	stavak	Ncmsl
5.	5.	Mdo
iza	iza	Sg
zadnje	zadnji	Agpfsgy
rečenice	rečenica	Ncfsg
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
tekst	tekst	Ncmsn
:	:	Z
»	»	Z
Ako	ako	Cs
je	biti	Var3s
radniku	radnik	Ncmsd
na	na	Sl
terenu	teren	Ncmsl
osiguran	osigurati	Appmsnn
jedan	jedan	Mlcmsn
obrok	obrok	Ncmsn
(	(	Z
ručak	ručak	Ncmsn
ili	ili	Cc
večera	večera	Ncfsn
)	)	Z
neoporezivi	neoporeziv	Agpmsny
iznos	iznos	Ncmsn
terenskog	terenski	Agpmsgy
dodatka	dodatak	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točki	točka	Ncfpg
15.	15.	Mdo
i	i	Cc
16.	16.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
umanjuje	umanjivati	Vmr3s
se	sebe	Px--sa
za	za	Sa
30	30	Mdc
%	%	Z
odnosno	odnosno	Rgp
za	za	Sa
60	60	Mdc
%	%	Z
ako	ako	Cs
su	biti	Var3p
osigurana	osigurati	Appnpny
dva	dva	Mlc
obroka	obrok	Ncmsg
(	(	Z
