obavještava	obavještavati	Vmr3s
Agenciju	agencija	Ncfsa
o	o	Sl
svim	sav	Agpfply
promjenama	promjena	Ncfpl
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
dostavljene	dostaviti	Agpmpay
podatke	podatak	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
društvo	društvo	Ncnsa
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
.	.	Z

Obvezno	obvezan	Agpnsny
osiguranje	osiguranje	Ncnsn
vlasnika	vlasnik	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
korisnika	korisnik	Ncmpg
motornih	motoran	Agpnpgy
vozila	vozilo	Ncnpg
od	od	Sg
odgovornosti	odgovornost	Ncfsg
za	za	Sa
štete	šteta	Ncfsg
nanesene	nanijeti	Appfsgy
trećim	treći	Mlofpd
osobama	osoba	Ncfpd

Članak	članak	Ncmsn
68.	68.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kad	kad	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
preko	preko	Sg
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
u	u	Sl
jednoj	jedan	Agpfsly
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
pokriva	pokrivati	Vmr3s
rizik	rizik	Ncmsan
,	,	Z
osim	osim	Sg
odgovornosti	odgovornost	Ncfsg
prijevoznika	prijevoznik	Ncmpg
,	,	Z
razvrstan	razvrstati	Appmsnn
u	u	Sa
vrstu	vrsta	Ncfsa
osiguranja	osiguranje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koje	koji	Pi-nsn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
u	u	Sl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
država	država	Ncfsn
članica	članica	Ncfpg
domaćin	domaćin	Ncmsn
zahtijeva	zahtijevati	Vmr3s
od	od	Sg
tog	taj	Pd-nsg
društva	društvo	Ncnsg
da	da	Cs
postane	postati	Vmr3s
član	član	Ncmsn
i	i	Cc
da	da	Cs
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
financiranju	financiranje	Ncnsl
njezina	njezin	Ps3msg
nacionalnog	nacionalan	Agpmsgy
ureda	ured	Ncmsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
nacionalnog	nacionalan	Agpmsgy
garancijskog	garancijski	Agpmsgy
fonda	fond	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Financijski	financijski	Agpmsny
doprinos	doprinos	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
izdvaja	izdvajati	Vmr3s
se	sebe	Px--sa
samo	samo	Rgp
za	za	Sa
rizike	rizik	Ncmpa
,	,	Z
osim	osim	Sg
odgovornosti	odgovornost	Ncfsg
prijevoznika	prijevoznik	Ncmpg
,	,	Z
razvrstane	razvrstati	Appfpny
u	u	Sa
vrstu	vrsta	Ncfsa
osiguranja	osiguranje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koje	koji	Pi-nsn
se	sebe	Px--sa
pokriva	pokrivati	Vmr3s
u	u	Sl
sklopu	sklop	Ncmsl
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
.	.	Z

Taj	taj	Pd-msn
se	sebe	Px--sa
doprinos	doprinos	Ncmsn
izračunava	izračunavati	Vmr3s
na	na	Sl
istoj	isti	Agpfsly
osnovi	osnova	Ncfsl
kao	kao	Cs
za	za	Sa
društva	društvo	Ncnpa
za	za	Sa
neživotno	neživotan	Agpnsay
osiguranje	osiguranje	Ncnsa
koja	koji	Pi-npn
pokrivaju	pokrivati	Vmr3p
te	taj	Pd-mpa
rizike	rizik	Ncmpa
preko	preko	Sg
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
.	.	Z

Pri	pri	Sl
izračunu	izračun	Ncmsl
se	sebe	Px--sa
u	u	Sa
obzir	obzir	Ncmsan
uzimaju	uzimati	Vmr3p
premijski	premijski	Agpmpny
prihodi	prihod	Ncmpn
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
te	taj	Pd-fsg
vrste	vrsta	Ncfsg
osiguranja	osiguranje	Ncnsg
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
domaćinu	domaćin	Ncmsl
ili	ili	Cc
broj	broj	Ncmsn
rizika	rizik	Ncmpg
u	u	Sl
toj	taj	Pd-fsl
vrsti	vrsta	Ncfsl
osiguranja	osiguranje	Ncnsg
koje	koji	Pi-nsn
se	sebe	Px--sa
pokriva	pokrivati	Vmr3s
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Država	država	Ncfsn
članica	članica	Ncfpg
domaćin	domaćin	Ncmsn
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsn
pruža	pružati	Vmr3s
usluge	usluga	Ncfpa
da	da	Cs
poštuje	poštovati	Vmr3s
pravila	pravilo	Ncnpa
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
o	o	Sl
pokriću	pokriće	Ncnsl
povećanih	povećan	Agpmpgy
rizika	rizik	Ncmpg
u	u	Sl
mjeri	mjera	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
ona	on	Pp3fsn
primjenjuju	primjenjivati	Vmr3p
na	na	Sa
društva	društvo	Ncnpa
za	za	Sa
neživotno	neživotan	Agpnsay
osiguranje	osiguranje	Ncnsa
osnovana	osnovati	Appfsny
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
.	.	Z

Nediskriminacija	nediskriminacija	Ncfsn
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
podnijele	podnijeti	Vmp-pf
odštetne	odštetni	Agpmpay
zahtjeve	zahtjev	Ncmpa

Članak	članak	Ncmsn
69.	69.	Mdo

Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
dužno	dužan	Agpnsny
je	biti	Var3s
osigurati	osigurati	Vmn
da	da	Cs
osobe	osoba	Ncfpn
koje	koji	Pi-fpn
su	biti	Var3p
podnijele	podnijeti	Vmp-pf
odštetne	odštetni	Agpmpay
zahtjeve	zahtjev	Ncmpa
koji	koji	Pi-mpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
događaja	događaj	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
se	sebe	Px--sa
dogodili	dogoditi	Vmp-pm
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
ne	ne	Qz
budu	biti	Var3p
stavljeni	staviti	Appmpny
u	u	Sa
manje	mali	Ncnsa
povoljan	povoljan	Agpmsann
položaj	položaj	Ncmsan
zbog	zbog	Sg
činjenice	činjenica	Ncfsg
što	što	Pi3n-n
društvo	društvo	Ncnsn
pokriva	pokrivati	Vmr3s
rizike	rizik	Ncmpa
obveznih	obvezan	Agpnpgy
osiguranja	osiguranje	Ncnpg
u	u	Sl
prometu	promet	Ncmsl
putem	put	Sg
slobode	sloboda	Ncfsg
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z
a	a	Cc
ne	ne	Qz
preko	preko	Sg
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
.	.	Z

Predstavnik	predstavnik	Ncmsn

Članak	članak	Ncmsn
70.	70.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
imenovati	imenovati	Vmn
predstavnika	predstavnik	Ncmpg
s	sa	Si
boravištem	boravište	Ncnsi
ili	ili	Cc
poslovnim	poslovan	Agpmsiy
nastanom	nastan	Ncmsi
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
koji	koji	Pi-mpn
će	htjeti	Var3s
prikupljati	prikupljati	Vmn
sve	sav	Agpfpay
potrebne	potreban	Agpfpay
informacije	informacija	Ncfpa
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
odštetnim	odštetni	Agpmpiy
zahtjevima	zahtjev	Ncmpi
i	i	Cc
imati	imati	Vmn
dostatne	dostatan	Agpfpay
ovlasti	ovlast	Ncfpa
da	da	Cs
zastupa	zastupati	Vmr3s
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
osobe	osoba	Ncfpa
koje	koji	Pi-fpn
su	biti	Var3p
pretrpjele	pretrpjeti	Vmp-pf
štetu	šteta	Ncfsa
,	,	Z
a	a	Cc
koje	koji	Pi-fpn
mogu	moći	Vmr3p
podnijeti	podnijeti	Vmn
odštetne	odštetni	Agpmpay
zahtjeve	zahtjev	Ncmpa
,	,	Z
uključujući	uključivati	Rr
isplate	isplata	Ncfpa
po	po	Sl
tim	taj	Pd-mpl
zahtjevima	zahtjev	Ncmpl
,	,	Z
i	i	Cc
da	da	Cs
zastupa	zastupati	Vmr3s
ili	ili	Cc
da	da	Cs
,	,	Z
prema	prema	Sl
potrebi	potreba	Ncfsl
,	,	Z
osigura	osigurati	Vmr3s
zastupanje	zastupanje	Ncnsa
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
pred	pred	Si
Agencijom	agencija	Ncfsi
,	,	Z
sudovima	sud	Ncmpi
i	i	Cc
tijelima	tijelo	Ncmpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
takvim	takav	Pd-mpi
zahtjevima	zahtjev	Ncmpi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Predstavnik	predstavnik	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
zastupa	zastupati	Vmr3s
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
pred	pred	Si
