obliku	oblik	Ncmsl
obavijestiti	obavijestiti	Vmn
namjeravanog	namjeravati	Agpmsayn
stjecatelja	stjecatelj	Ncmsay
i	i	Cc
navesti	navesti	Vmn
razloge	razlog	Ncmpa
za	za	Sa
to	taj	Pd-nsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
dva	dva	Mlc
dana	dan	Ncmsg
,	,	Z
a	a	Cc
prije	prije	Sg
kraja	kraj	Ncmsg
isteka	istek	Ncmsg
razdoblja	razdoblje	Ncnsg
procjene	procjena	Ncfsg
i	i	Cc
na	na	Sa
taj	taj	Pd-msan
način	način	Ncmsan
,	,	Z
a	a	Cc
prije	prije	Sg
donošenja	donošenje	Ncnsg
rješenja	rješenje	Ncnsg
na	na	Sl
temelju	temelj	Ncmsl
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
namjeravanom	namjeravati	Agpmsly
stjecatelju	stjecatelj	Ncmsl
odrediti	odrediti	Vmn
rok	rok	Ncmsan
u	u	Sl
kojemu	koji	Pi-msl
se	sebe	Px--sa
može	moći	Vmr3s
pisano	pisano	Rgp
očitovati	očitovati	Vmn
o	o	Sl
razlozima	razlog	Ncmpl
Agencije	agencija	Ncfsg
za	za	Sa
protivljenje	protivljenje	Ncnsa
njegovu	njegov	Ps3nsl
stjecanju	stjecanje	Ncnsl
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
.	.	Z

Ukidanje	ukidanje	Ncnsn
ili	ili	Cc
poništenje	poništenje	Ncnsa
rješenja	rješenje	Ncnsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
i	i	Cc
pravne	pravni	Agpfpay
posljedice	posljedica	Ncfpa
stjecanja	stjecanje	Ncnsg
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
bez	bez	Sg
odobrenja	odobrenje	Ncnsg
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg

Članak	članak	Ncmsn
42.	42.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
ukinuti	ukinuti	Vmn
ili	ili	Cc
poništiti	poništiti	Vmn
rješenje	rješenje	Ncnsa
o	o	Sl
odobrenju	odobrenje	Ncnsl
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
ako	ako	Cs
:	:	Z

1.	1.	Mdo
prestanu	prestati	Vmr3p
uvjeti	uvjet	Ncmpn
propisani	propisati	Appmpny
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
na	na	Sl
temelju	temelj	Ncmsl
kojih	koji	Pi-mpg
je	biti	Var3s
izdano	izdan	Agpnsny
odobrenje	odobrenje	Ncnsn
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg

2.	2.	Mdo
imatelj	imatelj	Ncmsn
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
krši	kršiti	Vmr3s
svoje	svoj	Px-fpa
obveze	obveza	Ncfpa
,	,	Z
odnosno	odnosno	Rgp
ne	ne	Qz
postupi	postupiti	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
rješenjem	rješenje	Ncnsi
Agencije	agencija	Ncfsg
ili	ili	Cc
tijela	tijelo	Ncnsg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
treće	treći	Mlonsn
države	država	Ncfsg
nadležnog	nadležan	Agpmsgy
za	za	Sa
nadzor	nadzor	Ncmsan
na	na	Sl
konsolidiranoj	konsolidirati	Agpfsly
osnovi	osnova	Ncfsl
kojim	koji	Pi-msi
mu	on	Pp3msd
se	sebe	Px--sa
nalaže	nalagati	Vmr3s
otklanjanje	otklanjanje	Ncnsa
nezakonitosti	nezakonitost	Ncfsg
ili	ili	Cc
nepravilnosti	nepravilnost	Ncfsg

3.	3.	Mdo
ako	ako	Cs
je	biti	Var3s
imatelj	imatelj	Ncmsn
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
dobio	dobiti	Vmp-sm
odobrenje	odobrenje	Ncnsa
davanjem	davanje	Ncnsi
neistinitih	neistinit	Agpfpgy
,	,	Z
netočnih	netočan	Agpmpgy
podataka	podatak	Ncmpg
,	,	Z
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
dovode	dovoditi	Vmr3p
u	u	Sa
zabludu	zabluda	Ncfsa
ili	ili	Cc
na	na	Sa
drugi	drugi	Mlomsan
nepropisan	nepropisan	Agpmsann
način	način	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osoba	osoba	Ncfsn
koja	koji	Pi-fsn
stekne	steći	Vmr3s
kvalificirani	kvalificiran	Agpmsayn
udjel	udjel	Ncmsan
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
bez	bez	Sg
odobrenja	odobrenje	Ncnsg
Agencije	agencija	Ncfsg
dužna	dužan	Agpfsny
je	biti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
saznanja	saznanje	Ncnsg
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
Agenciji	agencija	Ncfsl
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
.	.	Z

Do	do	Sg
ishođenja	ishođenje	Ncnsg
odobrenja	odobrenje	Ncnsg
Agencije	agencija	Ncfsg
na	na	Sa
tu	taj	Pd-fsa
osobu	osoba	Ncfsa
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
44.	44.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Na	na	Sa
kvalificiranog	kvalificiran	Agpmsgy
imatelja	imatelj	Ncmsg
kojem	koji	Pi-msd
je	biti	Var3s
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ukinuto	ukinuti	Agpnsny
odobrenje	odobrenje	Ncnsn
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
44.	44.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Prethodna	prethodan	Agpfsny
pisana	pisan	Agpfsny
obavijest	obavijest	Ncfsn
o	o	Sl
namjeri	namjera	Ncfsl
stjecanja	stjecanje	Ncnsg
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
u	u	Sl
financijskoj	financijski	Agpfsly
instituciji	institucija	Ncfsl
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg

Članak	članak	Ncmsn
43.	43.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Appnsny
je	biti	Var3s
prije	prije	Sg
stjecanja	stjecanje	Ncnsg
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
u	u	Sl
drugom	drugi	Mlonsl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
u	u	Sl
drugoj	drugi	Mlofsl
financijskoj	financijski	Agpfsly
instituciji	institucija	Ncfsl
sa	sa	Si
sjedištem	sjedište	Ncnsi
izvan	izvan	Sg
područja	područje	Ncnsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
i	i	Cc
izvan	izvan	Sg
područja	područje	Ncnsg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
financijska	financijski	Agpfsny
institucija	institucija	Ncfsn
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
)	)	Z
o	o	Sl
