67	67	Mdc
17.06.2015	17.06.2015	Mdc
Izmjene	izmjena	Ncfsg
i	i	Cc
dopune	dopuna	Ncfsg
Statuta	statut	Ncmsg
Zavoda	zavod	Ncmsg
za	za	Sa
vještačenje	vještačenje	Ncnsa
,	,	Z
profesionalnu	profesionalan	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
i	i	Cc
zapošljavanje	zapošljavanje	Ncnsa
osoba	osoba	Ncfpg
s	sa	Si
invaliditetom	invaliditet	Ncmsi

ZAVOD	zavod	Ncmsn
ZA	za	Sa
VJEŠTAČENJE	vještačenje	Ncnsa
,	,	Z
PROFESIONALNU	profesionalan	Agpfsay
REHABILITACIJU	rehabilitacija	Ncfsa
I	i	Cc
ZAPOŠLJAVANJE	zapošljavanje	Ncnsa
OSOBA	osoba	Ncfpg
S	sa	Si
INVALIDITETOM	invaliditet	Ncmsi

1292	1292	Mdc

Na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
36.	36.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
profesionalnoj	profesionalan	Agpfsly
rehabilitaciji	rehabilitacija	Ncfsl
i	i	Cc
zapošljavanju	zapošljavanje	Ncnsl
osoba	osoba	Ncfpg
s	sa	Si
invaliditetom	invaliditet	Ncmsi
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
157/13	157/13	Mds
i	i	Cc
152/14	152/14	Mdc
)	)	Z
Upravno	upravan	Agpnsny
vijeće	vijeće	Ncnsn
Zavoda	zavod	Ncmsg
za	za	Sa
vještačenje	vještačenje	Ncnsa
,	,	Z
profesionalnu	profesionalan	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
i	i	Cc
zapošljavanje	zapošljavanje	Ncnsa
osoba	osoba	Ncfpg
s	sa	Si
invaliditetom	invaliditet	Ncmsi
,	,	Z
na	na	Sl
sjednici	sjednica	Ncfsl
održanoj	održati	Appfsly
21.	21.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
,	,	Z
donijelo	donijeti	Vmp-sn
je	biti	Var3s

IZMJENE	izmjena	Ncfpn
I	i	Cc
DOPUNE	dopuna	Ncfsg

STATUTA	statut	Ncmsg
ZAVODA	zavod	Ncmsg
ZA	za	Sa
VJEŠTAČENJE	vještačenje	Ncnsa
,	,	Z
PROFESIONALNU	profesionalan	Agpfsay
REHABILITACIJU	rehabilitacija	Ncfsa
I	i	Cc
ZAPOŠLJAVANJE	zapošljavanje	Ncnsa
OSOBA	osoba	Ncfpg
S	sa	Si
INVALIDITETOM	invaliditet	Ncmsi

Članak	članak	Ncmsn
1.	1.	Mdo

U	u	Sl
Statutu	statut	Ncmsl
Zavoda	zavod	Ncmsg
za	za	Sa
vještačenje	vještačenje	Ncnsa
,	,	Z
profesionalnu	profesionalan	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
i	i	Cc
zapošljavanje	zapošljavanje	Ncnsa
osoba	osoba	Ncfpg
s	sa	Si
invaliditetom	invaliditet	Ncmsi
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
110/14	110/14	Mds
,	,	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Statut	statut	Ncmsn
)	)	Z
,	,	Z
u	u	Sl
članku	članak	Ncmsl
2.	2.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Zakonom	zakon	Ncmsi
«	«	Z
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
riječ	riječ	Ncfsn
:	:	Z
»	»	Z
o	o	Sl
«	a	Ncfsl
,	,	Z
a	a	Cc
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
br.	br.	Y
157/13	157/13	Mdc
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
i	i	Cc
152/14	152/14	Mdc
«	«	Z
.	.	Z

Članak	članak	Ncmsn
2.	2.	Mdo

U	u	Sl
članku	članak	Ncmsl
3.	3.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
br.	br.	Y
157/13	157/13	Mdc
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
i	i	Cc
152/14	152/14	Mdc
«	«	Z
.	.	Z

Članak	članak	Ncmsn
3.	3.	Mdo

U	u	Sl
članku	članak	Ncmsl
5.	5.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Andrije	Andrija	Npmsg
Hebranga	Hebrai	Npmsg
4	4	Mdc
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
Antuna	Antun	Npmsay
Mihanovića	Mihanović	Npmsay
3	3	Mdc
«	«	Z
.	.	Z

Članak	članak	Ncmsn
4.	4.	Mdo

Članak	članak	Ncmsn
6.	6.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sl
aktima	akt	Ncmpl
koje	koji	Pi-mpa
donosi	donositi	Vmr3s
u	u	Sl
okviru	okvir	Ncmsl
javnih	javan	Agpfpgy
ovlasti	ovlast	Ncfpg
Zavod	zavod	Ncmsn
upotrebljava	upotrebljavati	Vmr3s
pečat	pečat	Ncmsan
s	sa	Si
grbom	grb	Ncmsi
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
i	i	Cc
nazivom	naziv	Ncmsi
Zavoda	zavod	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pečat	pečat	Ncmsn
s	sa	Si
grbom	grb	Ncmsi
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
promjera	promjer	Ncmsg
je	biti	Var3s
38	38	Mdc
mm	mm	Y
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
gornjem	gornji	Agpmsly
polukrugu	polukrug	Ncmsl
pečata	pečat	Ncmpg
urezane	urezati	Appfpny
su	biti	Var3p
riječi	riječ	Ncfpn
:	:	Z
ZAVOD	zavod	Ncmsn
ZA	za	Sa
VJEŠTAČENJE	vještačenje	Ncnsa
,	,	Z
PROFESIONALNU	profesionalan	Agpfsay
REHABILITACIJU	rehabilitacija	Ncfsa
I	i	Cc
ZAPOŠLJAVANJE	zapošljavanje	Ncnsa
OSOBA	osoba	Ncfpg
S	sa	Si
INVALIDITETOM	invaliditet	Ncmsi
,	,	Z
a	a	Cc
ispod	ispod	Sg
toga	taj	Pd-nsg
riječ	riječ	Ncfsa
ZAGREB	Zagreb	Npmsn
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
donjem	donji	Agpmsly
polukrugu	polukrug	Ncmsl
pečata	pečat	Ncmpg
urezane	urezati	Appfpny
su	biti	Var3p
riječi	riječ	Ncfpn
:	:	Z
REPUBLIKA	republika	Ncfsn
HRVATSKA	Hrvatska	Npfsn
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Svaki	svaki	Pi-msn
pečat	pečat	Ncmsn
ima	imati	Vmr3s
svoj	svoj	Px-msan
broj	broj	Ncmsan
iznad	iznad	Sg
grba	grb	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Naručivanje	naručivanje	Ncnsn
,	,	Z
upotreba	upotreba	Ncfsn
i	i	Cc
zamjena	zamjena	Ncfsn
pečata	pečat	Ncmsg
s	sa	Si
grbom	grb	Ncmsi
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
obavlja	obavljati	Vmr3s
se	sebe	Px--sa
na	na	Sa
način	način	Ncmsan
propisan	propisati	Appmsnn
zakonom	zakon	Ncmsi
.	.	Z
»	»	Z

Članak	članak	Ncmsn
5.	5.	Mdo

Iza	iza	Sg
članka	članak	Ncmsg
6.	6.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
6.	6.	Mdo
a	a	Cc
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
Članak	članak	Ncmsn
6.	6.	Mdo
a	a	Cc

(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sl
svim	sav	Agpmply
drugim	drugi	Agpmply
aktima	akt	Ncmpl
koje	koji	Pi-mpa
Zavod	zavod	Ncmsn
ne	ne	Qz
donosi	donositi	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
javnih	javan	Agpfpgy
ovlasti	ovlast	Ncfpg
te	te	Cc
na	na	Sl
aktima	akt	Ncmpl
u	u	Sl
unutarnjem	unutarnji	Agpnsly
dopisivanju	dopisivanje	Ncnsl
između	između	Sg
ustrojstvenih	ustrojstven	Agpfpgy
jedinica	jedinica	Ncfpg
Zavoda	zavod	Ncmsg
,	,	Z
Zavod	zavod	Ncmsn
upotrebljava	upotrebljavati	Vmr3s
pečat	pečat	Ncmsan
bez	bez	Sg
grba	grb	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pečat	pečat	Ncmsn
bez	bez	Sg
grba	grb	Ncmsg
promjera	promjer	Ncmsg
je	biti	Var3s
38	38	Mdc
mm	mm	Y
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
krugu	krug	Ncmsl
pečata	pečat	Ncmpg
urezane	urezati	Appfpny
