0,14	0,14	Mdc
30,80	30,80	Mdc
LB486	LB486	Mdc
Netilmicin	Netilmicin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
1,49	1,49	Mdc
327,80	327,80	Mdc
LB487	lb487	Agpmsny
Tobramicin	tobramicin	Ncmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
1,49	1,49	Mdc
327,80	327,80	Mdc
LB488	LB488	Mdc
Vankomicin	Vankomicin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
1,49	1,49	Mdc
327,80	327,80	Mdc
LB489	LB489	Mdc
PenicillinG	PenicillinG	Xf
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB490	LB490	Mdc
Penicillin	Penicillin	Npmsn
V	V	Mrc
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB491	LB491	Y
PPL	PPL	Npmsn
(	(	Z
Benzylpenicilloylpolylysine	Benzylpenicilloylpolylysine	Npfsn
)	)	Z
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB492	LB492	Mdc
MDM	MDM	Y
(	(	Z
Minor	Minor	Npmsn
Determinant	Determinant	Xf
Mixture	Mixture	Xf
)	)	Z
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB493	LB493	Y
Ampicillin	Ampicillin	Npmsn
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB494	LB494	Y
Amoxicillin	Amoxicillin	Npmsn
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB495	LB495	Mdc
Cefalosporin	Cefalosporin	Npmsn
C	C	Npmsn
(	(	Z
EDTA-krv	EDTA-krv	X
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB496	LB496	Y
Cefuroksim	Cefuroksim	Npmsn
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB497	LB497	Y
Sulfamethoxazole	Sulfamethoxazola	Npfsg
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB498	LB498	Y
Trimethoprim	Trimethoprim	Npmsn
(	(	Z
EDTA-krv	edta-kra	Ncfpn
)	)	Z
5,71	5,71	Mdc
1.256,20	1.256,20	Mdc
LB499	LB499	Y
Metotreksat	Metotreksat	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
1,67	1,67	Mdc
367,40	367,40	Mdc
LB500	LB500	Mdc
Imatinib	Imatinib	Npmsn
4,00	4,00	Mdc
880,00	880,00	Mdc
LB501	LB501	Mdc
Ciklosporin	Ciklosporin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
1,26	1,26	Mdc
277,20	277,20	Mdc
LB502	LB502	Mdc
Takrolimus	Takrolimus	Xf
–	–	Z
kvantitativno	kvantitativno	Rgp
2,35	2,35	Mdc
517,00	517,00	Mdc
LB503	LB503	Mdc
Everolimus	Everolimus	Xf
4,80	4,80	Mdc
1.056,00	1.056,00	Mdc
LB504	LB504	Mdc
Mikofenolna	mikofenolan	Agpfsny
kiselina	kiselina	Ncfsn
3,82	3,82	Mdc
840,40	840,40	Mdc
LB505	LB505	Mdc
Sirolimus	Sirolimus	Xf
2,21	2,21	Mdc
486,20	486,20	Mdc
LB506	LB506	Mdc
Digoksin	Digoksin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
1,42	1,42	Mdc
312,40	312,40	Mdc
LB507	LB507	Mdc
Prokainamid	Prokainami	Npmsg
–	–	Z
kvantitativno	kvantitativno	Rgp
0,63	0,63	Mdc
138,60	138,60	Mdc
LB508	LB508	Mdc
Amitriptilin	Amitriptilin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
4,05	4,05	Mdc
891,00	891,00	Mdc
LB509	LB509	Mdc
Dezipramin	Dezipramin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
4,05	4,05	Mdc
891,00	891,00	Mdc
LB510	LB510	Mdc
Fluoksetin	Fluoksetin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
4,05	4,05	Mdc
891,00	891,00	Mdc
LB511	LB511	Mdc
Imipramin	Imipramin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
4,05	4,05	Mdc
891,00	891,00	Mdc
LB512	lb512	Agpmsny
Litij	litij	Ncmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
0,68	0,68	Mdc
149,60	149,60	Mdc
LB513	LB513	Mdc
Maprotilin	Maprotilin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
4,04	4,04	Mdc
888,80	888,80	Mdc
LB514	LB514	Mdc
Nortriptilin	Nortriptilin	Npmsn
–	–	Z
kvantitativno	kvantitativno	Rgp
4,04	4,04	Mdc
888,80	888,80	Mdc
