izgradnja	izgradnja	Ncfsn
popratnih	popratni	Agpmpgy
objekata	objekt	Ncmpg
vezanih	vezan	Agpmpgy
uz	uz	Sa
vinarska	vinarski	Agpnpay
postrojenja	postrojenje	Ncnpa
GRAĐEVINSKI	građevinski	Agpmpny
RADOVI	rad	Ncmpn
(	(	Z
Radovi	rad	Ncmpn
rušenja	rušenje	Ncnsg
i	i	Cc
rastavljanja	rastavljanje	Ncnsg
,	,	Z
Pripremni	pripreman	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Zemljani	zemljani	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Betonski	betonski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Armirano-betonski	armirano-betonski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Montažerski	montažerski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Tesarski	tesarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Zidarski	zidarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Izolaterski	izolaterski	Agpmpny
radovi	rad	Ncmpn
)	)	Z
,	,	Z
OBRTNIČKI	obrtnički	Agpmpny
RADOVI	rad	Ncmpn
(	(	Z
Krovopokrivački	krovopokrivački	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Limarski	limarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Stolarski	stolarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Bravarski	bravarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Staklarski	staklarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Gips-kartonski	gips-kartonski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Podne	podni	Agpfpny
i	i	Cc
zidne	zidni	Agpfsgy
obloge	obloga	Ncfsg
,	,	Z
Kamenarski	kamenarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Keramičarski	keramičarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Parketarski	parketarski	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Soboslikarsko-ličilački	soboslikarsko-ličilački	Agpmpny
radovi	rad	Ncmpn
,	,	Z
Fasaderski	fasaderski	Agpmpny
radovi	rad	Ncmpn
)	)	Z
,	,	Z
INSTALATERSKI	instalaterski	Agpmpny
RADOVI	rad	Ncmpn
(	(	Z
Elektroinstalacije	elektroinstalacija	Ncfpn
,	,	Z
Instalacije	instalacija	Ncfpn
vodovoda	vodovod	Ncmpg
i	i	Cc
