vještaka	vještak	Ncmpg
i	i	Cc
drugih	drugi	Mlofpg
osoba	osoba	Ncfpg
kad	kad	Cs
je	biti	Var3s
to	taj	Pd-nsn
potrebno	potreban	Agpnsny
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
kontrole	kontrola	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
ovlaštenim	ovlašten	Agpfpdy
osobama	osoba	Ncfpd
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
omogućiti	omogućiti	Vmn
obavljanje	obavljanje	Ncnsa
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
,	,	Z
pružiti	pružiti	Vmn
potrebne	potreban	Agpmpay
podatke	podatak	Ncmpa
i	i	Cc
obavijesti	obavijest	Ncfsl
te	te	Cc
osigurati	osigurati	Vmn
uvjete	uvjet	Ncmpa
za	za	Sa
njihov	njihov	Ps3msan
nesmetani	nesmetan	Agpmsayn
rad	rad	Ncmsan
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ovlaštene	ovlašten	Agpfpny
osobe	osoba	Ncfpn
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
dužne	dužan	Agpfpny
su	biti	Var3p
se	sebe	Px--sa
prilikom	prilikom	Sg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
identificirati	identificirati	Vmn
javnom	javan	Agpfsiy
ispravom	isprava	Ncfsi
kojom	koji	Pi-fsi
se	sebe	Px--sa
dokazuje	dokazivati	Vmr3s
identitet	identitet	Ncmsan
.	.	Z

VII	vii	Mrc
.	.	Z

POVRAT	povrat	Ncmsn
SREDSTAVA	sredstvo	Ncnpg

Članak	članak	Ncmsn
21.	21.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
od	od	Sg
korisnika	korisnik	Ncmpg
zahtijevati	zahtijevati	Vmn
povrat	povrat	Ncmsan
u	u	Sl
slučaju	slučaj	Ncmsl
:	:	Z

a	a	Cc
)	)	Z
administrativne	administrativan	Agpfpny
pogreške	pogreška	Ncfpn
/	/	Z
pogrešne	pogrešan	Agpfsgy
isplate	isplata	Ncfsg
;	;	Z

b	b	I
)	)	Z
nepravilnosti	nepravilnost	Ncfsg
utvrđene	utvrditi	Appfpny
nakon	nakon	Sg
isplate	isplata	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučaju	slučaj	Ncmsl
preplate	preplata	Ncfsg
/	/	Z
krive	kriv	Agpfpay
isplate	isplata	Ncfpa
ili	ili	Cc
bilo	bilo	Qo
koje	koji	Pi-fsg
druge	drugi	Mlofsg
administrativne	administrativan	Agpfpay
greške	greška	Ncfpa
učinjene	učiniti	Appfpay
od	od	Sg
strane	strana	Ncfsg
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
i	i	Cc
/	/	Z
ili	ili	Cc
Agencije	agencija	Ncfpn
za	za	Sa
plaćanja	plaćanje	Ncnpa
prilikom	prilikom	Sg
provedbe	provedba	Ncfsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	natječaj	Ncmsg
,	,	Z
kojom	koji	Pi-fsi
će	htjeti	Var3s
se	sebe	Px--sa
od	od	Sg
korisnika	korisnik	Ncmpg
zatražiti	zatražiti	Vmn
povrat	povrat	Ncmsan
tog	taj	Pd-msg
iznosa	iznos	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
nepravilnosti	nepravilnost	Ncfsg
utvrđene	utvrditi	Appfpny
nakon	nakon	Sg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
ukoliko	ukoliko	Cs
je	biti	Var3s
odlukom	odluka	Ncfsi
o	o	Sl
utvrđenoj	utvrditi	Agpfsly
nepravilnosti	nepravilnost	Ncfsl
određen	odrediti	Appmsnn
povrat	povrat	Ncmsn
sredstava	sredstvo	Ncnpg
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
težinu	težina	Ncfsa
utvrđene	utvrditi	Agpfsgy
nepravilnosti	nepravilnost	Ncfsg
ili	ili	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
ne	ne	Qz
poduzimanja	poduzimanje	Ncnsg
korektivnih	korektivan	Agpfpgy
mjera	mjera	Ncfpg
određenih	odrediti	Appfpgy
radi	radi	Sg
ispravljanja	ispravljanje	Ncnsg
utvrđene	utvrditi	Agpfsgy
nepravilnosti	nepravilnost	Ncfsg
u	u	Sl
zadanom	zadati	Agpmsly
roku	rok	Ncmsl
.	.	Z

Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
korisnika	korisnik	Ncmpg
povrat	povrat	Ncmsn
utvrđenog	utvrditi	Agpmsgy
nepravilnog	nepravilan	Agpmsgy
iznosa	iznos	Ncmsg
;	;	Z

b	b	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Rgp
utvrđena	utvrditi	Appfsny
nepravilnost	nepravilnost	Ncfsn
ujedno	ujedno	Rgp
predstavlja	predstavljati	Vmr3s
sumnju	sumnja	Ncfsa
na	na	Sa
prijevaru	prijevara	Ncfsa
.	.	Z

Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
korisnika	korisnik	Ncmpg
povrat	povrat	Ncmsn
ukupno	ukupno	Rgp
isplaćenih	isplatiti	Agpnpgy
sredstava	sredstvo	Ncnpg
potpore	potpora	Ncfsg
,	,	Z
te	te	Cc
će	htjeti	Var3s
o	o	Sl
istome	isti	Agpmsly
izvijestiti	izvijestiti	Vmn
Državno	državni	Agpnsny
odvjetništvo	odvjetništvo	Ncnsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
konačna	konačan	Agpfsny
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
Odluke	odluka	Ncfsg
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
izvršiti	izvršiti	Vmn
povrat	povrat	Ncmsan
sredstava	sredstvo	Ncnpg
na	na	Sa
način	način	Ncmsan
određen	određen	Agpmsann
Odlukom	odluka	Ncfsi
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
nije	biti	Var3s
postupio	postupiti	Vmp-sm
sukladno	sukladno	Rgp
Odluci	odluka	Ncfsl
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
,	,	Z
na	na	Sa
iznos	iznos	Ncmsan
koji	koji	Pi-msn
podliježe	podlijegati	Vmr3s
povratu	povrat	Ncmsd
se	sebe	Px--sa
nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
obračunava	obračunavati	Vmr3s
zakonska	zakonski	Agpfsny
zatezna	zatezni	Agpfsny
kamata	kamata	Ncfsn
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
nepoštivanja	nepoštivanje	Ncnsg
roka	rok	Ncmsg
za	za	Sa
povrat	povrat	Ncmsan
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
