može	moći	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
19.	19.	Mdo

Uredbe	uredba	Ncfpn
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1094/2010	1094/2010	Mdc
uputiti	uputiti	Vmn
predmet	predmet	Ncmsan
EIOPA-i	eiopa-	Ncfsg
i	i	Cc
tražiti	tražiti	Vmn
njezinu	njezin	Ps3fsa
pomoć	pomoć	Ncfsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
nakon	nakon	Cs
što	što	Cs
ju	on	Pp3fsa
je	biti	Var3s
vršitelj	vršitelj	Ncmsn
dužnosti	dužnost	Ncfsg
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
grupe	grupa	Ncfsg
obavijestio	obavijestiti	Vmp-sm
o	o	Sl
toj	taj	Pd-fsl
odluci	odluka	Ncfsl
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
Europska	europski	Agpfsny
komisija	komisija	Ncfsn
na	na	Sl
temelju	temelj	Ncmsl
propisa	propis	Ncmpg
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
kojima	koji	Pi-fpi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
istovjetnost	istovjetnost	Ncfsn
trećih	treći	Mlofpg
država	država	Ncfpg
donese	donijeti	Vmr3s
propise	propis	Ncmpa
kojima	koji	Pi-mpi
se	sebe	Px--sa
određuje	određivati	Vmr3s
da	da	Cs
je	biti	Var3s
bonitetni	bonitetni	Agpmsny
sustav	sustav	Ncmsn
treće	treći	Mlonsn
države	država	Ncfsg
privremeno	privremeno	Rgp
istovjetan	istovjetan	Agpmsnn
,	,	Z
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
341.	341.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
osim	osim	Cs
ako	ako	Cs
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
postoji	postojati	Vmr3s
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ili	ili	Cc
društvo	društvo	Ncnsa
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
s	sa	Si
ukupnim	ukupan	Agpmsiy
bilančnim	bilančni	Agpmsiy
iznosom	iznos	Ncmsi
koji	koji	Pi-msn
premašuje	premašivati	Vmr3s
ukupni	ukupan	Agpmsayn
bilančni	bilančni	Agpmsayn
iznos	iznos	Ncmsan
matičnog	matičan	Agpnsgy
društva	društvo	Ncnsg
izvan	izvan	Sg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
.	.	Z

U	u	Sl
tom	taj	Pd-msl
slučaju	slučaj	Ncmsl
dužnost	dužnost	Ncfsn
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
grupe	grupa	Ncfsg
izvršava	izvršavati	Vmr3s
Agencija	agencija	Ncfsn
kao	kao	Cs
vršitelj	vršitelj	Ncmsn
dužnosti	dužnost	Ncfsg
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
grupe	grupa	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ako	ako	Cs
Europska	europski	Agpfsny
komisija	komisija	Ncfsn
ne	ne	Qz
donese	donijeti	Vmr3s
propise	propis	Ncmpa
na	na	Sl
temelju	temelj	Ncmsl
propisa	propis	Ncmpg
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
kojima	koji	Pi-fpi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
istovjetnost	istovjetnost	Ncfsn
trećih	treći	Mlofpg
država	država	Ncfpg
,	,	Z
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
342.	342.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Istovjetnost	istovjetnost	Ncfsn

Članak	članak	Ncmsn
341.	341.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
istovjetnog	istovjetan	Agpmsgy
nadzora	nadzor	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
340.	340.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
Agencija	agencija	Ncfsn
prihvaća	prihvaćati	Vmr3s
nadzor	nadzor	Ncmsan
grupe	grupa	Ncfsg
koji	koji	Pi-msn
obavlja	obavljati	Vmr3s
nadzorno	nadzorni	Agpnsay
tijelo	tijelo	Ncnsa
treće	treći	Mlofsg
države	država	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Članci	članak	Ncmpn
329.	329.	Mdo
–	–	Z
339.	339.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
na	na	Sa
suradnju	suradnja	Ncfsa
s	sa	Si
nadzornim	nadzorni	Agpnpiy
tijelima	tijelo	Ncnpi
trećih	treći	Mlofpg
država	država	Ncfpg
.	.	Z

Nedostatak	nedostatak	Ncmsn
istovjetnosti	istovjetnost	Ncfsg

Članak	članak	Ncmsn
342.	342.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
nedostatka	nedostatak	Ncmsg
istovjetnosti	istovjetnost	Ncfsg
nadzora	nadzor	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
340.	340.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
članci	članak	Ncmpn
303.	303.	Mdo
–	–	Z
319.	319.	Mdo
i	i	Cc
članci	članak	Ncmpn
326.	326.	Mdo
–	–	Z
339.	339.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Opća	opći	Agpnpny
načela	načelo	Ncnpn
i	i	Cc
metode	metoda	Ncfpn
iz	iz	Sg
članaka	članak	Ncmpg
303.	303.	Mdo
–	–	Z
339.	339.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sl
razini	razina	Ncfsl
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
,	,	Z
mješovitog	mješovit	Agpmsgy
financijskog	financijski	Agpmsgy
holdinga	holding	Ncmsg
,	,	Z
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
ili	ili	Cc
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
.	.	Z

Samo	samo	Rgp
za	za	Sa
potrebe	potreba	Ncfpa
izračuna	izračun	Ncmsg
solventnosti	solventnost	Ncfsg
grupe	grupa	Ncfsg
,	,	Z
s	sa	Si
matičnim	matičan	Agpnsiy
društvom	društvo	Ncnsi
postupa	postupati	Vmr3s
se	sebe	Px--sa
kao	kao	Cs
s	sa	Si
društvom	društvo	Ncnsi
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
ovisno	ovisno	Rgp
o	o	Sl
istim	isti	Agpmply
uvjetima	uvjet	Ncmpl
koji	koji	Pi-mpn
su	biti	Var3p
propisani	propisati	Appmpny
ovim	ovaj	Pd-msi
Zakonom	zakon	Ncmsi
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
vlastitim	vlastit	Agpnpiy
sredstvima	sredstvo	Ncnpi
koja	koji	Pi-npn
su	biti	Var3p
prihvatljiva	prihvatljiv	Agpfpny
za	za	Sa
pokriće	pokriće	Ncnsa
potrebnog	potreban	Agpmsgy
solventnog	solventan	Agpmsgy
kapitala	kapital	Ncmsg
i	i	Cc
jednom	jedan	Mlcmsl
od	od	Sg
sljedećih	sljedeći	Agpmpgy
uvjeta	uvjet	Ncmpg
:	:	Z

1.	1.	Mdo
potrebni	potreban	Agpmsny
solventni	solventan	Agpmsny
kapital	kapital	Ncmsn
,	,	Z
određen	odrediti	Appmsnn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
načelima	načelo	Ncmpi
iz	iz	Sg
članka	članak	Ncmsg
311.	311.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
kad	kad	Cs
se	sebe	Px--sa
radi	raditi	Vmr3s
o	o	Sl
osigurateljnom	osigurateljni	Agpmsly
holdingu	holding	Ncmsl
ili	ili	Cc
mješovitom	mješovit	Agpmsly
financijskom	financijski	Agpmsly
holdingu	holding	Ncmsl

2.	2.	Mdo
potrebni	potreban	Agpmsny
solventni	solventan	Agpmsny
kapital	kapital	Ncmsn
,	,	Z
određen	odrediti	Appmsnn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
načelima	načelo	Ncmpi
iz	iz	Sg
članka	članak	Ncmsg
312.	312.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
kad	kad	Cs
se	sebe	Px--sa
radi	raditi	Vmr3s
o	o	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
ili	ili	Cc
društvu	društvo	Ncnsl
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
.	.	Z

Razine	razina	Ncfpn

Članak	članak	Ncmsn
343.	343.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kad	kad	Cs
je	biti	Var3s
matično	matičan	Agpnsny
društvo	društvo	Ncnsn
iz	iz	Sg
članka	članak	Ncmsg
340.	340.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
samo	sam	Agpnsny
društvo	društvo	Ncnsn
kći	kći	Ncfsg
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
ili	ili	Cc
mješovitog	mješovit	Agpmsgy
financijskog	financijski	Agpmsgy
holdinga	holding	Ncmsg
koji	koji	Pi-msn
ima	imati	Vmr3s
sjedište	sjedište	Ncnsa
u	u	Sl
trećoj	treći	Mlofsl
državi	država	Ncfsl
,	,	Z
ili	ili	Cc
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
Agencija	agencija	Ncfsn
primjenjuje	primjenjivati	Vmr3s
provjeru	provjera	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
340.	340.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
samo	samo	Rgp
na	na	Sl
razini	razina	Ncfsl
krajnjeg	krajnji	Agpnsgy
matičnog	matičan	Agpnsgy
društva	društvo	Ncnsg
koje	koji	Pi-nsn
je	biti	Var3s
osigurateljni	osigurateljni	Agpmsny
holding	holding	Ncmsn
treće	treći	Pd-fsg
države	država	Ncfsg
,	,	Z
mješoviti	mješovit	Agpmsny
financijski	financijski	Agpmsny
holding	holding	Ncmsn
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
odnosno	odnosni	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
treće	treći	Mlofsg
države	država	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
zbog	zbog	Sg
nedostatka	nedostatak	Ncmsg
istovjetnosti	istovjetnost	Ncfsg
nadzora	nadzor	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
340.	340.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
provesti	provesti	Vmn
novu	nov	Agpfsay
provjeru	provjera	Ncfsa
na	na	Sl
nižoj	nizak	Agcfsly
razini	razina	Ncfsl
ako	ako	Cs
postoji	postojati	Vmr3s
matično	matičan	Agpnsny
društvo	društvo	Ncnsn
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
na	na	Sl
razini	razina	Ncfsl
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
mješovitog	mješovit	Agpmsgy
financijskog	financijski	Agpmsgy
holdinga	holding	Ncmsg
iz	iz	Sg
treće	treći	Ncfsg
države	država	Ncfsg
,	,	Z
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
treće	treći	Mlofsg
države	država	Ncfsg
.	.	Z

U	u	Sl
takvim	takav	Pd-mpl
slučajevima	slučaj	Ncmpl
Agencija	agencija	Ncfsn
objašnjava	objašnjavati	Vmr3s
svoju	svoj	Px-fsa
odluku	odluka	Ncfsa
grupi	grupa	Ncfsl
.	.	Z

Članak	članak	Ncmsn
342.	342.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
tom	taj	Pd-msl
se	sebe	Px--sa
slučaju	slučaj	Ncmsl
primjenjuje	primjenjivati	Vmr3s
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
.	.	Z

POGLAVLJE	poglavlje	Ncnsn
V.	V.	Pd-mpn
OSIGURATELJNI	osigurateljni	Agpmpny
HOLDINZI	holding	Ncmpn
I	i	Cc
MJEŠOVITI	mješovit	Agpmpny
OSIGURATELJNI	osigurateljni	Agpmpny
HOLDINZI	holding	Ncmpn

Unutargrupne	unutargrupan	Agpfpny
transakcije	transakcija	Ncfpn

Članak	članak	Ncmsn
344.	344.	Mdo

Kad	kad	Cs
je	biti	Var3s
matično	matičan	Agpnsny
društvo	društvo	Ncnsn
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
mješoviti	mješovit	Agpmsayn
osigurateljni	osigurateljni	Agpmsayn
holding	holding	Ncmsan
,	,	Z
Agencija	agencija	Ncfsn
obavlja	obavljati	Vmr3s
opći	opći	Agpmsayn
nadzor	nadzor	Ncmsan
nad	nad	Si
transakcijama	transakcija	Ncfpi
između	između	Sg
tih	taj	Pd-npg
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
mješovitog	mješovit	Agpmsgy
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
i	i	Cc
njegovih	njegov	Ncfpg
povezanih	povezan	Agpnpgy
društava	društvo	Ncnpg
.	.	Z

Odredbe	odredba	Ncfpn
članka	članak	Ncmsg
327.	327.	Mdo
,	,	Z
članaka	članak	Ncmpg
331.	331.	Mdo
–	–	Z
255.	255.	Mdo
i	i	Cc
članka	članak	Ncmsg
339.	339.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
.	.	Z

GLAVA	glava	Ncfsn
XVI	XVI	Mro
.	.	Z

POSEBNE	poseban	Agpfpny
ODREDBE	odredba	Ncfpn
O	o	Sl
OSIGURANJU	osiguranje	Ncnsl

POGLAVLJE	poglavlje	Ncnsn
I.	ii	Agpfsgy
SPECIFIČNOSTI	specifičnost	Ncfsg
NEŽIVOTNIH	neživotan	Agpnpgy
OSIGURANJA	osiguranje	Ncnpg

Zdravstveno	zdravstven	Agpnsny
osiguranje	osiguranje	Ncnsn

Članak	članak	Ncmsn
345.	345.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
vodi	voditi	Vmr3s
poslove	posao	Ncmpa
zdravstvenog	zdravstven	Agpnsgy
osiguranja	osiguranje	Ncnsg
u	u	Sl
vrsti	vrsta	Ncfsl
osiguranja	osiguranje	Ncnsg

