UZ038	UZ038	Npmsn
UZV	UZV	Npmsn
i	i	Cc
CD	cd	Ncmsn
abdominalne	abdominalan	Agpfsgy
aorte	aorta	Ncfsg
(	(	Z
16	16	Mdc
)	)	Z
1,55	1,55	Mdc
341,00	341,00	Mdc
UZ039	UZ039	Mdc
Endoskopski	endoskopski	Agpmsny
UZV	uzv	Ncmsn
gornjeg	gornji	Agpmsgy
dijela	dio	Ncmsg
probavnog	probavni	Agpmsgy
trakta	trakt	Ncmsg
(	(	Z
16	16	Mdc
)	)	Z
7,42	7,42	Mdc
1.632,40	1.632,40	Mdc
UZ040	UZ040	Mdc
Endoskopski	endoskopski	Agpmsny
UZV	uzv	Ncmsn
,	,	Z
pregled	pregled	Ncmsan
rektalnom	rektalan	Agpfsiy
sondom	sonda	Ncfsi
(	(	Z
16	16	Mdc
)	)	Z
4,38	4,38	Mdc
963,60	963,60	Mdc
UZ041	UZ041	Mdc
Trodimenzionalna	trodimenzionalan	Agpfsny
3	3	Mdc
D	D	Y
transezofagusna	transezofagusan	Agpfsny
ehokardiografija	ehokardiografija	Ncfsn
(	(	Z
16	16	Mdc
)	)	Z
Pretragu	pretraga	Ncfsa
može	moći	Vmr3s
izvoditi	izvoditi	Vmn
kardiolog	kardiolog	Ncmsn
u	u	Sl
Referentnom	referentan	Agpmsly
centru	centar	Ncmsl
za	za	Sa
ehokardiografiju	ehokardiografija	Ncfsa
ili	ili	Cc
akreditiranom	akreditiran	Agpmsly
ehokardiografskom	ehokardiografski	Agpmsly
laboratoriju	laboratorij	Ncmsl
od	od	Sg
strane	strana	Ncfsg
stručnog	stručan	Agpnsgy
društva	društvo	Ncnsg
(	(	Z
nacionalne	nacionalan	Agpfsgy
radne	radni	Agpfsgy
skupine	skupina	Ncfsg
)	)	Z
kardiolog	kardiolog	Ncmsn
akreditiran	akreditirati	Appmsnn
za	za	Sa
izvođenje	izvođenje	Ncnsa
kompleksnih	kompleksan	Agpfpgy
pretraga	pretraga	Ncfpg
od	od	Sg
strane	strana	Ncfsg
stručnog	stručan	Agpnsgy
društva	društvo	Ncnsg
(	(	Z
nacionalne	nacionalan	Agpfsgy
radne	radni	Agpfsgy
skupine	skupina	Ncfsg
ili	ili	Cc
europskog	europski	Agpnsgy
udruženja	udruženje	Ncnsg
za	za	Sa
ehokardiografiju	ehokardiografija	Ncfsa
)	)	Z
.	.	Z
8,14	8,14	Mdc
1.790,80	1.790,80	Mdc
UZ042	UZ042	Mdc
Kontrasna	Kontrasna	Npfsn
TEE	TEE	Npfsn
ehokardiografija	ehokardiografija	Ncfsn
(	(	Z
16	16	Mdc
)	)	Z
Uključuje	uključivati	Vmr3s
kontrasno	kontrasan	Agpnsay
sredstvo	sredstvo	Ncnsa
