3.	3.	Mdo
društva	društvo	Ncnsg
za	za	Sa
zastupanje	zastupanje	Ncnsa
u	u	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
društva	društvo	Ncnsg
za	za	Sa
posredovanje	posredovanje	Ncnsa
u	u	Sl
osiguranju	osiguranje	Ncnsl
i	i	Cc
reosiguranju	reosiguranje	Ncnsl
,	,	Z
obrti	obrt	Ncmpn
za	za	Sa
zastupanje	zastupanje	Ncnsa
u	u	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
ovlašteni	ovlastiti	Appmpny
zastupnici	zastupnik	Ncmpn
u	u	Sl
osiguranju	osiguranje	Ncnsl
i	i	Cc
ovlašteni	ovlašten	Agpmpny
posrednici	posrednik	Ncmpn
u	u	Sl
osiguranju	osiguranje	Ncnsl
i	i	Cc
reosiguranju	reosiguranje	Ncnsl
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
i	i	Cc
njihove	njihov	Ps3fpa
podružnice	podružnica	Ncfpa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
i	i	Cc
izvan	izvan	Sg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg

4.	4.	Mdo
grupa	grupa	Ncfsn
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa

5.	5.	Mdo
udruženje	udruženje	Ncnsn
(	(	Z
pool	pool	Ncmsn
)	)	Z
osiguranja	osiguranje	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
reosiguranja	reosiguranje	Ncnsg

6.	6.	Mdo
nacionalni	nacionalan	Agpmsny
ured	ured	Ncmsn
za	za	Sa
osiguranje	osiguranje	Ncnsa

7.	7.	Mdo
imatelji	imatelj	Ncmpn
kvalificiranih	kvalificiran	Agpmpgy
udjela	udjel	Ncmpg
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
osobe	osoba	Ncfpa
u	u	Sl
odnosu	odnos	Ncmsl
uske	uzak	Agpfsgy
povezanosti	povezanost	Ncfsg
s	sa	Si
društvom	društvo	Ncnsi
za	za	Sa
osiguranje	osiguranje	Ncnsa
ili	ili	Cc
osobe	osoba	Ncfpa
koje	koji	Pi-fpn
za	za	Sa
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
obavljaju	obavljati	Vmr3p
izdvojene	izdvojiti	Agpmpay
poslove	posao	Ncmpa
ili	ili	Cc
ključne	ključan	Agpfsgy
funkcije	funkcija	Ncfsg
,	,	Z
a	a	Cc
te	taj	Pd-fpn
su	biti	Var3p
osobe	osoba	Ncfpn
dužne	dužan	Agpfpny
na	na	Sa
zahtjev	zahtjev	Ncmsan
Agencije	agencija	Ncfsg
,	,	Z
a	a	Cc
za	za	Sa
potrebe	potreba	Ncfpa
nadzora	nadzor	Ncmsg
,	,	Z
Agenciji	agencija	Ncfsl
dostaviti	dostaviti	Vmn
odgovarajuća	odgovarajući	Agpnpay
izvješća	izvješće	Ncnpa
i	i	Cc
informacije	informacija	Ncfpa

8.	8.	Mdo
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
trećih	treći	Mlofpg
država	država	Ncfpg
koje	koji	Pi-fpn
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
obavljaju	obavljati	Vmr3p
poslove	posao	Ncmpa
osiguranja	osiguranje	Ncnsg
preko	preko	Sg
podružnice	podružnica	Ncfsg

9.	9.	Mdo
ovlašteni	ovlašten	Agpmsny
aktuar	aktuar	Ncmsn

10.	10.	Mdo
pružatelj	pružatelj	Ncmsn
usluga	usluga	Ncfpg
koji	koji	Pi-msn
obavlja	obavljati	Vmr3s
izdvojene	izdvojiti	Agpmpay
poslove	posao	Ncmpa
,	,	Z
odnosno	odnosno	Rgp
funkciju	funkcija	Ncfsa

11.	11.	Mdo
ostale	ostali	Agpfpay
pravne	pravni	Agpfpay
i	i	Cc
fizičke	fizički	Agpfpay
osobe	osoba	Ncfpa
koje	koji	Pi-fpn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
ovim	ovaj	Pd-msi
Zakonom	zakon	Ncmsi
ima	imati	Vmr3s
pravo	pravo	Ncnsa
nadzirati	nadzirati	Vmn
Agencija	agencija	Ncfsn
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Subjekti	subjekt	Ncmpn
