stanje	stanje	Ncnsn
/	/	Z
popis	popis	Ncmsan
odsutnih	odsutan	Agpmpgy
korisnika	korisnik	Ncmpg
s	sa	Si
osobnim	osoban	Agpnpiy
imenima	ime	Ncnpi
odsutnih	odsutan	Agpmpgy
korisnika	korisnik	Ncmpg
,	,	Z

3.	3.	Mdo
razlog	razlog	Ncmsan
(	(	Z
i	i	Cc
opravdanost	opravdanost	Ncfsn
)	)	Z
odsutnosti	odsutnost	Ncfsg
za	za	Sa
svakog	svaki	Pi-msg
korisnika	korisnik	Ncmsg
,	,	Z

4.	4.	Mdo
kome	koma	Ncfsg
je	biti	Var3s
korisnik	korisnik	Ncmsn
povjeren	povjeriti	Appmsnn
pri	pri	Sl
odlasku	odlazak	Ncmsl
(	(	Z
osobno	osoban	Agpnsay
ime	ime	Ncnsa
,	,	Z
broj	broj	Ncmsn
osobne	osoban	Agpfsgy
iskaznice	iskaznica	Ncfsg
,	,	Z
datum	datum	Ncmsan
i	i	Cc
sat	sat	Ncmsan
odlaska	odlazak	Ncmsg
,	,	Z
potpis	potpis	Ncmsan
osobe	osoba	Ncfsg
kojoj	koji	Pi-fsl
je	biti	Var3s
povjeren	povjeriti	Appmsnn
korisnik	korisnik	Ncmsn
)	)	Z
,	,	Z

5.	5.	Mdo
zaduženi	zadužiti	Appmpny
stručni	stručan	Agpmsny
radnik	radnik	Ncmsn
,	,	Z

6.	6.	Mdo
predviđen	predvidjeti	Appmsnn
datum	datum	Ncmsn
i	i	Cc
vrijeme	vrijeme	Ncnsa
povratka	povratak	Ncmsg
,	,	Z

7.	7.	Mdo
primjedbe	primjedba	Ncfsg
.	.	Z

Članak	članak	Ncmsn
33.	33.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Dosje	dosje	Ncnsn
korisnika	korisnik	Ncmpg
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
osobnog	osoban	Agpmsgy
lista	list	Ncmsg
korisnika	korisnik	Ncmpg
,	,	Z
dokumentacije	dokumentacija	Ncfsg
koju	koji	Pi-fsa
pružatelju	pružatelj	Ncmsl
usluge	usluga	Ncfsg
poludnevnog	poludnevni	Agpmsgy
boravka	boravak	Ncmsg
u	u	Sl
školi	škola	Ncfsl
dostavlja	dostavljati	Vmr3s
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
prije	prije	Sg
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
i	i	Cc
dokumentacije	dokumentacija	Ncfsg
koju	koji	Pi-fsa
vodi	voditi	Vmr3s
pružatelj	pružatelj	Ncmsn
usluge	usluga	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osobni	osoban	Agpmsny
list	list	Ncmsn
korisnika	korisnik	Ncmpg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
osnovne	osnovan	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
korisniku	korisnik	Ncmsl
i	i	Cc
usluzi	usluga	Ncfsl
:	:	Z

1.	1.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

2.	2.	Mdo
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z

3.	3.	Mdo
spol	spol	Ncmsan
,	,	Z

4.	4.	Mdo
državljanstvo	državljanstvo	Ncnsa
,	,	Z

5.	5.	Mdo
prebivalište	prebivalište	Ncnsa
/	/	Z
boravište	boravište	Ncnsn
,	,	Z

6.	6.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
roditelja	roditelj	Ncmsg
/	/	Z
skrbnika	skrbnik	Ncmpg
–	–	Z
adresa	adresa	Ncfsn
i	i	Cc
telefon	telefon	Ncmsn
,	,	Z

7.	7.	Mdo
bračni	bračni	Agpmsayn
status	status	Ncmsan
roditelja	roditelj	Ncmpg
,	,	Z
zanimanje	zanimanje	Ncnsn
i	i	Cc
podaci	podatak	Ncmpn
o	o	Sl
zaposlenju	zaposlenje	Ncnsl
,	,	Z

8.	8.	Mdo
kome	koma	Ncfsg
je	biti	Var3s
korisnik	korisnik	Ncmsn
povjeren	povjeriti	Appmsnn
za	za	Sa
vrijeme	vrijeme	Ncnsa
trajanja	trajanje	Ncnsg
ostalih	ostali	Agpfpgy
usluga	usluga	Ncfpg
(	(	Z
roditeljima	roditelj	Ncmpl
,	,	Z
udomiteljskoj	udomiteljski	Agpfsly
obitelji	obitelj	Ncfsl
,	,	Z
i	i	Cc
dr.	dr.	Y
)	)	Z
,	,	Z

9.	9.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

10.	10.	Mdo
pravni	pravni	Agpmsny
temelj	temelj	Ncmsn
priznavanja	priznavanje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa
(	(	Z
Zakon	zakon	Ncmsan
o	o	Sl
socijalnoj	socijalan	Agpfsly
skrbi	skrb	Ncfsl
)	)	Z
,	,	Z

11.	11.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
,	,	Z
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
rješenja	rješenje	Ncnsg
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
priznatoj	priznati	Ncmsl
usluzi	usluga	Ncfsl
,	,	Z

12.	12.	Mdo
obveznik	obveznik	Ncmsn
plaćanja	plaćanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

13.	13.	Mdo
nadležni	nadležan	Agpmsny
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
(	(	Z
naziv	naziv	Ncmsn
i	i	Cc
sjedište	sjedište	Ncnsn
)	)	Z
,	,	Z

14.	14.	Mdo
stručni	stručan	Agpmsny
radnik	radnik	Ncmsn
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
zadužen	zadužiti	Appmsnn
za	za	Sa
korisnika	korisnik	Ncmpg
(	(	Z
osobno	osoban	Agpnsay
ime	ime	Ncnsa
)	)	Z
,	,	Z

15.	15.	Mdo
škola	škola	Ncfsn
koju	koji	Pi-fsa
korisnik	korisnik	Ncmsn
pohađa	pohađati	Vmr3s
,	,	Z

16.	16.	Mdo
vrsta	vrsta	Ncfsn
školskog	školski	Agpmsgy
programa	program	Ncmsg
i	i	Cc
razred	razred	Ncmsan
koji	koji	Pi-msn
korisnik	korisnik	Ncmsn
pohađa	pohađati	Vmr3s
,	,	Z

17.	17.	Mdo
datum	datum	Ncmsan
i	i	Cc
razlog	razlog	Ncmsn
prestanka	prestanak	Ncmsg
usluge	usluga	Ncfsg
te	te	Cc
plan	plan	Ncmsn
daljnjih	daljnji	Agpfpgy
aktivnosti	aktivnost	Ncfpg
,	,	Z
mjera	mjera	Ncfpg
ili	ili	Cc
usluga	usluga	Ncfpg
za	za	Sa
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Dokumentacija	dokumentacija	Ncfsn
koju	koji	Pi-fsa
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
dostavlja	dostavljati	Vmr3s
pružatelju	pružatelj	Ncmsd
usluge	usluga	Ncfpa
poludnevnog	poludnevni	Agpmsgy
boravka	boravak	Ncmsg
u	u	Sl
školi	škola	Ncfsl
,	,	Z
prije	prije	Sg
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
:	:	Z

1.	1.	Mdo
rodni	rodan	Agpmsayn
list	list	Ncmsan
,	,	Z

2.	2.	Mdo
zahtjev	zahtjev	Ncmsan
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
za	za	Sa
prijam	prijam	Ncmsan
korisnika	korisnik	Ncmpg
,	,	Z

3.	3.	Mdo
socijalna	socijalan	Agpfsny
anamneza	anamneza	Ncfsn
,	,	Z

4.	4.	Mdo
zdravstvena	zdravstven	Agpfsny
dokumentacija	dokumentacija	Ncfsn
,	,	Z

5.	5.	Mdo
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
tijela	tijelo	Ncnsg
vještačenja	vještačenje	Ncnsg
(	(	Z
ako	ako	Cs
postoji	postojati	Vmr3s
)	)	Z
,	,	Z

6.	6.	Mdo
rješenje	rješenje	Ncnsa
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
priznavanju	priznavanje	Ncnsl
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa
i	i	Cc
plaćanju	plaćanje	Ncnsl
troškova	trošak	Ncmpg
usluge	usluga	Ncfsg
,	,	Z

7.	7.	Mdo
preslika	preslika	Ncfsn
rješenja	rješenje	Ncnsg
nadležnog	nadležan	Agpmsgy
županijskog	županijski	Agpmsgy
ureda	ured	Ncmsg
o	o	Sl
primjerenom	primjeren	Agpmsly
obliku	oblik	Ncmsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Dokumentaciju	dokumentacija	Ncfsa
i	i	Cc
evidenciju	evidencija	Ncfsa
koju	koji	Pi-fsa
vodi	voditi	Vmr3s
pružatelj	pružatelj	Ncmsn
usluge	usluga	Ncfsg
poludnevnog	poludnevni	Agpmsgy
boravka	boravak	Ncmsg
u	u	Sl
školi	škola	Ncfsl
:	:	Z

1.	1.	Mdo
individualni	individualan	Agpmsayn
plan	plan	Ncmsan
i	i	Cc
program	program	Ncmsan
rada	rad	Ncmsg
,	,	Z

2.	2.	Mdo
zapažanja	zapažanje	Ncnsg
o	o	Sl
promjenama	promjena	Ncfpl
u	u	Sl
svakodnevnom	svakodnevan	Agpmsly
životu	život	Ncmsl
(	(	Z
obrazovanju	obrazovanje	Ncnsl
,	,	Z
zdravlju	zdravlje	Ncnsl
,	,	Z
ponašanju	ponašanje	Ncnsl
,	,	Z
interesima	interes	Ncmpi
,	,	Z
navikama	navika	Ncfpl
,	,	Z
slobodnom	slobodan	Agpnsly
vremenu	vrijeme	Ncnsl
,	,	Z
odnosu	odnos	Ncmsl
prema	prema	Sl
sebi	sebe	Px--sl
,	,	Z
obitelji	obitelj	Ncfsl
,	,	Z
školi	škola	Ncfsl
,	,	Z
vršnjacima	vršnjak	Ncmpi
i	i	Cc
sl.	sl.	Y
)	)	Z
,	,	Z

3.	3.	Mdo
ostali	ostali	Agpmpny
dokumenti	dokument	Ncmpn
–	–	Z
korespodencija	korespodencija	Ncfsn
s	sa	Si
roditeljima	roditelj	Ncmpi
/	/	Z
zakonskim	zakonski	Agpmsiy
zastupnikom	zastupnik	Ncmsi
,	,	Z
sudom	sud	Ncmsi
,	,	Z
centrom	centar	Ncmsi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
,	,	Z
te	te	Cc
kopija	kopija	Ncfsn
polugodišnjeg	polugodišnji	Agpnsgy
i	i	Cc
godišnjeg	godišnji	Agpnsgy
izvješća	izvješće	Ncnsg
o	o	Sl
korisniku	korisnik	Ncmsl
nadležnom	nadležan	Agpmsly
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
medicinska	medicinski	Agpfsny
dokumentacija	dokumentacija	Ncfsn
,	,	Z

4.	4.	Mdo
napomene	napomena	Ncfsg
.	.	Z

Sadržaj	sadržaj	Ncmsn
evidencije	evidencija	Ncfsg
i	i	Cc
dokumentacije	dokumentacija	Ncfsg
–	–	Z
usluge	usluga	Ncfpa
savjetovanja	savjetovanje	Ncnsg
i	i	Cc
pomaganja	pomaganje	Ncnsg

Članak	članak	Ncmsn
34.	34.	Mdo

Pružatelj	pružatelj	Ncmsn
usluga	usluga	Ncfpg
savjetovanja	savjetovanje	Ncnsg
i	i	Cc
pomaganja	pomaganje	Ncnsg
dužan	dužan	Agpmsnn
je	biti	Var3s
voditi	voditi	Vmn
sljedeću	sljedeći	Agpfsay
evidenciju	evidencija	Ncfsa
i	i	Cc
dokumentaciju	dokumentacija	Ncfsa
o	o	Sl
korisnicima	korisnik	Ncmpl
i	i	Cc
vrstama	vrsta	Ncfpl
usluga	usluga	Ncfpg
:	:	Z

1.	1.	Mdo
evidencija	evidencija	Ncfsn
zaprimljenih	zaprimiti	Agpmpgy
zahtjeva	zahtjev	Ncmpg
,	,	Z

2.	2.	Mdo
upisnik	upisnik	Ncmsn
korisnika	korisnik	Ncmpg
,	,	Z

3.	3.	Mdo
dosje	dosje	Ncmsan
korisnika	korisnik	Ncmpg
,	,	Z

4.	4.	Mdo
izvješće	izvješće	Ncnsn
o	o	Sl
provedenoj	provesti	Agpfsly
usluzi	usluga	Ncfsl
.	.	Z

Članak	članak	Ncmsn
35.	35.	Mdo

Evidencija	evidencija	Ncfsn
zaprimljenih	zaprimiti	Appmpgy
zahtjeva	zahtjev	Ncmpg
za	za	Sa
pružanje	pružanje	Ncnsa
usluge	usluga	Ncfsg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

1.	1.	Mdo
redni	redni	Agpmsayn
broj	broj	Ncmsan
,	,	Z

2.	2.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
korisnika	korisnik	Ncmpg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

3.	3.	Mdo
datum	datum	Ncmsan
primitka	primitak	Ncmsg
zahtjeva	zahtjev	Ncmpg
,	,	Z

4.	4.	Mdo
nadležni	nadležan	Agpmsayn
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

5.	5.	Mdo
vrsta	vrsta	Ncfsn
socijalne	socijalan	Agpfsgy
usluge	usluga	Ncfsg
,	,	Z

6.	6.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

7.	7.	Mdo
napomena	napomena	Ncfsn
o	o	Sl
promjenama	promjena	Ncfpl
od	od	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
.	.	Z

Članak	članak	Ncmsn
36.	36.	Mdo

Upisnik	upisnik	Ncmsn
korisnika	korisnik	Ncmpg
usluge	usluga	Ncfsg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

1.	1.	Mdo
redni	redni	Agpmsayn
broj	broj	Ncmsan
,	,	Z

2.	2.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
korisnika	korisnik	Ncmpg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

3.	3.	Mdo
datum	datum	Ncmsan
primitka	primitak	Ncmsg
zahtjeva	zahtjev	Ncmpg
,	,	Z

4.	4.	Mdo
nadležni	nadležan	Agpmsayn
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

5.	5.	Mdo
vrsta	vrsta	Ncfsn
socijalne	socijalan	Agpfsgy
usluge	usluga	Ncfsg
,	,	Z

6.	6.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
rješenja	rješenje	Ncnsg
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

7.	7.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

8.	8.	Mdo
datum	datum	Ncmsan
završetka	završetak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
.	.	Z

Članak	članak	Ncmsn
37.	37.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Dosje	dosje	Ncnsn
korisnika	korisnik	Ncmpg
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
osobnog	osoban	Agpmsgy
lista	list	Ncmsg
korisnika	korisnik	Ncmpg
,	,	Z
dokumentacije	dokumentacija	Ncfsg
koju	koji	Pi-fsa
pružatelju	pružatelj	Ncmsl
usluge	usluga	Ncfsg
dostavlja	dostavljati	Vmr3s
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
prije	prije	Sg
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
i	i	Cc
dokumentacije	dokumentacija	Ncfsg
koju	koji	Pi-fsa
vodi	voditi	Vmr3s
pružatelj	pružatelj	Ncmsn
usluge	usluga	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osobni	osoban	Agpmsny
list	list	Ncmsn
korisnika	korisnik	Ncmpg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
osnovne	osnovan	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
korisniku	korisnik	Ncmsl
i	i	Cc
usluzi	usluga	Ncfsl
:	:	Z

1.	1.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa

