5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
mentor	mentor	Ncmsn
može	moći	Vmr3s
biti	biti	Van
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
specijalist	specijalist	Ncmsn
kliničke	klinički	Agpfsgy
farmakologije	farmakologija	Ncfsg
s	sa	Si
toksikologijom	toksikologija	Ncfsi
.	.	Z
«	«	Z
.	.	Z

U	u	Sl
Prilogu	prilog	Ncmsl
I.	I.	Pi-msg
Pravilnika	pravilnik	Ncmsg
o	o	Sl
izmjenama	izmjena	Ncfpl
i	i	Cc
dopunama	dopuna	Ncfpl
Pravilnika	pravilnik	Ncmsg
o	o	Sl
specijalističkom	specijalistički	Agpnsly
usavršavanju	usavršavanje	Ncnsl
doktora	doktor	Ncmpg
medicine	medicina	Ncfsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
139/2014	139/2014	Mds
)	)	Z
u	u	Sl
točki	točka	Ncfsl
:	:	Z
»	»	Z
47.	47.	Mdo

Laboratorijska	laboratorijski	Agpfsny
medicina	medicina	Ncfsn
«	«	Z
,	,	Z
kod	kod	Sg
naslova	naslov	Ncmsg
:	:	Z
»	»	Z
Uvjeti	uvjet	Ncmpn
za	za	Sa
ustanovu	ustanova	Ncfsa
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
specijalizacija	specijalizacija	Ncfsn
«	«	Z
ispod	ispod	Sg
alineje	alineja	Ncfsg
:	:	Z
»	»	Z
–	–	Z
odgovarajuću	odgovarajući	Agpfsay
prostoriju	prostorija	Ncfsa
za	za	Sa
sastanke	sastanak	Ncmpa
i	i	Cc
seminare	seminar	Ncmpa
koja	koji	Pi-fsn
je	biti	Var3s
dostupna	dostupan	Agpfsny
za	za	Sa
edukaciju	edukacija	Ncfsa
liječnika	liječnik	Ncmpg
na	na	Sl
specijalizaciji	specijalizacija	Ncfsl
.	.	Z
«	«	Z
,	,	Z
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
nova	nov	Agpfsny
alineja	alineja	Ncfsn
koja	koji	Pi-fsn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
–	–	Z
iznimno	iznimno	Rgp
,	,	Z
dok	dok	Cs
se	sebe	Px--sa
ne	ne	Qz
steknu	steći	Vmr3p
uvjeti	uvjet	Ncmpn
u	u	Sl
pogledu	pogled	Ncmsl
dovoljnog	dovoljan	Agpmsgy
broja	broj	Ncmsg
doktora	doktor	Ncmpg
medicine	medicina	Ncfsg
specijalista	specijalist	Ncmpg
laboratorijske	laboratorijski	Agpfsgy
medicine	medicina	Ncfsg
,	,	Z
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
specijalizacija	specijalizacija	Ncfsn
,	,	Z
obvezu	obveza	Ncfsa
glavnog	glavni	Agpmsgy
mentora	mentor	Ncmsg
preuzima	preuzimati	Vmr3s
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
s	sa	Si
višegodišnjim	višegodišnji	Agpnsiy
iskustvom	iskustvo	Ncnsi
od	od	Sg
deset	deset	Mlc
godina	godina	Ncfpg
,	,	Z
a	a	Cc
obvezu	obveza	Ncfsa
mentora	mentor	Ncmpg
preuzima	preuzimati	Vmr3s
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
s	sa	Si
dokazom	dokaz	Ncmsi
višegodišnjeg	višegodišnji	Agpnsgy
iskustva	iskustvo	Ncnsg
najmanje	malo	Rgs
pet	pet	Mlc
godina	godina	Ncfpg
,	,	Z
stručnog	stručan	Agpnsgy
,	,	Z
nastavnog	nastavni	Agpmsgy
i	i	Cc
znanstvenog	znanstven	Agpmsgy
rada	rad	Ncmsg
na	na	Sl
poslovima	posao	Ncmpl
i	i	Cc
djelatnostima	djelatnost	Ncfpl
jednog	jedan	Mlcmsay
ili	ili	Cc
više	mnogo	Rgc
područja	područje	Ncnsg
laboratorijske	laboratorijski	Agpfsgy
medicine	medicina	Ncfsg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
12.	12.	Mdo

U	u	Sl
Prilogu	prilog	Ncmsl
V.	V.	Pi-msg
Pravilnika	pravilnik	Ncmsg
o	o	Sl
izmjenama	izmjena	Ncfpl
i	i	Cc
dopunama	dopuna	Ncfpl
Pravilnika	pravilnik	Ncmsg
o	o	Sl
specijalističkom	specijalistički	Agpnsly
usavršavanju	usavršavanje	Ncnsl
doktora	doktor	Ncmpg
medicine	medicina	Ncfsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
139/2014	139/2014	Mds
)	)	Z
riječi	riječ	Ncfpa
:	:	Z
»	»	Z
inspekcijski	inspekcijski	Agpmsny
posjet	posjet	Ncmsn
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
stručni	stručan	Agpmsny
posjet	posjet	Ncmsn
«	«	Z
u	u	Sl
odgovarajućem	odgovarajući	Agpmsly
padežu	padež	Ncmsl
.	.	Z

Članak	članak	Ncmsn
13.	13.	Mdo

U	u	Sl
članku	članak	Ncmsl
38.	38.	Mdo

Pravilnika	pravilnik	Ncmpg
u	u	Sl
stavku	stavak	Ncmsl
2.	2.	Mdo
,	,	Z
u	u	Sl
programu	program	Ncmsl
užih	uzak	Agcfpgy
specijalizacija	specijalizacija	Ncfpg
Priloga	Prili	Npmsg
I.	I.	Mro
Pravilnika	pravilnik	Ncmsg
o	o	Sl
specijalističkom	specijalistički	Agpnsly
usavršavanju	usavršavanje	Ncnsl
doktora	doktor	Ncmpg
medicine	medicina	Ncfsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
111/2009	111/2009	Mds
)	)	Z
u	u	Sl
točki	točka	Ncfsl
»	»	Z
10.	10.	Mdo

Naziv	naziv	Ncmsn
specijalizacije	specijalizacija	Ncfsg
:	:	Z
PEDIJATRIJA	pedijatrija	Ncfsn
«	«	Z
,	,	Z
točke	točka	Ncfpa
d	d	Pi-fpn
)	)	Z
,	,	Z
f	f	Npmsn
)	)	Z
,	,	Z
i	i	Cc
)	)	Z
i	i	Cc
k	k	Ncfpn
)	)	Z
ispod	ispod	Sg
naslova	naslov	Ncmsg
:	:	Z
»	»	Z
UŽE	uže	Ncnsn
SPECIJALIZACIJE	specijalizacija	Ncfsg
PEDIJATRIJE	pedijatrija	Ncfsg
JESU	biti	Var3p
:	:	Z
«	a	Ncfpn
mijenjaju	mijenjati	Vmr3p
se	sebe	Px--sa
i	i	Cc
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
d	d	X
)	)	Z
Pedijatrijska	pedijatrijski	Agpfsny
gastroeneterologija	gastroeneterologija	Ncfsn
,	,	Z
hepatologija	hepatologija	Ncfsn
i	i	Cc
prehrana	prehrana	Ncfsn
«	«	Z

»	»	Z
f	f	X
)	)	Z
Pedijatrijska	pedijatrijski	Agpfsny
endokrinologija	endokrinologija	Ncfsn
i	i	Cc
dijabetologija	dijabetologija	Ncfsn
«	«	Z

»	»	Z
i	i	Cc
)	)	Z
Bolesti	bolest	Ncfpn
metabolizma	metabolizam	Ncmsg
u	u	Sl
pedijatriji	pedijatrija	Ncfsl
«	«	Z

»	»	Z
k	k	X
)	)	Z
Pedijatrijska	pedijatrijski	Agpfsny
hitna	hitan	Agpfsny
i	i	Cc
intenzivna	intenzivan	Agpfsny
medicina	medicina	Ncfsn
«	«	Z
.	.	Z

Iza	iza	Sg
točke	točka	Ncfsg
:	:	Z
»	»	Z
l	l	Y
)	)	Z
Pedijatrijska	pedijatrijski	Agpfsny
reumatologija	reumatologija	Ncfsn
«	«	Z
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
točka	točka	Ncfsn
m	m	Npfsn
)	)	Z
,	,	Z
koja	koji	Pi-fsn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
m	m	X
)	)	Z
Pedijatrijska	pedijatrijski	Agpfsny
klinička	klinički	Agpfsny
farmakologija	farmakologija	Ncfsn
i	i	Cc
toksikologija	toksikologija	Ncfsn
.	.	Z
«	«	Z
.	.	Z

U	u	Sl
točki	točka	Ncfsl
:	:	Z
»	»	Z
a	a	Cc
)	)	Z
Pedijatrijska	pedijatrijski	Agpfsny
kardiologija	kardiologija	Ncfsn
«	«	Z
ispod	ispod	Sg
naslova	naslov	Ncmsg
:	:	Z
»	»	Z
Uvjeti	uvjet	Ncmpn
za	za	Sa
ustanovu	ustanova	Ncfsa
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
uža	uzak	Agcfsny
specijalizacija	specijalizacija	Ncfsn
«	«	Z
iza	iza	Sg
riječi	riječ	Ncfpg
:	:	Z
»	»	Z
10	10	Mdc
godina	godina	Ncfpg
staža	staž	Ncmsg
uže	uzak	Agcfsgy
specijalizacije	specijalizacija	Ncfsg
.	.	Z
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z

»	»	Z
Ustanova	ustanova	Ncfsn
mora	morati	Vmr3s
imati	imati	Vmn
:	:	Z
1.	1.	Mdo
stacionar	stacionar	Ncmsan
s	sa	Si
najmanje	malo	Rgs
15	15	Mdc
postelja	postelja	Ncfpg
,	,	Z
2.	2.	Mdo
neonatologiju	neonatologija	Ncfsa
koja	koji	Pi-fsn
može	moći	Vmr3s
zbrinjavati	zbrinjavati	Vmn
novorođenčad	novorođenče	Ncmsan
s	sa	Si
prirođenim	prirođen	Agpfpiy
srčanim	srčan	Agpfpiy
greškama	greška	Ncfpi
3.	3.	Mdo
jedinicu	jedinica	Ncfsa
za	za	Sa
intenzivno	intenzivan	Agpnsay
liječenje	liječenje	Ncnsa
koja	koji	Pi-fsn
je	biti	Var3s
u	u	Sl
stanju	stanje	Ncnsl
zbrinjavati	zbrinjavati	Vmn
djecu	dijete	Ncnpa
poslije	poslije	Sg
operacije	operacija	Ncfsg
na	na	Sl
srcu	srce	Ncnsl
,	,	Z
4.	4.	Mdo
laboratorijsku	laboratorijski	Agpfsay
dijagnostiku	dijagnostika	Ncfsa
za	za	Sa
zbrinjavanje	zbrinjavanje	Ncnsa
svih	sav	Agpfpgy
srčanih	srčan	Agpfpgy
bolesti	bolest	Ncfpg
djece	dijete	Ncnpg
:	:	Z
EKG	EKG	Npmsn
,	,	Z
24-satni	24-satan	Agpmsny
EKG	EKG	Npmsn
,	,	Z
24-satni	24-satan	Agpmsny
monitoring	monitoring	Ncmsn
krvnog	krvni	Agpmsgy
tlaka	tlak	Ncmsg
,	,	Z
transtorakalni	transtorakalna	Ncfsl
i	i	Cc
transezofagijski	transezofagijski	Agpmsayn
ultrazvuk	ultrazvuk	Ncmsan
srca	srce	Ncnsg
,	,	Z
ergospirometrijski	ergospirometrijski	Agpmsayn
