marginaliziranih	marginalizirati	Agpfpgy
zajednica	zajednica	Ncfpg
,	,	Z
uključujući	uključivati	Rr
provedbom	provedba	Ncfsi
Garancije	garancija	Ncfsg
za	za	Sa
mlade	mlad	Agpmpay
8.	8.	Mdo
ii	ii	Mrc
.	.	Z
1	1	Mdc
(	(	Z
YEI	YEI	Npmsn
)	)	Z
Povećanje	povećanje	Ncnsn
zapošljavanja	zapošljavanje	Ncnsg
i	i	Cc
brze	brz	Agpfsgy
integracije	integracija	Ncfsg
NEET	neei	Agpfsgy
skupine	skupina	Ncfsg
kroz	kroz	Sa
Inicijativu	inicijativa	Ncfsa
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
mladih	mlad	Agpmpgy
na	na	Sa
tržište	tržište	Ncnsa
rada	rad	Ncmsg
Ministarstvo	ministarstvo	Ncnsn
rada	rad	Ncmsg
i	i	Cc
mirovinskoga	mirovinski	Agpmsgy
sustava	sustav	Ncmsg
Ministarstvo	ministarstvo	Ncnsn
znanosti	znanost	Ncfsg
,	,	Z
obrazovanja	obrazovanje	Ncnsg
i	i	Cc
sporta	sport	Ncmsg
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
Agencija	agencija	Ncfpg
za	za	Sa
strukovno	strukovni	Agpnsay
obrazovanje	obrazovanje	Ncnsa
i	i	Cc
obrazovanje	obrazovanje	Ncnsa
odraslih	odrastao	Agpfpgy
Modernizacija	modernizacija	Ncfpg
ustanova	ustanova	Ncfpg
tržišta	tržište	Ncnsg
rada	rad	Ncmsg
kao	kao	Cs
što	što	Cs
su	biti	Var3p
javne	javan	Agpfpny
i	i	Cc
privatne	privatan	Agpfpny
službe	služba	Ncfpn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
te	te	Cc
bolja	dobar	Agcfsny
usklađenost	usklađenost	Ncfsn
s	sa	Si
potrebama	potreba	Ncfpi
tržišta	tržište	Ncnsg
rada	rad	Ncmsg
,	,	Z
uključujući	uključivati	Rr
putem	put	Sg
djelovanja	djelovanje	Ncnsg
koja	koji	Pi-npn
povećavaju	povećavati	Vmr3p
transnacionalnu	transnacionalan	Agpfsay
mobilnost	mobilnost	Ncfsa
radne	radni	Agpfsgy
snage	snaga	Ncfsg
,	,	Z
kao	kao	Cs
i	i	Qo
putem	put	Sg
programa	program	Ncmsg
mobilnosti	mobilnost	Ncfsg
,	,	Z
te	te	Cc
bolja	dobar	Agcfsny
suradnja	suradnja	Ncfsn
institucija	institucija	Ncfpg
i	i	Cc
relevantnih	relevantan	Agpmpgy
dionika	dionik	Ncmpg
8.	8.	Mdo
vii	vii	Mrc
.	.	Z
1	i	Agpnsny
Jačanje	jačanje	Ncnsn
kapaciteta	kapacitet	Ncmsg
lokalnih	lokalan	Agpnpgy
partnerstava	partnerstvo	Ncnpg
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
i	i	Cc
povećanje	povećanje	Ncnsa
zaposlenosti	zaposlenost	Ncfsg
najranjivijih	ranjiv	Agsfpgy
skupina	skupina	Ncfpg
na	na	Sl
lokalnim	lokalan	Agpnply
tržištima	tržište	Ncnpl
rada	rad	Ncmsg
Ministarstvo	ministarstvo	Ncnsn
rada	rad	Ncmsg
i	i	Cc
mirovinskoga	mirovinski	Agpmsgy
sustava	sustav	Ncmsg
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
8.	8.	Mdo
vii	vii	Mrc
.	.	Z
2	i	Agpnsny
Povećanje	povećanje	Ncnsn
dostupnosti	dostupnost	Ncfsg
i	i	Cc
kvalitete	kvaliteta	Ncfsg
javno	javno	Rgp
dostupnih	dostupan	Agpfpgy
informacija	informacija	Ncfpg
i	i	Cc
usluga	usluga	Ncfpg
na	na	Sl
tržištu	tržište	Ncnsl
rada	rad	Ncmsg
,	,	Z
uključujući	uključivati	Rr
mjere	mjera	Ncfpa
APZ-a	APZ	Npmsg
2.	2.	Mdo
Socijalno	socijalan	Agpnsny
uključivanje	uključivanje	Ncnsn
Aktivna	aktivan	Agpfsny
uključenost	uključenost	Ncfsn
,	,	Z
uključujući	uključivati	Rr
s	sa	Si
ciljem	cilj	Ncmsi
promicanja	promicanje	Ncnsg
jednakih	jednak	Agpfpgy
mogućnosti	mogućnost	Ncfpg
