vrijednosti	vrijednost	Ncfpa
ugovoreni	ugovoriti	Appmpny
su	biti	Var3p
instrumenti	instrument	Ncmpn
za	za	Sa
osiguranje	osiguranje	Ncnsa
urednog	uredan	Agpnsgy
ispunjenja	ispunjenje	Ncnsg
ugovornih	ugovoran	Agpfpgy
obveza	obveza	Ncfpg
ili	ili	Cc
odredbe	odredba	Ncfpn
o	o	Sl
ugovornoj	ugovoran	Agpfsly
kazni	kazna	Ncfsl
preslike	preslika	Ncfsg
odnosno	odnosno	Rgp
reference	referenca	Ncfsg
ugovora	ugovor	Ncmsg
,	,	Z
navesti	navesti	Vmn
članak	članak	Ncmsan
u	u	Sl
kojem	koji	Pi-msl
stoje	stajati	Vmr3p
odredbe	odredba	Ncfpn
o	o	Sl
instrumentima	instrument	Ncmpl
urednog	uredan	Agpnsgy
ispunjenja	ispunjenje	Ncnsg
ugovornih	ugovoran	Agpfpgy
obveza	obveza	Ncfpg
ili	ili	Cc
odredbe	odredba	Ncfpn
o	o	Sl
ugovornoj	ugovoran	Agpfsly
kazni	kazna	Ncfsl
35.	35.	Mdo

Ugovori	ugovor	Ncmpn
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
zaključeni	zaključiti	Appmpny
su	biti	Var3p
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
uvjetima	uvjet	Ncmpi
određenim	određen	Agpmpiy
u	u	Sl
dokumentaciji	dokumentacija	Ncfsl
za	za	Sa
nadmetanje	nadmetanje	Ncnsa
i	i	Cc
odabranom	odabrati	Agpfsiy
ponudom	ponuda	Ncfsi
preslike	preslika	Ncfsg
odnosno	odnosno	Rgp
reference	referenca	Ncfsg
dokumentacije	dokumentacija	Ncfsg
o	o	Sl
provedenim	provesti	Agpmply
postupcima	postupak	Ncmpl
i	i	Cc
preslike	preslika	Ncfpn
odnosno	odnosno	Rgp
reference	referenca	Ncfsg
ugovora	ugovor	Ncmsg
36.	36.	Mdo

Za	za	Sa
sve	sav	Agpmpay
predmete	predmet	Ncmpa
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
čija	čiji	Pi-fsn
je	biti	Var3s
procijenjena	procijeniti	Appfsny
vrijednost	vrijednost	Ncfsn
jednaka	jednak	Agpfsny
ili	ili	Cc
veća	velik	Agcfsny
od	od	Sg
200.000,00	200.000,00	Mdc
kuna	kuna	Ncfpg
za	za	Sa
nabavu	nabava	Ncfsa
robe	roba	Ncfsg
i	i	Cc
usluga	usluga	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
za	za	Sa
nabavu	nabava	Ncfsa
radova	rad	Ncmpg
jednaka	jednak	Agpfsny
ili	ili	Cc
veća	velik	Agcfsny
od	od	Sg
500.000,00	500.000,00	Mdc
kuna	kuna	Ncfpg
provedeni	provesti	Appmpny
su	biti	Var3p
postupci	postupak	Ncmpn
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
oznake	oznaka	Ncfsg
i	i	Cc
datum	datum	Ncmsan
objave	objava	Ncfsg
37.	37.	Mdo

Za	za	Sa
provedene	provesti	Agpmpay
postupke	postupak	Ncmpa
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
u	u	Sl
Elektroničkom	elektronički	Agpmsly
oglasniku	oglasnik	Ncmsl
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
objavljene	objaviti	Appfpny
su	biti	Var3p
odgovarajuće	odgovarajući	Agpfpny
objave	objava	Ncfpn
sukladno	sukladno	Rgp
Zakonu	Zakon	Npmsd
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
oznake	oznaka	Ncfsg
i	i	Cc
datum	datum	Ncmsan
objave	objava	Ncfsg
38.	38.	Mdo

Na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
(	(	Z
ili	ili	Cc
u	u	Sl
službenim	služben	Agpfply
glasilu	glasilo	Ncnsl
ili	ili	Cc
na	na	Sl
oglasnoj	oglasni	Agpfsly
ploči	ploča	Ncfsl
ili	ili	Cc
na	na	Sa
drugi	drugi	Mlomsan
način	način	Ncmsan
)	)	Z
dostupan	dostupan	Agpmsnn
je	biti	Var3s
popis	popis	Ncmsn
gospodarskih	gospodarski	Agpmpgy
subjekata	subjekt	Ncmpg
s	sa	Si
kojima	koji	Pi-mpi
je	biti	Var3s
obveznik	obveznik	Ncmsn
odnosno	odnosno	Rgp
predstavnik	predstavnik	Ncmsn
naručitelja	naručitelj	Ncmsg
ili	ili	Cc
s	sa	Si
njime	on	Pp3msi
povezane	povezan	Agpfsgy
osobe	osoba	Ncfsg
u	u	Sl
sukobu	sukob	Ncmsl
interesa	interes	Ncmpg
u	u	Sl
smislu	smisao	Ncmsl
propisa	propis	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
adresa	adresa	Ncfpg
internetske	internetski	Agpfsgy
stranice	stranica	Ncfsg
ili	ili	Cc
broj	broj	Ncmsan
i	i	Cc
naziv	naziv	Ncmsan
službenog	služben	Agpnsgy
glasila	glasilo	Ncnsg
ili	ili	Cc
druga	drugi	Mlofsn
oznaka	oznaka	Ncfsn
mjesta	mjesto	Ncnsg
gdje	gdje	Cs
je	biti	Var3s
popis	popis	Ncmsn
objavljen	objaviti	Appmsnn
39.	39.	Mdo

Donesen	donijeti	Appmsnn
je	biti	Var3s
plan	plan	Ncmsn
nabave	nabava	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
adresa	adresa	Ncfpg
internetskih	internetski	Agpfpgy
stranicama	stranica	Ncfpg
gdje	gdje	Cs
je	biti	Var3s
objavljen	objaviti	Appmsnn
