0,25	0,25	Mdc
4.687,50	4.687,50	Mdc
M64Z	M64Z	Pd-mpn
Ostali	ostali	Agpmpny
poremećaji	poremećaj	Ncmpn
muškog	muški	Agpmsgy
spolnog	spolan	Agpmsgy
sustava	sustav	Ncmsg
0,18	0,18	Mdc
3.375,00	3.375,00	Mdc
N01Z	N01Z	Sg
Evisceracija	Evisceraci	Npmsg
zdjelice	zdjelica	Ncfsg
i	i	Cc
radikalna	radikalan	Agpfsny
vulvektomija	vulvektomija	Ncfsn
2,34	2,34	Mdc
43.875,00	43.875,00	Mdc
N02A	n02a	Mlompn
Postupci	postupak	Ncmpn
na	na	Sl
maternici	maternica	Ncfsl
i	i	Cc
adneksima	adneks	Ncmpl
zbog	zbog	Sg
maligne	maligan	Agpfsgy
bolesti	bolest	Ncfsg
jajnika	jajnik	Ncmsg
ili	ili	Cc
adneksa	adneks	Ncmsg
s	sa	Si
KK		Ncmsi
3,02	3,02	Mdc
56.625,00	56.625,00	Mdc
N02B	n02b	Agpmpny
Postupci	postupak	Ncmpn
na	na	Sl
maternici	maternica	Ncfsl
i	i	Cc
adneksima	adneks	Ncmpl
zbog	zbog	Sg
maligne	maligan	Agpfsgy
bolesti	bolest	Ncfsg
jajnika	jajnik	Ncmsg
ili	ili	Cc
adneksa	adneks	Ncmsg
bez	bez	Sg
KK	K	Npmsg
1,66	1,66	Mdc
31.125,00	31.125,00	Mdc
N03A	n03a	Mlompn
Postupci	postupak	Ncmpn
na	na	Sl
maternici	maternica	Ncfsl
i	i	Cc
adneksima	adneks	Ncmpl
zbog	zbog	Sg
maligne	maligan	Agpfsgy
bolesti	bolest	Ncfsg
,	,	Z
osim	osim	Sg
maligne	maligan	Agpfsgy
bolesti	bolest	Ncfsg
jajnika	jajnik	Ncmsg
ili	ili	Cc
adneksa	adneks	Ncmsg
,	,	Z
s	sa	Si
KK		Npmsi
2,6	2,6	Mdc
48.750,00	48.750,00	Mdc
N03B	n03b	Agpmpny
Postupci	postupak	Ncmpn
na	na	Sl
maternici	maternica	Ncfsl
i	i	Cc
adneksima	adneks	Ncmpl
zbog	zbog	Sg
maligne	maligan	Agpfsgy
bolesti	bolest	Ncfsg
,	,	Z
osim	osim	Sg
maligne	maligan	Agpfsgy
bolesti	bolest	Ncfsg
jajnika	jajnik	Ncmsg
ili	ili	Cc
adneksa	adneks	Ncmsg
,	,	Z
bez	bez	Sg
KK	K	Npmsg
1,64	1,64	Mdc
30.750,00	30.750,00	Mdc
N04Z	N04Z	Pi-fsn
Histerektomija	histerektomija	Ncfsn
zbog	zbog	Sg
nemalignih	nemaligan	Agpmpgy
uzroka	uzrok	Ncmpg
1,08	1,08	Mdc
20.250,00	20.250,00	Mdc
N05A	N05	Npmsg
Ovarijektomija	Ovarijektomi	Npmsg
i	i	Cc
složeni	složiti	Appmpny
postupci	postupak	Ncmpn
na	na	Sl
jajovodu	jajovod	Ncmsl
zbog	zbog	Sg
nemalignih	nemaligan	Agpmpgy
uzroka	uzrok	Ncmpg
s	sa	Si
vrlo	vrlo	Rgp
teškim	težak	Agpfpiy
ili	ili	Cc
teškim	težak	Agpmpiy
KK	KK	Npmsan
0,85	0,85	Mdc
