347.	347.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
donosi	donositi	Vmr3s
barem	barem	Rgp
jednu	jedan	Mlcfsa
od	od	Sg
metoda	metoda	Ncfpg
za	za	Sa
upravljanje	upravljanje	Ncnsa
odštetnim	odštetni	Agpmpiy
zahtjevima	zahtjev	Ncmpi
iz	iz	Sg
stavaka	stavak	Ncmpg
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
.	.	Z

Odabirom	odabir	Ncmsi
bilo	bilo	Qo
koje	koji	Pi-fpa
metode	metoda	Ncfpa
interesi	interes	Ncmpn
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
imaju	imati	Vmr3p
pokriće	pokriće	Ncnsa
troškova	trošak	Ncmpg
pravne	pravni	Agpfsgy
zaštite	zaštita	Ncfsg
smatraju	smatrati	Vmr3p
se	sebe	Px--sa
zaštićenim	zaštititi	Appmpdy
na	na	Sa
istovjetan	istovjetan	Agpmsann
način	način	Ncmsan
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člancima	članak	Ncmpi
346.	346.	Mdo
,	,	Z
348.	348.	Mdo
,	,	Z
376.	376.	Mdo
i	i	Cc
377.	377.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
osigurava	osiguravati	Vmr3s
da	da	Cs
niti	niti	Qz
jedan	jedan	Mlcmsn
član	član	Ncmsn
osoblja	osoblje	Ncnsg
kojemu	koji	Pi-msd
je	biti	Var3s
povjereno	povjeriti	Appnsny
upravljanje	upravljanje	Ncnsn
odštetnim	odštetni	Agpmpiy
zahtjevima	zahtjev	Ncmpi
vezanim	vezan	Agpmpiy
uz	uz	Sa
troškove	trošak	Ncmpa
pravne	pravni	Agpfsgy
zaštite	zaštita	Ncfsg
ili	ili	Cc
davanje	davanje	Ncnsa
pravnih	pravni	Agpmpgy
savjeta	savjet	Ncmpg
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
tim	taj	Pd-nsi
zahtjevima	zahtjev	Ncmpi
istodobno	istodobno	Rgp
ne	ne	Qz
obavlja	obavljati	Vmr3s
sličnu	sličan	Agpfsay
djelatnost	djelatnost	Ncfsa
u	u	Sl
drugom	drugi	Mlonsl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsn
je	biti	Var3s
financijski	financijski	Agpmsny
,	,	Z
poslovno	poslovno	Rgp
ili	ili	Cc
u	u	Sl
pravnom	pravni	Agpmsly
smislu	smisao	Ncmsl
povezano	povezati	Appnsny
