lučka	lučki	Agpfsny
kapetanija	kapetanija	Ncfsn
,	,	Z

3.	3.	Mdo
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnost	sigurnost	Ncfsa
na	na	Sl
radu	rad	Ncmsl
i	i	Cc

4.	4.	Mdo
ministarstvo	ministarstvo	Ncnsa
nadležno	nadležan	Agpnsay
za	za	Sa
unutarnju	unutarnji	Agpfsay
plovidbu	plovidba	Ncfsa
.	.	Z

Članak	članak	Ncmsn
25.	25.	Mdo

Ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
za	za	Sa
rad	rad	Ncmsan
na	na	Sl
plovilu	plovilo	Ncnsl
u	u	Sl
svojstvu	svojstvo	Ncnsl
člana	član	Ncmsg
posade	posada	Ncfsg
upisuje	upisivati	Vmr3s
se	sebe	Px--sa
u	u	Sa
»	»	Z
Svjedodžbu	svjedodžba	Ncfsa
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
člana	član	Ncmsg
posade	posada	Ncfsg
plovila	ploviti	Vmp-sf
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
«	«	Z
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
zapovjednika	zapovjednik	Ncmpg
plovila	ploviti	Vmp-sf
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
upisuje	upisivati	Vmr3s
se	sebe	Px--sa
u	u	Sa
»	»	Z
Svjedodžbu	svjedodžba	Ncfsa
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
zapovjednika	zapovjednik	Ncmpg
plovila	ploviti	Vmp-sf
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
«	«	Z
koje	koji	Pi-fpn
izdaju	izdati	Vmr3p
zdravstvena	zdravstven	Agpfsny
ustanova	ustanova	Ncfsn
,	,	Z
trgovačka	trgovački	Agpfsny
društva	društvo	Ncnsg
ili	ili	Cc
specijalističke	specijalistički	Agpfsgy
ordinacije	ordinacija	Ncfsg
medicine	medicina	Ncfsg
rada	rad	Ncmsg
za	za	Sa
zdravstvene	zdravstven	Agpmpay
preglede	pregled	Ncmpa
ovlaštene	ovlašten	Agpfsgy
za	za	Sa
pregled	pregled	Ncmsan
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
.	.	Z

Obrazac	obrazac	Ncmsn
»	»	Z
Svjedodžbe	svjedodžba	Ncfpn
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
člana	član	Ncmsg
posade	posada	Ncfsg
plovila	ploviti	Vmp-sf
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
«	«	Z
,	,	Z
tiskan	tiskati	Appmsnn
je	biti	Var3s
u	u	Sl
Prilogu	prilog	Ncmsl
II	ii	Mrc
.	.	Z
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
čini	činiti	Vmr3s
njegov	njegov	Ps3msn
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
,	,	Z
a	a	Cc
obrazac	obrazac	Ncmsn
»	»	Z
Svjedodžbe	svjedodžba	Ncfsg
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
zapovjednika	zapovjednik	Ncmpg
plovila	ploviti	Vmp-sf
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
«	«	Z
tiskan	tiskati	Appmsnn
je	biti	Var3s
u	u	Sl
Prilogu	prilog	Ncmsl
IV	IV	Mrc
.	.	Z
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
čini	činiti	Vmr3s
njegov	njegov	Ps3msn
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
.	.	Z

Primjedbe	primjedba	Ncfpn
od	od	Sg
posebne	poseban	Agpfsgy
važnosti	važnost	Ncfsg
(	(	Z
npr.	npr.	Y
alergija	alergija	Ncfsn
na	na	Sa
određene	određen	Agpmpay
lijekove	lijek	Ncmpa
ili	ili	Cc
drugo	drugi	Mlonsn
)	)	Z
unose	unositi	Vmr3p
se	sebe	Px--sa
u	u	Sa
brodarsku	brodarski	Agpfsay
knjižicu	knjižica	Ncfsa
.	.	Z

Svjedodžbe	svjedodžba	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
imaju	imati	Vmr3p
valjanost	valjanost	Ncfsa
do	do	Sg
50.	50.	Mdo
godine	godina	Ncfsg
života	život	Ncmsg
člana	član	Ncmsg
posade	posada	Ncfsg
plovila	ploviti	Vmp-sf
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
osim	osim	Cs
ako	ako	Cs
nije	biti	Var3s
određen	odrediti	Appmsnn
kraći	kratak	Agcmsny
rok	rok	Ncmsn
valjanosti	valjanost	Ncfsg
svjedodžbe	svjedodžba	Ncfsg
,	,	Z
koji	koji	Pi-msn
se	sebe	Px--sa
upisuje	upisivati	Vmr3s
u	u	Sa
svjedodžbu	svjedodžba	Ncfsa
.	.	Z

Članak	članak	Ncmsn
26.	26.	Mdo

U	u	Sl
ovlaštenoj	ovlašten	Agpfsly
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
,	,	Z
trgovačkom	trgovački	Agpnsly
društvu	društvo	Ncnsl
ili	ili	Cc
specijalističkoj	specijalistički	Agpfsly
ordinaciji	ordinacija	Ncfsl
medicine	medicina	Ncfsg
rada	rad	Ncmsg
vode	voda	Ncfsg
se	sebe	Px--sa
i	i	Cc
pohranjuju	pohranjivati	Vmr3p
kartoni	karton	Ncmpn
zdravstvenog	zdravstven	Agpmsgy
pregleda	pregled	Ncmsg
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
.	.	Z

Obrazac	obrazac	Ncmsn
kartona	karton	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
tiskan	tiskati	Appmsnn
je	biti	Var3s
u	u	Sl
Prilogu	prilog	Ncmsl
III	III	Mrc
.	.	Z
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
čini	činiti	Vmr3s
njegov	njegov	Ps3msn
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
.	.	Z

Ovjerena	ovjeriti	Appfsny
preslika	preslika	Ncfsn
svjedodžbi	svjedodžba	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
25.	25.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
pohranjuje	pohranjivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
kartonu	karton	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Članak	članak	Ncmsn
27.	27.	Mdo

Medicinsku	medicinski	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
26.	26.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
na	na	Sl
temelju	temelj	Ncmsl
koje	koji	Pi-fpa
je	biti	Var3s
dana	dan	Agpfsny
ocjena	ocjena	Ncfsn
iz	iz	Sg
članka	članak	Ncmsg
24.	24.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
ovlaštena	ovlastiti	Appfsny
zdravstvena	zdravstven	Agpfsny
