Pravilnika	pravilnik	Ncmsg
prvi	prvi	Mlomsan
puta	puta	Rgp
dostaviti	dostaviti	Vmn
Agenciji	agencija	Ncfsl
sa	sa	Si
stanjem	stanje	Ncnsi
na	na	Sa
dan	dan	Ncmsan
30.	30.	Mdo
rujna	rujan	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
011	011	Mdc
-	-	Z
02/15	02/15	Mdc
-	-	Z
06/01	06/01	Mdc

Urbroj	urbroj	Ncmsn
:	:	Z
326	326	Mdc
-	-	Z
01	01	Mdc
-	-	Z
550	550	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc

Zagreb	Zagreb	Npmsn
,	,	Z
23.	23.	Mdo
siječnja	siječanj	Ncmsg
2015.	2015.	Mdo

Predsjednik	predsjednik	Ncmsn
Upravnog	upravan	Agpnsgy
vijeća	vijeće	Ncnsg
Petar-Pierre	Petar-Pierra	Npfsg
Matek	Matek	Npfsg
,	,	Z
v.	v.	Y
r.	r.	Y

Prilog	prilog	Ncmsn
broj	broj	Ncmsn
1.	1.	Mdo

IZVJEŠTAJ	izvještaj	Ncmsn
O	o	Sl
IZRAČUNU	izračun	Ncmsl
KAPITALA	kapital	Ncmsg
FAKTORING	faktoring	Ncmsn
DRUŠTVA	društvo	Ncnsg
–	–	Z
IIKFD	IIKFD	Npmsn

Prilog	prilog	Ncmsn
broj	broj	Ncmsn
2.	2.	Mdo

UPUTA	uputa	Ncfsn
ZA	za	Sa
IZRAČUN	izračun	Ncmsan
KAPITALA	kapital	Ncmsg
FAKTORING	faktoring	Ncmsn
DRUŠTVA	društvo	Ncnsg

Ovom	ovaj	Pd-fsi
Uputom	uputa	Ncfsi
pobliže	pobliži	Agpnsny
se	sebe	Px--sa
propisuje	propisivati	Vmr3s
sadržaj	sadržaj	Ncmsn
i	i	Cc
oblik	oblik	Ncmsan
izvještaja	izvještaj	Ncmsg
o	o	Sl
izračunu	izračun	Ncmsl
kapitala	kapital	Ncmsg
te	te	Cc
način	način	Ncmsan
sastavljanja	sastavljanje	Ncnsg
i	i	Cc
popunjavanja	popunjavanje	Ncnsg
izvještaja	izvještaj	Ncmsg
o	o	Sl
izračunu	izračun	Ncmsl
kapitala	kapital	Ncmsg
koje	koji	Pi-mpa
je	biti	Var3s
faktoring	faktoring	Ncmsn
društvo	društvo	Ncnsn
dužno	dužan	Agpnsny
dostavljati	dostavljati	Vmn
Agenciji	agencija	Ncfsd
.	.	Z

Pozicije	pozicija	Ncfpn
od	od	Sg
1.	1.	Mdo
do	do	Sg
12.	12.	Mdo
odnose	odnositi	Vmr3p
se	sebe	Px--sa
na	na	Sa
stavke	stavka	Ncfpa
kapitala	kapital	Ncmpg
koje	koji	Pi-mpa
s	sa	Si
pozitivnim	pozitivan	Agpfpiy
ili	ili	Cc
s	sa	Si
negativnim	negativan	Agpmsiy
predznakom	predznak	Ncmsi
čine	činiti	Vmr3p
kapital	kapital	Ncmsan
faktoring	faktoring	Ncmsan
društva	društvo	Ncnsg
.	.	Z

1.	1.	Mdo
Temeljni	temeljan	Agpmsny
kapital	kapital	Ncmsn
:	:	Z

1.1.	1.1.	Mdo

Uplaćeni	uplatiti	Appmpny
poslovni	poslovan	Agpmpny
udjeli	udjel	Ncmpn
:	:	Z
za	za	Sa
faktoring	faktoring	Ncmsan
društvo	društvo	Ncnsa
osnovano	osnovati	Appnsny
kao	kao	Cs
društvo	društvo	Ncnsn
s	sa	Si
ograničenom	ograničiti	Agpfsiy
odgovornošću	odgovornost	Ncfsi
upisati	upisati	Vmn
nominalnu	nominalan	Agpfsay
vrijednost	vrijednost	Ncfsa
uplaćenog	uplatiti	Agpnsgy
i	i	Cc
upisanog	upisati	Agpmsgy
poslovnog	poslovan	Agpmsgy
udjela	udjel	Ncmsg
koji	koji	Pi-msn
čini	činiti	Vmr3s
temeljni	temeljan	Agpmsayn
kapital	kapital	Ncmsan
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
.	.	Z

1.2.	1.2.	Mdo

Uplaćene	uplatiti	Appfpny
redovne	redovan	Agpfpny
dionice	dionica	Ncfpn
:	:	Z
za	za	Sa
faktoring	faktoring	Ncmsan
društvo	društvo	Ncnsa
osnovano	osnovati	Appnsny
kao	kao	Cs
dioničko	dionički	Agpnsny
društvo	društvo	Ncnsn
upisati	upisati	Vmn
nominalnu	nominalan	Agpfsay
vrijednost	vrijednost	Ncfsa
uplaćenih	uplatiti	Appmpgy
i	i	Cc
upisanih	upisati	Agpfpgy
redovnih	redovan	Agpfpgy
dionica	dionica	Ncfpg
koje	koji	Pi-fpn
čine	činiti	Vmr3p
temeljni	temeljan	Agpmsayn
kapital	kapital	Ncmsan
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
,	,	Z

1.3.	1.3.	Mdo

Uplaćene	uplatiti	Appfpny
nekumulativne	nekumulativan	Agpfpny
povlaštene	povlašten	Agpfpny
dionice	dionica	Ncfpn
:	:	Z
za	za	Sa
faktoring	faktoring	Ncmsan
društvo	društvo	Ncnsa
osnovano	osnovati	Appnsny
kao	kao	Cs
dioničko	dionički	Agpnsny
društvo	društvo	Ncnsn
upisati	upisati	Vmn
nominalnu	nominalan	Agpfsay
vrijednost	vrijednost	Ncfsa
uplaćenih	uplatiti	Appfpgy
(	(	Z
i	i	Cc
upisanih	upisati	Agpmpgy
)	)	Z
nekumulativnih	nekumulativan	Agpfpgy
povlaštenih	povlašten	Agpfpgy
dionica	dionica	Ncfpg
koje	koji	Pi-fpn
čine	činiti	Vmr3p
kapital	kapital	Ncmsan
faktoring	faktoring	Ncmsan
društva	društvo	Ncnsg
.	.	Z

2.	2.	Mdo
Rezerve	rezerva	Ncfsg
formirane	formirati	Appfsgy
iz	iz	Sg
dobiti	dobit	Ncfsg
nakon	nakon	Sg
oporezivanja	oporezivanje	Ncnsg
:	:	Z
upisati	upisati	Vmn
matematički	matematički	Agpmsny
zbroj	zbroj	Ncmsn
rezervi	rezerva	Ncfsg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
:	:	Z

2.1.	2.1.	Mds
zakonske	zakonski	Agpfsgy
rezerve	rezerva	Ncfsg
–	–	Z
iznos	iznos	Ncmsan
neto	neto	Agpfsgy
dobiti	dobit	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
raspoređen	rasporediti	Appmsnn
u	u	Sa
ovu	ovaj	Pd-fsa
vrstu	vrsta	Ncfsa
rezervi	rezerva	Ncfsl
uvažavajući	uvažavati	Rr
odredbe	odredba	Ncfpa
članaka	članak	Ncmpg
220.	220.	Mdo
i	i	Cc
222.	222.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
(	(	Z
ukoliko	ukoliko	Cs
je	biti	Var3s
faktoring	faktoring	Ncmsn
društvo	društvo	Ncnsn
ustrojeno	ustrojiti	Appnsny
kao	kao	Cs
dioničko	dionički	Agpnsny
društvo	društvo	Ncnsn
)	)	Z
,	,	Z

2.2.	2.2.	Mds
statutarne	statutaran	Agpfsgy
rezerve	rezerva	Ncfsg
ili	ili	Cc
rezerve	rezerva	Ncfsg
predviđene	predvidjeti	Appfsgy
društvenim	društven	Agpmsiy
ugovorom	ugovor	Ncmsi
–	–	Z
iznos	iznos	Ncmsan
neto	neto	Agpfsgy
dobiti	dobit	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
raspoređen	rasporediti	Appmsnn
u	u	Sa
rezerve	rezerva	Ncfpa
sukladno	sukladno	Rgp
statutu	statut	Ncmsl
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
uvažavajući	uvažavati	Rr
odredbe	odredba	Ncfpa
članaka	članak	Ncmpg
220.	220.	Mdo
i	i	Cc
222.	222.	Mdo
a	a	Cc
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
ili	ili	Cc
društvenom	društven	Agpmsly
ugovoru	ugovor	Ncmsl
uvažavajući	uvažavati	Rr
odredbu	odredba	Ncfsa
članka	članak	Ncmsg
406.	406.	Mdo
a	a	Cc
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
,	,	Z

2.3.	2.3.	Mdo
rezerve	rezerva	Ncfsg
za	za	Sa
otkup	otkup	Ncmsan
vlastitih	vlastit	Agpfpgy
dionica	dionica	Ncfpg
ili	ili	Cc
rezerve	rezerva	Ncfsg
za	za	Sa
vlastite	vlastit	Agpmpay
poslovne	poslovan	Agpmpay
udjele	udjel	Ncmpa
–	–	Z
iznos	iznos	Ncmsan
neto	neto	Agpfsgy
dobiti	dobit	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
raspoređen	rasporediti	Appmsnn
u	u	Sa
rezerve	rezerva	Ncfpa
uvažavajući	uvažavati	Rr
odredbe	odredba	Ncfpa
članaka	članak	Ncmpg
220.	220.	Mdo
i	i	Cc
222	222	Mdc
a.	a.	Y
Zakona	Zakon	Npmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
ili	ili	Cc
odredbu	odredba	Ncfsa
članka	članak	Ncmsg
406.	406.	Mdo
a	a	Cc
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
,	,	Z

2.4.	2.4.	Mds
ostale	ostali	Agpfsgy
rezerve	rezerva	Ncfsg
–	–	Z
iznos	iznos	Ncmsan
neto	neto	Agpfsgy
dobiti	dobit	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
raspoređen	rasporediti	Appmsnn
u	u	Sa
rezerve	rezerva	Ncfpa
formirane	formiran	Agpfpay
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
220.	220.	Mdo
i	i	Cc
222	222	Mdc
a.	a.	Y
Zakona	Zakon	Npmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
ili	ili	Cc
odredbi	odredba	Ncfsl
članka	članak	Ncmsg
406.	406.	Mdo
a	a	Cc
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
.	.	Z

3.	3.	Mdo
Rezerve	rezerva	Ncfsg
kapitala	kapital	Ncmsg
:	:	Z
upisati	upisati	Vmn
dio	dio	Ncmsan
uplaćenog	uplatiti	Agpmsgy
iznosa	iznos	Ncmsg
za	za	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
izdaju	izdati	Vmr3p
dionice	dionica	Ncfpa
koji	koji	Pi-msn
prelazi	prelaziti	Vmr3s
nominalnu	nominalan	Agpfsay
vrijednost	vrijednost	Ncfsa
dionica	dionica	Ncfpg
(	(	Z
redovne	redovan	Agpfpny
i	i	Cc
nekumulativne	nekumulativan	Agpfpay
povlaštene	povlašten	Agpfpay
)	)	Z
,	,	Z
a	a	Cc
ako	ako	Cs
su	biti	Var3p
predmetne	predmetni	Agpfpny
dionice	dionica	Ncfpn
izdane	izdati	Appfpny
bez	bez	Sg
nominalne	nominalan	Agpfsgy
vrijednosti	vrijednost	Ncfsg
upisuje	upisivati	Vmr3s
se	sebe	Px--sa
onaj	onaj	Pd-msn
iznos	iznos	Ncmsn
koji	koji	Pi-msn
prelazi	prelaziti	Vmr3s
knjigovodstveni	knjigovodstven	Agpmsayn
iznos	iznos	Ncmsan
temeljnog	temeljan	Agpmsgy
kapitala	kapital	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
navedene	naveden	Agpmpay
rodove	rod	Ncmpa
dionica	dionica	Ncfpg
(	(	Z
ukoliko	ukoliko	Cs
je	biti	Var3s
faktoring	faktoring	Ncmsn
društvo	društvo	Ncnsn
ustrojeno	ustrojiti	Appnsny
kao	kao	Cs
dioničko	dionički	Agpnsny
društvo	društvo	Ncnsn
)	)	Z
.	.	Z

Upisati	upisati	Vmn
dio	dio	Ncmsan
uplaćenih	uplatiti	Appmpgy
iznosa	iznos	Ncmpg
za	za	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
izdaju	izdati	Vmr3p
poslovni	poslovan	Agpmpny
udjeli	udjel	Ncmpn
koji	koji	Pi-msn
prelazi	prelaziti	Vmr3s
nominalne	nominalan	Agpmpay
iznose	iznos	Ncmpa
udjela	udjel	Ncmsg
(	(	Z
ukoliko	ukoliko	Cs
je	biti	Var3s
faktoring	faktoring	Ncmsn
društvo	društvo	Ncnsn
ustrojeno	ustrojiti	Appnsny
kao	kao	Cs
društvo	društvo	Ncnsn
s	sa	Si
ograničenom	ograničiti	Agpfsiy
odgovornošću	odgovornost	Ncfsi
)	)	Z
.	.	Z

Rezerve	rezerva	Ncfpn
kapitala	kapital	Ncmsg
obuhvaćaju	obuhvaćati	Vmr3p
i	i	Cc
dodatne	dodatan	Agpfpay
uplate	uplata	Ncfpa
članova	član	Ncmpg
ili	ili	Cc
dioničara	dioničar	Ncmpg
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
u	u	Sa
kapital	kapital	Ncmsan
(	(	Z
članak	članak	Ncmsn
222.	222.	Mdo
(	(	Z
406.	406.	Mdo
a	a	Cc
)	)	Z
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
)	)	Z
.	.	Z

4.	4.	Mdo
Zadržana	zadržati	Appfsny
dobit	dobit	Ncfsn
:	:	Z
upisati	upisati	Vmn
iznos	iznos	Ncmsan
zadržane	zadržati	Agpfsgy
dobiti	dobit	Ncfsg
prethodnih	prethodan	Agpfpgy
godina	godina	Ncfpg
,	,	Z
iskazane	iskazati	Appfpny
u	u	Sl
financijskom	financijski	Agpmsly
izvještaju	izvještaj	Ncmsl
,	,	Z
koja	koji	Pi-fsn
je	biti	Var3s
utvrđena	utvrditi	Appfsny
na	na	Sl
osnovi	osnova	Ncfsl
revidiranih	revidirati	Agpmpgy
godišnjih	godišnji	Agpmpgy
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
(	(	Z
neopterećena	neopterećen	Agpfsny
bilo	biti	Vap-sn
kojim	koji	Pi-fpi
budućim	budući	Agpfpiy
obvezama	obveza	Ncfpi
)	)	Z
i	i	Cc
usvojena	usvojiti	Appfsny
od	od	Sg
članova	član	Ncmpg
ili	ili	Cc
dioničara	dioničar	Ncmpg
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
raspoređena	rasporediti	Appfsny
sukladno	sukladan	Agpnsny
odluci	odluka	Ncfsl
glavne	glavni	Agpfsgy
skupštine	skupština	Ncfsg
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
.	.	Z

U	u	Sl
financijskim	financijski	Agpmply
izvještajima	izvještaj	Ncmpl
za	za	Sa
prvo	prvi	Mlonsa
tromjesečje	tromjesečje	Ncnsa
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
faktoring	faktoring	Ncmsn
društvo	društvo	Ncnsn
može	moći	Vmr3s
uključiti	uključiti	Vmn
i	i	Qo
dio	dio	Ncmsan
dobitka	dobitak	Ncmsg
iz	iz	Sg
prethodne	prethodan	Agpfsgy
godine	godina	Ncfsg
(	(	Z
stavka	stavka	Ncfsn
dobit	dobit	Ncfsn
prethodne	prethodan	Agpfsgy
godine	godina	Ncfsg
)	)	Z
ako	ako	Cs
je	biti	Var3s
faktoring	faktoring	Ncmsn
društvo	društvo	Ncnsn
odlučilo	odlučiti	Vmp-sn
ovaj	ovaj	Pd-msan
dio	dio	Ncmsan
dobiti	dobiti	Vmn
zadržati	zadržati	Vmn
uz	uz	Sa
odobrenje	odobrenje	Ncnsa
odluke	odluka	Ncfsg
od	od	Sg
strane	strana	Ncfsg
članova	član	Ncmpg
ili	ili	Cc
dioničara	dioničar	Ncmpg
ili	ili	Cc
nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
faktoring	faktoring	Ncmsan
društva	društvo	Ncnsg
.	.	Z

5.	5.	Mdo
Dobit	dobit	Ncfsn
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
:	:	Z
upisati	upisati	Vmn
iznos	iznos	Ncmsan
dobiti	dobit	Ncfsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
utvrđena	utvrditi	Appfsny
na	na	Sl
osnovi	osnova	Ncfsl
revidiranih	revidirati	Agpmpgy
godišnjih	godišnji	Agpmpgy
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
(	(	Z
neopterećena	neopterećen	Agpfsny
bilo	biti	Vap-sn
kojim	koji	Pi-fpi
budućim	budući	Agpfpiy
obvezama	obveza	Ncfpl
–	–	Z
umanjena	umanjiti	Appfsny
za	za	Sa
isplaćene	isplatiti	Ncfpa

