kaznenih	kazneni	Agpmpgy
i	i	Cc
ovršnih	ovršni	Agpmpgy
postupaka	postupak	Ncmpg
vezanih	vezan	Agpfpgy
uz	uz	Sa
bračne	bračni	Agpmpay
i	i	Cc
obiteljske	obiteljski	Agpmpay
odnose	odnos	Ncmpa
,	,	Z
zaštitu	zaštita	Ncfsa
djece	dijete	Ncnpg
te	te	Cc
zaštitu	zaštita	Ncfsa
osoba	osoba	Ncfpg
s	sa	Si
invaliditetom	invaliditet	Ncmsi
.	.	Z

2.4.	2.4.	Mdo

Psiholog	psiholog	Ncmsn
u	u	Sl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa

Nakon	nakon	Sg
uvodnog	uvodan	Agpmsgy
dijela	dio	Ncmsg
glavni	glavni	Agpmsny
stručni	stručan	Agpmsny
voditelj	voditelj	Ncmsn
organizira	organizirati	Vmr3s
raspoređivanje	raspoređivanje	Ncnsa
pripravnika	pripravnik	Ncmpg
u	u	Sl
:	:	Z

1.	1.	Mdo
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

2.	2.	Mdo
druge	drugi	Mlofsg
ustanove	ustanova	Ncfsg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z

3.	3.	Mdo
zdravstvenu	zdravstven	Agpfsay
ustanovu	ustanova	Ncfsa
,	,	Z

4.	4.	Mdo
ustanovu	ustanova	Ncfsa
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
.	.	Z

2.4.1.	2.4.1.	Mdo

Rad	rad	Ncmsn
u	u	Sl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
u	u	Sl
pojedinim	pojedini	Agpfply
stručnim	stručan	Agpfply
cjelinama	cjelina	Ncfpl
(	(	Z
7	7	Mdc
mjeseci	mjesec	Ncmpg
i	i	Cc
20	20	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
djelokrug	djelokrug	Ncmsan
rada	rad	Ncmsg
svake	svaki	Pi-fsg
stručne	stručan	Agpfsgy
cjeline	cjelina	Ncfsg
,	,	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
način	način	Ncmsan
i	i	Cc
metode	metoda	Ncfsg
stručnog	stručan	Agpmsgy
rada	rad	Ncmsg
i	i	Cc
vođenja	vođenje	Ncnsg
postupaka	postupak	Ncmpg
u	u	Sl
svakoj	svaki	Pi-fsl
stručnoj	stručan	Agpfsly
cjelini	cjelina	Ncfsl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
psihologa	psiholog	Ncmsg
te	te	Cc
donošenju	donošenje	Ncnsl
timskih	timski	Agpfpgy
odluka	odluka	Ncfpg
,	,	Z

–	–	Npmsn
upoznaje	upoznavati	Vmr3s
se	sebe	Px--sa
s	sa	Si
tehnikama	tehnika	Ncfpi
dijagnosticiranja	dijagnosticiranje	Ncnsg
i	i	Cc
primjenom	primjena	Ncfsi
istih	isti	Agpmpgy
te	te	Cc
izradom	izrada	Sg
mišljenja	mišljenje	Ncnsg
psihologa	psiholog	Ncmpg
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
uvid	uvid	Ncmsan
u	u	Sa
spise	spis	Ncmpa
predmeta	predmet	Ncmpg
u	u	Sl
kojima	koji	Pi-mpl
sudjeluje	sudjelovati	Vmr3s
psiholog	psiholog	Ncmsn
.	.	Z

2.4.2.	2.4.2.	Mdo

Rad	rad	Ncmsn
u	u	Sl
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
za	za	Sa
djecu	dijete	Ncnpa
i	i	Cc
mlađe	mlado	Rgc
punoljetne	punoljetan	Agpfsgy
osobe	osoba	Ncfsg
bez	bez	Sg
roditelja	roditelj	Ncmpg
ili	ili	Cc
bez	bez	Sg
odgovarajuće	odgovarajući	Agpfsgy
roditeljske	roditeljski	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
i	i	Cc
mlađe	mlad	Agcfsgy
punoljetne	punoljetan	Agpfsgy
osobe	osoba	Ncfsg
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
,	,	Z
za	za	Sa
odrasle	odrastao	Agpfpay
osobe	osoba	Ncfpa
s	sa	Si
invaliditetom	invaliditet	Ncmsi
i	i	Cc
osobe	osoba	Ncfpn
ovisne	ovisan	Agpfpny
o	o	Sl
alkoholu	alkohol	Ncmsl
,	,	Z
drogama	droga	Ncfpl
,	,	Z
kockanju	kockanje	Ncnsl
i	i	Cc
drugim	drugi	Mlompl
oblicima	oblik	Ncmpi
ovisnosti	ovisnost	Ncfsg
te	te	Cc
žrtve	žrtva	Ncfpn
nasilja	nasilje	Ncnsg
u	u	Sl
obitelji	obitelj	Ncfsl
(	(	Z
2	2	Mdc
mjeseca	mjesec	Ncmsg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
cjelokupni	cjelokupan	Agpmsayn
stručni	stručan	Agpmsayn
rad	rad	Ncmsan
u	u	Sl
ustanovama	ustanova	Ncfpl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
rad	rad	Ncmsan
psihologa	psiholog	Ncmsg
za	za	Sa
korisnike	korisnik	Ncmpa
sudjelovanjem	sudjelovanje	Ncnsi
u	u	Sl
prihvatu	prihvat	Ncmsl
i	i	Cc
prilagodbi	prilagodba	Ncfsl
korisnika	korisnik	Ncmpg
,	,	Z
izradi	izrada	Ncfsl
individualnog	individualan	Agpmsgy
programa	program	Ncmsg
rada	rad	Ncmsg
i	i	Cc
programa	program	Ncmsg
rehabilitacije	rehabilitacija	Ncfsg
,	,	Z
timskoj	timski	Agpfsly
procjeni	procjena	Ncfsl
i	i	Cc
dijagnostici	dijagnostika	Ncfsl
,	,	Z
savjetodavnom	savjetodavan	Agpmsly
radu	rad	Ncmsl
i	i	Cc
podršci	podrška	Ncfsl
korisniku	korisnik	Ncmsd
i	i	Cc
članovima	član	Ncmpl
obitelji	obitelj	Ncfsg
,	,	Z
grupnom	grupni	Agpmsly
i	i	Cc
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
korisnicima	korisnik	Ncmpi
i	i	Cc
članovima	član	Ncmpi
obitelji	obitelj	Ncfpg
,	,	Z
rješavanju	rješavanje	Ncnsl
konfliktnih	konfliktan	Agpfpgy
i	i	Cc
drugih	drugi	Mlofpg
kriznih	krizan	Agpfpgy
situacija	situacija	Ncfpg
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpmpiy
centrima	centar	Ncmpi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
prikupljanju	prikupljanje	Ncnsl
dokumentacije	dokumentacija	Ncfsg
,	,	Z
vođenju	vođenje	Ncnsl
evidencije	evidencija	Ncfsg
i	i	Cc
izradi	izrada	Ncfsl
izvješća	izvješće	Ncnsg
o	o	Sl
korisnicima	korisnik	Ncmpl
.	.	Z

2.4.3.	2.4.3.	Mdo

Rad	rad	Ncmsn
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
(	(	Z
5	5	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
rad	rad	Ncmsan
psihologa	psiholog	Ncmsg
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
sudjelovanjem	sudjelovanje	Ncnsi
u	u	Sl
individualnom	individualan	Agpmsly
i	i	Cc
grupnom	grupni	Agpmsly
radu	rad	Ncmsl
s	sa	Si
pacijentom	pacijent	Ncmsi
i	i	Cc
članovima	član	Ncmpi
obitelji	obitelj	Ncfsg
,	,	Z
timskoj	timski	Agpfsly
procjeni	procjena	Ncfsl
te	te	Cc
drugim	drugi	Mlomsi
stručnim	stručan	Agpmpiy
poslovima	posao	Ncmpi
psihologa	psiholog	Ncmsg
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
.	.	Z

2.4.4.	2.4.4.	Mdo

Rad	rad	Ncmsn
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
(	(	Z
5	5	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
rad	rad	Ncmsan
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
procjeni	procjena	Ncfsl
razvojnih	razvojan	Agpmpgy
rizika	rizik	Ncmpg
i	i	Cc
potreba	potreba	Ncfpg
pojedinih	pojedini	Agpmpgy
učenika	učenik	Ncmpg
,	,	Z
problema	problem	Ncmpg
u	u	Sl
ponašanju	ponašanje	Ncnsl
učenika	učenik	Ncmpg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
učenicima	učenik	Ncmpi
i	i	Cc
roditeljima	roditelj	Ncmpi
,	,	Z
u	u	Sl
rješavanju	rješavanje	Ncnsl
kriznih	krizan	Agpfpgy
situacija	situacija	Ncfpg
,	,	Z
praćenju	praćenje	Ncnsl
integracije	integracija	Ncfsg
učenika	učenik	Ncmpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
,	,	Z
upoznaje	upoznavati	Vmr3s
suradnju	suradnja	Ncfsa
s	sa	Si
drugim	drugi	Mlofpi
ustanovama	ustanova	Ncfpi
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
se	sebe	Px--sa
upoznaje	upoznavati	Vmr3s
s	sa	Si
drugim	drugi	Mlompi
poslovima	posao	Ncmpi
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
