vezanih	vezan	Agpfpgy
uz	uz	Ncfpg
aktivnosti	aktivnost	Ncfpg
radnice	radnica	Ncfsg
.	.	Z

2.	2.	Mdo
Biološke	biološki	Agpfsgy
štetnosti	štetnost	Ncfsg

Biološki	biološki	Agpmpny
agensi	agens	Ncmpn
rizičnih	rizičan	Agpfpgy
skupina	skupina	Ncfpg
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
,	,	Z
prema	prema	Sl
Pravilniku	pravilnik	Ncmsl
o	o	Sl
zaštiti	zaštita	Ncfsl
radnika	radnik	Ncmpg
od	od	Sg
rizika	rizik	Ncmsg
zbog	zbog	Sg
izloženosti	izloženost	Ncfsg
biološkim	biološki	Agpmpiy
agensima	agens	Ncmpi
pri	pri	Sl
radu	rad	Ncmsl
,	,	Z
ako	ako	Cs
je	biti	Var3s
poznato	poznat	Agpnsny
da	da	Cs
ti	taj	Pd-mpn
agensi	agens	Ncmpn
ili	ili	Cc
terapijske	terapijski	Agpfsgy
mjere	mjera	Ncfsg
izazvane	izazvati	Appfsgy
tim	taj	Agpmpiy
agensima	agens	Ncmpi
ugrožavaju	ugrožavati	Vmr3p
zdravlje	zdravlje	Ncnsa
trudnica	trudnica	Ncfpg
i	i	Cc
nerođene	nerođen	Agpfsgy
djece	dijete	Ncnpg
i	i	Cc
ako	ako	Cs
još	još	Rgp
nisu	biti	Var3p
navedeni	navesti	Appmpny
u	u	Sl
Prilogu	Prilog	Npmsl
II	ii	Ncfsl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
;	;	Z

–	–	Agpmsny
biološki	biološki	Agpmsny
agens	agens	Ncmsn
iz	iz	Sg
skupine	skupina	Ncfsg
2.	2.	Mdo
je	biti	Var3s
onaj	onaj	Pd-msn
koji	koji	Pi-msn
može	moći	Vmr3s
uzrokovati	uzrokovati	Vmn
bolest	bolest	Ncfsa
kod	kod	Sg
ljudi	čovjek	Ncmpg
i	i	Cc
mogao	moći	Vmp-sm
bi	biti	Vaa3s
biti	biti	Van
opasan	opasan	Agpmsnn
za	za	Sa
radnike	radnik	Ncmpa
;	;	Z
nije	biti	Var3s
vjerojatno	vjerojatan	Agpnsny
da	da	Cs
će	htjeti	Var3s
se	sebe	Px--sa
raširiti	raširiti	Vmn
u	u	Sa
okolinu	okolina	Ncfsa
;	;	Z
obično	obično	Rgp
postoji	postojati	Vmr3s
djelotvorna	djelotvoran	Agpfsny
profilaksa	profilaksa	Ncfsn
ili	ili	Cc
liječenje	liječenje	Ncnsn
;	;	Z

–	–	Agpmsny
biološki	biološki	Agpmsny
agens	agens	Ncmsn
iz	iz	Sg
skupine	skupina	Ncfsg
3.	3.	Mdo
je	biti	Var3s
onaj	onaj	Pd-msn
koji	koji	Pi-msn
može	moći	Vmr3s
uzrokovati	uzrokovati	Vmn
tešku	težak	Agpfsay
bolest	bolest	Ncfsa
kod	kod	Sg
ljudi	čovjek	Ncmpg
i	i	Cc
predstavlja	predstavljati	Vmr3s
ozbiljnu	ozbiljan	Agpfsay
opasnost	opasnost	Ncfsa
za	za	Sa
radnike	radnik	Ncmpa
;	;	Z
može	moći	Vmr3s
predstavljati	predstavljati	Vmn
rizik	rizik	Ncmsan
od	od	Sg
širenja	širenje	Ncnsg
u	u	Sa
okolinu	okolina	Ncfsa
,	,	Z
ali	ali	Cc
obično	obično	Rgp
postoji	postojati	Vmr3s
djelotvorna	djelotvoran	Agpfsny
profilaksa	profilaksa	Ncfsn
ili	ili	Cc
liječenje	liječenje	Ncnsn
;	;	Z

–	–	Agpmsny
biološki	biološki	Agpmsny
agens	agens	Ncmsn
iz	iz	Sg
skupine	skupina	Ncfsg
4.	4.	Mdo
je	biti	Var3s
onaj	onaj	Pd-msn
koji	koji	Pi-msn
uzrokuje	uzrokovati	Vmr3s
tešku	težak	Agpfsay
bolest	bolest	Ncfsa
kod	kod	Sg
ljudi	čovjek	Ncmpg
i	i	Cc
predstavlja	predstavljati	Vmr3s
ozbiljnu	ozbiljan	Agpfsay
opasnost	opasnost	Ncfsa
za	za	Sa
radnike	radnik	Ncmpa
;	;	Z
može	moći	Vmr3s
predstavljati	predstavljati	Vmn
veliki	velik	Agpmsayn
rizik	rizik	Ncmsan
od	od	Sg
širenja	širenje	Ncnsg
u	u	Sa
okolinu	okolina	Ncfsa
;	;	Z
obično	obično	Rgp
nema	nemati	Vmr3s
djelotvorne	djelotvoran	Agpfsgy
profilakse	profilaksa	Ncfsg
ili	ili	Cc
liječenja	liječenje	Ncnsg
.	.	Z

3.	3.	Mdo
Opasne	opasan	Agpfpny
kemikalije	kemikalija	Ncfpn

Opasne	opasan	Agpfpny
kemikalije	kemikalija	Ncfpn
,	,	Z
ako	ako	Cs
je	biti	Var3s
poznato	poznat	Agpnsny
da	da	Cs
ugrožavaju	ugrožavati	Vmr3p
zdravlje	zdravlje	Ncnsa
trudnica	trudnica	Ncfpg
i	i	Cc
nerođenog	nerođen	Agpnsgy
djeteta	dijete	Ncnsg
i	i	Cc
ako	ako	Cs
se	sebe	Px--sa
još	još	Rgp
ne	ne	Qz
pojavljuju	pojavljivati	Vmr3p
u	u	Sl
Prilogu	Prilog	Npmsl
II	ii	Ncfsl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
tvari	tvar	Ncfpn
i	i	Cc
smjese	smjesa	Ncfsg
koje	koji	Pi-fpn
udovoljavaju	udovoljavati	Vmr3p
kriterijima	kriterij	Ncmpd
za	za	Sa
razvrstavanje	razvrstavanje	Ncnsa
utvrđenim	utvrditi	Agpfsiy
Uredbom	uredba	Ncfsi
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
1272/2008	1272/2008	Mdc
Europskog	europski	Agpmsgy
parlamenta	parlament	Ncmsg
i	i	Cc
Vijeća	vijeće	Ncnsg
u	u	Sl
jednom	jedan	Mlcmsl
ili	ili	Cc
više	mnogo	Rgc
razreda	razred	Ncmpg
i	i	Cc
kategorija	kategorija	Ncfpg
opasnosti	opasnost	Ncfsg
s	sa	Si
jednim	jedan	Mlcmsi
ili	ili	Cc
više	mnogo	Rgc
sljedećih	sljedeći	Agpmpgy
stavaka	stavak	Ncmpg
o	o	Sl
opasnosti	opasnost	Ncfsl
,	,	Z
ako	ako	Cs
već	već	Rgp
nisu	biti	Var3p
navedene	navesti	Appfpny
u	u	Sl
Prilogu	prilog	Ncmsl
II	ii	Mrc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
:	:	Z

–	–	Pd-mpn
mutageni	mutagen	Ncmpn
učinak	učinak	Ncmsan
na	na	Sa
zametne	zametnuti	Agpfpay
stanice	stanica	Ncfpa
1.	1.	Mdo
A	a	X
,	,	Z
1.	1.	Mdo
B	b	X
ili	ili	Cc
2.	2.	Mdo
kategorije	kategorija	Ncfsg
(	(	Z
H340	H340	Npmsn
,	,	Z
H341	H341	Npmsn
)	)	Z
,	,	Z

–	–	Z
karcinogenost	karcinogenost	Ncfsn
1.	1.	Mdo
A	a	X
,	,	Z
1.	1.	Mdo
B	b	X
ili	ili	Cc
2.	2.	Mdo
kategorije	kategorija	Ncfsg
(	(	Z
H350	H350	Npmsn
,	,	Z
H350i	h350a	Ncfsl
,	,	Z
H351	H351	Npmsn
)	)	Z
,	,	Z

–	–	Z
reproduktivna	reproduktivan	Agpfsny
toksičnost	toksičnost	Ncfsn
1.	1.	Mdo
A	a	X
,	,	Z
1.	1.	Mdo
B	b	X
ili	ili	Cc
2.	2.	Mdo
kategorije	kategorija	Ncfsg
ili	ili	Cc
dodatne	dodatan	Agpfpay
kategorije	kategorija	Ncfpa
za	za	Sa
učinke	učinak	Ncmpa
na	na	Sa
dojenje	dojenje	Ncnsa
ili	ili	Cc
putem	put	Sg
dojenja	dojenje	Ncnsg
(	(	Z
H360	H360	Npmsn
,	,	Z
H360D	h360i	Agpnsny
,	,	Z
H360FD	h360fi	Agpnsny
,	,	Z
H360Fd	h360fi	Agpnsny
,	,	Z
H360Df	H360Df	Npmsn
,	,	Z
H361	H361	Mdm
,	,	Z
H361d	h361i	Agpnsny
,	,	Z
H361fd	h361fi	Agpnsny
,	,	Z
H362	H362	Npmsn
)	)	Z
,	,	Z

–	–	Z
specifična	specifičan	Agpfsny
toksičnost	toksičnost	Ncfsn
za	za	Sa
ciljne	ciljan	Agpmpay
organe	organ	Ncmpa
nakon	nakon	Sg
jednokratnog	jednokratan	Agpnsgy
izlaganja	izlaganje	Ncnsg
1.	1.	Mdo
ili	ili	Cc
2.	2.	Mdo
kategorije	kategorija	Ncfsg
(	(	Z
H370	H370	Npmsn
,	,	Z
H371	H371	Npmsn
)	)	Z
;	;	Z

(	(	Z
b	b	X
)	)	Z
tvari	tvar	Ncfpa
i	i	Cc
smjese	smjesa	Ncfsg
u	u	Sl
Prilogu	prilog	Ncmsl
I.	I.	Pi-msg
Pravilnika	pravilnik	Ncmsg
o	o	Sl
zaštiti	zaštita	Ncfsl
radnika	radnik	Ncmpg
od	od	Sg
rizika	rizik	Ncmsg
zbog	zbog	Sg
izloženosti	izloženost	Ncfsg
karcinogenim	karcinogen	Agpmsiy
i	i	Cc
/	/	Z
ili	ili	Cc
mutagenim	mutagen	Agpfpiy
tvarima	tvar	Ncfpi
;	;	Z

(	(	Z
c	C	X
)	)	Z
živa	živ	Agpfsny
i	i	Cc
živini	živina	Ncfsl
derivati	derivat	Ncmpn
;	;	Z

(	(	Z
d	d	X
)	)	Z
antimitotički	antimitotički	Agpmpny
lijekovi	lijek	Ncmpn
;	;	Z

(	(	Z
e	e	Npmsn
)	)	Z
ugljični	ugljičan	Agpmsny
monoksid	monoksid	Ncmsn
;	;	Z

(	(	Z
f	f	X
)	)	Z
opasne	opasan	Agpfpny
kemikalije	kemikalija	Ncfpn
koje	koji	Pi-fpn
se	sebe	Px--sa
dokazano	dokazati	Appnsny
apsorbiraju	apsorbirati	Vmr3p
putem	put	Sg
kože	koža	Ncfsg
.	.	Z

B.	B.	Y
Postupci	postupak	Ncmpn

1.	1.	Mdo
Proizvodnja	proizvodnja	Ncfsn
auramina	auramin	Ncmpg
.	.	Z

2.	2.	Mdo
Rad	rad	Ncmsn
koji	koji	Pi-msn
uključuje	uključivati	Vmr3s
izlaganje	izlaganje	Ncnsa
policikličnim	policikličan	Agpmpiy
aromatskim	aromatski	Agpmpiy
ugljikovodicima	ugljikovodik	Ncmpi
prisutnim	prisutan	Agpnsiy
u	u	Sl
čađi	čađa	Ncfsl
,	,	Z
katranu	katran	Ncmsl
ili	ili	Cc
smoli	smola	Ncfsl
ugljena	ugljen	Ncmsg
.	.	Z

3.	3.	Mdo
Rad	rad	Ncmsn
koji	koji	Pi-msn
uključuje	uključivati	Vmr3s
izlaganje	izlaganje	Ncnsa
prašinama	prašina	Ncfpg
,	,	Z
dimovima	dim	Ncmpi
i	i	Cc
aerosolima	aerosol	Ncmpi
nastalim	nastao	Agpmsiy
tijekom	tijek	Ncmsi
prženja	prženje	Ncnsg
i	i	Cc
elektrorafiniranja	elektrorafiniranje	Ncnsg
bakreno-nikalskih	bakreno-nikalski	Agpmpgy
spojeva	spoj	Ncmpg
za	za	Sa
matiranje	matiranje	Ncnsa
.	.	Z

4.	4.	Mdo
Jaki	jak	Agpmpny
kiseli	kiseo	Agpmpny
postupci	postupak	Ncmpn
proizvodnje	proizvodnja	Ncfsg
izopropil	izopropil	Sg
alkohola	alkohol	Ncmsg
.	.	Z

5.	5.	Mdo
Rad	rad	Ncmsn
koji	koji	Pi-msn
uključuje	uključivati	Vmr3s
izlaganje	izlaganje	Ncnsa
prašinama	prašina	Ncfpl
tvrdog	tvrd	Agpnsgy
drveta	drvo	Ncnsg
.	.	Z

C.	C.	Y
Uvjeti	uvjet	Ncmpn
rada	rad	Ncmsg

Podzemni	podzeman	Agpmsny
rad	rad	Ncmsn
u	u	Sl
rudniku	rudnik	Ncmsl
.	.	Z

PRILOG	prilog	Ncmsn
II	ii	Mro
.	.	Z

POPIS	popis	Ncmsn
ŠTETNOSTI	štetnost	Ncfsg
,	,	Z
NAPORA	napor	Ncmpg
I	i	Cc
UVJETA	uvjet	Ncmpg
RADA	rad	Ncmsg

A.	A.	Y
Trudne	trudan	Agpfsgy
radnice	radnica	Ncfsg

1.	1.	Mdo
Štetnosti	štetnost	Ncfsg

(	(	Z
a	a	Cc
)	)	Z
Biološke	biološki	Agpfsgy
štetnosti	štetnost	Ncfsg

–	–	Z
toksoplazma	toksoplazam	Ncmsg
,	,	Z

–	–	Z
virus	virus	Ncmsn
rubeole	rubeola	Ncfsg
,	,	Z
osim	osim	Cs
ako	ako	Cs
su	biti	Var3p
trudne	trudan	Agpfpny
radnice	radnica	Ncfpn
imunizacijom	imunizacija	Ncfsi
dokazano	dokazati	Appnsny
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
zaštićene	zaštititi	Appfpny
od	od	Sg
tih	taj	Pd-fpg
štetnosti	štetnost	Ncfpg

(	(	Z
b	b	X
)	)	Z
Opasne	opasan	Agpfpny
kemikalije	kemikalija	Ncfpn

Olovo	olovo	Ncnsn
i	i	Cc
derivati	derivat	Ncmpn
olova	olovo	Ncnsg
ako	ako	Cs
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsn
da	da	Cs
ljudski	ljudski	Agpmsny
organizam	organizam	Ncmsn
apsorbira	apsorbirati	Vmr3s
te	taj	Pd-fpa
tvari	tvar	Ncfpa

2.	2.	Mdo
Napori	napor	Ncmpn

Rad	rad	Ncmsn
u	u	Sl
hiperbaričnom	hiperbarični	Agpnsly
okružju	okružje	Ncnsl
,	,	Z
npr.	npr.	Y
komore	komora	Ncfsg
pod	pod	Si
pritiskom	pritisak	Ncmsi
i	i	Cc
ronjenje	ronjenje	Ncnsa
.	.	Z

3.	3.	Mdo
Uvjeti	uvjet	Ncmpn
rada	rad	Ncmsg

Podzemni	podzeman	Agpmsny
rad	rad	Ncmsn
u	u	Sl
rudniku	rudnik	Ncmsl
.	.	Z

B.	B.	Y
Radnice	radnica	Ncfpn
koje	koji	Pi-fpn
doje	dojiti	Vmr3p

1.	1.	Mdo
Štetnosti	štetnost	Ncfsg

(	(	Z
a	a	Cc
)	)	Z
Opasne	opasan	Agpfpny
kemikalije	kemikalija	Ncfpn

Olovo	olovo	Ncnsn
i	i	Cc
derivati	derivat	Ncmpn
olova	olovo	Ncnsg
,	,	Z
ako	ako	Cs
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsn
da	da	Cs
ljudski	ljudski	Agpmsny
organizam	organizam	Ncmsn
apsorbira	apsorbirati	Vmr3s
te	taj	Pd-fpa
tvari	tvar	Ncfpa

2.	2.	Mdo
Uvjeti	uvjet	Ncmpn
rada	rad	Ncmsg

Podzemni	podzeman	Agpmsny
rad	rad	Ncmsn
u	u	Sl
rudniku	rudnik	Ncmsl
.	.	Z

