obrade	obrada	Ncfpa
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
donijeti	donijeti	Vmn
:	:	Z

1.	1.	Mdo
Odluku	odluka	Ncfsa
o	o	Sl
privremenoj	privremen	Agpfsly
raspodjeli	raspodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
ili	ili	Cc

2.	2.	Mdo
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
sukladno	sukladno	Rgp
razlozima	razlog	Ncmpd
navedenim	navesti	Appmply
u	u	Sl
članku	članak	Ncmsl
20.	20.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
točki	točka	Ncfpg
2.	2.	Mdo
Ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
o	o	Sl
privremenoj	privremen	Agpfsly
raspodijeli	raspodijeliti	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
definira	definirati	Vmr3s
se	sebe	Px--sa
privremena	privremen	Agpfsny
raspodjela	raspodjela	Ncfsn
ukupno	ukupno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
po	po	Sl
korisnicima	korisnik	Ncmpl
za	za	Sa
sve	sav	Agpmpay
korisnike	korisnik	Ncmpa
koji	koji	Pi-mpn
udovoljavaju	udovoljavati	Vmr3p
uvjetima	uvjet	Ncmpi
i	i	Cc
kriterijima	kriterij	Ncmpi
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	Natječaj	Npmsg
,	,	Z
neovisno	neovisan	Agpnsny
o	o	Sl
ostvarenom	ostvariti	Agpmsly
broju	broj	Ncmsl
bodova	bod	Ncmpg
i	i	Cc
poziciji	pozicija	Ncfsl
na	na	Sl
Rang-listi	rang-lista	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Rang-lista	rang-lista	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
6.	6.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
privremena	privremen	Agpfsny
i	i	Cc
sastavni	sastavan	Agpmsny
je	biti	Var3s
dio	dio	Ncmsn
Odluka	odluka	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Završetkom	završetak	Ncmsi
postupka	postupak	Ncmsg
odlučivanja	odlučivanje	Ncnsg
po	po	Sl
prigovoru	prigovor	Ncmsl
na	na	Sa
odluke	odluka	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
Ovoga	Ovi	Npmsg
članka	članak	Ncmsg
i	i	Cc
prema	prema	Sl
potrebi	potreba	Ncfsl
ponovne	ponovan	Agpfsgy
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
nakon	nakon	Sg
usvojenih	usvojen	Agpmpgy
prigovora	prigovor	Ncmpg
,	,	Z
formirat	formirati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
konačna	konačan	Agpfsny
Rang-lista	rang-lista	Ncfsn
temeljem	temelj	Ncmsi
koje	koji	Pi-fpn
će	htjeti	Var3p
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
donijeti	donijeti	Vmn
konačne	konačan	Agpfpay
odluke	odluka	Ncfpa
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

1.	1.	Mdo
Odluku	odluka	Ncfsa
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
ili	ili	Cc

2.	2.	Mdo
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
sukladno	sukladno	Rgp
razlozima	razlog	Ncmpl
navedenim	naveden	Agpmpiy
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
i	i	Cc
radi	radi	Sg
nedostatnosti	nedostatnost	Ncfsg
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Rang-lista	rang-lista	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
konačna	konačan	Agpfsny
i	i	Cc
sastavni	sastavan	Agpmsny
je	biti	Var3s
dio	dio	Ncmsn
konačne	konačan	Agpfsgy
Odluke	odluka	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
i	i	Cc
Odluke	odluka	Ncfpn
o	o	Sl
odbijanu	odbijati	Ncmsl
radi	radi	Sg
nedostatnosti	nedostatnost	Ncfsg
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
utvrđuju	utvrđivati	Vmr3p
se	sebe	Px--sa
:	:	Z

1.	1.	Mdo
najviši	visok	Agsmsny
iznos	iznos	Ncmsn
javne	javan	Agpfsgy
potpore	potpora	Ncfsg

2.	2.	Mdo
obveza	obveza	Ncfsn
čuvanja	čuvanje	Ncnsg
dokumentacije	dokumentacija	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
dodjelu	dodjela	Ncfsa
sredstava	sredstvo	Ncnpg
iz	iz	Sg
EPFRR	epfr	Agpmpgy
programa	program	Ncmpg
pet	pet	Mlc
(	(	Z
5	5	Mdc
)	)	Z
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg

3.	3.	Mdo
zabrana	zabrana	Ncfsn
promjene	promjena	Ncfsg
namjene	namjena	Ncfsg
i	i	Cc
vrste	vrsta	Ncfsg
aktivnosti	aktivnost	Ncfpg
za	za	Sa
koje	koji	Pi-fpa
se	sebe	Px--sa
korisniku	korisnik	Ncmsd
odobravaju	odobravati	Vmr3p
sredstva	sredstvo	Ncnpn
sljedećih	sljedeći	Agpfpgy
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
dana	dan	Ncmpg
izdavanja	izdavanje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg

4.	4.	Mdo
obveza	obveza	Ncfsn
korisnika	korisnik	Ncmpg
da	da	Cs
informira	informirati	Vmr3s
javnost	javnost	Ncfsa
o	o	Sl
javnoj	javan	Agpfsly
potpori	potpora	Ncfsl
sukladno	sukladan	Agpnsny
EU	E	Npmsg
zakonodavstvu	zakonodavstvo	Ncnsd

5.	5.	Mdo
obveza	obveza	Ncfsn
korisnika	korisnik	Ncmpg
da	da	Cs
u	u	Sl
svakom	svaki	Pi-msl
trenutku	trenutak	Ncmsl
osigura	osigurati	Vmr3s
nesmetani	nesmetan	Agpmsayn
pristup	pristup	Ncmsan
i	i	Cc
obvezu	obveza	Ncfsa
davanja	davanje	Ncnsg
na	na	Sa
uvid	uvid	Ncmsan
cjelokupne	cjelokupan	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
vezane	vezan	Agpfpay
za	za	Sa
sufinancirane	sufinancirati	Agpmpay
troškove	trošak	Ncmpa
djelatnicima	djelatnik	Ncmpi
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
Ministarstva	ministarstvo	Ncnsg
,	,	Z
Agencije	agencija	Ncfpn
za	za	Sa
reviziju	revizija	Ncfsa
sustava	sustav	Ncmsg
provedbe	provedba	Ncfsg
programa	program	Ncmsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
ARPA	arp	Ncmsg
)	)	Z
,	,	Z
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
,	,	Z
Europskog	europski	Agpmsgy
revizorskog	revizorski	Agpmsgy
suda	sud	Ncmsg
i	i	Cc
Europskog	europski	Agpmsgy
ureda	ured	Ncmsg
za	za	Sa
borbu	borba	Ncfsa
protiv	protiv	Sg
prijevara	prijevara	Ncfpg
(	(	Z
u	u	Sl
