3.	3.	Mdo
ili	ili	Cc
stavku	stavak	Ncmsl
4.	4.	Mdo
ovoga	ovaj	Pd-nsg
Zakona	zakon	Ncmsg
i	i	Cc
da	da	Cs
je	biti	Var3s
time	taj	Pd-nsi
počinio	počiniti	Vmp-sm
prekršaj	prekršaj	Ncmsan
,	,	Z
pokrenut	pokrenuti	Appmsnn
će	htjeti	Var3s
protiv	protiv	Sg
njega	on	Pp3msg
prekršajni	prekršajni	Agpmsny
postupak	postupak	Ncmsn
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
obavijestit	obavijestiti	Vmn
će	htjeti	Var3s
podnositelja	podnositelj	Ncmsay
pritužbe	pritužba	Ncfsg
o	o	Sl
svom	svoj	Px-msl
nalazu	nalaz	Ncmsl
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
podnositelj	podnositelj	Ncmsn
pritužbe	pritužba	Ncfsg
potrošač	potrošač	Ncmsn
,	,	Z
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
uputit	uputiti	Vmn
će	htjeti	Var3s
ga	on	Pp3msa
u	u	Sl
obavijesti	obavijest	Ncfsl
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
mogućnost	mogućnost	Ncfsa
provođenja	provođenje	Ncnsg
postupka	postupak	Ncmsg
mirenja	mirenje	Ncnsg
pred	pred	Si
tijelom	tijelo	Ncnsi
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Postupak	postupak	Ncmsn
mirenja	mirenje	Ncnsg

Članak	članak	Ncmsn
7.	7.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
sporovima	spor	Ncmpl
između	između	Sg
:	:	Z

1.	1.	Mdo
korisnika	korisnik	Ncmpg
platnih	platni	Agpfpgy
usluga	usluga	Ncfpg
koji	koji	Pi-mpn
su	biti	Var3p
potrošači	potrošač	Ncmpn
i	i	Cc
njihovih	njihov	Ps3mpg
pružatelja	pružatelj	Ncmpg
platnih	platni	Agpfpgy
usluga	usluga	Ncfpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
prava	pravo	Ncnpa
i	i	Cc
obveze	obveza	Ncfpa
iz	iz	Sg
Uredbe	uredba	Ncfsg
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
924/2009	924/2009	Mdc
,	,	Z
Uredbe	uredba	Ncfpn
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
260/2012	260/2012	Mdc
,	,	Z
Uredbe	uredba	Ncfpn
(	(	Z
EU	EU	Npmsn
)	)	Z
2015/751	2015/751	Mdc
i	i	Cc
/	/	Z
ili	ili	Cc
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc

2.	2.	Mdo
korisnika	korisnik	Ncmpg
platnih	platni	Agpfpgy
usluga	usluga	Ncfpg
koji	koji	Pi-mpn
su	biti	Var3p
primatelji	primatelj	Ncmpn
plaćanja	plaćanje	Ncnsg
i	i	Cc
njihovih	njihov	Ps3mpg
