uspostavi	uspostaviti	Vmr3s
normalno	normalan	Agpnsay
stanje	stanje	Ncnsa
i	i	Cc
ne	ne	Qz
otklone	otkloniti	Vmr3p
uzroci	uzrok	Ncmpn
nepredviđene	nepredviđen	Agpfsgy
izloženosti	izloženost	Ncfsg
,	,	Z
poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
:	:	Z

1	1	Mdc
)	)	Z
osigurati	osigurati	Vmn
da	da	Cs
u	u	Sl
ugroženoj	ugroziti	Agpfsly
zoni	zona	Ncfsl
rade	raditi	Vmr3p
samo	samo	Rgp
radnici	radnik	Ncmpn
koji	koji	Pi-mpn
su	biti	Var3p
upoznati	upoznati	Vmn
s	sa	Si
opasnostima	opasnost	Ncfpi
i	i	Cc
štetnostima	štetnost	Ncfpi
,	,	Z
koji	koji	Pi-mpn
su	biti	Var3p
osposobljeni	osposobiti	Appmpny
za	za	Sa
rad	rad	Ncmsan
na	na	Sa
siguran	siguran	Agpmsann
način	način	Ncmsan
te	te	Cc
koji	koji	Pi-mpn
su	biti	Var3p
nužno	nužno	Rgp
potrebni	potreban	Agpmpny
za	za	Sa
izvođenje	izvođenje	Ncnsa
popravaka	popravak	Ncmpg
i	i	Cc
drugih	drugi	Mlompg
potrebnih	potreban	Agpmpgy
poslova	posao	Ncmpg
,	,	Z

2	2	Mdc
)	)	Z
radnicima	radnik	Ncmpi
osigurati	osigurati	Vmn
svu	sav	Agpfsay
potrebnu	potreban	Agpfsay
i	i	Cc
propisanu	propisati	Agpfsay
osobnu	osoban	Agpfsay
zaštitnu	zaštitni	Agpfsay
opremu	oprema	Ncfsa
te	te	Cc
osigurati	osigurati	Vmn
da	da	Cs
radnici	radnik	Ncmpn
istu	isti	Agpfsay
koriste	koristiti	Vmr3p
,	,	Z

3	3	Mdc
)	)	Z
osigurati	osigurati	Vmn
za	za	Sa
svakog	svaki	Ncmsan
radnika	radnik	Ncmsg
posebno	posebno	Rgp
da	da	Cs
izloženost	izloženost	Ncfsn
karcinogenima	karcinogen	Agpmpdy
i	i	Cc
/	/	Z
ili	ili	Cc
mutagenima	mutagen	Ncmpl
ne	ne	Qz
bude	biti	Var3s
stalna	stalan	Agpfsny
te	te	Cc
da	da	Cs
bude	biti	Var3s
ograničena	ograničiti	Appfsny
na	na	Sa
najkraće	kratak	Agpnsay
moguće	moguć	Agpnsay
vrijeme	vrijeme	Ncnsa
,	,	Z

4	4	Mdc
)	)	Z
nezaštićenim	nezaštićen	Agpmpiy
radnicima	radnik	Ncmpi
