stavka	stavka	Ncfsn
1.	1.	Mdo
točke	točka	Ncfsg
4.	4.	Mdo
Zakona	zakon	Ncmsg

7.	7.	Mdo
predviđenu	predvidjeti	Agpfsay
visinu	visina	Ncfsa
troškova	trošak	Ncmpg
osnivanja	osnivanje	Ncnsg
,	,	Z
organizacijskih	organizacijski	Agpmpgy
troškova	trošak	Ncmpg
i	i	Cc
troškova	trošak	Ncmpg
poslovanja	poslovanje	Ncnsg
te	te	Cc
izvore	izvor	Ncmpa
financiranja	financiranje	Ncnsg
ovih	ovaj	Pd-mpg
troškova	trošak	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osim	osim	Sg
zahtjeva	zahtjev	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
poslovni	poslovan	Agpmsny
plan	plan	Ncmsn
za	za	Sa
prve	prvi	Agpfpay
tri	tri	Mlc
poslovne	poslovan	Agpfsgy
godine	godina	Ncfsg
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
i	i	Cc
sljedeće	sljedeći	Agpnsay
:	:	Z

1.	1.	Mdo
projekcije	projekcija	Ncfsg
izvještaja	izvještaj	Ncmsg
o	o	Sl
financijskom	financijski	Agpmsly
položaju	položaj	Ncmsl
i	i	Cc
izvještaja	izvještaj	Ncmsg
o	o	Sl
sveobuhvatnoj	sveobuhvatan	Agpfsly
dobiti	dobit	Ncfsl

2.	2.	Mdo
projekcije	projekcija	Ncfsg
izračuna	izračun	Ncmsg
kapitala	kapital	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
jamstvenog	jamstveni	Agpmsgy
kapitala	kapital	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
izračuna	izračun	Ncmsg
granice	granica	Ncfsg
solventnosti	solventnost	Ncfsg
iz	iz	Sg
članaka	članak	Ncmpg
12.	12.	Mdo
i	i	Cc
13.	13.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
adekvatnosti	adekvatnost	Ncfsg
kapitala	kapital	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
21.	21.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
kao	kao	Cs
i	i	Qo
metodu	metoda	Ncfsa
izračuna	izračun	Ncmsg
koja	koji	Pi-fsn
je	biti	Var3s
upotrijebljena	upotrijebiti	Appfsny
za	za	Sa
dobivanje	dobivanje	Ncnsa
tih	taj	Pd-fpg
projekcija	projekcija	Ncfpg

3.	3.	Mdo
procjenu	procjena	Ncfsa
predviđenog	predvidjeti	Agpnsgy
stanja	stanje	Ncnsg
likvidnosti	likvidnost	Ncfsg
i	i	Cc
financijska	financijski	Agpnpay
sredstva	sredstvo	Ncnpa
koja	koji	Pi-fsn
će	htjeti	Var3s
biti	biti	Van
na	na	Sl
raspolaganju	raspolaganje	Ncnsl
za	za	Sa
pokriće	pokriće	Ncnsa
osigurateljnih	osigurateljni	Agpfpgy
obveza	obveza	Ncfpg
i	i	Cc
osiguravanja	osiguravanje	Ncnsg
adekvatnosti	adekvatnost	Ncfsg
kapitala	kapital	Ncmsg

4.	4.	Mdo
elaborat	elaborat	Ncmsan
o	o	Sl
očekivanim	očekivati	Agpmply
poslovnim	poslovan	Agpmply
rezultatima	rezultat	Ncmpl
,	,	Z
osobito	osobito	Rgp
o	o	Sl
očekivanim	očekivati	Agpmply
premijskim	premijski	Agpmply
prihodima	prihod	Ncmpl
,	,	Z
očekivanim	očekivati	Appfply
naknadama	naknada	Ncfpl
za	za	Sa
štete	šteta	Ncfpa
,	,	Z
očekivanim	očekivati	Agpmpiy
troškovima	trošak	Ncmpi
za	za	Sa
provizije	provizija	Ncfpa
i	i	Cc
drugim	drugi	Mlompi
troškovima	trošak	Ncmpi
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Projekcije	projekcija	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točaka	točka	Ncfpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
trebaju	trebati	Vmr3p
biti	biti	Van
izrađene	izraditi	Appfpny
na	na	Sl
propisanim	propisati	Agpmply
obrascima	obrazac	Ncmpl
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Pravilnikom	pravilnik	Ncmsi
o	o	Sl
obliku	oblik	Ncmsl
i	i	Cc
sadržaju	sadržaj	Ncmsl
financijskih	financijski	Agpmpgy
i	i	Cc
dodatnih	dodatan	Agpmpgy
izvještaja	izvještaj	Ncmpg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
(	(	Z
»	»	Z
