stručnim	stručan	Agpmsiy
nazivom	naziv	Ncmsi
koji	koji	Pi-msn
dodjeljuje	dodjeljivati	Vmr3s
ta	taj	Pd-fsn
strukovna	strukovni	Agpfsny
organizacija	organizacija	Ncfsn
ili	ili	Cc
drugo	drugi	Mlonsn
nadležno	nadležan	Agpnsay
tijelo	tijelo	Ncnsa
ili	ili	Cc
organizacija	organizacija	Ncfpg
,	,	Z
kao	kao	Cs
i	i	Cc
odgovarajućom	odgovarajući	Agpfsiy
kraticom	kratica	Ncfsi
ako	ako	Cs
podnese	podnijeti	Vmr3s
dokaz	dokaz	Ncmsn
da	da	Cs
je	biti	Var3s
član	član	Ncmsn
tog	taj	Pd-nsg
tijela	tijelo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
organizacije	organizacija	Ncfsg
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
obavještava	obavještavati	Vmr3s
Europsku	europski	Agpfsay
komisiju	komisija	Ncfsa
i	i	Cc
druge	drugi	Mlofpn
države	država	Ncfpn
članice	članica	Ncfsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
o	o	Sl
osobi	osoba	Ncfsl
koja	koji	Pi-fsn
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
nacionalnog	nacionalan	Agpmsgy
koordinatora	koordinator	Ncmsg
sukladno	sukladno	Rgp
članku	članak	Ncmsl
74.	74.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
dostavit	dostaviti	Vmn
će	htjeti	Var3s
Europskoj	europski	Agpfsly
komisiji	komisija	Ncfsl
popis	popis	Ncmsn
profesija	profesija	Ncfpg
za	za	Sa
koje	koji	Pi-fpa
je	biti	Var3s
potrebna	potreban	Agpfsny
prethodna	prethodan	Agpfsny
provjera	provjera	Ncfsn
kvalifikacija	kvalifikacija	Ncfsn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
posebnim	poseban	Agpnsiy
obrazloženjem	obrazloženje	Ncnsi
za	za	Sa
unos	unos	Ncmsan
svake	svaki	Pi-fsg
pojedine	pojedini	Agpfsgy
profesije	profesija	Ncfsg
na	na	Sa
taj	taj	Pd-msan
popis	popis	Ncmsan
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
dostavit	dostaviti	Vmn
će	htjeti	Var3s
Europskoj	europski	Agpfsly
komisiji	komisija	Ncfsl
sve	sav	Agpmpay
tražene	tražen	Agpmpay
podatke	podatak	Ncmpa
i	i	Cc
informacije	informacija	Ncfpa
radi	radi	Sg
pripreme	priprema	Ncfsg
izvješća	izvješće	Ncnsg
o	o	Sl
provedbi	provedba	Ncfsl
Direktive	direktiva	Ncfsg
.	.	Z

Članak	članak	Ncmsn
82.	82.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nadležna	nadležan	Agpnpny
tijela	tijelo	Ncnpn
obavještavaju	obavještavati	Vmr3p
nadležna	nadležan	Agpnpay
tijela	tijelo	Ncnpa
drugih	drugi	Agpfpgy
država	država	Ncfpg
članica	članica	Ncfpg
o	o	Sl
nositelju	nositelj	Ncmsl
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
kojemu	koji	Pi-msd
su	biti	Var3p
nadležna	nadležan	Agpnpny
tijela	tijelo	Ncnpn
ili	ili	Cc
sudovi	sud	Ncmpn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
u	u	Sl
cijelosti	cijelost	Ncfsl
ili	ili	Cc
djelomično	djelomično	Rgp
ograničili	ograničiti	Vmp-pm
ili	ili	Cc
zabranili	zabraniti	Vmp-pm
,	,	Z
čak	čak	Qo
i	i	Qo
privremeno	privremen	Agpnsny
,	,	Z
obavljanje	obavljanje	Ncnsa
sljedećih	sljedeći	Agpfpgy
profesija	profesija	Ncfpg
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
:	:	Z

a	a	Cc
)	)	Z
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
i	i	Cc
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
specijalist	specijalist	Ncmsn
opće	opći	Agpfsgy
(	(	Z
obiteljske	obiteljski	Agpfpay
)	)	Z
medicine	medicina	Ncfsg
koji	koji	Pi-msn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	Prili	Npmsg
V.	V.	Mro
točaka	točka	Ncfpg
5.1.1.	5.1.1.	Mdo
i	i	Cc
5.1.4.	5.1.4.	Mds

Direktive	direktiva	Ncfpn

b	b	Npmsn
)	)	Z
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
specijalist	specijalist	Ncmsn
koji	koji	Pi-msn
posjeduje	posjedovati	Vmr3s
naziv	naziv	Ncmsan
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.1.3.	5.1.3.	Mds

Direktive	direktiva	Ncfpn

c	C	Npmsn
)	)	Z
medicinska	medicinski	Agpfsny
sestra	sestra	Ncfsn
odgovorna	odgovoran	Agpfsny
za	za	Sa
djelatnost	djelatnost	Ncfsa
opće	opći	Agpfsgy
njege	njega	Ncfsg
koja	koji	Pi-fsn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.2.2.	5.2.2.	Mds

Direktive	direktiva	Ncfpn

d	d	Npmsn
)	)	Z
doktor	doktor	Ncmsn
dentalne	dentalan	Agpfsgy
medicine	medicina	Ncfsg
koji	koji	Pi-msn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.3.2.	5.3.2.	Mds

Direktive	direktiva	Ncfpn

e	e	I
)	)	Z
doktor	doktor	Ncmsn
dentalne	dentalan	Agpfsgy
medicine	medicina	Ncfsg
specijalist	specijalist	Ncmsn
koji	koji	Pi-msn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.3.3.	5.3.3.	Mds

Direktive	direktiva	Ncfpn

f	f	Npmsn
)	)	Z
doktor	doktor	Ncmsn
veterinarske	veterinarski	Agpfsgy
medicine	medicina	Ncfsg
koji	koji	Pi-msn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.4.2.	5.4.2.	Mds

Direktive	direktiva	Ncfpn

g	g	Npfsn
)	)	Z
primalja	primalja	Ncfsn
koja	koji	Pi-fsn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.5.2.	5.5.2.	Mds

Direktive	direktiva	Ncfpn

h	h	Npmsn
)	)	Z
magistar	magistar	Ncmsn
farmacije	farmacija	Ncfsg
koji	koji	Pi-msn
posjeduje	posjedovati	Vmr3s
dokaz	dokaz	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	vi	Agpfsgy
točke	točka	Ncfsg
5.6.2.	5.6.2.	Mds

Direktive	direktiva	Ncfpn

i	i	Cc
)	)	Z
nositelj	nositelj	Ncmsn
potvrde	potvrda	Ncfsg
kojom	koji	Pi-fsi
se	sebe	Px--sa
potvrđuje	potvrđivati	Vmr3s
da	da	Cs
je	biti	Var3s
završio	završiti	Vmp-sm
osposobljavanje	osposobljavanje	Ncnsa
koje	koji	Pi-nsn
ispunjava	ispunjavati	Vmr3s
minimalne	minimalan	Agpmpay
uvjete	uvjet	Ncmpa
osposobljavanja	osposobljavanje	Ncnsg
iz	iz	Sg
članaka	članak	Ncmsg
23.	23.	Mdo
,	,	Z
25.	25.	Mdo
,	,	Z
28.	28.	Mdo
,	,	Z
30.	30.	Mdo
,	,	Z
31.	31.	Mdo
,	,	Z
35.	35.	Mdo
,	,	Z
37.	37.	Mdo
i	i	Cc
41.	41.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
ali	ali	Cc
koje	koji	Pi-nsn
je	biti	Var3s
započelo	započeti	Vmp-sn
prije	prije	Sg
referentnih	referentan	Agpmpgy
datuma	datum	Ncmpg
kvalifikacija	kvalifikacija	Ncfpg
navedenih	naveden	Agpfpgy
u	u	Sl
Prilogu	prilog	Ncmsl
V.		Agpfply
točkama	točka	Ncfpl
5.1.3.	5.1.3.	Mds
,	,	Z
5.1.4.	5.1.4.	Mds
,	,	Z
5.2.2.	5.2.2.	Mds
,	,	Z
5.3.2.	5.3.2.	Mds
,	,	Z
5.3.3.	5.3.3.	Mds
,	,	Z
5.4.2.	5.4.2.	Mdo
,	,	Z
5.5.2.	5.5.2.	Mdo
i	i	Cc
5.6.2.	5.6.2.	Mdo

Direktive	direktiva	Ncfpn

j	j	Npmsn
)	)	Z
nositelj	nositelj	Ncmsn
potvrde	potvrda	Ncfsg
o	o	Sl
stečenim	steći	Agpnply
pravima	pravo	Ncnpl
iz	iz	Sg
članaka	članak	Ncmsg
46.	46.	Mdo
–	–	Z
59.	59.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

k	k	Npmsn
)	)	Z
ostali	ostali	Agpmpny
nositelji	nositelj	Ncmpn
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
koji	koji	Pi-mpn
obavljaju	obavljati	Vmr3p
profesije	profesija	Ncfpa
koje	koji	Pi-fpn
utječu	utjecati	Vmr3p
na	na	Sa
sigurnost	sigurnost	Ncfsa
pacijenata	pacijent	Ncmpg
,	,	Z
ako	ako	Cs
obavljaju	obavljati	Vmr3p
profesiju	profesija	Ncfsa
reguliranu	regulirati	Appfsay
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
i	i	Cc

l	l	Npmsn
)	)	Z
nositelji	nositelj	Ncmpn
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
koji	koji	Pi-mpn
obavljaju	obavljati	Vmr3p
profesije	profesija	Ncfpa
povezane	povezati	Appfpny
s	sa	Si
obrazovanjem	obrazovanje	Ncnsi
maloljetnih	maloljetan	Agpfpgy
osoba	osoba	Ncfpg
,	,	Z
uključujući	uključivati	Rr
i	i	Cc
brigu	briga	Ncfsa
o	o	Sl
djeci	dijete	Ncfsl
i	i	Cc
