Brodove	brod	Ncmpa
pod	pod	Si
hrvatskom	hrvatski	Agpfsiy
zastavom	zastava	Ncfsi
:	:	Z
100	100	Mdc
USD	USD	Y
po	po	Sl
članu	član	Ncmsl
posade	posada	Ncfsg
broda	brod	Ncmsg
godišnje	godišnje	Rgp
;	;	Z

OPĆI	opći	Agpmsny
DODATAK	dodatak	Ncmsn
(	(	Z
3	3	Mdc
)	)	Z
:	:	Z
VISINE	visina	Ncfpn
NAKNADE	naknada	Ncfsg
U	u	Sl
POSTOCIMA	postotak	Ncmpl
ZA	za	Sa
TJELESNO	tjelesni	Agpnsay
OŠTEĆENJE	oštećenje	Ncnsa

I.	ii	Agpnsny
Oštećenje	oštećenje	Ncnsn
udova	ud	Ncmpg

A.	A.	Y
Šaka	šaka	Ncfsn
,	,	Z
ruka	ruka	Ncfsn
,	,	Z
rame	rame	Ncnsn

(	(	Z
Ako	ako	Cs
je	biti	Var3s
osoba	osoba	Ncfsn
lijevoruka	lijevoruk	Agpfsny
,	,	Z
lijeva	lijevati	Vmr3s
ruka	ruka	Ncfsn
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
kao	kao	Cs
desna	desni	Agpfsny
i	i	Cc
obrnuto	obrnuti	Rgp
.	.	Z
)	)	Z

Naknada	naknada	Ncfsn
u	u	Sl
postocima	postotak	Ncmpl
Desno	desno	Rgp
Lijevo	lijevi	Agpnsny
a.	a.	Ncnsn
Prsti	prst	Agpmsny
Gubitak	gubitak	Ncmsn
svih	sav	Agpmpgy
prstiju	prst	Ncmpg
jedne	jedan	Mlcfsg
ruke	ruka	Ncfsg
55	55	Mdc
50	50	Mdc
Gubitak	gubitak	Ncmsn
jednoga	jedan	Agpmsgy
palca	palac	Ncmsg
i	i	Cc
metakarpalnih	metakarpalni	Agpfpgy
kostiju	kost	Ncfpg
30	30	Mdc
25	25	Mdc
Gubitak	gubitak	Ncmsn
jednoga	jedan	Agpmsgy
palca	palac	Ncmsg
25	25	Mdc
Gubitak	gubitak	Ncmsn
jednoga	jedan	Ncmsg
palčanog	palčani	Agpmsgy
članka	članak	Ncmsg
12	12	Mdc
Gubitak	gubitak	Ncmsn
jedne	jedan	Mlcfsg
polovice	polovica	Ncfsg
jednoga	jedan	Ncmsg
palčanog	palčani	Agpmsgy
članka	članak	Ncmsg
8	8	Mdc
Palac	palac	Ncmsn
s	sa	Si
ukočenim	ukočiti	Agpmsiy
posljednjim	posljednji	Agpmsiy
zglobom	zglob	Ncmsi
5	5	Mdc
Palac	palac	Ncmsn
s	sa	Si
ukočenim	ukočiti	Agpmsiy
metakarpofalangealnim	metakarpofalangealan	Agpmsiy
zglobom	zglob	Ncmsi
3	3	Mdc
Palac	palac	Ncmsn
s	sa	Si
ukočenim	ukočiti	Appfpiy
posljednjim	posljednji	Agpfpiy
i	i	Cc
metakarpofalangealnim	metakarpofalangealan	Agpmsiy
zglobom	zglob	Ncmsi
15	15	Mdc
Gubitak	gubitak	Ncmsn
kažiprsta	kažiprst	Ncmsg
(	(	Z
drugog	drugi	Mlomsg
prsta	prst	Ncmsg
)	)	Z
10	10	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
kažiprsta	kažiprst	Ncmsg
10	10	Mdc
Gubitak	gubitak	Ncmsan
vrška	vršak	Ncmsg
kažiprsta	kažiprst	Ncmsg
5	5	Mdc
Kažiprst	kažiprst	Ncmsn
s	sa	Si
ukočenim	ukočiti	Agpmsiy
metakarpofalangealnim	metakarpofalangealan	Agpmsiy
zglobom	zglob	Ncmsi
u	u	Sl
ispruženom	ispružiti	Agpmsly
položaju	položaj	Ncmsl
5	5	Mdc
Kažiprst	kažiprst	Ncmsn
kod	kod	Sg
kojega	koji	Pi-msg
je	biti	Var3s
pružanje	pružanje	Ncnsn
srednjega	srednji	Agpmsgy
zgloba	zglob	Ncmsg
smanjeno	smanjiti	Appnsny
90	90	Mdc
stupnjeva	stupanj	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
5	5	Mdc
Gubitak	gubitak	Ncmsn
srednjaka	srednjak	Ncmpg
(	(	Z
trećega	treći	Mlomsg
prsta	prst	Ncmsg
)	)	Z
10	10	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
srednjaka	srednjak	Ncmsg
8	8	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
srednjaka	srednjak	Ncmsg
5	5	Mdc
Srednjak	srednjak	Ncmsn
s	sa	Si
ukočenim	ukočiti	Agpmsiy
metakarpofalangealnim	metakarpofalangealan	Agpmsiy
zglobom	zglob	Ncmsi
u	u	Sl
ispruženom	ispružiti	Agpmsly
položaju	položaj	Ncmsl
5	5	Mdc
Srednjak	srednjak	Ncmsn
kod	kod	Sg
kojega	koji	Pi-msg
je	biti	Var3s
pružanje	pružanje	Ncnsn
srednjega	srednji	Agpmsgy
zgloba	zglob	Ncmsg
smanjeno	smanjiti	Appnsny
90	90	Mdc
stupnjeva	stupanj	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
5	5	Mdc
Gubitak	gubitak	Ncmsn
prstenjaka	prstenjak	Ncmpg
(	(	Z
četvrtoga	četvrti	Mlomsg
prsta	prst	Ncmsg
)	)	Z
8	8	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
prstenjaka	prstenjak	Ncmsg
5	5	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
prstenjaka	prstenjak	Ncmsg
3	3	Mdc
Prstenjak	prstenjak	Ncmsn
s	sa	Si
ukočenim	ukočiti	Agpmsiy
metakarpofalangealnim	metakarpofalangealan	Agpmsiy
zglobom	zglob	Ncmsi
u	u	Sl
ispruženom	ispružiti	Agpmsly
položaju	položaj	Ncmsl
5	5	Mdc
Prstenjak	prstenjak	Ncmsn
kod	kod	Sg
kojega	koji	Pi-msg
je	biti	Var3s
pružanje	pružanje	Ncnsn
srednjega	srednji	Agpmsgy
zgloba	zglob	Ncmsg
smanjeno	smanjiti	Appnsny
90	90	Mdc
stupnjeva	stupanj	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
5	5	Mdc
Gubitak	gubitak	Ncmsn
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
(	(	Z
petoga	peti	Mlomsg
prsta	prst	Ncmsg
)	)	Z
8	8	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
5	5	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
3	3	Mdc
Gubitak	gubitak	Ncmsn
palca	palac	Ncmsg
i	i	Cc
kažiprsta	kažiprst	Ncmsg
(	(	Z
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
prsta	prst	Ncmsg
)	)	Z
40	40	Mdc
35	35	Mdc
Gubitak	gubitak	Ncmsn
krajnjih	krajnji	Agpmpgy
zglobova	zglob	Ncmpg
palca	palac	Ncmsg
i	i	Cc
kažiprsta	kažiprst	Ncmsg
18	18	Mdc
Gubitak	gubitak	Ncmsn
palca	palac	Ncmsg
,	,	Z
kažiprsta	kažiprst	Ncmsg
i	i	Cc
srednjaka	srednjak	Ncmpg
50	50	Mdc
45	45	Mdc
Gubitak	gubitak	Ncmsn
krajnjih	krajnji	Agpmpgy
zglobova	zglob	Ncmpg
palca	palac	Ncmsg
,	,	Z
kažiprsta	kažiprst	Ncmsg
i	i	Cc
srednjaka	srednjak	Ncmpg
20	20	Mdc
Gubitak	gubitak	Ncmsn
palca	palac	Ncmsg
,	,	Z
kažiprsta	kažiprst	Ncmsg
,	,	Z
srednjaka	srednjak	Ncmsg
i	i	Cc
prstenjaka	prstenjak	Ncmpg
(	(	Z
1	1	Mdc
,	,	Z
2	2	Mdc
,	,	Z
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
prsta	prst	Ncmsg
)	)	Z
55	55	Mdc
50	50	Mdc
Gubitak	gubitak	Ncmsn
kažiprsta	kažiprst	Ncmsg
i	i	Cc
srednjaka	srednjak	Ncmpg
(	(	Z
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
prsta	prst	Ncmsg
)	)	Z
25	25	Mdc
Gubitak	gubitak	Ncmsn
srednjih	srednji	Agpmpgy
i	i	Cc
krajnjih	krajnji	Agpmpgy
zglobova	zglob	Ncmpg
kažiprsta	kažiprst	Ncmsg
i	i	Cc
srednjaka	srednjak	Ncmpg
