nepravovremenosti	nepravovremenost	Ncfsl
i	i	Cc
/	/	Z
ili	ili	Cc
nepotpunosti	nepotpunost	Ncfsl
odgovora	odgovor	Ncmsg
na	na	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan

–	–	Z
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
započeo	započeti	Vmp-sm
s	sa	Si
ulaganjem	ulaganje	Ncnsi
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa

–	–	Z
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
vrijednost	vrijednost	Ncfsn
dijela	dio	Ncmsg
započetog	započeti	Agpmsgy
projekta	projekt	Ncmsg
/	/	Z
operacije	operacija	Ncfsg
iznosi	iznositi	Vmr3s
više	mnogo	Rgc
od	od	Sg
10	10	Mdc
%	%	Z
ukupnog	ukupan	Agpmsgy
iznosa	iznos	Ncmsg
projekta	projekt	Ncmsg
/	/	Z
operacije	operacija	Ncfsg

–	i	Agpnsgy
sprječavanja	sprječavanje	Ncnsg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
predstavnicima	predstavnik	Ncmpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
od	od	Sg
strane	strana	Ncfsg
korisnika	korisnik	Ncmpg

–	–	Z
utvrđene	utvrditi	Appfsgy
nepravilnosti	nepravilnost	Ncfsg

–	–	Z
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
ulaganje	ulaganje	Ncnsn
za	za	Sa
koje	koji	Pi-nsa
je	biti	Var3s
podnesen	podnijeti	Appmsnn
Zahtjev	zahtjev	Ncmsn
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
financiranje	financiranje	Ncnsa
unutar	unutar	Sg
EPFRR-a	EPFRR	Npmsg
,	,	Z
financirano	financirati	Appnsny
drugim	drugi	Mlonpl
sredstvima	sredstvo	Ncnpl
proračuna	proračun	Ncmpg
EU	E	Npmsg

–	–	Z
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
su	biti	Var3p
informacije	informacija	Ncfpn
dostavljene	dostaviti	Appfpny
od	od	Sg
strane	strana	Ncfsg
korisnika	korisnik	Ncmpg
ili	ili	Cc
ponuditelja	ponuditelj	Ncmpg
lažne	lažan	Agpfsgy
ili	ili	Cc
pogrešne	pogrešan	Agpfsgy

–	–	Z
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
dokumentacija	dokumentacija	Ncfsn
iz	iz	Sg
postupka	postupak	Ncmsg
prikupljanja	prikupljanje	Ncnsg
ponuda	ponuda	Ncfpg
nije	biti	Var3s
dostavljena	dostaviti	Appfsny
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
ili	ili	Cc
nije	biti	Var3s
odgovarajuća	odgovarajući	Agpfsny

–	–	Z
da	da	Cs
su	biti	Var3p
cijene	cijena	Ncfpn
u	u	Sl
dostavljenim	dostaviti	Agpfply
ponudama	ponuda	Ncfpl
namjerno	namjerno	Rgp
uvećane	uvećati	Appfpny

–	–	Z
da	da	Cs
se	sebe	Px--sa
,	,	Z
uvažavajući	uvažavati	Rr
odredbe	odredba	Ncfpa
Zakona	zakon	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
90/11	90/11	Mdc
,	,	Z
83/13	83/13	Mdc
,	,	Z
143/13	143/13	Mdc
i	i	Cc
13/14	13/14	Mdc
)	)	Z
i	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
utvrdi	utvrditi	Vmr3s
da	da	Cs
dokumentacija	dokumentacija	Ncfsn
iz	iz	Sg
provedenog	provesti	Agpmsgy
postupka	postupak	Ncmsg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
nije	biti	Var3s
dostavljena	dostaviti	Appfsny
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
i	i	Cc
/	/	Z
ili	ili	Cc
nije	biti	Var3s
prihvatljiva	prihvatljiv	Agpfsny

–	–	Z
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
prekoračenje	prekoračenje	Ncnsn
najvećeg	velik	Ncfpg
dozvoljenog	dozvoljen	Agpmsgy
iznosa	iznos	Ncmsg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
financiranja	financiranje	Ncnsg
istog	isti	Agpnsgy
ulaganja	ulaganje	Ncnsg
od	od	Sg
strane	strana	Ncfsg
središnjih	središnji	Agpnpgy
tijela	tijelo	Ncnpg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
,	,	Z
jedinice	jedinica	Ncfpa
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
te	te	Cc
svake	svaki	Pi-fsg
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
dodjeljuje	dodjeljivati	Vmr3s
