prethodno	prethodno	Rgp
odobrava	odobravati	Vmr3s
Odbor	odbor	Ncmsn
za	za	Sa
praćenje	praćenje	Ncnsa
ili	ili	Cc
Privremeni	privremen	Agpmsny
Odbor	odbor	Ncmsn
za	za	Sa
praćenje	praćenje	Ncnsa
Programa	program	Ncmsg
ruralnog	ruralan	Agpmsgy
razvoja	razvoj	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
za	za	Sa
razdoblje	razdoblje	Ncnsa
2014.	2014.	Mdo
–	–	Z
2020.	2020.	Mdo

(	(	Z
3	3	Mdc
)	)	Z
Da	da	Cs
bi	biti	Vaa3s
ulaganje	ulaganje	Ncnsn
bilo	biti	Vap-sn
prihvatljivo	prihvatljiv	Agpnsny
za	za	Sa
dodjelu	dodjela	Ncfsa
potpore	potpora	Ncfsg
,	,	Z
korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
imati	imati	Vmn
minimalan	minimalan	Agpmsann
broj	broj	Ncmsan
bodova	bod	Ncmpg
sukladno	sukladno	Rgp
Prilogu	Prilogu	Npmsn
III	III	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

III	III	Mrc
.	.	Z

ZAHTJEV	zahtjev	Ncmsn
ZA	za	Sa
POTPORU	potpora	Ncfsa
,	,	Z
POSTUPAK	postupak	Ncmsan
OBRADE	obrada	Ncfsg
I	i	Cc
DONOŠENJE	donošenje	Ncnsa
ODLUKE	odluka	Ncfsg

PODNOŠENJE	podnošenje	Ncnsn
ZAHTJEVA	zahtjev	Ncmpg
ZA	za	Sa
POTPORU	potpora	Ncfsa

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
temeljem	temelj	Ncmsi
Natječaja	natječaj	Ncmsg
o	o	Sl
provedbi	provedba	Ncfsl
Podmjere	Podmjera	Npfsg
4.2	4.2	Mdc
»	»	Z
Ulaganja	ulaganje	Ncnsg
u	u	Sa
preradu	prerada	Ncfsa
,	,	Z
marketing	marketing	Ncmsan
i	i	Cc
/	/	Z
ili	ili	Cc
razvoj	razvoj	Ncmsan
poljoprivrednih	poljoprivredni	Agpmpgy
proizvoda	proizvod	Ncmpg
«	«	Z
kojeg	koji	Pi-msay
raspisuje	raspisivati	Vmr3s
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Natječaj	natječaj	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
objavljuje	objavljivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
»		Agpfply
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
i	i	Cc
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
i	i	Cc
Ministarstva	ministarstvo	Ncnsg
poljoprivrede	poljoprivreda	Ncfsg
(	(	Z
www.mps.hr	www.mps.hr	X
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Natječajem	natječaj	Ncmsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
određuju	određivati	Vmr3p
se	sebe	Px--sa
rokovi	rok	Ncmpn
i	i	Cc
uvjeti	uvjet	Ncmpn
za	za	Sa
podnošenje	podnošenje	Ncnsa
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
dodjelu	dodjela	Ncfsa
sredstava	sredstvo	Ncnpg
iz	iz	Sg
EPFRR-a	EPFRR	Npmsg
,	,	Z
Podmjera	Podmjer	Npmsg
4.2.	4.2.	Mds

(	(	Z
4	4	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
korisnik	korisnik	Ncmsn
podnosi	podnositi	Vmr3s
u	u	Sl
elektronskom	elektronski	Agpmsly
obliku	oblik	Ncmsl
putem	put	Sg
AGRONET	AGRONE	Npmsg
sustava	sustav	Ncmsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
AGRONET	AGRONET	Npmsn
)	)	Z
.	.	Z

Način	način	Ncmsn
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
pojašnjen	pojasniti	Appmsnn
je	biti	Var3s
u	u	Sl
Vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
potpora	potpora	Ncfpg
iz	iz	Sg
EPFRR	EPFR	Npmsg
Podmjera	Podmjer	Npmsg
4.2	4.2	Mdc
»	»	Z
Ulaganja	ulaganje	Ncnsg
u	u	Sa
preradu	prerada	Ncfsa
,	,	Z
marketing	marketing	Ncmsan
i	i	Cc
/	/	Z
ili	ili	Cc
razvoj	razvoj	Ncmsan
poljoprivrednih	poljoprivredni	Agpmpgy
proizvoda	proizvod	Ncmpg
«	«	Z
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Vodič	vodič	Ncmsn
za	za	Sa
korisnike	korisnik	Ncmpa
)	)	Z
koji	koji	Pi-msn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
AGRONET	AGRONET	Npmsn
je	biti	Var3s
zaštićena	zaštititi	Appfsny
mrežna	mrežni	Agpfsny
aplikacija	aplikacija	Ncfsn
namijenjena	namijeniti	Appfsny
korisnicima	korisnik	Ncmpd
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
Evidenciju	evidencija	Ncfsa
korisnika	korisnik	Ncmpg
potpora	potpora	Ncfpg
u	u	Sl
ruralnom	ruralan	Agpmsly
razvoju	razvoj	Ncmsl
i	i	Cc
ribarstvu	ribarstvo	Ncnsl
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Evidencija	evidencija	Ncfsn
korisnika	korisnik	Ncmpg
)	)	Z
,	,	Z
pregled	pregled	Ncmsan
uputa	uputa	Ncfpg
za	za	Sa
korištenje	korištenje	Ncnsa
AGRONET-a	AGRONET	Npmsg
,	,	Z
pregled	pregled	Ncmsn
pravne	pravni	Agpfsgy
osnove	osnova	Ncfsg
,	,	Z
elektronsko	elektronski	Agpnsny
popunjavanje	popunjavanje	Ncnsn
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
/	/	Z
promjenu	promjena	Ncfsa
/	/	Z
isplatu	isplata	Ncfsa
/	/	Z
odustajanje	odustajanje	Ncnsa
/	/	Z
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
,	,	Z
preuzimanje	preuzimanje	Ncnsa
sljedećih	sljedeći	Agpmpgy
dokumenata	dokument	Ncmpg
:	:	Z

a	a	Cc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z

b	b	I
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
privremenoj	privremen	Agpfsly
raspodjeli	raspodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z

c	C	Npmsn
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
,	,	Z

d	d	Npmsn
)	)	Z
Izmjena	izmjena	Ncfsn
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z

e	e	I
)	)	Z
Pismo	pismo	Ncnsn
odbijanja	odbijanje	Ncnsg
,	,	Z

f	f	Ncnsn
)	)	Z
Potvrda	potvrda	Ncfsn
o	o	Sl
odustajanju	odustajanje	Ncnsl
,	,	Z

g	g	I
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
isplati	isplata	Ncfsl
predujma	predujam	Ncmsg
,	,	Z

h	h	I
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
,	,	Z

i	i	Cc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
isplati	isplata	Ncfsl
,	,	Z

j	j	I
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

k	k	Sd
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
jamstvu	jamstvo	Ncnsl
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
biti	biti	Van
upisan	upisati	Appmsnn
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
kako	kako	Cs
bi	biti	Vaa3s
mu	on	Pp3msd
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
dodijelila	dodijeliti	Vmp-sf
korisničko	korisnički	Agpnsay
ime	ime	Ncnsa
i	i	Cc
zaporku	zaporka	Ncfsa
kojima	koji	Pi-mpi
se	sebe	Px--sa
prijavljuje	prijavljivati	Vmr3s
u	u	Sa
AGRONET	AGRONET	Npmsan
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Upute	uputa	Ncfpn
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
Evidenciju	evidencija	Ncfsa
korisnika	korisnik	Ncmpg
i	i	Cc
za	za	Sa
korištenje	korištenje	Ncnsa
AGRONET-a	agronet-	Ncmsg
će	htjeti	Var3s
biti	biti	Van
dostupne	dostupan	Agpfpny
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Prilikom	prilikom	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
korisnici	korisnik	Ncmpn
su	biti	Var3p
obavezni	obavezan	Agpmpny
učitati	učitati	Vmn
u	u	Sa
AGRONET	AGRONET	Npmsan
svu	sav	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
Natječajem	natječaj	Ncmsi
.	.	Z

Dokumentacija	dokumentacija	Ncfsn
koju	koji	Pi-fsa
je	biti	Var3s
obvezno	obvezno	Rgp
dostaviti	dostaviti	Vmn
i	i	Cc
u	u	Sl
izvorniku	izvornik	Ncmsl
,	,	Z
propisuje	propisivati	Vmr3s
se	sebe	Px--sa
Natječajem	natječaj	Ncmsi
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Po	po	Sl
završetku	završetak	Ncmsl
elektronskog	elektronski	Agpnsgy
popunjavanja	popunjavanje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
propisanom	propisati	Agpmsly
Natječajem	Natječaji	Npmsl
dostaviti	dostaviti	Vmn
,	,	Z
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
osobno	osobno	Rgp
,	,	Z
ovjerenu	ovjeriti	Agpfsay
Potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
zajedno	zajedno	Rgp
s	sa	Si
propisanom	propisati	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
u	u	Sl
izvorniku	izvornik	Ncmsl
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Potvrda	potvrda	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
9.	9.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
propisana	propisati	Appfsny
dokumentacija	dokumentacija	Ncfsn
u	u	Sl
izvorniku	izvornik	Ncmsl
dostavlja	dostavljati	Vmr3s
se	sebe	Px--sa
na	na	Sa
adresu	adresa	Ncfsa
koja	koji	Pi-fsn
će	htjeti	Var3s
biti	biti	Van
propisana	propisati	Appfsny
Natječajem	natječaj	Ncmsi
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Vrijeme	vrijeme	Ncnsn
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
podrazumijeva	podrazumijevati	Vmr3s
vrijeme	vrijeme	Ncnsa
slanja	slanje	Ncnsg
dokumentacije	dokumentacija	Ncfsg
navedene	navesti	Appfpny
u	u	Sl
stavku	stavak	Ncmsl
9.	9.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
slučaju	slučaj	Ncmsl
slanja	slanje	Ncnsg
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
vrijeme	vrijeme	Ncnsa
zaprimanja	zaprimanje	Ncnsg
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
ukoliko	ukoliko	Cs
se	sebe	Px--sa
dostavlja	dostavljati	Vmr3s
osobno	osobno	Rgp
.	.	Z

Članak	članak	Ncmsn
19.	19.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
treba	trebati	Vmr3s
za	za	Sa
svaku	svaki	Pi-fsa
pojedinačnu	pojedinačan	Agpfsay
nabavu	nabava	Ncfsa
/	/	Z
ulaganje	ulaganje	Ncnsa
dostaviti	dostaviti	Vmn
jednu	jedan	Mlcfsa
ponudu	ponuda	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
koji	koji	Pi-msn
nije	biti	Var3s
obveznik	obveznik	Ncmsn
provedbe	provedba	Ncfsg
postupka	postupak	Ncmsg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
prema	prema	Sl
Zakonu	zakon	Ncmsl
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
i	i	Cc
podzakonskim	podzakonski	Agpmply
propisima	propis	Ncmpl
temeljem	temelj	Sg
Zakona	zakon	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
dužan	dužan	Agpmsnn
je	biti	Var3s
prilikom	prilikom	Sg
pribavljanja	pribavljanje	Ncnsg
ponuda	ponuda	Ncfpg
za	za	Sa
pojedinu	pojedini	Agpfsay
nabavu	nabava	Ncfsa
/	/	Z
ulaganje	ulaganje	Ncnsa
objaviti	objaviti	Vmn
Poziv	poziv	Ncmsan
na	na	Sa
dostavu	dostava	Ncfsa
ponuda	ponuda	Ncfpg
na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
osim	osim	Cs
za	za	Sa
opće	opći	Agpmpay
troškove	trošak	Ncmpa
.	.	Z

Postupak	postupak	Ncmsn
objave	objava	Ncfsg
Poziva	pozivati	Vmr3s
na	na	Sa
dostavu	dostava	Ncfsa
ponuda	ponuda	Ncfsn
provodi	provoditi	Vmr3s
se	sebe	Px--sa
sukladno	sukladno	Rgp
Uputi	uputiti	Vmr3s
za	za	Sa
objavu	objava	Ncfsa
Poziva	pozivati	Vmr3s
na	na	Sa
dostavu	dostava	Ncfsa
ponuda	ponuda	Ncfsn
koja	koji	Pi-fsn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
u	u	Sl
Prilogu	Prilog	Npmsl
V.	V.	Sg
ovoga	ovaj	Pd-nsg
pravilnika	pravilnik	Ncmpg
i	i	Cc
njegov	njegov	Ps3msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
,	,	Z
na	na	Sa
način	način	Ncmsan
da	da	Cs
se	sebe	Px--sa
ista	isti	Agpfsny
izradi	izraditi	Vmr3s
i	i	Cc
potom	potom	Rgp
dostavi	dostaviti	Vmr3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
putem	put	Sg
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
na	na	Sa
e-adresu	e-adres	Ncmsl
(	(	Z
ponude@apprrr.hr	ponude@apprrr.hr	X
)	)	Z
,	,	Z
najmanje	malo	Rgs
14	14	Mdc
dana	dan	Ncmpg
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Potvrde	potvrda	Ncfsg
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
u	u	Sl

