podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
a	a	Cc
isti	isti	Agpmsny
su	biti	Var3p
temelj	temelj	Ncmsn
za	za	Sa
provjeru	provjera	Ncfsa
uvjeta	uvjet	Ncmpg
prihvatljivosti	prihvatljivost	Ncfsg
sukladno	sukladan	Agpnsny
člancima	članak	Ncmpd
42.	42.	Mdo
i	i	Cc
47.	47.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
promjene	promjena	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
odabrani	odabrati	Appmpny
LAG	lti	Appnsny
je	biti	Var3s
dužan	dužan	Agpmsnn
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
Odluka	odluka	Ncfsn
o	o	Sl
odobrenju	odobrenje	Ncnsl
pripreme	priprema	Ncfsg
/	/	Z
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
suradnje	suradnja	Ncfsg
do	do	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
neposredno	neposredno	Rgp
nakon	nakon	Sg
njihovoga	njihov	Ps3msg
nastanka	nastanak	Ncmsg
.	.	Z

Zahtjev	zahtjev	Ncmsn
za	za	Sa
promjenu	promjena	Ncfsa
odabrani	odabrati	Appmpny
LAG	LAG	Npmsn
popunjava	popunjavati	Vmr3s
elektronski	elektronski	Agpmsny
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
a	a	Cc
po	po	Sl
završetku	završetak	Ncmsl
elektronskog	elektronski	Agpmsgy
popunjavanju	popunjavanje	Ncnsd
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostavlja	dostavljati	Vmr3s
ovjerenu	ovjeriti	Ncfsa
i	i	Cc
potpisanu	potpisan	Agpfsay
potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
promjenu	promjena	Ncfsa
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
neposredno	neposredno	Rgp
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny
tražiti	tražiti	Vmn
dodatna	dodatan	Agpnpay
obrazloženja	obrazloženje	Ncnpa
/	/	Z
ispravke	ispravka	Ncfsg
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
postupiti	postupiti	Vmn
sukladno	sukladno	Rgp
članku	članak	Ncmsd
51.	51.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3p
za	za	Sa
zaprimljene	zaprimiti	Agpmpay
Zahtjeve	zahtjev	Ncmpa
za	za	Sa
promjenu	promjena	Ncfsa
provjeriti	provjeriti	Vmn
uvjete	uvjet	Ncmpa
prihvatljivosti	prihvatljivost	Ncfsg
sukladno	sukladan	Agpnsay
člancima	članak	Ncmpd
42.	42.	Mdo
i	i	Cc
47.	47.	Mdo
ovoga	ovaj	Ncmsg
Pravilnika	pravilnik	Ncmsg
te	te	Cc
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
izmjeni	izmjena	Ncfsl
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
pripreme	priprema	Ncfsg
/	/	Z
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
suradnje	suradnja	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
prihvatljivosti	prihvatljivost	Ncfsg
promjena	promjena	Ncfpg
,	,	Z

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
promjene	promjena	Ncfsg
projekta	projekt	Ncmsg
suradnje	suradnja	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
neprihvatljivosti	neprihvatljivost	Ncfsg
promjena	promjena	Ncfpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
Zahtjevom	zahtjev	Ncmsi
za	za	Sa
promjenu	promjena	Ncfsa
utvrdi	utvrditi	Vmr3s
da	da	Cs
projekt	projekt	Ncmsn
suradnje	suradnja	Ncfsg
više	mnogo	Rgc
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
prihvatljivosti	prihvatljivost	Ncfsg
iz	iz	Sg
člancima	članak	Ncmpi
42.	42.	Mdo
i	i	Cc
47.	47.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
obveze	obveza	Ncfsg
.	.	Z

Potvrda	potvrda	Ncfsn
o	o	Sl
odustajanju	odustajanje	Ncnsl

Članak	članak	Ncmsn
54.	54.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
odabrani	odabrati	Appmpny
LAG	LAG	Npmsn
želi	željeti	Vmr3s
odustati	odustati	Vmn
od	od	Sg
pripreme	priprema	Ncfsg
/	/	Z
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
suradnje	suradnja	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
u	u	Sl
Vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
odustajanje	odustajanje	Ncnsa
odabrani	odabrati	Appmpny
LAG	LAG	Npmsn
popunjava	popunjavati	Vmr3s
elektronski	elektronski	Agpmsny
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
a	a	Cc
po	po	Sl
