odvojka	odvojak	Ncmsg
skretnice	skretnica	Ncfsg
ili	ili	Cc
križišta	križište	Ncnsg
do	do	Sg
elementa	element	Ncmsg
bočne	bočni	Agpfsgy
zaštite	zaštita	Ncfsg
naziva	nazivati	Vmr3s
se	sebe	Px--sa
»	»	Z
područje	područje	Ncnsn
bočne	bočni	Agpfsgy
zaštite	zaštita	Ncfsg
«	«	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Područje	područje	Ncnsn
bočne	bočni	Agpfsgy
zaštite	zaštita	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
slobodno	slobodan	Agpnsny
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
osigurava	osiguravati	Vmr3s
se	sebe	Px--sa
zaštitnim	zaštitni	Agpfpiy
skretnicama	skretnica	Ncfpi
,	,	Z
iskliznicama	iskliznica	Ncfpl
,	,	Z
glavnim	glavni	Agpmpiy
signalima	signal	Ncmpi
,	,	Z
graničnim	graničan	Agpmply
kolosiječnim	kolosiječan	Agpmply
signalima	signal	Ncmpl
i	i	Cc
manevarskim	manevarski	Agpmpiy
signalima	signal	Ncmpi
za	za	Sa
zaštitu	zaštita	Ncfsa
voznog	vozan	Agpmsgy
puta	put	Ncmsg
.	.	Z

Članak	članak	Ncmsn
30.	30.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
mora	morati	Vmr3s
biti	biti	Van
ostvarena	ostvariti	Appfsny
skretnicama	skretnica	Ncfpd
u	u	Sl
središnjem	središnji	Agpnsly
postavljanju	postavljanje	Ncnsl

–	–	Pq3n-n
kad	kad	Cs
je	biti	Var3s
u	u	Sl
kolodvoru	kolodvor	Ncmsl
ugrađeno	ugraditi	Appnsny
upravljačko	upravljački	Agpnsny
mjesto	mjesto	Ncnsn
lokalnog	lokalan	Agpmsgy
rada	rad	Ncmsg
,	,	Z
kao	kao	Cs
zaštita	zaštita	Ncfsn
voznih	vozan	Agpmpgy
puteva	put	Ncmpg
od	od	Sg
opasnih	opasan	Agpfpgy
vožnji	vožnja	Ncfpg
u	u	Sl
području	područje	Ncnsl
lokalnog	lokalan	Agpmsgy
rada	rad	Ncmsg
,	,	Z

–	–	Z
kad	kad	Cs
proračun	proračun	Ncmsn
rizika	rizik	Ncmsg
pokaže	pokazati	Vmr3s
da	da	Cs
je	biti	Var3s
nužna	nužan	Agpfsny
ugradnja	ugradnja	Ncfsn
zaštitne	zaštitni	Agpfsgy
skretnice	skretnica	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kod	kod	Sg
bočne	bočni	Agpfsgy
zaštite	zaštita	Ncfsg
pomoću	pomoć	Sg
skretnica	skretnica	Ncfpg
može	moći	Vmr3s
nastupiti	nastupiti	Vmn
više	mnogo	Rgc
slučajeva	slučaj	Ncmpg
:	:	Z

–	–	Z
jednostavna	jednostavan	Agpfsny
bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
,	,	Z

–	i	Agpfsny
skretnica	skretnica	Ncfsn
bočne	bočni	Agpfsgy
zaštite	zaštita	Ncfsg
koja	koji	Pi-fsn
bi	biti	Vaa3s
različitim	različit	Agpmsiy
položajem	položaj	Ncmsi
trebala	trebati	Vmp-sf
štititi	štititi	Vmn
dvije	dva	Mlcf-a
skretnice	skretnica	Ncfsg
ili	ili	Cc
skretnicu	skretnica	Ncfsa
i	i	Cc
križište	križište	Ncnsa
u	u	Sl
jednom	jedan	Mlcmsl
voznom	vozan	Agpmsly
putu	put	Ncmsl
.	.	Z

Ovakve	ovakav	Pd-fpn
skretnice	skretnica	Ncfpn
nazivaju	nazivati	Vmr3p
se	sebe	Px--sa
jednoštitne	jednoštitan	Agpfpny
,	,	Z

–	i	Agpfsny
skretnica	skretnica	Ncfsn
bočne	bočni	Agpfsgy
zaštite	zaštita	Ncfsg
koja	koji	Pi-fsn
bi	biti	Vaa3s
različitim	različit	Agpmsiy
položajem	položaj	Ncmsi
trebala	trebati	Vmp-sf
štititi	štititi	Vmn
jednu	jedan	Mlcfsa
skretnicu	skretnica	Ncfsa
ili	ili	Cc
križište	križište	Ncnsa
u	u	Sl
jednom	jedan	Mlcmsl
voznom	vozan	Agpmsly
putu	put	Ncmsl
i	i	Cc
istovremeno	istovremeno	Rgp
drugu	drugi	Mlofsa
skretnicu	skretnica	Ncfsa
ili	ili	Cc
križište	križište	Ncnsn
u	u	Sl
istovremeno	istovremeno	Rgp
postavljenom	postavljen	Agpmsly
drugom	drugi	Mlofsi
voznom	vozan	Agpmsly
putu	put	Ncmsl
.	.	Z

Ovakve	ovakav	Pd-fpn
skretnice	skretnica	Ncfpn
nazivaju	nazivati	Vmr3p
se	sebe	Px--sa
dvoštitne	dvoštitan	Agpfpny
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Jednostavna	jednostavan	Agpfsny
bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
skretnicom	skretnica	Ncfsi
je	biti	Var3s
najjednostavniji	jednostavan	Agsmsny
slučaj	slučaj	Ncmsn
.	.	Z

Skretnica	skretnica	Ncfsn
mora	morati	Vmr3s
biti	biti	Van
u	u	Sl
zaštitnom	zaštitni	Agpmsly
položaju	položaj	Ncmsl
i	i	Cc
blokirana	blokirati	Appfsny
.	.	Z

Blokiranje	blokiranje	Ncnsn
prestaje	prestajati	Vmr3s
kad	kad	Cs
nastupi	nastupiti	Vmr3s
razrješenje	razrješenje	Ncnsn
skretnice	skretnica	Ncfsg
koju	koji	Pi-fsa
štiti	štititi	Vmr3s
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
ESSU	ess	Ncmsl
mora	morati	Vmr3s
imati	imati	Vmn
sljedeće	sljedeći	Agpfpay
mogućnosti	mogućnost	Ncfpa
odabira	odabir	Ncmsg
rješenja	rješenje	Ncnsg
za	za	Sa
jednoštitne	jednoštitan	Agpfpay
skretnice	skretnica	Ncfpa
:	:	Z

–	–	Qz
jedna	jedan	Mlcfsn
od	od	Sg
dvije	dva	Mlc
skretnica	skretnica	Ncfpg
ili	ili	Cc
križište	križište	Ncnsn
u	u	Sl
voznom	vozan	Agpmsly
putu	put	Ncmsl
ima	imati	Vmr3s
prioritet	prioritet	Ncmsan
i	i	Cc
zaštićena	zaštititi	Appfsny
je	biti	Var3s
blokiranom	blokirati	Agpfsiy
