javni	javan	Agpmsny
promet	promet	Ncmsn
bude	biti	Var3s
95	95	Mdc
%	%	Z
ili	ili	Cc
više	mnogo	Rgc
od	od	Sg
toga	taj	Pd-nsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
postupku	postupak	Ncmsl
određivanja	određivanje	Ncnsg
položaja	položaj	Ncmsg
i	i	Cc
orijentacije	orijentacija	Ncfsg
nove	nov	Agpfsgy
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
,	,	Z
operator	operator	Ncmsn
aerodroma	aerodrom	Ncmsg
na	na	Sl
vodi	voda	Ncfsl
mora	morati	Vmr3s
osigurati	osigurati	Vmn
,	,	Z
tamo	tamo	Rgp
gdje	gdje	Rgp
je	biti	Var3s
to	taj	Pd-nsn
moguće	moguć	Agpnsny
,	,	Z
da	da	Cs
negativni	negativan	Agpmsny
utjecaj	utjecaj	Ncmsn
buke	buka	Ncfsg
hidroaviona	hidroavion	Ncmpg
u	u	Sl
prilazu	prilaz	Ncmsl
i	i	Cc
odletu	odlet	Ncmsl
iznad	iznad	Sg
naseljenih	naseljen	Agpnpgy
područja	područje	Ncnpg
bude	biti	Var3s
minimalan	minimalan	Agpmsnn
.	.	Z

Brzina	brzina	Ncfsn
vodenih	voden	Agpnpgy
strujanja	strujanje	Ncnpg

Članak	članak	Ncmsn
19.	19.	Mdo

Površina	površina	Ncfsn
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
nije	biti	Var3s
dozvoljena	dozvoliti	Appfsny
na	na	Sl
područjima	područje	Ncnpl
sa	sa	Si
jakim	jak	Agpfpiy
vodenim	voden	Agpfpiy
turbulencijama	turbulencija	Ncfpi
kao	kao	Cs
što	što	Cs
su	biti	Var3p
na	na	Sa
primjer	primjer	Ncmsan
:	:	Z

a	a	Cc
)	)	Z
oštri	oštar	Agpmpny
zavoji	zavoj	Ncmpn
na	na	Sl
rijeci	rijeka	Ncfsl
,	,	Z

b	b	Npmsn
)	)	Z
ušće	ušće	Ncnsn
dviju	dva	Mlcf-g
vodenih	voden	Agpfpgy
struja	struja	Ncfpg
,	,	Z

c	C	Npmsn
)	)	Z
područja	područje	Ncnsg
sa	sa	Si
velikim	velik	Agpfpiy
razlikama	razlika	Ncfpi
između	između	Sg
plime	plima	Ncfsg
i	i	Cc
oseke	oseka	Ncfsg
,	,	Z

d	d	Npmsn
)	)	Z
riječni	riječni	Agpmpny
brzaci	brzac	Ncmpn
.	.	Z

Visina	visina	Ncfsn
vala	val	Ncmsg

Članak	članak	Ncmsn
20.	20.	Mdo

Najveća	velik	Agsfsny
dozvoljena	dozvoliti	Appfsny
visina	visina	Ncfsn
valova	val	Ncmpg
određena	odrediti	Appfsny
je	biti	Var3s
tehničkim	tehnički	Agpfpdy
karakteristikama	karakteristika	Ncfpd
hidroaviona	hidroavion	Ncmsg
za	za	Sa
kojeg	koji	Pi-msay
je	biti	Var3s
aerodrom	aerodrom	Ncmsn
na	na	Sl
vodi	voda	Ncfsl
projektiran	projektirati	Appmsnn
.	.	Z

Stvarna	stvaran	Agpfsny
duljina	duljina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa

Članak	članak	Ncmsn
21.	21.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Stvarna	stvaran	Agpfsny
duljina	duljina	Ncfsn
glavne	glavni	Agpfsgy
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
mora	morati	Vmr3s
biti	biti	Van
jednaka	jednak	Agpfsny
ili	ili	Cc
veća	velik	Agcfsny
od	od	Sg
najveće	velik	Agsfsgy
duljine	duljina	Ncfsg
dobivene	dobiven	Agpfsgy
korekcijom	korekcija	Ncfsi
osnovne	osnovan	Agpfsgy
duljine	duljina	Ncfsg
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
referentnog	referentan	Agpmsgy
hidroaviona	hidroavion	Ncmsg
,	,	Z
a	a	Cc
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
:	:	Z

a	a	Cc
)	)	Z
stvarnu	stvaran	Agpfsay
nadmorsku	nadmorski	Agpfsay
visinu	visina	Ncfsa
lokacije	lokacija	Ncfsg
,	,	Z

b	b	Npmsn
)	)	Z
temperaturu	temperatura	Ncfsa
i	i	Cc

c	C	Npmsn
)	)	Z
vlažnost	vlažnost	Ncfsn
zraka	zrak	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osnovna	osnovan	Agpfsny
duljina	duljina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
referentnog	referentan	Agpmsgy
hidroaviona	hidroavion	Ncmsg
mora	morati	Vmr3s
biti	biti	Van
jednaka	jednak	Agpfsny
duljini	duljina	Ncfsd
potrebnoj	potreban	Agpfsly
za	za	Sa
njegovo	njegov	Agpnsay
sigurno	siguran	Agpnsay
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
sa	sa	Si
najvećom	velik	Agpfsiy
dozvoljenom	dozvoljen	Agpfsiy
masom	masa	Ncfsi
za	za	Sa
slijetanje	slijetanje	Ncnsa
(	(	Z
MLW	MLW	Npmsn
)	)	Z
