potpisani	potpisan	Agpmsny
ugovor	ugovor	Ncmsn
o	o	Sl
financiranju	financiranje	Ncnsl
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
podnese	podnijeti	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
nakon	nakon	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
,	,	Z
sklapanja	sklapanje	Ncnsg
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
i	i	Cc
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
te	te	Cc
raskinuti	raskinuti	Vmn
ugovor	ugovor	Ncmsan
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
je	biti	Var3s
korisniku	korisnik	Ncmsd
izdana	izdati	Appfsny
odluka	odluka	Ncfsn
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
i	i	Cc
sklopljen	sklopiti	Appmsnn
ugovor	ugovor	Ncmsn
o	o	Sl
financiranju	financiranje	Ncnsl
,	,	Z
a	a	Cc
nakon	nakon	Sg
toga	taj	Pd-nsg
mu	on	Pp3msd
izdana	izdati	Appfsny
odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
nakon	nakon	Sg
provedbe	provedba	Ncfsg
procesa	proces	Ncmsg
nabave	nabava	Ncfsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
i	i	Cc
izjavu	izjava	Ncfsa
o	o	Sl
raskidu	raskid	Ncmsl
ugovora	ugovor	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
u	u	Sl
sljedećim	sljedeći	Agpmply
slučajevima	slučaj	Ncmpl
:	:	Z

1.	1.	Mdo
kada	kada	Cs
korisnik	korisnik	Ncmsn
prekrši	prekršiti	Vmr3s
odredbe	odredba	Ncfpa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
ili	ili	Cc
natječaja	natječaj	Ncmsg
ili	ili	Cc

2.	2.	Mdo
ako	ako	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
u	u	Sl
za	za	Sa
to	taj	Pd-nsa
predviđenom	predvidjeti	Agpmsly
roku	rok	Ncmsl
.	.	Z

VII	vii	Mrc
.	.	Z

SKLAPANJE	sklapanje	Ncnsn
UGOVORA	ugovor	Ncmsg
O	o	Sl
FINANCIRANJU	financiranje	Ncnsl
ULAGANJA	ulaganje	Ncnsg

Sklapanje	sklapanje	Ncnsn
ugovora	ugovor	Ncmsg

Članak	članak	Ncmsn
35.	35.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nakon	nakon	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
Agencija	agencija	Ncfpg
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
s	sa	Si
korisnicima	korisnik	Ncmpi
sklopiti	sklopiti	Vmn
ugovor	ugovor	Ncmsan
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
vratiti	vratiti	Vmn
dva	dva	Mlc
potpisana	potpisan	Agpmsgn
primjeraka	primjerak	Agpmsgn
ugovora	ugovor	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedam	sedam	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
ugovora	ugovor	Ncmsg
,	,	Z
na	na	Sa
način	način	Ncmsan
predviđen	predvidjeti	Appmsnn
ugovorom	ugovor	Ncmsi
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
postupi	postupiti	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
odustao	odustati	Vmp-sm
od	od	Sg
ulaganja	ulaganje	Ncnsg
te	te	Cc
će	htjeti	Var3s
se	sebe	Px--sa
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
odluka	odluka	Ncfsn
o	o	Sl
poništenju	poništenje	Ncnsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
manjim	mali	Agpfply
izmjenama	izmjena	Ncfpl
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
iz	iz	Sg
članka	članak	Ncmsg
35.	35.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
odmah	odmah	Rgp
nakon	nakon	Cs
što	što	Cs
su	biti	Var3p
iste	isti	Agpfpny
nastale	nastao	Agpfpny
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Manje	malo	Rgc
izmjene	izmjena	Ncfsg
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
su	biti	Var3p
izmjene	izmjena	Ncfpn
podataka	podatak	Ncmpg
koje	koji	Pi-mpa
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
vodi	voditi	Vmr3s
o	o	Sl
korisniku	korisnik	Ncmsl
u	u	Sl
evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Manje	malo	Rgc
izmjene	izmjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
zahtijevaju	zahtijevati	Vmr3p
izradu	izrada	Ncfsa
aneksa	aneks	Ncmsg
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
je	biti	Var3s
ovlaštena	ovlastiti	Appfsny
u	u	Sl
bilo	bilo	Qo
kojem	koji	Pi-msl
trenutku	trenutak	Ncmsl
,	,	Z
a	a	Cc
ako	ako	Cs
za	za	Si
istim	isti	Agpmsiy
postoji	postojati	Vmr3s
potreba	potreba	Ncfsn
,	,	Z
izraditi	izraditi	Vmn
aneks	aneks	Ncmsan
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
administrativne	administrativan	Agpfpay
pogreške	pogreška	Ncfpa
učinjene	učiniti	Appfpay
omaškom	omaška	Ncfsi
prilikom	prilikom	Sg
izrade	izrada	Ncfsg
ugovora	ugovor	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
bilo	bilo	Qo
kojeg	koji	Pi-msg
akta	akt	Ncmsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
koji	koji	Pi-msn
je	biti	Var3s
u	u	Sl
izravnoj	izravan	Agpfsly
i	i	Cc
/	a	Ncfsl
ili	ili	Cc
neizravnoj	neizravan	Agpfsly
vezi	veza	Ncfsl
s	sa	Si
ugovorom	ugovor	Ncmsi
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
potrebe	potreba	Ncfsg
za	za	Si
aneksom	aneks	Ncmsi
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
nije	biti	Var3s
obuhvaćena	obuhvatiti	Appfsny
stavkom	stavak	Ncmsi
4.	4.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
ugovorne	ugovoran	Agpfsgy
strane	strana	Ncfsg
se	sebe	Px--sa
obvezuju	obvezivati	Vmr3p
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
suprotnu	suprotan	Agpfsay
stranu	strana	Ncfsa
o	o	Sl
potrebi	potreba	Ncfsl
izmjene	izmjena	Ncfsg
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
odnosno	odnosno	Rgp
sklapanja	sklapanje	Ncnsg
aneksa	aneks	Ncmsg
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
ne	ne	Qz
snosi	snositi	Vmr3s
odgovornost	odgovornost	Ncfsa
,	,	Z
neposrednu	neposredan	Agpfsay
ili	ili	Cc
posrednu	posredan	Agpfsay
,	,	Z
za	za	Sa
štete	šteta	Ncfpa
proizašle	proizašao	Agpfpay
iz	iz	Sg
bilo	bilo	Qo
koje	koji	Pi-fpa
aktivnosti	aktivnost	Ncfpa
korisnika	korisnik	Ncmpg
u	u	Sl
provedbi	provedba	Ncfsl
ugovorenog	ugovoriti	Agpnsgy
ulaganja	ulaganje	Ncnsg
.	.	Z

Obveze	obveza	Ncfpn
korisnika	korisnik	Ncmpg

Članak	članak	Ncmsn
36.	36.	Mdo

Obveze	obveza	Ncfpn
korisnika	korisnik	Ncmpg
sa	sa	Si
kojim	koji	Pi-msi
je	biti	Var3s
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
sklopila	sklopiti	Vmp-sf
ugovor	ugovor	Ncmsan
o	o	Sl
financiranju	financiranje	Ncnsl
su	biti	Var3p
sljedeće	sljedeći	Agpfsgy
:	:	Z

1.	1.	Mdo
čuvati	čuvati	Vmn
dokumentaciju	dokumentacija	Ncfsa
koja	koji	Pi-fsn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
dodjelu	dodjela	Ncfsa
sredstava	sredstvo	Ncnpg
iz	iz	Sg
EPFRR	epfr	Agpmpgy
programa	program	Ncmpg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
potpore	potpora	Ncfsg

2.	2.	Mdo
voditi	voditi	Vmn
građevinske	građevinski	Agpfpay
knjige	knjiga	Ncfpa
i	i	Cc
slične	sličan	Agpmpay
dokumente	dokument	Ncmpa
koji	koji	Pi-mpn
dokazuju	dokazivati	Vmr3p
količinu	količina	Ncfsa
i	i	Cc
vrstu	vrsta	Ncfsa
ugrađenih	ugraditi	Appmpgy
materijala	materijal	Ncmpg
i	i	Cc
opreme	oprema	Ncfsg
te	te	Cc
izvršenih	izvršen	Agpmpgy
radova	rad	Ncmpg

3.	3.	Mdo
staviti	staviti	Vmn
ulaganja	ulaganje	Ncnpa
u	u	Sa
uporabu	uporaba	Ncfsa
ili	ili	Cc
spremnost	spremnost	Ncfsa
za	za	Sa
uporabu	uporaba	Ncfsa
prije	prije	Sg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg

4.	4.	Mdo
zabrana	zabrana	Ncfsn
promjene	promjena	Ncfsg
vlasništva	vlasništvo	Ncnsg
nad	nad	Si
ulaganjem	ulaganje	Ncnsi
,	,	Z
davanja	davanje	Ncnsg
u	u	Sa
zakup	zakup	Ncmsan
ili	ili	Cc
najam	najam	Ncmsan
predmete	predmet	Ncmpa
ulaganja	ulaganje	Ncnsg
ili	ili	Cc
premještanja	premještanje	Ncnsg
sufinancirane	sufinancirati	Ncfsg
proizvodne	proizvodni	Agpfsgy
aktivnosti	aktivnost	Ncfsg
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
i	i	Cc
tijekom	tijekom	Sg
sljedećih	sljedeći	Agpfpgy
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
potpore	potpora	Ncfsg

5.	5.	Mdo
ulaganja	ulaganje	Ncnsg
koja	koji	Pi-fsn
se	sebe	Px--sa
izamortiziraju	izamortizirati	Vmr3p
u	u	Sl
periodu	period	Ncmsl
kraćem	kratak	Agcmsly
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
,	,	Z
te	te	Cc
nemaju	nemati	Vmr3p
više	mnogo	Rgc
uporabnu	uporaban	Agpfsay
vrijednost	vrijednost	Ncfsa
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
i	i	Qo
dalje	daleko	Rgc
dužan	dužan	Agpmsnn
imati	imati	Vmn
u	u	Sl
fizičkom	fizički	Agpmsly
obliku	oblik	Ncmsl
ili	ili	Cc
imati	imati	Vmn
vidljivi	vidljiv	Agpmsayn
materijalni	materijalan	Agpmsayn
dokaz	dokaz	Ncmsan
o	o	Sl
rashodovanju	rashodovanje	Ncnsl
(	(	Z
ne	ne	Qz
i	i	Cc
prodaji	prodaja	Ncfsl
)	)	Z
istih	isti	Agpfpgy
u	u	Sl
periodu	period	Ncmsl
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg

6.	6.	Mdo
zabrana	zabrana	Ncfsn
promjene	promjena	Ncfsg
namjene	namjena	Ncfsg
i	i	Cc
vrste	vrsta	Ncfsg
ulaganja	ulaganje	Ncnsg
za	za	Sa
koja	koji	Pi-fsn
se	sebe	Px--sa
korisniku	korisnik	Ncmsd
odobravaju	odobravati	Vmr3p
sredstva	sredstvo	Ncnpn
sljedećih	sljedeći	Agpfpgy
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
potpore	potpora	Ncfsg

7.	7.	Mdo
informirati	informirati	Vmn
javnost	javnost	Ncfsa
o	o	Sl
potpori	potpora	Ncfsl
sukladno	sukladno	Rgp
EU	E	Npmsd
zakonodavstvu	zakonodavstvo	Ncnsd

8.	8.	Mdo
osigurati	osigurati	Vmn
da	da	Cs
dokumentacija	dokumentacija	Ncfsn
koja	koji	Pi-fsn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
plaćanje	plaćanje	Ncnsa
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
odobrenog	odobren	Agpnsgy
ulaganja	ulaganje	Ncnsg
mora	morati	Vmr3s
biti	biti	Van
datirana	datirati	Appfsny
nakon	nakon	Sg
datuma	datum	Ncmsg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
osim	osim	Sg
računa	račun	Ncmsg
za	za	Sa
opće	opći	Agpmpay
troškove	trošak	Ncmpa
,	,	Z
ali	ali	Cc
ne	ne	Qz
prije	prije	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg

9.	9.	Mdo
u	u	Sl
svakom	svaki	Pi-msl

