punoljetnu	punoljetan	Agpfsay
osobu	osoba	Ncfsa
koja	koji	Pi-fsn
zbog	zbog	Sg
duševnih	duševan	Agpfpgy
smetnji	smetnja	Ncfpg
ili	ili	Cc
drugih	drugi	Mlompg
uzroka	uzrok	Ncmpg
nije	biti	Var3s
sposobna	sposoban	Agpfsny
brinuti	brinuti	Vmn
se	sebe	Px--sa
o	o	Sl
osobnim	osoban	Agpfply
potrebama	potreba	Ncfpl
,	,	Z
pravima	prav	Agpmply
i	i	Cc
interesima	interes	Ncmpl
ili	ili	Cc
koja	koji	Pi-fsn
ugrožava	ugrožavati	Vmr3s
prava	pravo	Ncnpa
i	i	Cc
interese	interes	Ncmpa
drugih	drugi	Mlofpg
osoba	osoba	Ncfpg
,	,	Z
djelomice	djelomice	Rgp
ili	ili	Cc
potpuno	potpuno	Rgp
lišiti	lišiti	Vmn
poslovne	poslovan	Agpfpay
sposobnosti	sposobnost	Ncfpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Prije	prije	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
sud	sud	Ncmsan
će	htjeti	Var3s
pribaviti	pribaviti	Vmn
stručno	stručan	Agpnsay
mišljenje	mišljenje	Ncnsa
liječnika	liječnik	Ncmpg
vještaka	vještak	Ncmpg
o	o	Sl
zdravstvenom	zdravstven	Agpnsly
stanju	stanje	Ncnsl
osobe	osoba	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
pokrenut	pokrenuti	Appmsnn
postupak	postupak	Ncmsn
lišenja	lišenje	Ncnsg
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
i	i	Cc
o	o	Sl
utjecaju	utjecaj	Ncmsl
tog	taj	Pd-nsg
stanja	stanje	Ncnsg
na	na	Sa
njezine	njezin	Agpfpay
sposobnosti	sposobnost	Ncfpa
zaštite	zaštita	Ncfsg
svih	sav	Agpmpgy
ili	ili	Cc
pojedinih	pojedini	Agpfpgy
osobnih	osoban	Agpfpgy
potreba	potreba	Ncfpg
,	,	Z
prava	pravo	Ncnpg
i	i	Cc
interesa	interes	Ncmsg
te	te	Cc
na	na	Sa
ugrožavanje	ugrožavanje	Ncnsa
prava	pravo	Ncnsg
i	i	Cc
interesa	interes	Ncmpg
drugih	drugi	Mlofpg
osoba	osoba	Ncfpg
.	.	Z
«	«	Z

»	»	Z
Članak	članak	Ncmsn
161.	161.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
predložit	predložiti	Vmn
će	htjeti	Var3s
sudu	sud	Ncmsd
pokretanje	pokretanje	Ncnsn
postupka	postupak	Ncmsg
kad	kad	Cs
ocijeni	ocijeniti	Vmr3s
da	da	Cs
bi	biti	Vaa3s
zbog	zbog	Sg
razloga	razlog	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
159.	159.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
osobu	osoba	Ncfsa
bilo	biti	Vap-sn
potrebno	potreban	Agpnsny
djelomice	djelomice	Rgp
ili	ili	Cc
potpuno	potpuno	Rgp
lišiti	lišiti	Vmn
poslovne	poslovan	Agpfpay
sposobnosti	sposobnost	Ncfpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
osobi	osoba	Ncfsd
o	o	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
pokrenut	pokrenuti	Appmsnn
postupak	postupak	Ncmsn
za	za	Sa
lišenje	lišenje	Ncnsa
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
imenuje	imenovati	Vmr3s
posebnog	poseban	Agpmsgy
skrbnika	skrbnik	Ncmsg
na	na	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
o	o	Sl
skrbništvu	skrbništvo	Ncnsl
za	za	Sa
posebne	poseban	Agpmpay
slučajeve	slučaj	Ncmpa
.	.	Z

Radnje	radnja	Ncfpn
za	za	Sa
čije	čiji	Pi-nsa
poduzimanje	poduzimanje	Ncnsa
skrbnik	skrbnik	Ncmsn
nije	biti	Var3s
ovlašten	ovlastiti	Appmsnn
osoba	osoba	Ncfsn
poduzima	poduzimati	Vmr3s
samostalno	samostalno	Rgp
.	.	Z
«	«	Z

»	»	Z
Članak	članak	Ncmsn
168.	168.	Mdo

Radi	radi	Sg
zaštite	zaštita	Ncfsg
pojedinih	pojedini	Agpmpgy
osobnih	osoban	Agpmpgy
i	i	Cc
imovinskih	imovinski	Agpnpgy
prava	pravo	Ncnpg
i	i	Cc
interesa	interes	Ncmsg
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
imenovat	imenovati	Vmn
će	htjeti	Var3s
posebnog	poseban	Agpmsgy
skrbnika	skrbnik	Ncmsg
:	:	Z

1.	1.	Mdo
osobi	osoba	Ncfsl
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
podnesen	podnijeti	Appmsnn
prijedlog	prijedlog	Ncmsn
za	za	Sa
lišenje	lišenje	Ncnsa
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
,	,	Z

(...)	(...)	I
«	«	Z

»	»	Z
Članak	članak	Ncmsn
325.	325.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
prijedlogu	prijedlog	Ncmsl
za	za	Sa
pokretanje	pokretanje	Ncnsa
postupka	postupak	Ncmsg
treba	trebati	Vmr3s
navesti	navesti	Vmn
činjenice	činjenica	Ncfpa
na	na	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa
temelji	temeljiti	Vmr3s
prijedlog	prijedlog	Ncmsn
i	i	Cc
predložiti	predložiti	Vmn
dokaze	dokaz	Ncmpa
kojima	koji	Pi-mpi
se	sebe	Px--sa
utvrđuju	utvrđivati	Vmr3p
te	taj	Pd-fsg
činjenice	činjenica	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Sud	sud	Ncmsn
može	moći	Vmr3s
pozvati	pozvati	Vmn
podnositelje	podnositelj	Ncmpa
prijedloga	prijedlog	Ncmsg
da	da	Cs
podnesu	podnijeti	Vmr3p
pisani	pisan	Agpmsayn
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
liječnika	liječnik	Ncmpg
ili	ili	Cc
drugu	drugi	Mlofsa
ispravu	isprava	Ncfsa
koja	koji	Pi-fsn
upućuje	upućivati	Vmr3s
da	da	Cs
se	sebe	Px--sa
osoba	osoba	Ncfsn
iz	iz	Sg
članka	članak	Ncmsg
159.	159.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
nije	biti	Var3s
sposobna	sposoban	Agpfsny
brinuti	brinuti	Vmn
o	o	Sl
osobnim	osoban	Agpfply
potrebama	potreba	Ncfpl
,	,	Z
pravima	prav	Agpmply
i	i	Cc
interesima	interes	Ncmpl
ili	ili	Cc
da	da	Cs
ona	on	Pp3fsn
ugrožava	ugrožavati	Vmr3s
prava	pravo	Ncnpa
i	i	Cc
interese	interes	Ncmpa
drugih	drugi	Mlofpg
osoba	osoba	Ncfpg
.	.	Z

Članak	članak	Ncmsn
326.	326.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Sud	sud	Ncmsn
će	htjeti	Var3s
pozvati	pozvati	Vmn
na	na	Sa
ročište	ročište	Ncnsa
osobu	osoba	Ncfsa
koja	koji	Pi-fsn
je	biti	Var3s
podnijela	podnijeti	Vmp-sf
prijedlog	prijedlog	Ncmsan
za	za	Sa
pokretanje	pokretanje	Ncnsa
postupka	postupak	Ncmsg
,	,	Z
osobu	osoba	Ncfsa
o	o	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsn
,	,	Z
njezinog	njezin	Ps3msg
skrbnika	skrbnik	Ncmsg
i	i	Cc
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osobe	osoba	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
mogu	moći	Vmr3p
u	u	Sl
tijeku	tijek	Ncmsl
postupka	postupak	Ncmsg
sudjelovati	sudjelovati	Vmn
pri	pri	Sl
izvođenju	izvođenje	Ncnsl
dokaza	dokaz	Ncmpg
i	i	Cc
raspravi	rasprava	Ncfsl
o	o	Sl
rezultatima	rezultat	Ncmpl
cjelokupnog	cjelokupan	Agpmsgy
postupka	postupak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Sud	sud	Ncmsn
će	htjeti	Var3s
nastojati	nastojati	Vmn
saslušati	saslušati	Vmn
osobu	osoba	Ncfsa
o	o	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsn
.	.	Z
(...)	(...)	Z
«	«	Z

V.	vi	Agpfsny
OCJENA	ocjena	Ncfsn
USTAVNOG	ustavan	Agpmsgy
SUDA	sud	Ncmsg

9.	9.	Mdo
Polazeći	polaziti	Rr
od	od	Sg
osobitih	osobit	Agpfpgy
okolnosti	okolnost	Ncfpg
konkretnog	konkretan	Agpmsgy
slučaja	slučaj	Ncmsg
te	te	Cc
navoda	navod	Ncmsg
ustavne	ustavan	Agpfsgy
tužbe	tužba	Ncfsg
,	,	Z
ocjena	ocjena	Ncfsn
je	biti	Var3s
Ustavnog	ustavan	Agpmsgy
suda	sud	Ncmsg
da	da	Cs
su	biti	Var3p
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
ispunjene	ispunjen	Agpfsgy
pretpostavke	pretpostavka	Ncfsg
za	za	Sa
ustavnosudsko	ustavnosudski	Agpnsay
preispitivanje	preispitivanje	Ncnsa
osporenih	osporiti	Agpfpgy
sudskih	sudski	Agpfpgy
odluka	odluka	Ncfpg
.	.	Z

Stoga	stoga	Rgp
ustavnu	ustavan	Agpfsay
tužbu	tužba	Ncfsa
podnositelja	podnositelj	Ncmpg
smatra	smatrati	Vmr3s
dopuštenom	dopustiti	Ncnsi
.	.	Z

Ustavni	ustavan	Agpmsny
sud	sud	Ncmsn
je	biti	Var3s
svoju	svoj	Px-fsa
ocjenu	ocjena	Ncfsa
zasnovao	zasnovati	Vmp-sm
na	na	Sl
člancima	članak	Ncmpl
29.	29.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
i	i	Cc
35.	35.	Mdo

Ustava	ustava	Ncfsn
,	,	Z
člancima	članak	Ncmpd
6.	6.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
i	i	Cc
8.	8.	Mdo
Konvencije	konvencija	Ncfsg
.	.	Z

9.1.	9.1.	Mdo

Mjerodavni	mjerodavan	Agpmpny
dijelovi	dio	Ncmpn
članaka	članak	Ncmpg
29.	29.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
35.	35.	Mdo

Ustava	ustava	Ncfsn
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
Članak	članak	Ncmsn
29.	29.	Mdo

Svatko	svatko	Pi3m-n
ima	imati	Vmr3s
pravo	pravo	Ncnsa
da	da	Cs
zakonom	zakon	Ncmsi
ustanovljeni	ustanoviti	Appmpny
neovisni	neovisan	Agpmpny
i	i	Cc
nepristrani	nepristran	Agpmsny
sud	sud	Ncmsn
pravično	pravično	Rgp
i	i	Cc
u	u	Sl
razumnom	razuman	Agpmsly
roku	rok	Ncmsl
odluči	odlučiti	Vmr3s
o	o	Sl
njegovim	njegov	Agpnply
pravima	pravo	Ncnpl
i	i	Cc
obvezama	obveza	Ncfpi
(...)	(...)	Z
«	«	Z

»	»	Z
Članak	članak	Ncmsn
35.	35.	Mdo

Svakomu	svaki	Pi-msd
se	sebe	Px--sa
jamči	jamčiti	Vmr3s
štovanje	štovanje	Ncnsn
i	i	Cc
pravna	pravni	Agpfsny
zaštita	zaštita	Ncfsn
njegova	njegov	Ps3msg
osobnog	osoban	Agpmsgy
...	...	Z
života	život	Ncmsg
...	...	Z
«	«	Z

9.2.	9.2.	Mdo

Mjerodavni	mjerodavan	Agpmpny
dijelovi	dio	Ncmpn
članaka	članak	Ncmpg
6.	6.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
8.	8.	Mdo
Konvencije	konvencija	Ncfsg
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
Članak	članak	Ncmsn
6.	6.	Mdo

