osiguranju	osiguranje	Ncnsl
i	i	Cc
Zakonu	zakon	Ncmsl
o	o	Sl
pravima	pravo	Ncnpl
hrvatskih	hrvatski	Agpmpgy
branitelja	branitelj	Ncmpg
iz	iz	Sg
Domovinskog	domovinski	Agpmsgy
rata	rat	Ncmsg
i	i	Cc
članova	član	Ncmpg
njihovih	njihov	Ps3fpg
obitelji	obitelj	Ncfpg
(	(	Z
čl.	čl.	Y
9.	9.	Mdo
st.	st.	Y
1.	1.	Mdo
t.	ta	Ncfsg
5.	5.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
)	)	Z
22	22	Mdc
Prigodne	prigodan	Agpfsgy
nagrade	nagrada	Ncfsg
,	,	Z
do	do	Sg
propisanog	propisati	Agpmsgy
iznosa	iznos	Ncmsg
(	(	Z
božićnica	božićnica	Ncfpg
,	,	Z
naknada	naknada	Ncfsn
za	za	Sa
godišnji	godišnji	Agpmsayn
odmor	odmor	Ncmsan
i	i	Cc
sl.	sl.	Y
)	)	Z
i	i	Cc
nagrade	nagrada	Ncfpa
radnicima	radnik	Ncmpd
za	za	Sg
navršene	navršiti	Appfsgy
godine	godina	Ncfsg
staža	staž	Ncmsg
,	,	Z
do	do	Sg
propisanih	propisati	Agpmpgy
iznosa	iznos	Ncmpg
(	(	Z
čl.	čl.	Y
10.	10.	Mdo
t.	ta	Ncfsg
9.	9.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
i	i	Cc
čl.	čl.	Y
13.	13.	Mdo
st.	st.	Y
2.	2.	Mdo
t.	t.	Y
11.	11.	Mdo
i	i	Cc
12.	12.	Mdo

Pravilnika	pravilnik	Ncmpg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
)	)	Z
28	28	Mdc
*	*	Z
Stipendije	Stipendija	Npfsg
,	,	Z
ukupno	ukupno	Rgp
do	do	Sg
propisanog	propisati	Agpmsgy
iznosa	iznos	Ncmsg
(	(	Z
čl.	čl.	Y
10.	10.	Mdo
t.	t	Ncmsg
12.	12.	Mdo
,	,	Z
13.	13.	Mdo
,	,	Z
14.	14.	Mdo
i	i	Cc
18.	18.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
)	)	Z
*	*	Z
Napomena	napomena	Ncfsn
:	:	Z
Osim	osim	Sg
stipendija	stipendija	Ncfpg
iz	iz	Sg
javnih	javan	Agpmpgy
izvora	izvor	Ncmpg
sukladno	sukladno	Rgp
čl.	čl.	Y
19.	19.	Mdo
st.	st.	Y
1.	1.	Mdo
33	33	Mdc
Primici	primitak	Ncmpn
po	po	Sl
osnovi	osnova	Ncfsl
dividendi	dividenda	Ncfpg
i	i	Cc
udjela	udjel	Ncmsg
u	u	Sl
dobiti	dobit	Ncfsl
ostvareni	ostvariti	Appmpny
u	u	Sl
sklopu	sklop	Ncmsl
ESOP	ESOP	Pi-msg
programa	program	Ncmsg
(	(	Z
čl.	čl.	Y
30.	30.	Mdo
st.	st	Ncmsg
12.	12.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
)	)	Z
35	35	Mdc
Obiteljske	obiteljski	Agpfsgy
mirovine	mirovina	Ncfsg
odnosno	odnosno	Rgp
novčane	novčan	Agpfpay
naknade	naknada	Ncfpa
u	u	Sl
visini	visina	Ncfsl
obiteljske	obiteljski	Agpfsgy
mirovine	mirovina	Ncfsg
ostvarene	ostvariti	Appfpny
prema	prema	Sl
Zakonu	zakon	Ncmsl
o	o	Sl
pravima	pravo	Ncmpl
hrvatskih	hrvatski	Agpmpgy
branitelja	branitelj	Ncmpg
iz	iz	Sg
Domovinskog	domovinski	Agpmsgy
rata	rat	Ncmsg
i	i	Cc
članova	član	Ncmpg
njihovih	njihov	Ps3fpg
obitelji	obitelj	Ncfpg
(	(	Z
čl.	čl.	Y
53.	53.	Mdo
st.	st.	Y
2.	2.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
)	)	Z
36	36	Mdc
Primici	primitak	Ncmpn
na	na	Sa
koje	koji	Pi-mpa
je	biti	Var3s
sukladno	sukladan	Agpnsny
ugovoru	ugovor	Ncmsd
o	o	Sl
izbjegavanju	izbjegavanje	Ncnsl
dvostrukog	dvostruk	Agpnsgy
oporezivanja	oporezivanje	Ncnsg
predujam	predujam	Ncmsan
poreza	porez	Ncmsg
na	na	Sa
dohodak	dohodak	Ncmsan
plaćen	platiti	Appmsnn
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
,	,	Z
a	a	Cc
za	za	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
sukladno	sukladno	Rgp
članku	članak	Ncmsd
2.	2.	Mdo
stavku	stavak	Ncmsl
4.	4.	Mdo
Pravilnika	pravilnik	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
ne	ne	Qz
plaćaju	plaćati	Vmr3p
predujmovi	predujam	Ncmpn
poreza	porez	Ncmsg
na	na	Sa
dohodak	dohodak	Ncmsan
u	u	Sl
tuzemstvu	tuzemstvo	Ncnsl
37	37	Mdc
Primici	primitak	Ncmpn
koji	koji	Pi-mpn
bi	biti	Vaa3p
bili	biti	Vap-pm
oporezivi	oporeziv	Agpmpny
porezom	porez	Ncmsi
na	na	Sa
dohodak	dohodak	Ncmsan
da	da	Cs
ugovorima	ugovor	Ncmpd
o	o	Sl
izbjegavanju	izbjegavanje	Ncnsl
dvostrukog	dvostruk	Agpnsgy
oporezivanja	oporezivanje	Ncnsg
nije	biti	Var3s
uređeno	urediti	Appnsny
drukčije	drugačiji	Agpnsny
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
sukladno	sukladno	Rgp
ugovoru	ugovor	Ncmsd
izuzima	izuzimati	Vmr3s
te	taj	Pd-mpa
primitke	primitak	Ncmpa
od	od	Sg
oporezivanja	oporezivanje	Ncnsg
38	38	Mdc
Primici	primitak	Ncmpn
fizičkih	fizički	Agpfpgy
osoba	osoba	Ncfpg
po	po	Sl
osnovi	osnova	Ncfsl
izravnih	izravan	Agpnpgy
plaćanja	plaćanje	Ncnpg
u	u	Sl
poljoprivredi	poljoprivreda	Ncfsl
sukladno	sukladno	Rgp
posebnim	poseban	Agpmply
propisima	propis	Ncmpl
po	po	Sl
osnovi	osnova	Ncfsl
kojih	koji	Pi-mpg
se	sebe	Px--sa
ne	ne	Qz
utvrđuje	utvrđivati	Vmr3s
dohodak	dohodak	Ncmsn
sukladno	sukladno	Rgp
članku	članak	Ncmsd
18.	18.	Mdo
stavku	stavak	Ncmsl
3.	3.	Mdo
Zakona	zakon	Ncmsg
41	41	Mdc
Ostali	ostali	Agpmpny
nenavedeni	nenaveden	Agpmpny
neoporezivi	neoporeziv	Agpmpny
primici	primitak	Ncmpn
iz	iz	Sg
članka	članak	Ncmsg
10.	10.	Mdo
točke	točka	Ncfsg
3.	3.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
,	,	Z
a	a	Cc
vezano	vezano	Rgp
uz	uz	Sa
članak	članak	Ncmsan
7.	7.	Mdo
Pravilnika	pravilnik	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
(	(	Z
naknade	naknada	Ncfpn
)	)	Z
42	42	Mdc
Primici	primitak	Ncmpn
po	po	Sl
osnovi	osnova	Ncfsl
dividendi	dividenda	Ncfpg
i	i	Cc
udjela	udjel	Ncmsg
u	u	Sl
dobiti	dobit	Ncfsl
koji	koji	Pi-mpn
ne	ne	Qz
podliježu	podlijegati	Vmr3p
oporezivanju	oporezivanje	Ncnsd
54	54	Mdc
Novčana	novčan	Agpfsny
pomoć	pomoć	Ncfsn
polaznicima	polaznik	Ncmpd
stručnog	stručan	Agpnsgy
osposobljavanja	osposobljavanje	Ncnsg
za	za	Sa
rad	rad	Ncmsan
bez	bez	Sg
zasnivanja	zasnivanje	Ncnsg
radnog	radni	Agpmsgy
odnosa	odnos	Ncmsg
(	(	Z
čl.	čl.	Y
10.	10.	Mdo
t.	t	Ncmsg
19.	19.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
)	)	Z

