surađuje	surađivati	Vmr3s
s	sa	Si
ostalim	ostali	Agpmpiy
tijelima	tijelo	Ncmpi
Komore	komora	Ncfsg
u	u	Sl
financijskim	financijski	Agpnply
pitanjima	pitanje	Ncnpl
,	,	Z

8.	8.	Mdo
daje	davati	Vmr3s
Izvršnom	izvršan	Agpmsly
odboru	odbor	Ncmsl
Komore	komora	Ncfsg
prijedlog	prijedlog	Ncmsn
financijske	financijski	Agpfsgy
pomoći	pomoć	Ncfsg
članovima	član	Ncmpi
Komore	Komora	Npfsg
i	i	Cc
pravnim	pravni	Agpfply
osobama	osoba	Ncfpl
.	.	Z

7.	7.	Mdo
Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn

Članak	članak	Ncmsn
39.	39.	Mdo

Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
čine	činiti	Vmr3p
predsjednik	predsjednik	Ncmsn
i	i	Cc
dva	dva	Mlc
člana	član	Ncmsg
te	te	Cc
zamjenici	zamjenik	Ncmpn
članova	član	Ncmpg
.	.	Z

Članove	član	Ncmpa
Nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
bira	birati	Vmr3s
Skupština	skupština	Ncfsn
Komore	komora	Ncfsg
na	na	Sl
konstituirajućoj	konstituirajući	Agpfsly
sjednici	sjednica	Ncfsl
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpl
Pravilnika	pravilnik	Ncmsg
o	o	Sl
izboru	izbor	Ncmsl
tijela	tijelo	Ncnsg
Komore	komora	Ncfsg
.	.	Z

Predsjednika	predsjednik	Ncmsay
i	i	Cc
zamjenika	zamjenik	Ncmpg
predsjednika	predsjednik	Ncmsg
biraju	birati	Vmr3p
između	između	Sg
sebe	sebe	Px--sg
članovi	član	Ncmpn
Nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
na	na	Sl
konstituirajućoj	konstituirajući	Agpfsly
sjednici	sjednica	Ncfsl
Nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
.	.	Z

Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
najmanje	malo	Rgs
dva	dva	Mlc
puta	puta	Rgp
godišnje	godišnje	Rgp
pregledati	pregledati	Vmn
financijsko	financijski	Agpnsny
poslovanje	poslovanje	Ncnsn
Komore	komora	Ncfsg
te	te	Cc
godišnja	godišnji	Agpfsny
financijska	financijski	Agpnpay
izvješća	izvješće	Ncnpa
.	.	Z

Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
razmatra	razmatrati	Vmr3s
zakonitost	zakonitost	Ncfsa
odluka	odluka	Ncfpg
koje	koji	Pi-fpn
donose	donositi	Vmr3p
tijela	tijelo	Ncnsg
Komore	komora	Ncfsg
.	.	Z

Ako	ako	Cs
Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
utvrdi	utvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
neka	neki	Pi-fsn
odluka	odluka	Ncfsn
tijela	tijelo	Ncnsg
Komore	komora	Ncfsg
nezakonita	nezakonit	Agpfsny
,	,	Z
može	moći	Vmr3s
je	on	Pp3fsa
staviti	staviti	Vmn
izvan	izvan	Sg
snage	snaga	Ncfsg
do	do	Sg
iduće	idući	Agpfsgy
izvanredne	izvanredan	Agpfsgy
sjednice	sjednica	Ncfsg
tijela	tijelo	Ncnsg
Komore	komora	Ncfsg
koje	koji	Pi-nsn
je	biti	Var3s
donijelo	donijeti	Vmp-sn
tu	taj	Pd-fsa
odluku	odluka	Ncfsa
.	.	Z

O	o	Sl
svom	svoj	Px-msl
radu	rad	Ncmsl
podnosi	podnositi	Vmr3s
izvješće	izvješće	Ncnsa
svake	svaki	Pi-fsg
godine	godina	Ncfsg
na	na	Sl
Skupštini	skupština	Ncfsl
te	te	Cc
predlaže	predlagati	Vmr3s
usvajanje	usvajanje	Ncnsa
zaključnog	zaključni	Agpmsgy
računa	račun	Ncmsg
.	.	Z

8.	8.	Mdo
Sud	sud	Ncmsn
Komore	komora	Ncfsg

Članak	članak	Ncmsn
40.	40.	Mdo

Disciplinska	disciplinski	Agpnsgy
tijela	tijelo	Ncnsg
Komore	Komora	Npfpn
jesu	biti	Var3p
Časni	častan	Agpmpny
i	i	Cc
Visoki	visok	Agpmsny
časni	častan	Agpmsny
sud	sud	Ncmsn
Komore	komora	Ncfsg
(	(	Z
Sud	sud	Ncmsn
Komore	komora	Ncfsg
)	)	Z
.	.	Z

Disciplinska	disciplinski	Agpnpny
tijela	tijelo	Ncnpn
Komore	komora	Ncfsg
odlučuju	odlučivati	Vmr3p
o	o	Sl
disciplinskoj	disciplinski	Agpfsly
odgovornosti	odgovornost	Ncfsl
liječnika	liječnik	Ncmpg
i	i	Cc
provode	provoditi	Vmr3p
postupak	postupak	Ncmsan
za	za	Sa
utvrđivanje	utvrđivanje	Ncnsa
nedostojnosti	nedostojnost	Ncfsg
liječnika	liječnik	Ncmpg
za	za	Sa
obavljanje	obavljanje	Ncnsa
liječničke	liječnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
.	.	Z

Časni	častan	Agpmsny
sud	sud	Ncmsn
Komore	komora	Ncfsg
odlučuje	odlučivati	Vmr3s
o	o	Sl
disciplinskim	disciplinski	Agpfply
povredama	povreda	Ncfpl
u	u	Sl
prvom	prvi	Mlomsl
stupnju	stupanj	Ncmsl
te	te	Cc
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsan
za	za	Sa
utvrđivanje	utvrđivanje	Ncnsa
nedostojnosti	nedostojnost	Ncfsg
liječnika	liječnik	Ncmpg
za	za	Sa
obavljanje	obavljanje	Ncnsa
liječničke	liječnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
.	.	Z

Časni	častan	Agpmsny
sud	sud	Ncmsn
Komore	komora	Ncfsg
ima	imati	Vmr3s
predsjednika	predsjednik	Ncmsg
,	,	Z
zamjenika	zamjenik	Ncmsg
predsjednika	predsjednik	Ncmsg
te	te	Cc
pet	pet	Mlc
članova	član	Ncmpg
–	–	Z
liječnika	liječnik	Ncmpg
,	,	Z
koji	koji	Pi-mpn
također	također	Rgp
imaju	imati	Vmr3p
svoje	svoj	Px-mpa
zamjenike	zamjenik	Ncmpa
–	i	Agpmpay
liječnike	liječnik	Ncmpa
.	.	Z

Visoki	visok	Agpmsny
časni	častan	Agpmsny
sud	sud	Ncmsn
Komore	komora	Ncfsg
odlučuje	odlučivati	Vmr3s
o	o	Sl
žalbama	žalba	Ncfpl
protiv	protiv	Sg
odluka	odluka	Ncfpg
Časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfsg
.	.	Z

Visoki	visok	Agpmsny
časni	častan	Agpmsny
sud	sud	Ncmsn
Komore	komora	Ncfsg
ima	imati	Vmr3s
predsjednika	predsjednik	Ncmsay
koji	koji	Pi-msn
ima	imati	Vmr3s
svog	svoj	Px-msay
zamjenika	zamjenik	Ncmsay
te	te	Cc
pet	pet	Mlc
članova	član	Ncmpg
–	–	Z
liječnika	liječnik	Ncmpg
,	,	Z
koji	koji	Pi-mpn
također	također	Rgp
imaju	imati	Vmr3p
svoje	svoj	Px-mpa
zamjenike	zamjenik	Ncmpa
–	i	Agpmpay
liječnike	liječnik	Ncmpa
.	.	Z

Članak	članak	Ncmsn
41.	41.	Mdo

Predsjednike	predsjednik	Ncmpa
i	i	Cc
zamjenike	zamjenik	Ncmpa
predsjednika	predsjednik	Ncmsg
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfsg
imenuje	imenovati	Vmr3s
Izvršni	izvršan	Agpmsny
odbor	odbor	Ncmsn
na	na	Sa
prijedlog	prijedlog	Ncmsan
Predsjednika	predsjednik	Ncmsg
Komore	komora	Ncfsg
.	.	Z

Predsjednik	predsjednik	Ncmsn
i	i	Cc
zamjenik	zamjenik	Ncmsn
predsjednika	predsjednik	Ncmsg
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
istaknuti	istaknuti	Agpmsny
pravnik	pravnik	Ncmsn
.	.	Z

Članove	član	Ncmpa
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfsg
bira	birati	Vmr3s
Vijeće	vijeće	Ncnsa
Komore	komora	Ncfsg
na	na	Sa
prijedlog	prijedlog	Ncmsan
Predsjednika	predsjednik	Ncmsg
Komore	komora	Ncfsg
.	.	Z

Članovi	član	Ncmpn
