18.	18.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
novi	nov	Agpmsny
stavak	stavak	Ncmsn
2.	2.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
Ljekarna	ljekarna	Ncfsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
prostor	prostor	Ncmsan
za	za	Sa
osobno	osoban	Agpnsay
savjetovanje	savjetovanje	Ncnsa
s	sa	Si
pacijentom	pacijent	Ncmsi
i	i	Cc
pružanje	pružanje	Ncnsa
dodatnih	dodatan	Agpfpgy
ljekarničkih	ljekarnički	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z
koji	koji	Pi-msn
omogućava	omogućavati	Vmr3s
zaštitu	zaštita	Ncfsa
privatnosti	privatnost	Ncfsg
pacijenta	pacijent	Ncmsg
,	,	Z
a	a	Cc
koji	koji	Pi-msn
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
u	u	Sl
prostoriji	prostorija	Ncfsl
laboratorija	laboratorij	Ncmsg
i	i	Cc
praonice	praonica	Ncfsg
suđa	suđe	Ncnsg
.	.	Z
«	«	Z
.	.	Z

Dosadašnji	dosadašnji	Agpmpny
stavci	stavak	Ncmpn
2.	2.	Mdo
–	–	Z
10.	10.	Mdo
postaju	postati	Vmr3p
stavci	stavak	Ncmpn
3.	3.	Mdo
–	–	Z
11.	11.	Mdo

Članak	članak	Ncmsn
7.	7.	Mdo

U	u	Sl
članku	članak	Ncmsl
24.	24.	Mdo
stavku	stavak	Ncmsl
5.	5.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
mikrobiologije	mikrobiologija	Ncfsg
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
/	/	Z
kliničke	klinički	Agpfsgy
mikrobiologije	mikrobiologija	Ncfsg
«	«	Z
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

U	u	Sl
članku	članak	Ncmsl
25.	25.	Mdo
stavku	stavak	Ncmsl
5.	5.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
citologije	citologija	Ncfsg
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
/	/	Z
patologije	patologija	Ncfsg
s	sa	Si
akreditacijom	akreditacija	Ncfsi
iz	iz	Sg
područja	područje	Ncnsg
citopatologije	citopatologija	Ncfsg
«	«	Z
.	.	Z

Članak	članak	Ncmsn
