uređuje	uređivati	Vmr3s
pojedina	pojedini	Agpfsny
mjera	mjera	Ncfsn
,	,	Z
podmjera	podmjer	Ncmpg
i	i	Cc
tip	tip	Ncmsn
operacije	operacija	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
dodjeljuju	dodjeljivati	Vmr3p
sredstva	sredstvo	Ncnpn
.	.	Z

Poglavlje	poglavlje	Ncnsn
B.	B.	Y
Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
Podmjeri	podmjera	Ncfsl
19.3.	19.3.	Mds

Podnošenje	podnošenje	Ncnsn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa

Članak	članak	Ncmsn
62.	62.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Potpora	potpora	Ncfsn
se	sebe	Px--sa
odabranom	odabrati	Ncfsi
LAG-u	LAG	Npmsd
isplaćuje	isplaćivati	Vmr3s
temeljem	temelj	Ncmsi
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odabrani	odabrati	Agpmsny
LAG	LAG	Npmsn
nakon	nakon	Sg
završetka	završetak	Ncmsg
pripreme	priprema	Ncfsg
ili	ili	Cc
provedbe	provedba	Ncfsg
aktivnosti	aktivnost	Ncfsg
suradnje	suradnja	Ncfsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
tip	tip	Ncmsan
operacije	operacija	Ncfsg
19.3.1.	19.3.1.	Mds
ili	ili	Cc
tip	tip	Ncmsn
operacije	operacija	Ncfsg
19.3.2.	19.3.2.	Mdo
u	u	Sl
elektronskom	elektronski	Agpmsly
obliku	oblik	Ncmsl
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
.	.	Z

Način	način	Ncmsn
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
pojašnjen	pojasniti	Appmsnn
je	biti	Var3s
u	u	Sl
Vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Prilikom	prilikom	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
odabrani	odabrati	Appmpny
LAG-ovi	lag-	Ncmpn
su	biti	Var3p
obvezni	obvezan	Agpmpny
učitati	učitati	Vmn
u	u	Sa
AGRONET	AGRONET	Npmsan
svu	sav	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
Natječajem	natječaj	Ncmsi
iz	iz	Sg
članka	članak	Ncmsg
50.	50.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Dokumentacija	dokumentacija	Ncfsn
koju	koji	Pi-fsa
je	biti	Var3s
obvezno	obvezno	Rgp
dostaviti	dostaviti	Vmn
i	i	Cc
u	u	Sl
izvorniku	izvornik	Ncmsl
,	,	Z
propisuje	propisivati	Vmr3s
se	sebe	Px--sa
Natječajem	natječaj	Ncmsi
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Po	po	Sl
završetku	završetak	Ncmsl
elektronskog	elektronski	Agpnsgy
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
,	,	Z
odabrani	odabrati	Appmpny
LAG	lti	Appnsny
je	biti	Var3s
dužan	dužan	Agpmsnn
neposredno	neposredno	Rgp
ili	ili	Cc
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
dostaviti	dostaviti	Vmn
ovjerenu	ovjeriti	Appfsay
i	i	Cc
potpisanu	potpisan	Agpfsay
Potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
propisanom	propisati	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
u	u	Sa
sjedište	sjedište	Ncnsa
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
nakon	nakon	Sg
završetka	završetak	Ncmsg
pripreme	priprema	Ncfsg
/	/	Z
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
suradnje	suradnja	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
su	biti	Var3p
nositelj	nositelj	Ncmsn
i	i	Cc
partneri	partner	Ncmpn
u	u	Sl
tipu	tip	Ncmsl
operacije	operacija	Ncfsg
19.3.1.	19.3.1.	Mds
i	i	Cc
tipu	tip	Ncmsl
operacije	operacija	Ncfsg
19.3.2.	19.3.2.	Mds
odabrani	odabrati	Appmpny
LAG	LAG	Npmsv
,	,	Z
i	i	Cc
nositelj	nositelj	Ncmsn
i	i	Cc
partneri	partner	Ncmpn
mogu	moći	Vmr3p
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
Podmjeru	podmjera	Ncfsa
19.3.	19.3.	Mds
,	,	Z
tip	tip	Ncmsn
operacije	operacija	Ncfsg
19.3.1.	19.3.1.	Mdo
i	i	Cc
/	/	Z
ili	ili	Cc
tip	tip	Ncmsn
operacije	operacija	Ncfsg
19.3.2.	19.3.2.	Mds

(	(	Z
7	7	Mdc
)	)	Z
Nositelj	nositelj	Ncmsn
i	i	Cc
partneri	partner	Ncmpn
u	u	Sl
tipu	tip	Ncmsl
operacije	operacija	Ncfsg
19.3.1.	19.3.1.	Mds
i	i	Cc
tipu	tip	Ncmsl
operacije	operacija	Ncfsg
19.3.2.	19.3.2.	Mds
ukoliko	ukoliko	Cs
su	biti	Var3p
odabrani	odabrati	Appmpny
LAG	LA	Npmpn
ne	ne	Qz
smiju	smjeti	Vmr3p
za	za	Sa
isti	isti	Agpmsayn
trošak	trošak	Ncmsan
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
U	u	Sl
Podmjeri	Podmjera	Npfsl
19.3.	19.3.	Mds

Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
i	i	Cc
/	/	Z
