108	108	Mdc
09.10.2015	09.10.2015	Mdc
Obvezatne	obvezatan	Agpfsgy
upute	uputa	Ncfsg
broj	broj	Ncmsn
Z	Z	X
IV	IV	Mrc
(	(	Z
OZ	OZ	Npmsn
-	-	Z
18	18	Mdc
do	do	Sg
OZ	OZ	Npmsn
-	-	Z
29	29	Mdc
)	)	Z
Obrasci	obrazac	Ncmpn
za	za	Sa
postupak	postupak	Ncmsan
izbora	izbor	Ncmpg

DRŽAVNO	državni	Agpnsny
IZBORNO	izborni	Agpnsny
POVJERENSTVO	povjerenstvo	Ncnsn
REPUBLIKE	republika	Ncfsg
HRVATSKE	hrvatski	Agpfsgy

2111	2111	Mdc

Na	na	Sl
osnovi	osnova	Ncfsl
članka	članak	Ncmsg
56.	56.	Mdo
točka	točka	Ncfsn
3.	3.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
izborima	izbor	Ncmpl
zastupnika	zastupnik	Ncmpg
u	u	Sa
Hrvatski	hrvatski	Agpmsayn
sabor	sabor	Ncmsan
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
66/15	66/15	Mdc
–	–	Z
pročišćeni	pročišćen	Agpmsayn
tekst	tekst	Ncmsan
i	i	Cc
104/15.	104/15.	Mdo
–	–	Z
Odluka	odluka	Ncfsn
i	i	Cc
Rješenje	rješenje	Ncnsn
Ustavnog	ustavan	Agpmsgy
suda	sud	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
broj	broj	Ncmsn
:	:	Z
U-I-1397	U-I-1397	X
/	/	Z
2015	2015	Mdc
od	od	Sg
24.	24.	Mdo
rujna	rujan	Ncmsg
2015.	2015.	Mdo
,	,	Z
dalje	daleko	Rgc
:	:	Z
Zakon	zakon	Ncmsn
)	)	Z
Državno	državni	Agpnsny
izborno	izborni	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
propisuje	propisivati	Vmr3s

OBVEZATNE	obvezatan	Agpfpay
UPUTE	uputa	Ncfpa
BROJ	broj	Ncmsn
Z	Z	X
IV	IV	Mrc
(	(	Z
OZ-18	OZ-18	X
do	do	Sg
OZ-29	oz-2	Ncmsg
)	)	Z
OBRASCI	obrazac	Ncmpn
ZA	za	Sa
POSTUPAK	postupak	Ncmsan
IZBORA	izbor	Ncmpg

1.	1.	Mdo
Izbori	izbor	Ncmpn
za	za	Sa
zastupnike	zastupnik	Ncmpa
u	u	Sa
Hrvatski	hrvatski	Agpmsayn
sabor	sabor	Ncmsan
provodit	provoditi	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
isključivo	isključivo	Rgp
na	na	Sl
obrascima	obrazac	Ncmpl
propisanim	propisati	Appmply
ovim	ovaj	Pd-fpl
Obvezatnim	obvezatan	Agpfply
uputama	uputa	Ncfpl
.	.	Z

2.	2.	Mdo
Obrasci	obrazac	Ncmpn
iz	iz	Sg
točke	točka	Ncfsg
1.	1.	Mdo
ovih	ovaj	Pd-fpg
Obvezatnih	obvezatan	Agpfpgy
uputa	uputa	Ncfpg
nosit	nositi	Vmn
će	htjeti	Var3s
oznaku	oznaka	Ncfsa
OZ	OZ	Npmsn
.	.	Z

3.	3.	Mdo
Ako	ako	Cs
za	za	Sa
pojedine	pojedini	Agpfpay
radnje	radnja	Ncfpa
nije	biti	Var3s
Obvezatnim	obvezatan	Agpfpdy
uputama	uputa	Ncfpd
utvrđen	utvrditi	Appmsnn
odgovarajući	odgovarajući	Agpmsny
obrazac	obrazac	Ncmsn
,	,	Z
Državno	državni	Agpnsny
izborno	izborni	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
će	htjeti	Ncfsg
,	,	Z
